CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13524,41,5,680.1800000000001,3,2,3,323
13525,15,2,628.78,4,1,2,412
13529,79,2,307.76,2,1,2,212
13531,205,2,483.8,1,1,2,112
13538,43,7,1280.85,3,3,3,333
13539,86,3,631.34,2,2,2,222
13546,12,3,626.99,4,2,2,422
13548,96,2,682.41,2,1,3,213
13549,26,7,918.2,3,3,3,333
13557,28,2,584.06,3,1,2,312
13558,6,4,605.06,4,2,2,422
13563,84,2,777.53,2,1,3,213
13566,41,2,874.71,3,1,3,313
13569,17,2,373.75,4,1,2,412
13572,206,1,1384.25,1,1,3,113
13575,23,5,732.0699999999999,3,2,3,323
13579,15,2,467.04,4,1,2,412
13583,156,1,781.03,1,1,3,113
13587,64,1,712.4,2,1,3,213
13589,15,2,379.65,4,1,2,412
13591,65,3,1117.13,2,2,3,223
13594,53,1,396.97,2,1,2,212
13596,6,2,697.04,4,1,3,413
13601,45,2,693.32,3,1,3,313
13602,65,1,428.89,2,1,2,212
13607,40,1,678.01,3,1,3,313
13610,12,7,1131.88,4,3,3,433
13611,89,3,1171.8,2,2,3,223
13615,319,1,417.69,1,1,2,112
13617,40,3,544.18,3,2,2,322
13623,31,5,747.78,3,2,3,323
13634,33,5,1575.16,3,2,3,323
13635,68,1,1071.03,2,1,3,213
13636,37,5,949.12,3,2,3,323
13637,52,3,810.5,2,2,3,223
13639,74,1,1033.34,2,1,3,213
13642,216,1,354.8,1,1,2,112
13643,31,3,519.44,3,2,2,322
13649,257,2,346.6,1,1,2,112
13652,46,3,1095.08,3,2,3,323
13655,114,2,932.97,2,1,3,213
13656,165,2,379.65,1,1,2,112
13657,11,2,382.14,4,1,2,412
13659,206,2,1573.2,1,1,3,113
13662,86,3,897.76,2,2,3,223
13667,149,1,305.02,1,1,2,112
13670,75,1,349.7,2,1,2,212
13673,19,2,396.92,3,1,2,312
13675,151,2,486.82000000000005,1,1,2,112
13681,18,4,827.83,4,2,3,423
13689,63,1,910.0,2,1,3,213
13692,25,3,1488.32,3,2,3,323
13699,155,1,308.58000000000004,1,1,2,112
13705,8,3,711.86,4,2,3,423
13706,303,1,330.79,1,1,2,112
13707,267,2,806.41,1,1,3,113
13715,281,5,1079.34,1,2,3,123
13717,32,6,1445.01,3,3,3,333
13718,246,2,306.55,1,1,2,112
13719,15,5,1041.68,4,2,3,423
13720,117,4,799.9,2,2,3,223
13721,36,1,524.14,3,1,2,312
13726,39,2,1079.6599999999999,3,1,3,313
13727,29,2,333.48,3,1,2,312
13728,37,6,1016.14,3,3,3,333
13730,136,2,752.6,2,1,3,213
13731,219,2,610.59,1,1,2,112
13732,28,1,491.86,3,1,2,312
13736,5,2,731.9,4,1,3,413
13737,200,1,339.59999999999997,1,1,2,112
13740,241,1,350.75,1,1,2,112
13741,72,3,668.4300000000001,2,2,3,223
13743,3,7,1341.6,4,3,3,433
13744,95,2,1156.36,2,1,3,213
13748,96,5,948.25,2,2,3,223
13752,124,6,1186.28,2,3,3,233
13753,288,1,741.26,1,1,3,113
13759,33,2,659.4100000000001,3,1,3,313
13761,50,2,1070.65,3,1,3,313
13762,219,1,306.72,1,1,2,112
13764,71,3,1521.76,2,2,3,223
13772,34,3,1132.13,3,2,3,323
13774,82,1,345.0,2,1,2,212
13780,7,2,360.01,4,1,2,412
13782,13,6,912.0,4,3,3,433
13787,76,2,309.04,2,1,2,212
13790,4,1,348.8,4,1,2,412
13791,128,2,1516.0,2,1,3,213
13799,117,2,688.86,2,1,3,213
13800,310,1,558.32,1,1,2,112
13801,67,1,324.8,2,1,2,212
13805,52,2,924.6,2,1,3,213
13819,302,3,1140.35,1,2,3,123
13821,145,2,385.64,1,1,2,112
13822,6,2,632.0,4,1,2,412
13823,19,2,957.66,3,1,3,313
13827,58,3,412.05,2,2,2,222
13833,159,1,384.8,1,1,2,112
13835,25,4,834.57,3,2,3,323
13838,6,4,691.73,4,2,3,423
13844,11,1,361.62,4,1,2,412
13845,65,1,312.98,2,1,2,212
13846,25,3,865.0600000000001,3,2,3,323
13848,92,3,1255.0,2,2,3,223
13849,52,2,1537.95,2,1,3,213
13853,57,1,1090.14,2,1,3,213
13856,169,3,388.5,1,2,2,122
13860,1,5,1245.9,4,2,3,423
13863,248,1,305.78,1,1,2,112
13865,58,4,501.56,2,2,2,222
13867,31,3,1015.29,3,2,3,323
13873,120,3,389.6,2,2,2,222
13874,358,1,540.45,1,1,2,112
13878,55,1,1281.53,2,1,3,213
13882,3,5,1191.13,4,2,3,423
13884,7,5,787.6,4,2,3,423
13885,189,2,506.8,1,1,2,112
13887,204,1,349.55,1,1,2,112
13888,120,2,605.63,2,1,2,212
13889,93,1,416.90000000000003,2,1,2,212
13892,27,4,632.97,3,2,2,322
13893,298,1,821.1,1,1,3,113
13894,24,3,564.62,3,2,2,322
13897,50,1,311.16,3,1,2,312
13899,16,2,388.52,4,1,2,412
13900,183,3,740.95,1,2,3,123
13904,37,2,332.64,3,1,2,312
13914,12,2,626.45,4,1,2,412
13918,50,2,1212.8400000000001,3,1,3,313
13923,54,1,351.13,2,1,2,212
13925,93,4,678.25,2,2,3,223
13927,75,1,348.99,2,1,2,212
13928,11,4,464.57,4,2,2,422
13929,169,2,842.65,1,1,3,113
13930,58,2,337.34,2,1,2,212
13931,96,2,1237.53,2,1,3,213
13932,295,1,307.4,1,1,2,112
13933,109,2,608.7900000000001,2,1,2,212
13934,264,1,922.1,1,1,3,113
13936,180,1,376.58,1,1,2,112
13939,23,3,568.55,3,2,2,322
13940,17,4,839.14,4,2,3,423
13946,79,3,561.5699999999999,2,2,2,222
13950,11,4,745.06,4,2,3,423
13951,176,3,674.45,1,2,3,123
13954,1,2,439.92,4,1,2,412
13955,154,2,322.96,1,1,2,112
13956,5,5,1026.42,4,2,3,423
13959,79,3,598.2,2,2,2,222
13963,308,4,664.54,1,2,3,123
13974,49,1,413.59000000000003,3,1,2,312
13976,207,1,357.98,1,1,2,112
13979,73,1,869.87,2,1,3,213
13984,27,5,920.51,3,2,3,323
13986,17,1,320.46,4,1,2,412
13989,66,2,1266.08,2,1,3,213
13990,213,1,311.3,1,1,2,112
13991,12,6,855.97,4,3,3,433
13995,15,5,1393.69,4,2,3,423
14000,211,1,635.66,1,1,2,112
14002,134,2,529.73,2,1,2,212
14006,116,3,962.19,2,2,3,223
14009,198,2,695.61,1,1,3,113
14012,278,1,328.8,1,1,2,112
14013,110,3,473.02,2,2,2,222
14014,77,1,505.18,2,1,2,212
14015,53,1,917.34,2,1,3,213
14019,47,3,1421.61,3,2,3,323
14020,17,2,642.8,4,1,2,412
14021,155,3,631.9,1,2,2,122
14022,225,1,440.0,1,1,2,112
14023,7,2,584.07,4,1,2,412
14024,122,2,327.7,2,1,2,212
14029,63,2,467.66,2,1,2,212
14034,22,3,651.8199999999999,3,2,2,322
14035,29,5,1428.02,3,2,3,323
14036,285,1,626.65,1,1,2,112
14038,78,3,1560.38,2,2,3,223
14044,27,4,652.82,3,2,3,323
14047,9,5,1308.6100000000001,4,2,3,423
14048,305,1,409.93,1,1,2,112
14050,32,2,746.36,3,1,3,313
14055,106,1,725.6400000000001,2,1,3,213
14064,29,5,1353.74,3,2,3,323
14067,64,2,374.7,2,1,2,212
14071,4,8,1438.82,4,3,3,433
14075,5,3,942.26,4,2,3,423
14077,41,5,499.41999999999996,3,2,2,322
14078,102,6,1049.37,2,3,3,233
14079,125,1,375.1,2,1,2,212
14081,302,2,934.52,1,1,3,113
14083,4,9,1018.43,4,3,3,433
14093,12,1,442.85,4,1,2,412
14102,5,5,1360.28,4,2,3,423
14105,239,1,1266.23,1,1,3,113
14108,31,2,597.91,3,1,2,312
14111,14,4,692.85,4,2,3,423
14114,274,2,386.53,1,1,2,112
14116,20,5,1382.74,3,2,3,323
14124,84,1,419.58000000000004,2,1,2,212
14126,8,3,706.1300000000001,4,2,3,423
14127,123,3,709.71,2,2,3,223
14128,61,2,637.5,2,1,2,212
14129,2,5,1123.8600000000001,4,2,3,423
14130,319,1,483.86,1,1,2,112
14133,130,3,605.64,2,2,2,222
14138,2,2,982.3800000000001,4,1,3,413
14139,46,1,415.82,3,1,2,312
14140,4,2,935.05,4,1,3,413
14141,3,4,915.13,4,2,3,423
14142,373,1,311.81,1,1,2,112
14147,78,2,483.4,2,1,2,212
14149,221,1,446.62,1,1,2,112
14150,36,2,658.64,3,1,3,313
14152,75,2,621.29,2,1,2,212
14154,239,2,1345.62,1,1,3,113
14157,20,2,432.88,3,1,2,312
14158,40,1,507.66,3,1,2,312
14161,216,3,1110.52,1,2,3,123
14167,39,4,574.84,3,2,2,322
14171,98,1,363.79,2,1,2,212
14173,11,4,450.84,4,2,2,422
14176,297,4,576.9000000000001,1,2,2,122
14177,86,4,559.41,2,2,2,222
14179,41,2,719.78,3,1,3,313
14184,67,1,452.89,2,1,2,212
14193,68,2,853.39,2,1,3,213
14195,202,2,1012.0,1,1,3,113
14196,107,1,335.52,2,1,2,212
14198,18,4,701.4,4,2,3,423
14201,60,7,747.44,2,3,3,233
14205,17,2,466.7,4,1,2,412
14206,239,1,328.15999999999997,1,1,2,112
14212,90,1,1070.48,2,1,3,213
14214,31,5,1004.38,3,2,3,323
14220,247,2,632.4,1,1,2,112
14222,177,1,683.17,1,1,3,113
14223,92,3,991.13,2,2,3,223
14224,110,4,1050.12,2,2,3,223
14229,52,3,1547.2,2,2,3,223
14231,184,3,925.71,1,2,3,123
14233,49,4,1462.72,3,2,3,323
14234,22,4,775.46,3,2,3,323
14236,81,2,490.86,2,1,2,212
14240,30,2,890.34,3,1,3,313
14246,111,3,1474.06,2,2,3,223
14248,318,1,302.58,1,1,2,112
14256,260,2,969.0600000000001,1,1,3,113
14261,51,2,1163.45,3,1,3,313
14264,155,2,333.97,1,1,2,112
14267,163,3,1516.24,1,2,3,123
14270,332,1,492.65000000000003,1,1,2,112
14272,74,2,437.96,2,1,2,212
14273,51,4,559.97,3,2,2,322
14276,99,3,1119.74,2,2,3,223
14284,31,2,595.25,3,1,2,312
14288,213,1,426.6,1,1,2,112
14289,9,6,911.26,4,3,3,433
14293,3,4,1046.56,4,2,3,423
14297,18,4,1305.33,4,2,3,423
14301,117,1,640.14,2,1,2,212
14304,223,1,383.45,1,1,2,112
14311,243,1,310.26,1,1,2,112
14317,65,1,508.58000000000004,2,1,2,212
14320,207,2,477.79,1,1,2,112
14321,11,5,1530.75,4,2,3,423
14323,115,2,605.0600000000001,2,1,2,212
14327,163,1,311.65,1,1,2,112
14331,124,2,462.65999999999997,2,1,2,212
14332,23,3,866.31,3,2,3,323
14333,68,1,415.2,2,1,2,212
14338,161,2,588.22,1,1,2,112
14339,243,1,309.52,1,1,2,112
14342,21,4,668.5600000000001,3,2,3,323
14344,127,8,889.9300000000001,2,3,3,233
14346,121,2,1021.58,2,1,3,213
14348,260,1,409.57,1,1,2,112
14352,157,4,1078.96,1,2,3,123
14356,80,2,701.23,2,1,3,213
14359,19,3,912.18,3,2,3,323
14377,191,2,617.05,1,1,2,112
14379,44,2,348.1,3,1,2,312
14382,26,1,626.0699999999999,3,1,2,312
14383,38,3,1247.69,3,2,3,323
14389,65,2,1043.46,2,1,3,213
14396,65,2,487.99,2,1,2,212
14400,149,1,574.7,1,1,2,112
14403,130,4,1475.81,2,2,3,223
14404,34,6,1474.32,3,3,3,333
14410,92,9,1105.07,2,3,3,233
14411,311,1,1063.0,1,1,3,113
14412,43,2,770.03,3,1,3,313
14414,92,7,1496.98,2,3,3,233
14416,22,2,490.22,3,1,2,312
14419,11,6,1058.06,4,3,3,433
14420,99,1,387.52,2,1,2,212
14421,57,2,813.11,2,1,3,213
14424,18,1,322.08,4,1,2,412
14427,50,2,363.34000000000003,3,1,2,312
14428,7,5,1244.83,4,2,3,423
14431,303,1,470.36,1,1,2,112
14434,22,6,1372.8,3,3,3,333
14443,54,4,1420.2,2,2,3,223
14446,1,4,1039.58,4,2,3,423
14447,19,5,1163.23,3,2,3,323
14448,9,2,375.35,4,1,2,412
14449,19,4,907.1,3,2,3,323
14450,181,3,483.25,1,2,2,122
14451,60,2,662.59,2,1,3,213
14460,110,3,434.34,2,2,2,222
14463,98,3,529.62,2,2,2,222
14465,247,3,1058.6200000000001,1,2,3,123
14467,18,4,598.76,4,2,2,422
14470,12,2,461.19,4,1,2,412
14474,46,1,547.66,3,1,2,312
14475,72,3,925.85,2,2,3,223
14477,20,4,1309.6,3,2,3,323
14479,254,2,316.25,1,1,2,112
14481,165,2,636.51,1,1,2,112
14484,50,1,321.92,3,1,2,312
14487,27,6,1196.33,3,3,3,333
14488,68,1,1064.28,2,1,3,213
14489,207,1,463.38,1,1,2,112
14491,175,2,340.93,1,1,2,112
14496,312,2,538.8100000000001,1,1,2,112
14497,309,1,475.37,1,1,2,112
14499,26,3,815.32,3,2,3,323
14500,88,3,356.85,2,2,2,222
14504,47,4,673.26,3,2,3,323
14507,24,6,1383.18,3,3,3,333
14511,11,5,1314.81,4,2,3,423
14513,101,3,455.59000000000003,2,2,2,222
14514,61,3,1055.35,2,2,3,223
14517,33,2,330.45,3,1,2,312
14522,24,4,974.54,3,2,3,323
14528,37,1,364.21999999999997,3,1,2,312
14529,60,3,620.04,2,2,2,222
14532,236,4,932.85,1,2,3,123
14537,58,1,355.56,2,1,2,212
14538,65,2,388.25,2,1,2,212
14539,16,2,537.48,4,1,2,412
14540,10,3,996.26,4,2,3,423
14541,59,8,1461.65,2,3,3,233
14548,151,2,652.8,1,1,3,113
14550,11,2,765.62,4,1,3,413
14553,19,5,859.27,3,2,3,323
14555,57,2,324.14,2,1,2,212
14557,85,1,788.38,2,1,3,213
14561,76,3,1080.76,2,2,3,223
14567,57,2,1530.3600000000001,2,1,3,213
14577,13,4,859.71,4,2,3,423
14583,6,5,1052.55,4,2,3,423
14584,169,4,1042.26,1,2,3,123
14591,15,4,1447.14,4,2,3,423
14592,35,3,570.46,3,2,2,322
14593,22,3,617.99,3,2,2,322
14594,7,2,379.83,4,1,2,412
14597,11,2,883.15,4,1,3,413
14600,306,1,393.33000000000004,1,1,2,112
14603,275,1,660.0,1,1,3,113
14609,72,4,601.56,2,2,2,222
14616,243,3,406.08000000000004,1,2,2,122
14618,9,3,553.44,4,2,2,422
14619,246,1,394.44,1,1,2,112
14620,206,2,412.78000000000003,1,1,2,112
14622,185,1,320.58000000000004,1,1,2,112
14623,32,5,889.25,3,2,3,323
14625,196,2,899.63,1,1,3,113
14628,91,2,671.96,2,1,3,213
14629,4,2,959.01,4,1,3,413
14631,51,3,1006.98,3,2,3,323
14633,266,1,344.90000000000003,1,1,2,112
14636,36,2,609.85,3,1,2,312
14638,51,1,443.6,3,1,2,312
14643,170,2,693.8100000000001,1,1,3,113
14644,68,2,830.76,2,1,3,213
14645,157,2,597.09,1,1,2,112
14649,5,4,1417.29,4,2,3,423
14651,67,2,654.6,2,1,3,213
14657,18,4,848.22,4,2,3,423
14662,29,4,771.17,3,2,3,323
14664,20,2,637.89,3,1,2,312
14669,242,3,1269.99,1,2,3,123
14670,280,2,411.53,1,1,2,112
14672,235,2,765.55,1,1,3,113
14675,16,1,604.75,4,1,2,412
14681,71,3,498.95,2,2,2,222
14684,26,5,1236.28,3,2,3,323
14687,107,1,628.38,2,1,2,212
14690,44,2,371.7,3,1,2,312
14692,137,4,591.55,2,2,2,222
14698,2,5,1250.76,4,2,3,423
14703,15,1,318.17,4,1,2,412
14704,11,9,1546.91,4,3,3,433
14708,3,3,1126.37,4,2,3,423
14710,14,4,606.13,4,2,2,422
14712,29,3,917.07,3,2,3,323
14715,25,4,867.38,3,2,3,323
14716,43,2,329.68,3,1,2,312
14720,6,3,663.81,4,2,3,423
14723,10,6,1158.3,4,3,3,433
14725,25,1,718.08,3,1,3,313
14729,374,1,313.49,1,1,2,112
14731,47,3,380.02,3,2,2,322
14737,4,3,1164.55,4,2,3,423
14738,43,7,1314.45,3,3,3,333
14740,197,3,1448.21,1,2,3,123
14741,12,6,1400.34,4,3,3,433
14744,16,7,1099.98,4,3,3,433
14745,113,5,1220.26,2,2,3,223
14747,249,1,328.2,1,1,2,112
14748,29,5,1415.75,3,2,3,323
14752,44,1,389.64,3,1,2,312
14753,87,1,563.15,2,1,2,212
14754,45,2,638.05,3,1,2,312
14756,15,1,738.96,4,1,3,413
14757,75,1,420.5,2,1,2,212
14758,145,4,1484.06,1,2,3,123
14762,264,1,300.52,1,1,2,112
14770,232,2,876.42,1,1,3,113
14775,58,3,1011.9,2,2,3,223
14778,127,2,730.86,2,1,3,213
14779,281,3,386.15,1,2,2,122
14780,55,2,447.68,2,1,2,212
14788,7,2,679.4399999999999,4,1,3,413
14790,17,4,745.06,4,2,3,423
14794,3,7,1319.91,4,3,3,433
14803,162,3,845.55,1,2,3,123
14804,9,1,353.27,4,1,2,412
14805,15,4,554.65,4,2,2,422
14815,37,2,778.5,3,1,3,313
14817,200,2,1110.34,1,1,3,113
14818,74,3,657.8,2,2,3,223
14820,21,4,507.29,3,2,2,322
14823,180,3,321.43,1,2,2,122
14824,10,4,1127.71,4,2,3,423
14829,29,4,697.55,3,2,3,323
14847,149,1,309.4,1,1,2,112
14850,312,1,325.75,1,1,2,112
14851,23,2,511.35,3,1,2,312
14853,24,2,475.8,3,1,2,312
14855,119,2,645.65,2,1,2,212
14856,36,3,1311.3799999999999,3,2,3,323
14857,60,2,1173.12,2,1,3,213
14859,13,4,1353.74,4,2,3,423
14862,26,2,841.1999999999999,3,1,3,313
14867,186,3,710.28,1,2,3,123
14869,9,2,725.7,4,1,3,413
14870,262,1,327.25,1,1,2,112
