CustomerID,Recency,Frequency,Monetary,Recency_capped,Frequency_capped,Monetary_capped,R_Score,F_Score,M_Score,RFM_Score
12849,31,2,1050.8899999999999,31.0,2.0,1050.8899999999999,4,1,4,414
12851,96,1,135.18,96.0,1.0,135.18,2,1,1,211
12852,294,1,311.55,294.0,1.0,311.55,1,1,2,112
12853,134,6,1957.1000000000001,134.0,6.0,1957.1000000000001,2,1,4,214
12854,78,3,1324.5,78.0,3.0,1324.5,2,1,4,214
12855,372,1,38.1,368.80999999999995,1.0,38.1,1,1,1,111
12856,7,6,2179.93,7.0,6.0,2179.93,5,1,5,515
12857,210,2,1106.4,210.0,2.0,1106.4,1,1,4,114
12863,52,1,521.2,52.0,1.0,521.2,3,1,3,313
12864,138,1,147.12,138.0,1.0,147.12,2,1,1,211
12867,26,7,4036.82,26.0,7.0,4036.82,4,2,5,425
12868,185,6,1607.0600000000002,185.0,6.0,1607.0600000000002,1,1,4,114
12871,84,2,380.64,84.0,2.0,380.64,2,1,2,212
12872,326,2,599.97,326.0,2.0,599.97,1,1,3,113
12873,282,1,374.0,282.0,1.0,374.0,1,1,2,112
12875,143,2,343.2300000000001,143.0,2.0,343.2300000000001,2,1,2,212
12877,3,12,1535.77,3.0,12.0,1535.77,5,2,4,524
12878,236,2,854.99,236.0,2.0,854.99,1,1,3,113
12879,44,3,573.22,44.0,3.0,573.22,3,1,3,313
12881,275,1,298.0,275.0,1.0,298.0,1,1,2,112
12882,9,2,1463.04,9.0,2.0,1463.04,5,1,4,514
12883,24,4,703.47,24.0,4.0,703.47,4,1,3,413
12884,88,1,309.05,88.0,1.0,309.05,2,1,2,212
12885,63,3,1175.22,63.0,3.0,1175.22,3,1,4,314
12886,67,2,1378.4,67.0,2.0,1378.4,3,1,4,314
12888,214,2,354.12,214.0,2.0,354.12,1,1,2,112
12890,24,1,380.46999999999997,24.0,1.0,380.46999999999997,4,1,2,412
12891,185,3,331.0,185.0,3.0,331.0,1,1,2,112
12893,30,1,188.14,30.0,1.0,188.14,4,1,1,411
12895,42,2,372.8,42.0,2.0,372.8,3,1,2,312
12897,204,2,216.5,204.0,2.0,216.5,1,1,1,111
12901,8,28,17654.54,8.0,28.0,17281.158099999997,5,5,5,555
12902,264,1,138.68,264.0,1.0,138.68,1,1,1,111
12904,18,2,509.58,18.0,2.0,509.58,4,1,3,413
12906,11,5,2919.81,11.0,5.0,2919.81,5,1,5,515
12908,176,2,750.0,176.0,2.0,750.0,2,1,3,213
12909,39,5,2178.67,39.0,5.0,2178.67,3,1,5,315
12910,23,8,3075.04,23.0,8.0,3075.04,4,2,5,425
12912,2,5,1662.3,2.0,5.0,1662.3,5,1,4,514
12913,4,5,2483.63,4.0,5.0,2483.63,5,1,5,515
12915,148,2,363.65,148.0,2.0,363.65,2,1,2,212
12916,138,4,3006.15,138.0,4.0,3006.15,2,1,5,215
12917,128,1,594.0,128.0,1.0,594.0,2,1,3,213
12919,8,6,1335.19,8.0,6.0,1335.19,5,1,4,514
12920,17,1,164.23,17.0,1.0,164.23,4,1,1,411
12921,9,37,16587.09,9.0,29.809999999999945,16587.09,5,5,5,555
12922,161,1,405.38,161.0,1.0,405.38,2,1,2,212
12923,64,1,176.97,64.0,1.0,176.97,3,1,1,311
12924,88,4,933.7,88.0,4.0,933.7,2,1,4,214
12925,4,2,694.05,4.0,2.0,694.05,5,1,3,513
12928,35,5,2062.7000000000003,35.0,5.0,2062.7000000000003,3,1,5,315
12929,311,1,117.85,311.0,1.0,117.85,1,1,1,111
12930,78,2,415.8,78.0,2.0,415.8,2,1,2,212
12931,21,15,42055.96,21.0,15.0,17281.158099999997,4,3,5,435
12933,24,3,607.53,24.0,3.0,607.53,4,1,3,413
12935,2,7,2160.7,2.0,7.0,2160.7,5,2,5,525
12936,17,4,1063.9,17.0,4.0,1063.9,4,1,4,414
12937,15,4,1504.27,15.0,4.0,1504.27,4,1,4,414
12938,25,1,114.14,25.0,1.0,114.14,4,1,1,411
12939,64,8,11581.8,64.0,8.0,11581.8,3,2,5,325
12940,54,2,913.54,54.0,2.0,913.54,3,1,4,314
12942,131,3,683.9,131.0,3.0,683.9,2,1,3,213
12944,35,2,604.51,35.0,2.0,604.51,3,1,3,313
12945,288,1,462.95,288.0,1.0,462.95,1,1,2,112
12947,143,6,1603.99,143.0,6.0,1603.99,2,1,4,214
12948,16,7,2064.95,16.0,7.0,2064.95,4,2,5,425
12949,30,8,4167.22,30.0,8.0,4167.22,4,2,5,425
12950,2,3,1843.0,2.0,3.0,1843.0,5,1,4,514
12951,8,6,1064.07,8.0,6.0,1064.07,5,1,4,514
12952,5,4,1387.79,5.0,4.0,1387.79,5,1,4,514
12953,9,1,329.85,9.0,1.0,329.85,5,1,2,512
12955,1,11,4757.16,1.0,11.0,4757.16,5,2,5,525
12956,306,1,108.07,306.0,1.0,108.07,1,1,1,111
12957,9,8,4017.54,9.0,8.0,4017.54,5,2,5,525
12962,7,2,266.39,7.0,2.0,266.39,5,1,2,512
12963,8,8,1856.63,8.0,8.0,1856.63,5,2,4,524
12965,89,1,771.91,89.0,1.0,771.91,2,1,3,213
12966,9,1,160.18,9.0,1.0,160.18,5,1,1,511
12967,358,2,1660.9,358.0,2.0,1660.9,1,1,4,114
12968,112,1,135.95,112.0,1.0,135.95,2,1,1,211
12970,7,4,452.24,7.0,4.0,452.24,5,1,2,512
12971,3,86,11189.91,3.0,29.809999999999945,11189.91,5,5,5,555
12974,197,1,144.8,197.0,1.0,144.8,1,1,1,111
12976,211,1,738.6,211.0,1.0,738.6,1,1,3,113
12977,156,1,39.239999999999995,156.0,1.0,39.239999999999995,2,1,1,211
12980,157,9,7374.900000000001,157.0,9.0,7374.900000000001,2,2,5,225
12981,29,2,372.21999999999997,29.0,2.0,372.21999999999997,4,1,2,412
12982,242,1,390.54,242.0,1.0,390.54,1,1,2,112
12984,18,1,97.5,18.0,1.0,97.5,4,1,1,411
12985,0,2,1239.38,0.0,2.0,1239.38,5,1,4,514
12987,73,2,558.7,73.0,2.0,558.7,2,1,3,213
12988,292,1,535.32,292.0,1.0,535.32,1,1,3,113
12989,3,15,6924.110000000001,3.0,15.0,6924.110000000001,5,3,5,535
12990,31,3,409.5,31.0,3.0,409.5,4,1,2,412
12991,23,2,503.76,23.0,2.0,503.76,4,1,3,413
12993,23,4,414.76,23.0,4.0,414.76,4,1,2,412
12994,4,3,974.4200000000001,4.0,3.0,974.4200000000001,5,1,4,514
12995,85,1,211.32,85.0,1.0,211.32,2,1,1,211
12997,22,4,1226.89,22.0,4.0,1226.89,4,1,4,414
12999,196,3,455.88,196.0,3.0,455.88,1,1,2,112
13000,106,3,534.85,106.0,3.0,534.85,2,1,3,213
13001,4,13,9818.82,4.0,13.0,9818.82,5,3,5,535
13002,318,1,120.94999999999999,318.0,1.0,120.94999999999999,1,1,1,111
13003,105,3,149.05,105.0,3.0,149.05,2,1,1,211
13004,11,18,5655.91,11.0,18.0,5655.91,5,3,5,535
13005,173,2,513.7,173.0,2.0,513.7,2,1,3,213
13006,56,1,81.57,56.0,1.0,81.57,3,1,1,311
13008,323,1,229.46999999999997,323.0,1.0,229.46999999999997,1,1,1,111
13011,372,1,50.550000000000004,368.80999999999995,1.0,50.550000000000004,1,1,1,111
13012,9,8,1661.8400000000001,9.0,8.0,1661.8400000000001,5,2,4,524
13013,1,13,4810.9400000000005,1.0,13.0,4810.9400000000005,5,3,5,535
13014,10,10,3466.2799999999997,10.0,10.0,3466.2799999999997,5,2,5,525
13015,53,5,3346.28,53.0,5.0,3346.28,3,1,5,315
13016,73,3,789.89,73.0,3.0,789.89,2,1,3,213
13017,7,1,204.0,7.0,1.0,204.0,5,1,1,511
13018,16,28,7277.7,16.0,28.0,7277.7,4,5,5,455
13021,4,9,2616.38,4.0,9.0,2616.38,5,2,5,525
13023,64,2,689.9,64.0,2.0,689.9,3,1,3,313
13026,1,5,975.36,1.0,5.0,975.36,5,1,4,514
13027,113,6,6912.0,113.0,6.0,6912.0,2,1,5,215
13028,22,2,661.3199999999999,22.0,2.0,661.3199999999999,4,1,3,413
13029,30,3,1247.5,30.0,3.0,1247.5,4,1,4,414
13030,11,2,799.48,11.0,2.0,799.48,5,1,3,513
13032,52,2,1010.18,52.0,2.0,1010.18,3,1,4,314
13033,357,1,190.55,357.0,1.0,190.55,1,1,1,111
13034,54,2,642.77,54.0,2.0,642.77,3,1,3,313
13035,73,2,921.88,73.0,2.0,921.88,2,1,4,214
13037,138,3,881.07,138.0,3.0,881.07,2,1,3,213
13038,80,3,908.46,80.0,3.0,908.46,2,1,4,214
13040,8,2,676.99,8.0,2.0,676.99,5,1,3,513
13043,273,1,516.42,273.0,1.0,516.42,1,1,3,113
13044,291,1,560.47,291.0,1.0,560.47,1,1,3,113
13045,99,1,305.28000000000003,99.0,1.0,305.28000000000003,2,1,2,212
13046,30,2,629.31,30.0,2.0,629.31,4,1,3,413
13047,31,10,3237.54,31.0,10.0,3237.54,4,2,5,425
13048,14,4,1835.91,14.0,4.0,1835.91,4,1,4,414
13049,64,2,656.6800000000001,64.0,2.0,656.6800000000001,3,1,3,313
13050,14,17,5836.86,14.0,17.0,5836.86,4,3,5,435
13052,212,1,348.15000000000003,212.0,1.0,348.15000000000003,1,1,2,112
13055,78,3,1214.41,78.0,3.0,1214.41,2,1,4,214
13058,24,3,271.40000000000003,24.0,3.0,271.40000000000003,4,1,2,412
13059,249,1,183.4,249.0,1.0,183.4,1,1,1,111
13060,253,1,307.53,253.0,1.0,307.53,1,1,2,112
13061,72,1,248.61,72.0,1.0,248.61,2,1,2,212
13062,191,1,346.98,191.0,1.0,346.98,1,1,2,112
13064,12,4,1119.49,12.0,4.0,1119.49,5,1,4,514
13065,373,1,205.86,368.80999999999995,1.0,205.86,1,1,1,111
13066,24,2,470.8,24.0,2.0,470.8,4,1,3,413
13067,82,1,115.46000000000001,82.0,1.0,115.46000000000001,2,1,1,211
13068,10,2,344.0,10.0,2.0,344.0,5,1,2,512
13069,0,24,4436.12,0.0,24.0,4436.12,5,4,5,545
13070,192,1,228.8,192.0,1.0,228.8,1,1,1,111
13072,266,1,177.15,266.0,1.0,177.15,1,1,1,111
13075,129,1,919.61,129.0,1.0,919.61,2,1,4,214
13077,1,4,729.27,1.0,4.0,729.27,5,1,3,513
13078,3,26,12627.94,3.0,26.0,12627.94,5,5,5,555
13079,4,5,220.10000000000002,4.0,5.0,220.10000000000002,5,1,1,511
13080,179,1,58.08,179.0,1.0,58.08,1,1,1,111
13081,11,11,28337.38,11.0,11.0,17281.158099999997,5,2,5,525
13082,126,9,3613.63,126.0,9.0,3613.63,2,2,5,225
13083,4,2,303.75,4.0,2.0,303.75,5,1,2,512
13085,157,2,416.08000000000004,157.0,2.0,416.08000000000004,2,1,2,212
13089,2,97,58825.83,2.0,29.809999999999945,17281.158099999997,5,5,5,555
13090,8,14,8910.82,8.0,14.0,8910.82,5,3,5,535
13091,28,1,345.82,28.0,1.0,345.82,4,1,2,412
13092,70,5,477.83,70.0,5.0,477.83,3,1,3,313
13093,275,8,7832.47,275.0,8.0,7832.47,1,2,5,125
13094,21,12,1927.3200000000002,21.0,12.0,1927.3200000000002,4,2,4,424
13095,70,1,74.39999999999999,70.0,1.0,74.39999999999999,3,1,1,311
13097,32,10,6010.42,32.0,10.0,6010.42,4,2,5,425
13098,1,28,28882.44,1.0,28.0,17281.158099999997,5,5,5,555
13099,99,1,207.35999999999999,99.0,1.0,207.35999999999999,2,1,1,211
13101,234,1,101.19,234.0,1.0,101.19,1,1,1,111
13102,1,24,6424.09,1.0,24.0,6424.09,5,4,5,545
13103,39,1,243.94,39.0,1.0,243.94,3,1,2,312
13104,3,6,1098.48,3.0,6.0,1098.48,5,1,4,514
13106,133,1,76.5,133.0,1.0,76.5,2,1,1,211
13107,44,4,1531.6200000000001,44.0,4.0,1531.6200000000001,3,1,4,314
13108,372,1,350.06,368.80999999999995,1.0,350.06,1,1,2,112
13109,59,2,786.54,59.0,2.0,786.54,3,1,3,313
13110,31,7,1488.67,31.0,7.0,1488.67,4,2,4,424
13113,0,24,12245.960000000001,0.0,24.0,12245.960000000001,5,4,5,545
13115,11,4,2294.78,11.0,4.0,2294.78,5,1,5,515
13116,138,1,501.14,138.0,1.0,501.14,2,1,3,213
13117,21,8,984.91,21.0,8.0,984.91,4,2,4,424
13118,19,5,1197.81,19.0,5.0,1197.81,4,1,4,414
13120,238,1,30.599999999999998,238.0,1.0,30.599999999999998,1,1,1,111
13121,269,1,283.73,269.0,1.0,283.73,1,1,2,112
13122,94,2,922.39,94.0,2.0,922.39,2,1,4,214
13124,89,3,3866.33,89.0,3.0,3866.33,2,1,5,215
13126,4,8,2099.64,4.0,8.0,2099.64,5,2,5,525
13127,77,1,259.17,77.0,1.0,259.17,2,1,2,212
13130,94,1,64.0,94.0,1.0,64.0,2,1,1,211
13131,23,3,1073.3,23.0,3.0,1073.3,4,1,4,414
13132,261,1,77.3,261.0,1.0,77.3,1,1,1,111
13133,273,2,109.8,273.0,2.0,109.8,1,1,1,111
13134,85,4,1793.58,85.0,4.0,1793.58,2,1,4,214
13135,196,1,3096.0,196.0,1.0,3096.0,1,1,5,115
13136,56,5,2607.61,56.0,5.0,2607.61,3,1,5,315
13137,10,8,3650.41,10.0,8.0,3650.41,5,2,5,525
13138,22,6,962.39,22.0,6.0,962.39,4,1,4,414
13139,16,7,5064.94,16.0,7.0,5064.94,4,2,5,425
13140,108,3,423.72,108.0,3.0,423.72,2,1,2,212
13141,84,5,2388.75,84.0,5.0,2388.75,2,1,5,215
13142,19,1,307.09,19.0,1.0,307.09,4,1,2,412
13144,332,1,110.95,332.0,1.0,110.95,1,1,1,111
13145,39,4,618.52,39.0,4.0,618.52,3,1,3,313
13146,26,1,228.91,26.0,1.0,228.91,4,1,1,411
13147,10,4,712.8000000000001,10.0,4.0,712.8000000000001,5,1,3,513
13148,29,12,3707.12,29.0,12.0,3707.12,4,2,5,425
13149,14,4,1676.06,14.0,4.0,1676.06,4,1,4,414
13151,295,1,1257.8700000000001,295.0,1.0,1257.8700000000001,1,1,4,114
13153,5,1,486.22,5.0,1.0,486.22,5,1,3,513
13155,33,4,971.76,33.0,4.0,971.76,3,1,4,314
13157,49,4,1741.22,49.0,4.0,1741.22,3,1,4,314
13158,94,4,1201.06,94.0,4.0,1201.06,2,1,4,214
13159,8,4,1437.85,8.0,4.0,1437.85,5,1,4,514
13160,22,1,91.8,22.0,1.0,91.8,4,1,1,411
13161,313,1,112.75,313.0,1.0,112.75,1,1,1,111
13162,122,4,1688.29,122.0,4.0,1688.29,2,1,4,214
13165,46,2,1021.48,46.0,2.0,1021.48,3,1,4,314
13166,283,1,417.2,283.0,1.0,417.2,1,1,2,112
13167,18,4,791.33,18.0,4.0,791.33,4,1,3,413
13168,36,4,1319.19,36.0,4.0,1319.19,3,1,4,314
13169,63,2,712.88,63.0,2.0,712.88,3,1,3,313
13170,26,1,116.00999999999999,26.0,1.0,116.00999999999999,4,1,1,411
13171,21,3,468.41,21.0,3.0,468.41,4,1,3,413
13173,4,2,353.65,4.0,2.0,353.65,5,1,2,512
13174,16,3,2817.03,16.0,3.0,2817.03,4,1,5,415
13176,46,1,492.84,46.0,1.0,492.84,3,1,3,313
13177,64,1,282.45,64.0,1.0,282.45,3,1,2,312
13178,26,11,5725.47,26.0,11.0,5725.47,4,2,5,425
13182,45,1,121.18,45.0,1.0,121.18,3,1,1,311
13183,7,9,3957.78,7.0,9.0,3957.78,5,2,5,525
13184,14,10,1701.29,14.0,10.0,1701.29,4,2,4,424
13185,267,1,71.4,267.0,1.0,71.4,1,1,1,111
13186,39,3,1575.89,39.0,3.0,1575.89,3,1,4,314
13187,337,1,236.02,337.0,1.0,236.02,1,1,1,111
13188,11,1,114.60000000000001,11.0,1.0,114.60000000000001,5,1,1,511
13189,18,2,260.68,18.0,2.0,260.68,4,1,2,412
13192,95,2,911.94,95.0,2.0,911.94,2,1,4,214
13193,61,1,117.88,61.0,1.0,117.88,3,1,1,311
13194,135,1,60.7,135.0,1.0,60.7,2,1,1,211
13196,11,4,1797.78,11.0,4.0,1797.78,5,1,4,514
13198,10,6,3401.2400000000002,10.0,6.0,3401.2400000000002,5,1,5,515
13199,3,38,9817.12,3.0,29.809999999999945,9817.12,5,5,5,555
13200,19,4,870.09,19.0,4.0,870.09,4,1,3,413
13203,9,4,869.46,9.0,4.0,869.46,5,1,3,513
13207,15,2,250.26000000000002,15.0,2.0,250.26000000000002,4,1,2,412
13208,58,6,1223.9,58.0,6.0,1223.9,3,1,4,314
13209,30,8,5891.61,30.0,8.0,5891.61,4,2,5,425
13210,93,1,353.48,93.0,1.0,353.48,2,1,2,212
13211,10,3,1197.42,10.0,3.0,1197.42,5,1,4,514
13212,19,3,788.08,19.0,3.0,788.08,4,1,3,413
13213,56,5,1520.58,56.0,5.0,1520.58,3,1,4,314
13216,267,1,333.74,267.0,1.0,333.74,1,1,2,112
13217,122,3,533.98,122.0,3.0,533.98,2,1,3,213
13218,127,1,62.63999999999999,127.0,1.0,62.63999999999999,2,1,1,211
13220,78,4,819.2900000000001,78.0,4.0,819.2900000000001,2,1,3,213
13221,240,2,847.41,240.0,2.0,847.41,1,1,3,113
13223,200,2,163.20000000000002,200.0,2.0,163.20000000000002,1,1,1,111
13224,60,2,2155.95,60.0,2.0,2155.95,3,1,5,315
13225,3,7,6463.84,3.0,7.0,6463.84,5,2,5,525
13226,273,1,108.21000000000001,273.0,1.0,108.21000000000001,1,1,1,111
13227,201,1,257.7,201.0,1.0,257.7,1,1,2,112
13228,81,1,358.0,81.0,1.0,358.0,2,1,2,212
13229,225,1,160.95,225.0,1.0,160.95,1,1,1,111
13230,4,14,2806.97,4.0,14.0,2806.97,5,3,5,535
13232,12,7,1357.6,12.0,7.0,1357.6,5,2,4,524
13233,74,2,605.12,74.0,2.0,605.12,2,1,3,213
13235,212,1,1031.07,212.0,1.0,1031.07,1,1,4,114
13236,24,2,744.85,24.0,2.0,744.85,4,1,3,413
13238,17,4,700.73,17.0,4.0,700.73,4,1,3,413
13239,261,1,329.56,261.0,1.0,329.56,1,1,2,112
13240,96,4,663.65,96.0,4.0,663.65,2,1,3,213
13242,112,3,270.40000000000003,112.0,3.0,270.40000000000003,2,1,2,212
13243,203,1,600.07,203.0,1.0,600.07,1,1,3,113
13244,92,1,121.74000000000001,92.0,1.0,121.74000000000001,2,1,1,211
13245,50,1,430.5,50.0,1.0,430.5,3,1,2,312
13246,18,6,1987.3,18.0,6.0,1987.3,4,1,5,415
13247,17,4,501.12,17.0,4.0,501.12,4,1,3,413
13248,124,2,465.68,124.0,2.0,465.68,2,1,3,213
13249,92,3,711.41,92.0,3.0,711.41,2,1,3,213
13253,156,2,1030.4,156.0,2.0,1030.4,2,1,4,214
13255,9,2,399.51,9.0,2.0,399.51,5,1,2,512
13258,11,3,698.58,11.0,3.0,698.58,5,1,3,513
13259,61,1,292.32,61.0,1.0,292.32,3,1,2,312
13260,61,1,557.62,61.0,1.0,557.62,3,1,3,313
13261,268,2,944.1,268.0,2.0,944.1,1,1,4,114
13262,263,1,200.29,263.0,1.0,200.29,1,1,1,111
13263,1,35,7454.07,1.0,29.809999999999945,7454.07,5,5,5,555
13265,53,5,2107.66,53.0,5.0,2107.66,3,1,5,315
13266,11,12,3834.2599999999998,11.0,12.0,3834.2599999999998,5,2,5,525
13267,2,19,4521.49,2.0,19.0,4521.49,5,4,5,545
13268,17,11,3214.69,17.0,11.0,3214.69,4,2,5,425
13269,1,15,5346.2300000000005,1.0,15.0,5346.2300000000005,5,3,5,535
13270,366,1,590.0,366.0,1.0,590.0,1,1,3,113
13271,37,1,217.38,37.0,1.0,217.38,3,1,1,311
13272,31,2,276.56,31.0,2.0,276.56,4,1,2,412
13273,113,1,138.98,113.0,1.0,138.98,2,1,1,211
13276,63,2,590.9300000000001,63.0,2.0,590.9300000000001,3,1,3,313
13277,15,4,258.4,15.0,4.0,258.4,4,1,2,412
13278,40,1,542.73,40.0,1.0,542.73,3,1,3,313
13279,78,1,137.75,78.0,1.0,137.75,2,1,1,211
13280,122,3,814.86,122.0,3.0,814.86,2,1,3,213
13282,18,3,1132.14,18.0,3.0,1132.14,4,1,4,414
13283,59,2,93.66,59.0,2.0,93.66,3,1,1,311
13284,330,1,201.19,330.0,1.0,201.19,1,1,1,111
13285,23,4,2709.12,23.0,4.0,2709.12,4,1,5,415
13291,155,1,361.11,155.0,1.0,361.11,2,1,2,212
13292,38,2,578.9399999999999,38.0,2.0,578.9399999999999,3,1,3,313
13294,189,2,873.74,189.0,2.0,873.74,1,1,3,113
13295,359,1,201.20000000000002,359.0,1.0,201.20000000000002,1,1,1,111
13296,137,1,87.4,137.0,1.0,87.4,2,1,1,211
13297,7,4,2089.85,7.0,4.0,2089.85,5,1,5,515
13298,1,1,360.0,1.0,1.0,360.0,5,1,2,512
13299,268,1,142.5,268.0,1.0,142.5,1,1,1,111
13300,169,1,371.89,169.0,1.0,371.89,2,1,2,212
13301,103,4,618.09,103.0,4.0,618.09,2,1,3,213
13302,155,1,63.75,155.0,1.0,63.75,2,1,1,211
13304,351,1,300.42,351.0,1.0,300.42,1,1,2,112
13305,4,10,2000.86,4.0,10.0,2000.86,5,2,5,525
13307,120,1,15.0,120.0,1.0,15.0,2,1,1,211
13308,22,3,1385.51,22.0,3.0,1385.51,4,1,4,414
13309,7,5,1456.79,7.0,5.0,1456.79,5,1,4,514
13310,28,3,1132.03,28.0,3.0,1132.03,4,1,4,414
13311,4,2,598.57,4.0,2.0,598.57,5,1,3,513
13313,22,5,1555.32,22.0,5.0,1555.32,4,1,4,414
13314,1,3,775.94,1.0,3.0,775.94,5,1,3,513
13316,37,4,5977.7300000000005,37.0,4.0,5977.7300000000005,3,1,5,315
13317,66,6,2273.68,66.0,6.0,2273.68,3,1,5,315
13318,1,3,640.76,1.0,3.0,640.76,5,1,3,513
13319,5,26,10845.550000000001,5.0,26.0,10845.550000000001,5,5,5,555
13320,78,4,1548.7,78.0,4.0,1548.7,2,1,4,214
13321,72,2,567.36,72.0,2.0,567.36,2,1,3,213
13322,17,1,199.48000000000002,17.0,1.0,199.48000000000002,4,1,1,411
13323,3,5,787.85,3.0,5.0,787.85,5,1,3,513
13324,36,10,7121.95,36.0,10.0,7121.95,3,2,5,325
13325,81,1,675.3,81.0,1.0,675.3,2,1,3,213
13327,38,8,3627.77,38.0,8.0,3627.77,3,2,5,325
13328,316,1,1308.48,316.0,1.0,1308.48,1,1,4,114
13329,31,2,789.0,31.0,2.0,789.0,4,1,3,413
13330,92,3,1140.93,92.0,3.0,1140.93,2,1,4,214
13332,14,1,350.9,14.0,1.0,350.9,4,1,2,412
13334,82,3,3536.82,82.0,3.0,3536.82,2,1,5,215
13336,77,1,795.12,77.0,1.0,795.12,2,1,3,213
13338,157,1,487.02,157.0,1.0,487.02,2,1,3,213
13339,200,1,860.12,200.0,1.0,860.12,1,1,3,113
13340,45,7,10736.48,45.0,7.0,10736.48,3,2,5,325
13341,260,1,775.85,260.0,1.0,775.85,1,1,3,113
13343,177,1,353.43,177.0,1.0,353.43,2,1,2,212
13344,67,3,2543.72,67.0,3.0,2543.72,3,1,5,315
13345,287,1,389.5,287.0,1.0,389.5,1,1,2,112
13347,70,1,341.36,70.0,1.0,341.36,3,1,2,312
13348,64,1,233.76,64.0,1.0,233.76,3,1,1,311
13349,10,1,247.32,10.0,1.0,247.32,5,1,2,512
13350,16,2,979.12,16.0,2.0,979.12,4,1,4,414
13351,66,1,373.94,66.0,1.0,373.94,3,1,2,312
13352,60,1,397.97999999999996,60.0,1.0,397.97999999999996,3,1,2,312
13354,71,1,743.53,71.0,1.0,743.53,3,1,3,313
13355,122,1,674.7,122.0,1.0,674.7,2,1,3,213
13356,80,1,768.24,80.0,1.0,768.24,2,1,3,213
13357,257,1,609.95,257.0,1.0,609.95,1,1,3,113
13358,268,1,439.03,268.0,1.0,439.03,1,1,2,112
13359,63,1,439.56,63.0,1.0,439.56,3,1,2,312
13362,9,4,3090.7400000000002,9.0,4.0,3090.7400000000002,5,1,5,515
13363,17,2,992.5,17.0,2.0,992.5,4,1,4,414
13364,71,1,134.95999999999998,71.0,1.0,134.95999999999998,3,1,1,311
13365,33,2,2225.37,33.0,2.0,2225.37,3,1,5,315
13366,50,1,56.160000000000004,50.0,1.0,56.160000000000004,3,1,1,311
13368,256,2,623.4,256.0,2.0,623.4,1,1,3,113
13369,365,1,308.28000000000003,365.0,1.0,308.28000000000003,1,1,2,112
13370,371,1,754.87,368.80999999999995,1.0,754.87,1,1,3,113
13372,89,1,378.64,89.0,1.0,378.64,2,1,2,212
13373,60,3,3312.25,60.0,3.0,3312.25,3,1,5,315
13375,88,1,778.65,88.0,1.0,778.65,2,1,3,213
13376,99,3,1019.76,99.0,3.0,1019.76,2,1,4,214
13379,26,3,572.56,26.0,3.0,572.56,4,1,3,413
13381,31,6,3639.31,31.0,6.0,3639.31,4,1,5,415
13382,280,1,222.99,280.0,1.0,222.99,1,1,1,111
13384,30,7,4151.93,30.0,7.0,4151.93,4,2,5,425
13385,329,1,534.57,329.0,1.0,534.57,1,1,3,113
13388,131,2,677.1,131.0,2.0,677.1,2,1,3,213
13389,11,3,797.96,11.0,3.0,797.96,5,1,3,513
13390,74,1,544.08,74.0,1.0,544.08,2,1,3,213
13391,203,1,59.8,203.0,1.0,59.8,1,1,1,111
13394,1,8,2520.02,1.0,8.0,2520.02,5,2,5,525
13395,185,1,307.72,185.0,1.0,307.72,1,1,2,112
13396,29,2,1360.99,29.0,2.0,1360.99,4,1,4,414
13397,72,5,1544.13,72.0,5.0,1544.13,2,1,4,214
13398,192,1,457.34,192.0,1.0,457.34,1,1,2,112
