CustomerID,Recency,Frequency,Monetary,Recency_capped,Frequency_capped,Monetary_capped,R_Score,F_Score,M_Score,RFM_Score
12948,16,7,2064.95,16.0,7.0,2064.95,4,2,5,425
12949,30,8,4167.22,30.0,8.0,4167.22,4,2,5,425
12950,2,3,1843.0,2.0,3.0,1843.0,5,1,4,514
12955,1,11,4757.16,1.0,11.0,4757.16,5,2,5,525
12957,9,8,4017.54,9.0,8.0,4017.54,5,2,5,525
12963,8,8,1856.63,8.0,8.0,1856.63,5,2,4,524
12967,358,2,1660.9,358.0,2.0,1660.9,1,1,4,114
12971,3,86,11189.91,3.0,29.809999999999945,11189.91,5,5,5,555
12980,157,9,7374.900000000001,157.0,9.0,7374.900000000001,2,2,5,225
12989,3,15,6924.110000000001,3.0,15.0,6924.110000000001,5,3,5,535
13001,4,13,9818.82,4.0,13.0,9818.82,5,3,5,535
13004,11,18,5655.91,11.0,18.0,5655.91,5,3,5,535
13012,9,8,1661.8400000000001,9.0,8.0,1661.8400000000001,5,2,4,524
13013,1,13,4810.9400000000005,1.0,13.0,4810.9400000000005,5,3,5,535
13014,10,10,3466.2799999999997,10.0,10.0,3466.2799999999997,5,2,5,525
13015,53,5,3346.28,53.0,5.0,3346.28,3,1,5,315
13018,16,28,7277.7,16.0,28.0,7277.7,4,5,5,455
13021,4,9,2616.38,4.0,9.0,2616.38,5,2,5,525
13027,113,6,6912.0,113.0,6.0,6912.0,2,1,5,215
13047,31,10,3237.54,31.0,10.0,3237.54,4,2,5,425
13048,14,4,1835.91,14.0,4.0,1835.91,4,1,4,414
13050,14,17,5836.86,14.0,17.0,5836.86,4,3,5,435
13069,0,24,4436.12,0.0,24.0,4436.12,5,4,5,545
13078,3,26,12627.94,3.0,26.0,12627.94,5,5,5,555
13081,11,11,28337.38,11.0,11.0,17281.158099999997,5,2,5,525
13082,126,9,3613.63,126.0,9.0,3613.63,2,2,5,225
13089,2,97,58825.83,2.0,29.809999999999945,17281.158099999997,5,5,5,555
13090,8,14,8910.82,8.0,14.0,8910.82,5,3,5,535
13093,275,8,7832.47,275.0,8.0,7832.47,1,2,5,125
13094,21,12,1927.3200000000002,21.0,12.0,1927.3200000000002,4,2,4,424
13097,32,10,6010.42,32.0,10.0,6010.42,4,2,5,425
13098,1,28,28882.44,1.0,28.0,17281.158099999997,5,5,5,555
13102,1,24,6424.09,1.0,24.0,6424.09,5,4,5,545
13113,0,24,12245.960000000001,0.0,24.0,12245.960000000001,5,4,5,545
13115,11,4,2294.78,11.0,4.0,2294.78,5,1,5,515
13124,89,3,3866.33,89.0,3.0,3866.33,2,1,5,215
13126,4,8,2099.64,4.0,8.0,2099.64,5,2,5,525
13134,85,4,1793.58,85.0,4.0,1793.58,2,1,4,214
13135,196,1,3096.0,196.0,1.0,3096.0,1,1,5,115
13136,56,5,2607.61,56.0,5.0,2607.61,3,1,5,315
13137,10,8,3650.41,10.0,8.0,3650.41,5,2,5,525
13139,16,7,5064.94,16.0,7.0,5064.94,4,2,5,425
13141,84,5,2388.75,84.0,5.0,2388.75,2,1,5,215
13148,29,12,3707.12,29.0,12.0,3707.12,4,2,5,425
13149,14,4,1676.06,14.0,4.0,1676.06,4,1,4,414
13157,49,4,1741.22,49.0,4.0,1741.22,3,1,4,314
13162,122,4,1688.29,122.0,4.0,1688.29,2,1,4,214
13174,16,3,2817.03,16.0,3.0,2817.03,4,1,5,415
13178,26,11,5725.47,26.0,11.0,5725.47,4,2,5,425
13183,7,9,3957.78,7.0,9.0,3957.78,5,2,5,525
13184,14,10,1701.29,14.0,10.0,1701.29,4,2,4,424
13196,11,4,1797.78,11.0,4.0,1797.78,5,1,4,514
13198,10,6,3401.2400000000002,10.0,6.0,3401.2400000000002,5,1,5,515
13199,3,38,9817.12,3.0,29.809999999999945,9817.12,5,5,5,555
13209,30,8,5891.61,30.0,8.0,5891.61,4,2,5,425
13224,60,2,2155.95,60.0,2.0,2155.95,3,1,5,315
13225,3,7,6463.84,3.0,7.0,6463.84,5,2,5,525
13230,4,14,2806.97,4.0,14.0,2806.97,5,3,5,535
13246,18,6,1987.3,18.0,6.0,1987.3,4,1,5,415
13263,1,35,7454.07,1.0,29.809999999999945,7454.07,5,5,5,555
13265,53,5,2107.66,53.0,5.0,2107.66,3,1,5,315
13266,11,12,3834.2599999999998,11.0,12.0,3834.2599999999998,5,2,5,525
13267,2,19,4521.49,2.0,19.0,4521.49,5,4,5,545
13268,17,11,3214.69,17.0,11.0,3214.69,4,2,5,425
13269,1,15,5346.2300000000005,1.0,15.0,5346.2300000000005,5,3,5,535
13285,23,4,2709.12,23.0,4.0,2709.12,4,1,5,415
13297,7,4,2089.85,7.0,4.0,2089.85,5,1,5,515
13305,4,10,2000.86,4.0,10.0,2000.86,5,2,5,525
13316,37,4,5977.7300000000005,37.0,4.0,5977.7300000000005,3,1,5,315
13317,66,6,2273.68,66.0,6.0,2273.68,3,1,5,315
13319,5,26,10845.550000000001,5.0,26.0,10845.550000000001,5,5,5,555
13324,36,10,7121.95,36.0,10.0,7121.95,3,2,5,325
13327,38,8,3627.77,38.0,8.0,3627.77,3,2,5,325
13334,82,3,3536.82,82.0,3.0,3536.82,2,1,5,215
13340,45,7,10736.48,45.0,7.0,10736.48,3,2,5,325
13344,67,3,2543.72,67.0,3.0,2543.72,3,1,5,315
13362,9,4,3090.7400000000002,9.0,4.0,3090.7400000000002,5,1,5,515
13365,33,2,2225.37,33.0,2.0,2225.37,3,1,5,315
13373,60,3,3312.25,60.0,3.0,3312.25,3,1,5,315
13381,31,6,3639.31,31.0,6.0,3639.31,4,1,5,415
13384,30,7,4151.93,30.0,7.0,4151.93,4,2,5,425
13394,1,8,2520.02,1.0,8.0,2520.02,5,2,5,525
13408,1,62,28117.04,1.0,29.809999999999945,17281.158099999997,5,5,5,555
13418,11,18,6127.43,11.0,18.0,6127.43,5,3,5,535
13421,40,2,1851.08,40.0,2.0,1851.08,3,1,4,314
13422,64,1,2626.3,64.0,1.0,2626.3,3,1,5,315
13425,108,3,1624.21,108.0,3.0,1624.21,2,1,4,214
13426,0,10,3641.32,0.0,10.0,3641.32,5,2,5,525
13435,5,7,3809.8900000000003,5.0,7.0,3809.8900000000003,5,2,5,525
13437,14,7,3408.06,14.0,7.0,3408.06,4,2,5,425
13448,16,6,3539.37,16.0,6.0,3539.37,4,1,5,415
13450,26,6,2043.7199999999998,26.0,6.0,2043.7199999999998,4,1,5,415
13451,26,5,2976.15,26.0,5.0,2976.15,4,1,5,415
13456,17,6,1766.72,17.0,6.0,1766.72,4,1,4,414
13458,7,14,9646.57,7.0,14.0,9646.57,5,3,5,535
13468,1,37,5704.97,1.0,29.809999999999945,5704.97,5,5,5,555
13471,1,4,2531.58,1.0,4.0,2531.58,5,1,5,515
13481,45,5,1804.56,45.0,5.0,1804.56,3,1,4,314
13488,17,13,8968.31,17.0,13.0,8968.31,4,3,5,435
13495,7,5,2044.8700000000001,7.0,5.0,2044.8700000000001,5,1,5,515
13507,3,4,2479.16,3.0,4.0,2479.16,5,1,5,515
13510,1,4,1791.56,1.0,4.0,1791.56,5,1,4,514
13517,59,3,2128.42,59.0,3.0,2128.42,3,1,5,315
13523,33,5,3964.88,33.0,5.0,3964.88,3,1,5,315
13527,33,7,2287.51,33.0,7.0,2287.51,3,2,5,325
13534,2,25,5870.08,2.0,25.0,5870.08,5,5,5,555
13536,1,7,3448.29,1.0,7.0,3448.29,5,2,5,525
13552,66,12,3740.07,66.0,12.0,3740.07,3,2,5,325
13555,73,4,4149.28,73.0,4.0,4149.28,2,1,5,215
13562,81,3,1799.33,81.0,3.0,1799.33,2,1,4,214
13564,144,3,1749.02,144.0,3.0,1749.02,2,1,4,214
13571,12,12,2092.32,12.0,12.0,2092.32,5,2,5,525
13576,10,18,6717.34,10.0,18.0,6717.34,5,3,5,535
13577,25,4,1687.6000000000001,25.0,4.0,1687.6000000000001,4,1,4,414
13588,15,9,2478.95,15.0,9.0,2478.95,4,2,5,425
13590,11,6,1981.92,11.0,6.0,1981.92,5,1,5,515
13593,108,5,2037.0800000000002,108.0,5.0,2037.0800000000002,2,1,5,215
13599,1,21,5153.67,1.0,21.0,5153.67,5,4,5,545
13614,24,4,1610.46,24.0,4.0,1610.46,4,1,4,414
13627,59,5,1638.47,59.0,5.0,1638.47,3,1,4,314
13629,23,11,7792.36,23.0,11.0,7792.36,4,2,5,425
13630,5,7,2031.78,5.0,7.0,2031.78,5,2,5,525
13631,99,11,3070.42,99.0,11.0,3070.42,2,2,5,225
13632,24,5,2121.27,24.0,5.0,2121.27,4,1,5,415
13644,16,4,2624.26,16.0,4.0,2624.26,4,1,5,415
13647,9,4,1678.1200000000001,9.0,4.0,1678.1200000000001,5,1,4,514
13650,16,6,1836.34,16.0,6.0,1836.34,4,1,4,414
13654,43,6,2707.33,43.0,6.0,2707.33,3,1,5,315
13658,9,5,2639.17,9.0,5.0,2639.17,5,1,5,515
13668,2,21,6363.59,2.0,21.0,6363.59,5,4,5,545
13680,1,4,3722.42,1.0,4.0,3722.42,5,1,5,515
13685,2,7,3119.44,2.0,7.0,3119.44,5,2,5,525
13694,3,50,65039.62,3.0,29.809999999999945,17281.158099999997,5,5,5,555
13695,31,15,2504.13,31.0,15.0,2504.13,4,3,5,435
13700,26,10,2265.12,26.0,10.0,2265.12,4,2,5,425
13704,5,9,2308.06,5.0,9.0,2308.06,5,2,5,525
13709,3,13,6328.05,3.0,13.0,6328.05,5,3,5,535
13722,131,3,2375.41,131.0,3.0,2375.41,2,1,5,215
13725,49,8,1980.56,49.0,8.0,1980.56,3,2,5,325
13735,24,4,2885.2400000000002,24.0,4.0,2885.2400000000002,4,1,5,415
13742,16,12,3131.02,16.0,12.0,3131.02,4,2,5,425
13750,53,5,1647.26,53.0,5.0,1647.26,3,1,4,314
13755,3,9,2161.35,3.0,9.0,2161.35,5,2,5,525
13756,2,14,5189.52,2.0,14.0,5189.52,5,3,5,535
13758,11,7,3190.55,11.0,7.0,3190.55,5,2,5,525
13763,63,1,1714.96,63.0,1.0,1714.96,3,1,4,314
13767,2,37,17220.36,2.0,29.809999999999945,17220.36,5,5,5,555
13769,2,10,2796.51,2.0,10.0,2796.51,5,2,5,525
13771,64,4,2634.45,64.0,4.0,2634.45,3,1,5,315
13777,0,33,25977.16,0.0,29.809999999999945,17281.158099999997,5,5,5,555
13784,9,11,2462.79,9.0,11.0,2462.79,5,2,5,525
13798,1,57,37153.85,1.0,29.809999999999945,17281.158099999997,5,5,5,555
13802,138,3,4599.42,138.0,3.0,4599.42,2,1,5,215
13804,30,7,2635.79,30.0,7.0,2635.79,4,2,5,425
13808,5,5,1747.66,5.0,5.0,1747.66,5,1,4,514
13824,32,5,1698.94,32.0,5.0,1698.94,4,1,4,414
13831,16,6,2202.99,16.0,6.0,2202.99,4,1,5,415
13842,58,9,3385.62,58.0,9.0,3385.62,3,2,5,325
13850,129,1,1595.48,129.0,1.0,1595.48,2,1,4,214
13851,95,3,2651.46,95.0,3.0,2651.46,2,1,5,215
13854,8,25,8109.5199999999995,8.0,25.0,8109.5199999999995,5,5,5,555
13862,18,8,2209.36,18.0,8.0,2209.36,4,2,5,425
13868,7,2,3192.54,7.0,2.0,3192.54,5,1,5,515
13869,123,4,3104.95,123.0,4.0,3104.95,2,1,5,215
13870,2,8,2770.94,2.0,8.0,2770.94,5,2,5,525
13871,22,13,6403.25,22.0,13.0,6403.25,4,3,5,435
13875,53,5,1786.79,53.0,5.0,1786.79,3,1,4,314
13880,21,13,3219.77,21.0,13.0,3219.77,4,3,5,435
13881,3,20,17159.52,3.0,20.0,17159.52,5,4,5,545
13883,10,5,2674.48,10.0,5.0,2674.48,5,1,5,515
13890,1,10,1883.8100000000002,1.0,10.0,1883.8100000000002,5,2,4,524
13895,28,4,2593.07,28.0,4.0,2593.07,4,1,5,415
13901,72,5,2867.2,72.0,5.0,2867.2,2,1,5,215
13908,79,4,2369.55,79.0,4.0,2369.55,2,1,5,215
13911,57,9,2580.91,57.0,9.0,2580.91,3,2,5,325
13924,1,6,1838.8500000000001,1.0,6.0,1838.8500000000001,5,1,4,514
13941,21,5,5112.96,21.0,5.0,5112.96,4,1,5,415
13949,2,6,2427.32,2.0,6.0,2427.32,5,1,5,515
13952,217,2,3251.071,217.0,2.0,3251.071,1,1,5,115
13953,7,7,3515.68,7.0,7.0,3515.68,5,2,5,525
13969,7,18,9053.94,7.0,18.0,9053.94,5,3,5,535
13971,18,8,2758.26,18.0,8.0,2758.26,4,2,5,425
13975,31,6,2526.28,31.0,6.0,2526.28,4,1,5,415
13982,39,4,1871.81,39.0,4.0,1871.81,3,1,4,314
13983,29,12,2603.43,29.0,12.0,2603.43,4,2,5,425
13985,4,15,7060.13,4.0,15.0,7060.13,5,3,5,535
13988,19,6,4147.96,19.0,6.0,4147.96,4,1,5,415
13993,42,9,3466.36,42.0,9.0,3466.36,3,2,5,325
13994,3,6,2313.14,3.0,6.0,2313.14,5,1,5,515
13999,10,12,3901.81,10.0,12.0,3901.81,5,2,5,525
14001,45,3,2043.0800000000002,45.0,3.0,2043.0800000000002,3,1,5,315
14004,43,7,4582.64,43.0,7.0,4582.64,3,2,5,325
14005,9,5,2874.72,9.0,5.0,2874.72,5,1,5,515
14030,18,8,2360.09,18.0,8.0,2360.09,4,2,5,425
14031,7,19,17286.86,7.0,19.0,17281.158099999997,5,4,5,545
14032,2,11,2975.59,2.0,11.0,2975.59,5,2,5,525
14040,40,12,3614.92,40.0,12.0,3614.92,3,2,5,325
14045,109,4,1659.75,109.0,4.0,1659.75,2,1,4,214
14049,16,4,5681.72,16.0,4.0,5681.72,4,1,5,415
14051,0,23,15610.390000000001,0.0,23.0,15610.390000000001,5,4,5,545
14056,1,23,8214.65,1.0,23.0,8214.65,5,4,5,545
14057,23,17,6217.96,23.0,17.0,6217.96,4,3,5,435
14060,4,19,6140.42,4.0,19.0,6140.42,5,4,5,545
14062,9,12,10464.85,9.0,12.0,10464.85,5,2,5,525
14085,2,18,4448.54,2.0,18.0,4448.54,5,3,5,535
14088,10,13,50491.81,10.0,13.0,17281.158099999997,5,3,5,535
14092,7,14,4076.91,7.0,14.0,4076.91,5,3,5,535
14096,4,17,65164.79,4.0,17.0,17281.158099999997,5,3,5,535
14099,16,11,3104.17,16.0,11.0,3104.17,4,2,5,425
14101,73,6,5976.79,73.0,6.0,5976.79,2,1,5,215
14107,51,7,2703.23,51.0,7.0,2703.23,3,2,5,325
14110,3,12,5683.15,3.0,12.0,5683.15,5,2,5,525
14112,22,7,2915.15,22.0,7.0,2915.15,4,2,5,425
14113,3,4,1840.42,3.0,4.0,1840.42,5,1,4,514
14121,3,4,2780.15,3.0,4.0,2780.15,5,1,5,515
14125,10,3,2740.43,10.0,3.0,2740.43,5,1,5,515
14132,2,11,3586.0299999999997,2.0,11.0,3586.0299999999997,5,2,5,525
14135,1,15,4690.31,1.0,15.0,4690.31,5,3,5,535
14145,46,4,3742.2,46.0,4.0,3742.2,3,1,5,315
14146,8,5,4191.0,8.0,5.0,4191.0,5,1,5,515
14159,19,11,4693.01,19.0,11.0,4693.01,4,2,5,425
14163,87,4,2445.91,87.0,4.0,2445.91,2,1,5,215
14164,70,2,1631.77,70.0,2.0,1631.77,3,1,4,314
14175,59,3,3222.3,59.0,3.0,3222.3,3,1,5,315
14178,8,7,1620.93,8.0,7.0,1620.93,5,2,4,524
14180,10,25,4748.52,10.0,25.0,4748.52,5,5,5,555
14188,30,6,2054.36,30.0,6.0,2054.36,4,1,5,415
14189,2,15,4654.08,2.0,15.0,4654.08,5,3,5,535
14191,1,13,4684.76,1.0,13.0,4684.76,5,3,5,535
14194,4,21,11349.52,4.0,21.0,11349.52,5,4,5,545
14209,10,6,2073.43,10.0,6.0,2073.43,5,1,5,515
14210,105,6,1905.8400000000001,105.0,6.0,1905.8400000000001,2,1,4,214
14211,53,9,2241.1,53.0,9.0,2241.1,3,2,5,325
14215,11,6,1789.72,11.0,6.0,1789.72,5,1,4,514
14216,3,4,1839.3,3.0,4.0,1839.3,5,1,4,514
14217,1,17,2004.98,1.0,17.0,2004.98,5,3,5,535
14221,42,9,3432.8,42.0,9.0,3432.8,3,2,5,325
14226,28,5,2232.19,28.0,5.0,2232.19,4,1,5,415
14227,26,10,3350.96,26.0,10.0,3350.96,4,2,5,425
14232,42,5,2048.07,42.0,5.0,2048.07,3,1,5,315
14235,75,5,3144.86,75.0,5.0,3144.86,2,1,5,215
14239,43,11,2380.85,43.0,11.0,2380.85,3,2,5,325
14243,8,10,2588.77,8.0,10.0,2588.77,5,2,5,525
14245,219,2,1693.45,219.0,2.0,1693.45,1,1,4,114
14250,7,3,1904.05,7.0,3.0,1904.05,5,1,4,514
14251,1,5,2879.7000000000003,1.0,5.0,2879.7000000000003,5,1,5,515
14257,64,5,3099.7200000000003,64.0,5.0,3099.7200000000003,3,1,5,315
14258,9,9,12669.98,9.0,9.0,12669.98,5,2,5,525
14262,8,8,2618.23,8.0,8.0,2618.23,5,2,5,525
14282,3,15,3729.34,3.0,15.0,3729.34,5,3,5,535
14285,21,4,1910.01,21.0,4.0,1910.01,4,1,4,414
14286,23,3,4628.75,23.0,3.0,4628.75,4,1,5,415
14290,11,5,2314.65,11.0,5.0,2314.65,5,1,5,515
14291,1,11,3883.25,1.0,11.0,3883.25,5,2,5,525
14292,7,9,4871.93,7.0,9.0,4871.93,5,2,5,525
14298,8,44,51527.3,8.0,29.809999999999945,17281.158099999997,5,5,5,555
14299,8,9,3965.62,8.0,9.0,3965.62,5,2,5,525
14305,71,3,1858.96,71.0,3.0,1858.96,3,1,4,314
14306,51,2,2093.32,51.0,2.0,2093.32,3,1,5,315
14307,88,6,2995.72,88.0,6.0,2995.72,2,1,5,215
14309,8,9,2352.53,8.0,9.0,2352.53,5,2,5,525
14312,46,6,1611.59,46.0,6.0,1611.59,3,1,4,314
14315,44,6,2481.13,44.0,6.0,2481.13,3,1,5,315
14329,17,7,5014.84,17.0,7.0,5014.84,4,2,5,425
14334,16,8,2552.21,16.0,8.0,2552.21,4,2,5,425
14336,16,4,1614.91,16.0,4.0,1614.91,4,1,4,414
14341,45,8,2182.28,45.0,8.0,2182.28,3,2,5,325
14360,31,4,2128.23,31.0,4.0,2128.23,4,1,5,415
14364,108,8,3717.35,108.0,8.0,3717.35,2,2,5,225
14367,8,16,9261.52,8.0,16.0,9261.52,5,3,5,535
14387,32,3,1770.56,32.0,3.0,1770.56,4,1,4,414
14388,10,8,3212.84,10.0,8.0,3212.84,5,2,5,525
14390,10,9,4652.82,10.0,9.0,4652.82,5,2,5,525
14395,2,9,3507.71,2.0,9.0,3507.71,5,2,5,525
14397,2,19,2612.96,2.0,19.0,2612.96,5,4,5,545
14401,4,13,4051.48,4.0,13.0,4051.48,5,3,5,535
14407,107,6,2157.73,107.0,6.0,2157.73,2,1,5,215
14408,10,7,2606.53,10.0,7.0,2606.53,5,2,5,525
14409,71,6,2059.4500000000003,71.0,6.0,2059.4500000000003,3,1,5,315
14415,1,13,5900.28,1.0,13.0,5900.28,5,3,5,535
14418,3,3,1937.25,3.0,3.0,1937.25,5,1,4,514
14422,0,6,4263.64,0.0,6.0,4263.64,5,1,5,515
14426,23,10,4481.67,23.0,10.0,4481.67,4,2,5,425
14432,9,6,2255.51,9.0,6.0,2255.51,5,1,5,515
14440,8,5,2357.6800000000003,8.0,5.0,2357.6800000000003,5,1,5,515
14441,0,4,1712.89,0.0,4.0,1712.89,5,1,4,514
14456,5,9,3062.4,5.0,9.0,3062.4,5,2,5,525
14459,155,1,1837.92,155.0,1.0,1837.92,2,1,4,214
14461,148,3,2103.06,148.0,3.0,2103.06,2,1,5,215
14462,66,11,2004.02,66.0,11.0,2004.02,3,2,5,325
14466,29,7,2272.4,29.0,7.0,2272.4,4,2,5,425
14472,103,8,1936.84,103.0,8.0,1936.84,2,2,4,224
14482,18,6,2068.15,18.0,6.0,2068.15,4,1,5,415
14493,7,5,2383.2400000000002,7.0,5.0,2383.2400000000002,5,1,5,515
14498,42,5,1957.32,42.0,5.0,1957.32,3,1,4,314
14502,19,11,2470.67,19.0,11.0,2470.67,4,2,5,425
14503,3,6,3543.26,3.0,6.0,3543.26,5,1,5,515
14505,17,8,5905.64,17.0,8.0,5905.64,4,2,5,425
14506,17,5,2012.17,17.0,5.0,2012.17,4,1,5,415
14515,17,6,2102.09,17.0,6.0,2102.09,4,1,5,415
14524,31,9,1867.68,31.0,9.0,1867.68,4,2,4,424
14525,19,9,4332.2,19.0,9.0,4332.2,4,2,5,425
14527,2,55,8508.82,2.0,29.809999999999945,8508.82,5,5,5,555
14530,25,6,2925.91,25.0,6.0,2925.91,4,1,5,415
14533,24,7,1949.72,24.0,7.0,1949.72,4,2,4,424
14534,2,18,4447.05,2.0,18.0,4447.05,5,3,5,535
14535,60,3,2864.19,60.0,3.0,2864.19,3,1,5,315
14543,28,16,3630.33,28.0,16.0,3630.33,4,3,5,435
14544,24,2,2024.45,24.0,2.0,2024.45,4,1,5,415
14546,5,5,2578.09,5.0,5.0,2578.09,5,1,5,515
14547,3,8,4007.54,3.0,8.0,4007.54,5,2,5,525
14554,10,4,2381.04,10.0,4.0,2381.04,5,1,5,515
14560,7,22,2237.77,7.0,22.0,2237.77,5,4,5,545
14562,3,18,5074.77,3.0,18.0,5074.77,5,3,5,535
14565,95,4,3099.12,95.0,4.0,3099.12,2,1,5,215
14572,3,7,2832.84,3.0,7.0,2832.84,5,2,5,525
14573,179,9,1653.42,179.0,9.0,1653.42,1,2,4,124
14587,18,9,1601.14,18.0,9.0,1601.14,4,2,4,424
14595,19,6,1740.6,19.0,6.0,1740.6,4,1,4,414
14606,1,93,12156.65,1.0,29.809999999999945,12156.65,5,5,5,555
14607,15,14,16569.5,15.0,14.0,16569.5,4,3,5,435
14608,4,4,1785.15,4.0,4.0,1785.15,5,1,4,514
14621,1,5,1788.3600000000001,1.0,5.0,1788.3600000000001,5,1,4,514
14626,23,4,2791.27,23.0,4.0,2791.27,4,1,5,415
14639,52,6,2984.49,52.0,6.0,2984.49,3,1,5,315
14640,24,6,2125.08,24.0,6.0,2125.08,4,1,5,415
14653,1,7,1947.55,1.0,7.0,1947.55,5,2,4,524
14655,8,4,1932.23,8.0,4.0,1932.23,5,1,4,514
14659,8,9,2529.93,8.0,9.0,2529.93,5,2,5,525
14665,60,5,1835.7,60.0,5.0,1835.7,3,1,4,314
14667,10,25,9241.2,10.0,25.0,9241.2,5,5,5,555
14673,3,5,1736.4,3.0,5.0,1736.4,5,1,4,514
14676,31,6,2548.2400000000002,31.0,6.0,2548.2400000000002,4,1,5,415
14680,25,16,28754.11,25.0,16.0,17281.158099999997,4,3,5,435
14688,7,21,5630.87,7.0,21.0,5630.87,5,4,5,545
14691,30,5,2114.33,30.0,5.0,2114.33,4,1,5,415
14696,4,7,2078.95,4.0,7.0,2078.95,5,2,5,525
14700,32,3,2235.3,32.0,3.0,2235.3,4,1,5,415
14701,10,9,2549.37,10.0,9.0,2549.37,5,2,5,525
14702,1,17,3292.14,1.0,17.0,3292.14,5,3,5,535
14709,15,13,4921.04,15.0,13.0,4921.04,4,3,5,435
14711,10,11,2868.8,10.0,11.0,2868.8,5,2,5,525
14713,9,11,2666.36,9.0,11.0,2666.36,5,2,5,525
14719,1,5,1602.13,1.0,5.0,1602.13,5,1,4,514
14730,1,8,2005.06,1.0,8.0,2005.06,5,2,5,525
14732,8,8,2702.4900000000002,8.0,8.0,2702.4900000000002,5,2,5,525
14733,16,12,9585.91,16.0,12.0,9585.91,4,2,5,425
14735,3,32,6065.69,3.0,29.809999999999945,6065.69,5,5,5,555
14739,4,7,3902.28,4.0,7.0,3902.28,5,2,5,525
14755,9,11,5010.28,9.0,11.0,5010.28,5,2,5,525
14759,4,3,1625.97,4.0,3.0,1625.97,5,1,4,514
14766,8,6,2473.37,8.0,6.0,2473.37,5,1,5,515
14769,2,8,10674.75,2.0,8.0,10674.75,5,2,5,525
14776,51,11,2538.3,51.0,11.0,2538.3,3,2,5,325
14796,1,17,8022.49,1.0,17.0,8022.49,5,3,5,535
14800,47,12,4339.74,47.0,12.0,4339.74,3,2,5,325
14808,39,8,2741.17,39.0,8.0,2741.17,3,2,5,325
14810,40,11,2087.88,40.0,11.0,2087.88,3,2,5,325
14825,3,12,2226.91,3.0,12.0,2226.91,5,2,5,525
14828,196,3,2139.76,196.0,3.0,2139.76,1,1,5,115
14834,17,6,1720.3,17.0,6.0,1720.3,4,1,4,414
14837,89,4,1649.5,89.0,4.0,1649.5,2,1,4,214
14841,53,6,3295.76,53.0,6.0,3295.76,3,1,5,315
14842,43,4,2824.69,43.0,4.0,2824.69,3,1,5,315
14844,63,4,3189.81,63.0,4.0,3189.81,3,1,5,315
14849,21,25,7930.54,21.0,25.0,7930.54,4,5,5,455
14852,58,6,2836.69,58.0,6.0,2836.69,3,1,5,315
14854,78,7,2759.83,78.0,7.0,2759.83,2,2,5,225
14866,10,12,14389.9,10.0,12.0,14389.9,5,2,5,525
14868,3,8,2953.59,3.0,8.0,2953.59,5,2,5,525
14887,79,1,1862.0,79.0,1.0,1862.0,2,1,4,214
14895,7,20,11138.710000000001,7.0,20.0,11138.710000000001,5,4,5,545
14903,21,5,2810.63,21.0,5.0,2810.63,4,1,5,415
14907,3,7,3501.1,3.0,7.0,3501.1,5,2,5,525
14918,115,2,1610.15,115.0,2.0,1610.15,2,1,4,214
14944,29,12,5900.25,29.0,12.0,5900.25,4,2,5,425
14952,59,11,8099.49,59.0,11.0,8099.49,3,2,5,325
14961,10,9,7044.68,10.0,9.0,7044.68,5,2,5,525
14970,68,4,1592.06,68.0,4.0,1592.06,3,1,4,314
