CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14415,1,13,5900.28,4,3,4,434
14418,4,3,1937.25,4,2,4,424
14422,1,6,4263.64,4,3,4,434
14426,24,10,4481.67,3,3,4,334
14432,10,6,2255.51,4,3,4,434
14440,8,5,2357.6800000000003,4,2,4,424
14441,1,4,1712.89,4,2,4,424
14456,5,9,3062.4,4,3,4,434
14459,155,1,1837.92,1,1,4,114
14461,148,3,2103.06,1,2,4,124
14462,66,11,2004.02,2,3,4,234
14466,29,7,2272.4,3,3,4,334
14472,104,8,1936.84,2,3,4,234
14482,18,6,2068.15,4,3,4,434
14493,7,5,2383.2400000000002,4,2,4,424
14498,43,5,1957.32,3,2,4,324
14502,20,11,2470.67,3,3,4,334
14503,3,6,3543.26,4,3,4,434
14505,17,8,5905.64,4,3,4,434
14506,17,5,2012.17,4,2,4,424
14515,18,6,2102.09,4,3,4,434
14524,32,9,1867.68,3,3,4,334
14525,20,9,4332.2,3,3,4,334
14527,3,55,8508.82,4,3,4,434
14530,26,6,2925.91,3,3,4,334
14533,25,7,1949.72,3,3,4,334
14534,3,18,4447.05,4,3,4,434
14535,60,3,2864.19,2,2,4,224
14543,29,16,3630.33,3,3,4,334
14544,24,2,2024.45,3,1,4,314
14546,5,5,2578.09,4,2,4,424
14547,4,8,4007.54,4,3,4,434
14554,10,4,2381.04,4,2,4,424
14560,7,22,2237.77,4,3,4,434
14562,4,18,5074.77,4,3,4,434
14565,96,4,3099.12,2,2,4,224
14572,3,7,2832.84,4,3,4,434
14573,180,9,1653.42,1,3,4,134
14587,19,9,1601.14,3,3,4,334
14595,20,6,1740.6,3,3,4,334
14606,1,93,12156.65,4,3,4,434
14607,16,14,16569.5,4,3,4,434
14608,4,4,1785.15,4,2,4,424
14621,1,5,1788.3600000000001,4,2,4,424
14626,24,4,2791.27,3,2,4,324
14639,52,6,2984.49,2,3,4,234
14640,24,6,2125.08,3,3,4,334
14653,1,7,1947.55,4,3,4,434
14655,8,4,1932.23,4,2,4,424
14659,9,9,2529.93,4,3,4,434
14665,61,5,1835.7,2,2,4,224
14667,11,25,9241.2,4,3,4,434
14673,3,5,1736.4,4,2,4,424
14676,31,6,2548.2400000000002,3,3,4,334
14680,25,16,28754.11,3,3,4,334
14688,8,21,5630.87,4,3,4,434
14691,31,5,2114.33,3,2,4,324
14696,4,7,2078.95,4,3,4,434
14700,32,3,2235.3,3,2,4,324
14701,11,9,2549.37,4,3,4,434
14702,1,17,3292.14,4,3,4,434
14709,15,13,4921.04,4,3,4,434
14711,10,11,2868.8,4,3,4,434
14713,9,11,2666.36,4,3,4,434
14719,2,5,1602.13,4,2,4,424
14730,1,8,2005.06,4,3,4,434
14732,8,8,2702.4900000000002,4,3,4,434
14733,16,12,9585.91,4,3,4,434
14735,4,32,6065.69,4,3,4,434
14739,4,7,3902.28,4,3,4,434
14755,10,11,5010.28,4,3,4,434
14759,5,3,1625.97,4,2,4,424
14766,8,6,2473.37,4,3,4,434
14769,3,8,10674.75,4,3,4,434
14776,51,11,2538.3,3,3,4,334
14796,1,17,8022.49,4,3,4,434
14800,48,12,4339.74,3,3,4,334
14808,40,8,2741.17,3,3,4,334
14810,41,11,2087.88,3,3,4,334
14825,4,12,2226.91,4,3,4,434
14828,197,3,2139.76,1,2,4,124
14834,18,6,1720.3,4,3,4,434
14837,90,4,1649.5,2,2,4,224
14841,53,6,3295.76,2,3,4,234
14842,44,4,2824.69,3,2,4,324
14844,64,4,3189.81,2,2,4,224
14849,22,25,7930.54,3,3,4,334
14852,58,6,2836.69,2,3,4,234
14854,78,7,2759.83,2,3,4,234
14866,11,12,14389.9,4,3,4,434
14868,3,8,2953.59,4,3,4,434
14887,79,1,1862.0,2,1,4,214
14895,8,20,11138.710000000001,4,3,4,434
14903,21,5,2810.63,3,2,4,324
14907,3,7,3501.1,4,3,4,434
14918,116,2,1610.15,2,1,4,214
14944,30,12,5900.25,3,3,4,334
14952,60,11,8099.49,2,3,4,234
14961,11,9,7044.68,4,3,4,434
14970,68,4,1592.06,2,2,4,224
14978,72,5,1931.42,2,2,4,224
15002,116,4,1641.76,2,2,4,224
15005,16,28,6316.57,4,3,4,434
15021,9,9,1914.82,4,3,4,434
15023,3,11,6802.76,4,3,4,434
15024,10,10,1661.33,4,3,4,434
15032,256,3,4959.1,1,2,4,124
15033,5,10,2586.67,4,3,4,434
15034,16,8,4308.61,4,3,4,434
15039,10,47,19914.44,4,3,4,434
15044,19,17,7700.2300000000005,3,3,4,334
15046,9,15,5213.7699999999995,4,3,4,434
15050,25,3,1782.09,3,2,4,324
15058,25,11,2124.9900000000002,3,3,4,334
15061,4,48,54534.14,4,3,4,434
15065,38,4,3158.13,3,2,4,324
15067,78,3,1744.76,2,2,4,224
15078,7,32,9743.11,4,3,4,434
15089,10,6,2420.84,4,3,4,434
15093,18,6,4597.02,4,3,4,434
15098,182,3,39916.5,1,2,4,124
15105,18,7,2298.93,4,3,4,434
15113,10,3,3609.33,4,2,4,424
15114,30,10,2760.56,3,3,4,334
15122,114,3,1633.78,2,2,4,224
15123,7,2,2199.31,4,1,4,414
15125,25,15,11528.48,3,3,4,334
15129,50,11,3447.4,3,3,4,334
15140,52,7,2354.25,2,3,4,234
15144,8,17,6580.44,4,3,4,434
15150,17,10,5314.47,4,3,4,434
15152,10,13,4745.69,4,3,4,434
15157,4,3,1936.07,4,2,4,424
15159,2,30,18641.010000000002,4,3,4,434
15172,9,5,1624.05,4,2,4,424
15179,18,5,2206.95,4,2,4,424
15187,2,16,4777.18,4,3,4,434
15189,1,41,16225.39,4,3,4,434
15194,3,15,7616.53,4,3,4,434
15195,3,1,3861.0,4,1,4,414
15203,26,6,1827.8,3,3,4,334
15214,2,8,1661.44,4,3,4,434
15218,11,11,5756.89,4,3,4,434
15220,52,6,1778.96,2,3,4,234
15228,66,4,3386.71,2,2,4,224
15235,218,12,2247.51,1,3,4,134
15240,45,5,1706.57,3,2,4,324
15241,67,8,1756.44,2,3,4,234
15245,134,3,2515.84,2,2,4,224
15249,32,13,6688.46,3,3,4,334
15251,9,11,10484.99,4,3,4,434
15260,100,7,1810.77,2,3,4,234
15267,22,5,1717.36,3,2,4,324
15270,16,7,2379.49,4,3,4,434
15271,7,15,2507.07,4,3,4,434
15281,59,9,2332.15,2,3,4,234
15288,43,5,2306.52,3,2,4,324
15290,5,18,7943.22,4,3,4,434
15291,26,15,4668.3,3,3,4,334
15296,51,6,3672.86,3,3,4,334
15298,2,12,4799.9,4,3,4,434
15299,67,7,4507.01,2,3,4,234
15301,51,12,5070.35,3,3,4,334
15311,1,91,60767.9,4,3,4,434
15321,71,3,2748.31,2,2,4,224
15341,81,1,2020.52,2,1,4,214
15351,12,7,1960.1100000000001,4,3,4,434
15356,31,10,2766.5,3,3,4,334
15358,5,22,8347.2,4,3,4,434
15365,26,7,2314.32,3,3,4,334
15367,57,4,1877.59,2,2,4,224
15370,41,7,2386.05,3,3,4,334
15372,137,1,2007.3999999999999,2,1,4,214
15373,8,12,2415.91,4,3,4,434
15379,169,7,3703.29,1,3,4,134
15380,9,5,1690.2600000000002,4,2,4,424
15382,15,6,5955.71,4,3,4,434
15394,10,4,2183.54,4,2,4,424
15410,84,8,3450.84,2,3,4,234
15416,65,4,3984.32,2,2,4,224
15443,2,7,3236.91,4,3,4,434
15465,20,18,7354.62,3,3,4,334
15473,14,7,1771.2,4,3,4,434
15482,16,12,11054.96,4,3,4,434
15484,1,4,3594.31,4,2,4,424
15485,30,3,2575.0,3,2,4,324
15491,95,6,3100.09,2,3,4,234
15493,33,5,2001.8,3,2,4,324
15498,3,27,13316.4,4,3,4,434
15502,16,12,10384.93,4,3,4,434
15505,53,5,3610.96,2,2,4,224
15513,33,19,14758.220000000001,3,3,4,334
15514,12,11,4139.46,4,3,4,434
15518,64,8,1942.45,2,3,4,234
15521,40,8,3000.2,3,3,4,334
15527,19,8,2429.78,3,3,4,334
15529,23,11,3995.23,3,3,4,334
15531,8,2,2007.44,4,1,4,414
15532,25,4,1580.93,3,2,4,324
15544,9,9,3546.71,4,3,4,434
15547,7,14,4954.84,4,3,4,434
15549,77,3,1693.26,2,2,4,224
15555,12,16,4805.17,4,3,4,434
15570,7,12,4165.52,4,3,4,434
15572,5,7,2552.86,4,3,4,434
15581,121,13,3679.9700000000003,2,3,4,234
15594,16,5,1771.78,4,2,4,424
15601,11,14,6776.56,4,3,4,434
15606,61,9,2920.16,2,3,4,234
15611,10,13,1591.45,4,3,4,434
15615,10,23,10399.74,4,3,4,434
15622,43,9,3709.56,3,3,4,334
15628,5,9,2870.2400000000002,4,3,4,434
15632,16,8,3285.31,4,3,4,434
15640,4,15,12515.66,4,3,4,434
15641,105,4,1887.2,2,2,4,224
15660,25,9,1600.86,3,3,4,334
15665,168,2,2242.01,1,1,4,114
15671,19,7,2657.13,3,3,4,334
15673,88,4,2881.02,2,2,4,224
15674,73,5,2446.6,2,2,4,224
15676,19,3,3435.76,3,2,4,324
15687,9,9,2993.1,4,3,4,434
15694,1,14,6479.4,4,3,4,434
15696,33,8,2736.46,3,3,4,334
15704,140,4,2293.62,2,2,4,224
15708,41,7,3364.2400000000002,3,3,4,334
15719,33,13,5045.61,3,3,4,334
15722,36,5,2222.56,3,2,4,324
15727,17,7,5178.96,4,3,4,434
15738,19,16,4812.42,3,3,4,334
15749,235,3,44534.3,1,2,4,124
15750,3,8,2465.48,4,3,4,434
15752,40,7,2637.38,3,3,4,334
15755,10,6,2364.25,4,3,4,434
15764,88,6,3279.97,2,3,4,234
15769,7,26,56252.72,4,3,4,434
15782,10,3,2614.7400000000002,4,2,4,424
15785,33,5,2328.9700000000003,3,2,4,324
15786,46,3,4932.2,3,2,4,324
15791,44,2,1612.69,3,1,4,314
15796,1,8,2711.56,4,3,4,434
15797,113,4,2207.4,2,2,4,224
15804,1,13,4206.39,4,3,4,434
15805,23,17,5528.4800000000005,3,3,4,334
15808,306,4,3734.9700000000003,1,2,4,124
15811,22,6,2218.62,3,3,4,334
15812,107,5,1801.14,2,2,4,224
15814,17,4,1945.33,4,2,4,424
15815,64,5,2100.6,2,2,4,224
15819,49,4,1905.45,3,2,4,324
15826,56,3,1654.31,2,2,4,224
15827,73,14,1836.0900000000001,2,3,4,234
15834,70,4,2233.75,2,2,4,224
15838,11,19,33643.08,4,3,4,434
15845,18,8,3711.77,4,3,4,434
15854,4,12,2974.65,4,3,4,434
15856,4,27,16387.57,4,3,4,434
15861,12,8,3165.36,4,3,4,434
15864,22,6,1936.3200000000002,3,3,4,334
15867,5,15,3812.64,4,3,4,434
15874,64,7,4405.88,2,3,4,234
15903,10,7,5126.76,4,3,4,434
15932,4,8,2495.87,4,3,4,434
15939,90,15,6115.01,2,3,4,234
15947,83,1,1708.24,2,1,4,214
15950,32,4,1765.51,3,2,4,324
15953,15,8,1659.3799999999999,4,3,4,434
15955,24,14,4416.26,3,3,4,334
15971,17,12,4199.85,4,3,4,434
15974,39,7,3442.15,3,3,4,334
15980,89,3,2398.86,2,2,4,224
15981,25,8,3408.48,3,3,4,334
15984,3,10,2837.67,4,3,4,434
15993,9,7,2797.57,4,3,4,434
15998,37,5,3089.97,3,2,4,324
16000,3,3,12393.7,4,2,4,424
16003,30,5,2735.37,3,2,4,324
16007,48,4,1701.94,3,2,4,324
16011,8,16,3362.71,4,3,4,434
16013,4,47,37130.6,4,3,4,434
16019,47,9,3786.2400000000002,3,3,4,334
16029,39,63,81024.84,3,3,4,334
16033,6,20,8816.4,4,3,4,434
16041,31,3,3166.4,3,2,4,324
16057,16,7,2263.12,4,3,4,434
16076,3,10,2234.73,4,3,4,434
16081,56,5,2806.9,2,2,4,224
16098,88,7,2005.63,2,3,4,234
16102,42,3,1842.14,3,2,4,324
16107,18,7,3204.1600000000003,4,3,4,434
16115,10,8,1667.97,4,3,4,434
16126,29,4,6287.77,3,2,4,324
16128,18,5,1880.22,4,2,4,424
16131,52,6,3506.54,2,3,4,234
16133,4,33,14589.04,4,3,4,434
16143,3,6,2424.94,4,3,4,434
16145,9,11,3799.4900000000002,4,3,4,434
16150,43,5,2053.02,3,2,4,324
16152,269,1,1829.04,1,1,4,114
16153,50,5,1824.23,3,2,4,324
16156,9,9,3122.04,4,3,4,434
16161,2,19,5575.56,4,3,4,434
16168,11,27,3787.6,4,3,4,434
16169,8,4,1822.97,4,2,4,424
16170,51,6,1885.05,3,3,4,334
16180,100,8,10254.18,2,3,4,234
16182,72,4,6617.65,2,2,4,224
16186,23,12,4006.94,3,3,4,334
16187,32,15,6911.4400000000005,3,3,4,334
16191,3,13,5180.52,4,3,4,434
16201,3,4,1863.47,4,2,4,424
16209,89,5,2262.62,2,2,4,224
16210,2,18,21086.3,4,3,4,434
16218,30,7,3084.68,3,3,4,334
16240,24,2,3718.8,3,1,4,314
16241,10,13,2607.87,4,3,4,434
16242,8,7,3603.21,4,3,4,434
16249,53,5,1800.07,2,2,4,224
16253,67,2,3683.86,2,1,4,214
16255,17,8,2619.91,4,3,4,434
16258,45,5,5203.51,3,2,4,324
16265,9,9,5447.0,4,3,4,434
16281,72,1,2062.06,2,1,4,214
16293,22,10,2248.9900000000002,3,3,4,334
16303,26,3,5360.63,3,2,4,324
16308,38,4,2560.0,3,2,4,324
16316,64,8,2938.91,2,3,4,234
16326,6,14,3110.96,4,3,4,434
16327,14,6,3844.22,4,3,4,434
16332,28,7,1593.2,3,3,4,334
16333,8,22,26626.8,4,3,4,434
16341,25,4,1971.87,3,2,4,324
16353,4,23,6675.71,4,3,4,434
16358,1,4,2027.5,4,2,4,424
16359,7,9,1750.92,4,3,4,434
16360,5,6,3512.53,4,3,4,434
16379,4,4,2157.4,4,2,4,424
16380,61,1,1780.59,2,1,4,214
16393,2,13,3046.21,4,3,4,434
16398,154,2,1705.8,1,1,4,114
16401,1,12,4098.32,4,3,4,434
16407,13,10,2126.93,4,3,4,434
16409,36,5,2028.88,3,2,4,324
16422,17,51,34684.4,4,3,4,434
16426,2,10,1908.25,4,3,4,434
16440,8,5,3640.67,4,2,4,424
16446,1,2,168472.5,4,1,4,414
16455,64,7,1841.18,2,3,4,234
16456,99,5,2158.37,2,2,4,224
16458,3,18,3482.7400000000002,4,3,4,434
16466,34,7,1603.46,3,3,4,334
16474,7,7,1871.5,4,3,4,434
16477,64,7,2494.46,2,3,4,234
16496,9,3,1599.52,4,2,4,424
16497,50,6,2965.69,3,3,4,334
16515,52,5,1627.13,2,2,4,224
16523,2,21,9418.470000000001,4,3,4,434
16525,2,26,13027.45,4,3,4,434
16532,18,3,6748.8,4,2,4,424
16549,10,10,4154.64,4,3,4,434
16550,109,5,2298.97,2,2,4,224
16553,163,12,5719.82,1,3,4,134
16556,67,7,3313.79,2,3,4,234
16558,1,20,8338.49,4,3,4,434
16570,15,10,3738.4,4,3,4,434
16592,4,16,4113.68,4,3,4,434
16607,18,14,3347.71,4,3,4,434
16609,15,7,5493.46,4,3,4,434
16618,31,5,2647.59,3,2,4,324
16626,1,17,4413.1,4,3,4,434
16628,30,5,2188.05,3,2,4,324
16633,17,6,2883.1,4,3,4,434
16638,23,10,1680.72,3,3,4,334
16652,59,7,6773.97,2,3,4,234
16655,18,6,3794.52,4,3,4,434
