customer_id,persona,preferred_category,price_sensitivity,brand_loyalty,quality_importance,purchase_frequency
C00022,price_sensitive,Beauty & Hygiene,0.7493967559428825,0.1602268258126326,0.19393198854359328,1.4794614693347312
C00023,price_sensitive,Baby Care,0.9828729111737557,0.09696087960622657,0.20751624869734644,2.6153446842321633
C00024,price_sensitive,Cleaning & Household,0.7761746241803034,0.07406281885158035,0.27852170913591534,2.2035132392670786
C00025,price_sensitive,Snacks & Branded Foods,0.7110660842063597,0.18286930019396905,0.2010716092915446,1.1322029316021935
C00026,price_sensitive,Fruits & Vegetables,0.8903054034104091,0.20421163546643004,0.21237383332685456,4.942601816442403
C00027,price_sensitive,Snacks & Branded Foods,0.9016406642217636,0.22848588459861527,0.09505501759695988,2.471132530877013
C00028,convenience,Beauty & Hygiene,0.4900589132282684,0.46073240522242753,0.4270869310163225,4.904305263792577
C00029,convenience,Gourmet & World Food,0.5087438420372645,0.5575076414441159,0.4977876715605654,4.099526973567137
C00030,convenience,Beauty & Hygiene,0.3679487325593814,0.4935518371228349,0.45230992870149744,6.385432126525134
C00031,convenience,"Kitchen, Garden & Pets",0.5513130317721984,0.5027070351117842,0.6205648357722316,9.548161709671376
C00032,quality_focused,Baby Care,0.1773824883145467,0.5979952138102537,0.9634444400402432,5.583179456355071
C00033,price_sensitive,"Eggs, Meat & Fish",0.9988761099273773,0.28962580538663807,0.22331738144283905,1.7548284333655175
C00034,price_sensitive,Snacks & Branded Foods,0.9101073489918314,0.25399834267149174,0.342529716751237,4.1195021834304955
C00035,convenience,Gourmet & World Food,0.3252419894985146,0.3484886142283841,0.6695662565581237,7.484119728618728
C00036,convenience,"Kitchen, Garden & Pets",0.5820400327373335,0.5920991510265952,0.4851762924212397,6.91368252151736
C00037,convenience,"Foodgrains, Oil & Masala",0.5983372387832462,0.3527775758032036,0.40542260908465627,5.072936255327972
C00038,convenience,"Eggs, Meat & Fish",0.5232511569169687,0.5162819772756387,0.4924182375557168,6.206294818356601
C00039,price_sensitive,Snacks & Branded Foods,0.7731968930137251,0.29190316642573366,0.15723908986670418,4.624395150874216
C00040,convenience,Beauty & Hygiene,0.40502352230840266,0.49353100860916943,0.6006772178989299,5.171457926788267
C00041,brand_loyal,Beauty & Hygiene,0.2842317087322567,0.7072947899294361,0.6936416887721504,7.972752553986705
C00042,convenience,"Foodgrains, Oil & Masala",0.3838681025390276,0.5650482066798777,0.6243156321692241,9.569911375526353
C00043,convenience,"Foodgrains, Oil & Masala",0.5899964457131008,0.5890859931267758,0.655902836640208,5.145466186902076
C00044,price_sensitive,Snacks & Branded Foods,0.8455839622828947,0.11180606012821478,0.1578765867237889,3.784119186699892
C00045,convenience,"Kitchen, Garden & Pets",0.3291529481312305,0.4845021680097509,0.697016155031279,5.524981894418433
C00046,price_sensitive,Snacks & Branded Foods,0.7967652292715801,0.25460093847740234,0.05464853257681153,2.4379646048790207
C00047,price_sensitive,Fruits & Vegetables,0.9428083466435541,0.24303401840375422,0.3468289274320415,1.020739451095947
C00048,convenience,Cleaning & Household,0.3582821860536127,0.3212822750999783,0.5190351481641665,6.027970941109215
C00049,convenience,Baby Care,0.3281945819522607,0.4734840422988522,0.41078268213902264,4.930249700366465
C00050,quality_focused,Fruits & Vegetables,0.3516800506208091,0.6581213854935025,0.8500502721031729,7.113002803298292
C00051,convenience,"Foodgrains, Oil & Masala",0.3381181537955654,0.4566729780164413,0.6309980659295832,6.743590969682371
C00052,brand_loyal,"Bakery, Cakes & Dairy",0.2583140101984619,0.8234061715170036,0.7098536632301582,6.6304566686133075
C00053,quality_focused,Cleaning & Household,0.25489010449035865,0.4968869418823738,0.9590372389537407,5.1948571035281805
C00054,price_sensitive,Baby Care,0.7076052230246372,0.2887945244033775,0.33439204820488233,3.7539996030614655
C00055,price_sensitive,Snacks & Branded Foods,0.9745641182879441,0.13270566891933133,0.0959149436629613,3.8583836908002493
C00056,brand_loyal,"Foodgrains, Oil & Masala",0.2839801690837829,0.9864595841989583,0.7213690750087306,6.058603731171761
C00057,convenience,Baby Care,0.3743192968503472,0.4067918035953785,0.6273538331393107,6.051278000298409
C00058,price_sensitive,"Foodgrains, Oil & Masala",0.728247096480568,0.09342399281738825,0.39180421144860345,2.8966953163493008
C00059,price_sensitive,"Foodgrains, Oil & Masala",0.8474847625350497,0.1420415312341697,0.06928074796400607,2.5940189375894938
C00060,convenience,Fruits & Vegetables,0.4905280952602931,0.31359120293161336,0.5123837843879414,9.600617848476897
C00061,convenience,Beverages,0.46181323452001877,0.5051891308194423,0.5847553493169741,9.665509582751003
C00062,quality_focused,Cleaning & Household,0.2909210792338034,0.6402847884047199,0.9354336684765964,6.216441092211766
C00063,convenience,Beauty & Hygiene,0.46368503679478046,0.5824394426329575,0.5158307913402322,7.908908631146728
C00064,price_sensitive,Cleaning & Household,0.7821883381963401,0.06437673591251224,0.15090363329119036,3.4730155373515714
C00065,price_sensitive,"Kitchen, Garden & Pets",0.8967167906142226,0.1156189862896695,0.2726454675891159,2.0427781129436124
C00066,convenience,"Bakery, Cakes & Dairy",0.5078671076075818,0.4045009813359592,0.6809944455567121,8.410426262823314
C00067,brand_loyal,Cleaning & Household,0.2846103717713919,0.7532318631339168,0.7251844254922575,7.952525710003367
C00068,convenience,"Foodgrains, Oil & Masala",0.41160542573783493,0.5329238882225991,0.5022410620759054,5.431581158742041
C00069,brand_loyal,Beauty & Hygiene,0.4219726281342123,0.7714708457211938,0.6133186658528884,5.526261862239286
C00070,brand_loyal,Baby Care,0.29601488030918355,0.9686569685488602,0.6167605036202489,7.235715720477949
C00071,convenience,Fruits & Vegetables,0.5870402655379369,0.5030309713272909,0.5447562848927927,7.791023273018796
C00072,convenience,Gourmet & World Food,0.38796323150941936,0.39859936361097476,0.6017555368231116,9.677167257290142
C00073,brand_loyal,Fruits & Vegetables,0.2340393806052344,0.9792787317061877,0.7922744625603231,5.207652506866885
C00074,quality_focused,Fruits & Vegetables,0.20527450376562362,0.4351201049282818,0.8285983364105672,7.184819371186869
C00075,quality_focused,Baby Care,0.3515442291291956,0.5278274425140823,0.8445152835142061,7.1093002964517815
C00076,brand_loyal,Beauty & Hygiene,0.22440463419256995,0.7254513142255575,0.7959918735503526,7.401799843192084
C00077,price_sensitive,Cleaning & Household,0.9723081119045639,0.1775666216463853,0.14008729868012543,4.108587663709747
C00078,convenience,Cleaning & Household,0.4272666027740929,0.5719063155284208,0.4333592446918454,5.522093043238833
C00079,convenience,Baby Care,0.47144190756150317,0.5222921582732005,0.6301584559325715,8.465269941659788
C00080,brand_loyal,Baby Care,0.271251941387741,0.8200668678616074,0.6433144672640683,7.342995640947302
C00081,price_sensitive,"Foodgrains, Oil & Masala",0.9889667618321833,0.003646342406944902,0.38795153068305566,1.173603133192691
C00082,quality_focused,Baby Care,0.37573471458359786,0.4758970503967723,0.9390822246213295,5.615489220850744
C00083,convenience,Snacks & Branded Foods,0.5087246066953851,0.436362319430332,0.588267424025219,6.30521098827532
C00084,brand_loyal,Snacks & Branded Foods,0.4745763025007319,0.9876107222223538,0.5173591693273122,5.278283763928565
C00085,convenience,Fruits & Vegetables,0.3832143548943398,0.35643634791712836,0.5391095214819946,5.376368474229698
C00086,price_sensitive,Beauty & Hygiene,0.8081035285615804,0.0779849588562788,0.18129633873153242,2.119054028675783
C00087,convenience,Cleaning & Household,0.48083456460698953,0.38128729275453893,0.4399555375671249,8.935223457539013
C00088,quality_focused,"Bakery, Cakes & Dairy",0.317715852516508,0.5840245587807369,0.8836486072581238,7.383307429628964
C00089,convenience,"Kitchen, Garden & Pets",0.34945027834110026,0.4233765349756107,0.6332806851205677,9.923656775889667
C00090,price_sensitive,"Eggs, Meat & Fish",0.8782392146056406,0.11426725698930645,0.3879657591258413,3.2763258766629906
C00091,price_sensitive,Beverages,0.7110465602907974,0.04015563564018996,0.005468785930798914,4.458889505020213
C00092,brand_loyal,"Foodgrains, Oil & Masala",0.49991530198583917,0.9989910511221716,0.6666295116807883,6.63060422035924
C00093,brand_loyal,Beauty & Hygiene,0.31335516478273595,0.7723254496988895,0.5615135985519575,7.770255136293612
C00094,convenience,"Bakery, Cakes & Dairy",0.3685928416510388,0.501510205321757,0.5854384721373688,4.13310845218181
C00095,convenience,Beauty & Hygiene,0.44286320903670423,0.5494114470187503,0.4923331719313148,7.311441032646913
C00096,convenience,Beverages,0.5629960807975034,0.4210448598637191,0.44020456853519224,8.530823534041714
C00097,convenience,"Kitchen, Garden & Pets",0.511223930429767,0.36388924845267323,0.44091144267603094,6.103525352839582
C00098,convenience,Gourmet & World Food,0.4176732135299197,0.4312424766071187,0.6712476083481245,7.28467784139467
C00099,convenience,Beauty & Hygiene,0.5731413835209819,0.38938783546258515,0.5570806828045034,9.697123741945852
C00100,price_sensitive,"Bakery, Cakes & Dairy",0.9779762875484483,0.14763488792386145,0.10329775531958335,1.1834450656185318
C00101,convenience,"Eggs, Meat & Fish",0.40422402246762423,0.36273923732355423,0.5738949803415215,4.455179968651984
C00102,price_sensitive,"Bakery, Cakes & Dairy",0.7384137516873317,0.0455708080536883,0.05553086905976406,1.7202690893971941
C00103,brand_loyal,"Kitchen, Garden & Pets",0.3234983643072584,0.9622952814563251,0.6545708164592633,6.009676977704801
C00104,price_sensitive,Snacks & Branded Foods,0.9465371910533348,0.10352478834671602,0.13904768579307342,1.3548101350282225
C00105,price_sensitive,Fruits & Vegetables,0.8382336304098177,0.06190011552173775,0.14570794441923018,3.761579314517461
C00106,price_sensitive,"Eggs, Meat & Fish",0.9398231196727128,0.1883701168472723,0.032703612779548766,4.683489602127253
C00107,price_sensitive,Gourmet & World Food,0.7830632944441611,0.2418603839379184,0.2993038761534634,1.8373972933468412
C00108,convenience,"Bakery, Cakes & Dairy",0.4453568955573064,0.4854764314590888,0.5106740918709317,8.32309636834879
C00109,price_sensitive,Beverages,0.744321727571868,0.039935078576243475,0.27486620216133245,3.0467097684626645
C00110,convenience,Baby Care,0.3321516034019328,0.4342237100470364,0.559785179936507,8.424431236562913
C00111,price_sensitive,Baby Care,0.8691895276056509,0.2522129957633793,0.035681731484822475,4.56210912295958
C00112,convenience,Gourmet & World Food,0.5037306957433468,0.5367513715822014,0.5495326596787171,7.2226392509112864
C00113,convenience,Baby Care,0.523631842255299,0.42949786386890376,0.43827409083866914,6.024681003231509
C00114,quality_focused,Snacks & Branded Foods,0.2822665666880719,0.47330594663939635,0.8996495395697881,6.028874096784436
C00115,price_sensitive,Gourmet & World Food,0.7305347417861211,0.04585774175529961,0.09838309135380326,4.4032700713445845
C00116,price_sensitive,Cleaning & Household,0.941759466022343,0.0166960468070926,0.3369256141192727,3.0980455582810187
C00117,convenience,"Eggs, Meat & Fish",0.5947135850725819,0.3336116706504157,0.5193566797137225,9.193042755363882
C00118,brand_loyal,Baby Care,0.27737084811348195,0.7512662762170197,0.7005929659773293,6.592286354182768
C00119,convenience,Fruits & Vegetables,0.4429858452379236,0.5515747676107874,0.46152326804483773,5.942075418425462
C00120,convenience,Fruits & Vegetables,0.45228311360533646,0.37272291972452404,0.4344510474217611,8.606677008657034
C00121,price_sensitive,Cleaning & Household,0.8518311869078041,0.27960430267708025,0.1282568768638057,1.2072941472897076
C00122,price_sensitive,"Bakery, Cakes & Dairy",0.7403244030816922,0.01901249114183032,0.39598409295597814,4.239497783418539
C00123,price_sensitive,"Bakery, Cakes & Dairy",0.9044508166671787,0.22806835796690594,0.23825549624313772,3.4244075242233545
C00124,brand_loyal,"Kitchen, Garden & Pets",0.23200977503403084,0.9552182380049363,0.7237923576646155,3.6214861174277235
C00125,brand_loyal,"Bakery, Cakes & Dairy",0.48150213704631134,0.754369919849698,0.5199488802100333,6.607982753756386
C00126,price_sensitive,Cleaning & Household,0.9344543445254245,0.24838226615324757,0.30020076990612543,1.6570631917239718
C00127,brand_loyal,Fruits & Vegetables,0.39955916620886,0.8569196274307358,0.6076491452370507,4.962225537113177
C00128,brand_loyal,Snacks & Branded Foods,0.33174047257106554,0.8130833288274723,0.6388039357008819,5.698905309573165
C00129,convenience,"Kitchen, Garden & Pets",0.4732458812718377,0.40660873554551874,0.5174446330604505,7.261317166683932
C00130,quality_focused,Beverages,0.28727139877419766,0.4350694122125092,0.987966424722695,6.652745684046508
C00131,brand_loyal,Beverages,0.25001922799801496,0.9635887346120315,0.6486270879211897,5.865754246286944
C00132,quality_focused,Beauty & Hygiene,0.32572093601164687,0.6120941383730377,0.9557143878101502,3.167662173678897
C00133,convenience,Snacks & Branded Foods,0.5287376057222071,0.5630296910285248,0.5026245246147723,7.218888108907569
C00134,convenience,"Bakery, Cakes & Dairy",0.43710006578450344,0.48118736162175374,0.550686504238759,4.899504564092643
C00135,price_sensitive,Cleaning & Household,0.9166757705179198,0.2160109609638223,0.25645905315411893,3.2620333892918953
C00136,brand_loyal,"Bakery, Cakes & Dairy",0.37970880943319796,0.9480396483427235,0.7877224383692083,5.916958973830602
C00137,convenience,"Bakery, Cakes & Dairy",0.4386017410932398,0.5841850018835446,0.4460054209348241,7.035332073306796
C00138,convenience,Gourmet & World Food,0.30543305514625213,0.5616371726832454,0.6796354847450836,9.51250313356448
C00139,brand_loyal,Fruits & Vegetables,0.20690678143629126,0.8954101632964738,0.7313740005559215,3.344607696836094
C00140,price_sensitive,Beauty & Hygiene,0.7312740898155428,0.25213188959412686,0.36427447930228524,1.452952183363021
C00141,quality_focused,Snacks & Branded Foods,0.35166942593378026,0.43739880436098005,0.9841683765234744,5.5941902856303605
C00142,convenience,Gourmet & World Food,0.4197008111610391,0.3164284916466094,0.5005591724937702,8.726739332286954
C00143,convenience,Snacks & Branded Foods,0.33428019001670634,0.4243513752610883,0.659055442183887,6.078075966195767
C00144,price_sensitive,"Eggs, Meat & Fish",0.9212503744329246,0.13566538226694214,0.08984192917599279,1.5634280815191994
C00145,price_sensitive,Beauty & Hygiene,0.8495103318218439,0.12567763485136438,0.36593836042724004,4.121982830184351
C00146,price_sensitive,Beauty & Hygiene,0.7660291642243291,0.06380423530236788,0.20606947296272504,4.84428126987782
C00147,price_sensitive,Beauty & Hygiene,0.8243872371181071,0.025604900423593157,0.39874970073837895,2.198383647065908
C00148,price_sensitive,Beauty & Hygiene,0.8191954346372794,0.1280366716010248,0.3199128088297078,1.1461986713923795
C00149,convenience,"Kitchen, Garden & Pets",0.4694523399787849,0.3197125918285057,0.6326582850085032,7.14634161596548
C00150,convenience,Beauty & Hygiene,0.4202289182625978,0.46789209939246534,0.44657207377921376,6.006176867862893
C00151,price_sensitive,"Kitchen, Garden & Pets",0.9259738662242353,0.08169055641608983,0.3589721639275537,2.6349366843923856
C00152,price_sensitive,Beauty & Hygiene,0.7468457792098571,0.21479166865421925,0.26356957676406056,3.206890381037359
C00153,price_sensitive,Baby Care,0.7588339299080358,0.15165236373181012,0.23801959188016825,4.199664341492758
C00154,price_sensitive,"Bakery, Cakes & Dairy",0.8958238323555624,0.07145483431401796,0.039776557103738064,3.8890677274226366
C00155,quality_focused,"Foodgrains, Oil & Masala",0.34906595937009754,0.5191550588855365,0.9336170273141292,5.03196154136761
C00156,price_sensitive,"Foodgrains, Oil & Masala",0.7260775044851048,0.18997223247328815,0.2943618452784009,1.1061288154952789
C00157,price_sensitive,"Foodgrains, Oil & Masala",0.8749124682909076,0.12642736517774938,0.35706868443079,2.367269406791504
C00158,price_sensitive,"Foodgrains, Oil & Masala",0.8139077224501801,0.1770884827544423,0.10722545632915051,2.3807685795251023
C00159,brand_loyal,Fruits & Vegetables,0.30882736839978364,0.9583204059924164,0.5658531575242877,6.818028970798804
C00160,price_sensitive,Beauty & Hygiene,0.9605403927693739,0.14622935947485408,0.35782089075763657,2.9391134686013847
C00161,convenience,Baby Care,0.5225060832685997,0.5096537559482713,0.5207650130790942,4.836136444436945
C00162,brand_loyal,Beverages,0.49532065421106564,0.8577070546908057,0.5515037857544911,6.4159192822274065
C00163,brand_loyal,"Kitchen, Garden & Pets",0.3588985035965243,0.9445163285207372,0.6494272260533017,5.770890012578967
C00164,brand_loyal,"Foodgrains, Oil & Masala",0.44892254111216046,0.7619263815281809,0.5032987485975442,4.318419013173083
C00165,price_sensitive,"Foodgrains, Oil & Masala",0.9196553735377186,0.07521919816847933,0.25323922534297905,1.7014851144937984
C00166,quality_focused,"Kitchen, Garden & Pets",0.22563115746762197,0.5149415584748492,0.9037835410565676,3.831416843780397
C00167,brand_loyal,"Foodgrains, Oil & Masala",0.22483960037753795,0.8809456328399164,0.5736047329043963,7.1853949535151465
C00168,convenience,Snacks & Branded Foods,0.5746541031875743,0.5164598583365717,0.5831214001023872,6.856302413194598
C00169,brand_loyal,Gourmet & World Food,0.4810489217974274,0.9197716291630751,0.564482113577227,5.699213894540967
C00170,price_sensitive,"Eggs, Meat & Fish",0.952458898093013,0.25392235479436714,0.3820945250893916,2.3369755632678433
C00171,brand_loyal,Baby Care,0.23197947594013155,0.7225413345207425,0.718456626861081,6.5246277484447655
C00172,convenience,Cleaning & Household,0.4379044538283393,0.3227800231108866,0.4233296032236871,5.632870823379776
C00173,convenience,Beauty & Hygiene,0.40829216908200805,0.3274746219979902,0.6751940726386728,9.701424122924815
C00174,convenience,"Bakery, Cakes & Dairy",0.35553987865158587,0.46257028421350743,0.6618837507629225,7.833696312005571
C00175,brand_loyal,"Kitchen, Garden & Pets",0.4172309987819416,0.8911694739368461,0.7941730400539965,5.447124818215702
C00176,price_sensitive,Fruits & Vegetables,0.9963004023989941,0.28321780190598395,0.01577072454740236,3.353055027879724
C00177,quality_focused,"Foodgrains, Oil & Masala",0.2667419744311539,0.5419630354244,0.8625709713011176,6.655118357291408
C00178,price_sensitive,Gourmet & World Food,0.7345846063741853,0.12652879791915375,0.318136735183639,4.378197594140282
C00179,price_sensitive,Cleaning & Household,0.9486746422452033,0.011102290414647786,0.23850795139282122,3.242708776014056
C00180,convenience,Beverages,0.5654995069569844,0.45907953979047,0.5323096485244485,4.392138044793654
C00181,price_sensitive,"Kitchen, Garden & Pets",0.8618473877126012,0.23721694945168906,0.12750100117282798,3.0806724395149274
C00182,convenience,"Kitchen, Garden & Pets",0.5629996133587348,0.42525182520836763,0.5385828551726762,4.127616465102323
C00183,quality_focused,Beverages,0.25868114020816363,0.6817203095538689,0.9597566471547331,3.0474271681424905
C00184,price_sensitive,"Bakery, Cakes & Dairy",0.7265630231840854,0.011279031961878261,0.19191253074260192,2.0867478842760163
C00185,convenience,Beauty & Hygiene,0.32750980053342904,0.4009111391485266,0.5567557574903569,5.4326628746098145
C00186,price_sensitive,"Foodgrains, Oil & Masala",0.806386647292233,0.08617169749622451,0.11852324818239604,1.1683727585454475
C00187,price_sensitive,"Bakery, Cakes & Dairy",0.9963167169208095,0.1283319401207587,0.1537306588638727,1.4977502291874254
C00188,quality_focused,Beverages,0.33939679664301503,0.4776947954805441,0.9177108457946491,7.395591537810823
C00189,quality_focused,Gourmet & World Food,0.24022045337496095,0.5840234167632123,0.833406789218415,3.32493204741447
C00190,convenience,Fruits & Vegetables,0.5513477205849736,0.3691707587415057,0.6491927553251873,4.281672142886878
C00191,convenience,"Foodgrains, Oil & Masala",0.31101958122798407,0.5871810788949976,0.6478617087381897,4.347056059380378
C00192,quality_focused,"Eggs, Meat & Fish",0.3651357654890277,0.6783256849585638,0.998981564529287,4.981210094513294
C00193,brand_loyal,Snacks & Branded Foods,0.40880618541613767,0.7461687719019565,0.7447499374971853,6.114686914675593
C00194,brand_loyal,"Eggs, Meat & Fish",0.2104595480701475,0.9684764323683519,0.7580380449253772,7.387304313151902
C00195,price_sensitive,Fruits & Vegetables,0.7388544763848413,0.26662442396069314,0.38226059929190137,4.238064298899513
C00196,brand_loyal,Snacks & Branded Foods,0.3652572111827418,0.726096027973423,0.6225359639212096,4.298768918801631
C00197,brand_loyal,"Foodgrains, Oil & Masala",0.3487627205236312,0.7243138647722943,0.5660549605849434,7.957376675725241
C00198,price_sensitive,Cleaning & Household,0.9648718807412384,0.154823706133085,0.362605487777832,2.391236831608772
C00199,brand_loyal,Cleaning & Household,0.3697195891987373,0.7801084810508263,0.7635889959065474,7.3408040202577345
C00200,price_sensitive,Baby Care,0.7472021979107577,0.048120031599021625,0.13360355149809516,4.720361402038955
C00201,price_sensitive,Fruits & Vegetables,0.9096972214118763,0.056766461935501764,0.3526548531081401,2.8618800350799343
C00202,quality_focused,Beverages,0.10154355122641444,0.64598407522243,0.8457250323049847,3.803799480241541
C00203,brand_loyal,"Eggs, Meat & Fish",0.4496402533873226,0.8522403201282509,0.5019157615150501,7.9059308901371175
C00204,convenience,Cleaning & Household,0.37794107431924795,0.4902017109298834,0.5619956139147566,4.770692308559148
C00205,price_sensitive,"Foodgrains, Oil & Masala",0.7055283156214652,0.1296722351677537,0.33604860109648754,1.410038911962717
C00206,quality_focused,Beauty & Hygiene,0.30636571669024404,0.4203511177315516,0.8601927133893633,6.854921462660678
C00207,brand_loyal,"Kitchen, Garden & Pets",0.3420721665305265,0.7173761381676395,0.5224083253273563,7.357684030761881
C00208,quality_focused,Beverages,0.3906633565857075,0.6248955495228774,0.8260172480261264,3.328130722870065
C00209,brand_loyal,Beverages,0.3115500587716174,0.9456356930071281,0.5757526249065147,5.229513531883741
C00210,price_sensitive,Beverages,0.9991373500473133,0.12785439067079188,0.1805548097318702,3.1080963848474483
C00211,brand_loyal,Gourmet & World Food,0.2895123292969978,0.9519841494017416,0.7318468340050414,6.272556071405676
C00212,price_sensitive,"Foodgrains, Oil & Masala",0.985259068675123,0.04531736753427007,0.17293392041704078,4.638098043791274
C00213,quality_focused,"Eggs, Meat & Fish",0.3893561416810626,0.6280282235314292,0.888459752476182,5.046670031575215
C00214,quality_focused,Baby Care,0.1689863817673259,0.463931411207525,0.8062268165769023,6.574620201011238
C00215,convenience,Baby Care,0.4414597380307538,0.4629698417369874,0.44777372148377936,9.211739007733666
C00216,brand_loyal,Cleaning & Household,0.4312765533932156,0.9534349684350663,0.7283071972828997,6.983989139320138
C00217,price_sensitive,Baby Care,0.9735508104879733,0.2902533790841333,0.07418354987066174,1.0049273406657036
C00218,convenience,Baby Care,0.4821919344788014,0.3742619866810125,0.5675238017749593,4.96495281446914
C00219,brand_loyal,Beauty & Hygiene,0.2977776391856225,0.8770791816656867,0.6299740246914967,3.058102699540503
C00220,price_sensitive,"Eggs, Meat & Fish",0.8177480669220054,0.14398165041513705,0.2400082192477215,3.77992754450617
C00221,quality_focused,"Bakery, Cakes & Dairy",0.33395529666800494,0.4118856476045072,0.8961013894515658,3.7296103701757275
C00222,price_sensitive,Gourmet & World Food,0.8712713505532492,0.005510291082162,0.19294255262063664,2.3840662705793583
C00223,brand_loyal,Baby Care,0.482371251269716,0.7217248816439024,0.6602726617929335,4.753134656045904
C00224,price_sensitive,Beverages,0.7235735491465062,0.11907698286047881,0.05308630161722414,1.8034363594491767
C00225,brand_loyal,"Bakery, Cakes & Dairy",0.44643221840295993,0.7123550485837815,0.7011156375063237,6.182151247718183
C00226,brand_loyal,Baby Care,0.20947584344769263,0.9808636738731069,0.5155913850954418,6.545302597254582
C00227,quality_focused,"Eggs, Meat & Fish",0.3142260796397284,0.6405184249209375,0.8678900385085613,5.421992237870203
C00228,brand_loyal,Cleaning & Household,0.3659004357775876,0.879242758789579,0.7351497660256586,3.203770530462364
C00229,price_sensitive,Baby Care,0.8315821649468615,0.2174479679622175,0.2373114593240715,4.487134266368807
C00230,price_sensitive,Beverages,0.9927595767457393,0.10106873753133205,0.07284716627547971,2.7346213358255556
C00231,price_sensitive,"Foodgrains, Oil & Masala",0.7485017632440407,0.00625834178746143,0.26130520769493204,4.985335664226968
C00232,quality_focused,Snacks & Branded Foods,0.29509770590408113,0.45986273527874355,0.9360456484862583,3.1532625110290304
C00233,price_sensitive,"Bakery, Cakes & Dairy",0.8387868870217949,0.26048175162251413,0.2908676279065232,2.7019733377923014
C00234,price_sensitive,Beauty & Hygiene,0.8113116288953808,0.2962948691208173,0.016043676564992993,3.0559834712349
C00235,convenience,"Kitchen, Garden & Pets",0.30881833372695217,0.41865455095470455,0.5818566140683514,8.757736567633788
C00236,brand_loyal,Cleaning & Household,0.49763999490220173,0.7851563585825935,0.6077453088998694,6.114832917817414
C00237,convenience,Beverages,0.5199339067245843,0.3394703055381779,0.6147474894046265,7.795243199357836
C00238,convenience,Baby Care,0.4537845615617415,0.4239093523943091,0.42073983585598584,5.483386446419062
C00239,quality_focused,"Kitchen, Garden & Pets",0.23359157650079967,0.554445206178907,0.8718466738799532,3.4763075397731313
C00240,brand_loyal,"Foodgrains, Oil & Masala",0.2936444170089341,0.8197137838411332,0.7573958761768118,4.625950321123474
C00241,brand_loyal,"Eggs, Meat & Fish",0.23926209821550495,0.9909463135235634,0.6361368624150918,7.418548348303763
C00242,convenience,Baby Care,0.3992668088967516,0.43463327214942094,0.6008171204378083,6.585325141970836
C00243,price_sensitive,Gourmet & World Food,0.885143495981209,0.21203316506563374,0.06681676316037995,2.517434359689695
C00244,convenience,"Bakery, Cakes & Dairy",0.4070196159120005,0.46005357758990867,0.6345370989535088,8.834020917700318
C00245,convenience,"Kitchen, Garden & Pets",0.5604813841539775,0.3617523630110305,0.4335758858193184,9.92015788214297
C00246,price_sensitive,Cleaning & Household,0.7693392737282939,0.015509051172458087,0.2560011867347655,2.808796113133741
