customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C00163,29,11,1280.0,2,4,1,241
C00164,30,8,1361.0,2,2,2,222
C00165,5,3,431.7,5,1,1,511
C00166,30,7,665.5,2,2,1,221
C00167,4,14,3150.0,5,4,3,543
C00168,8,13,3599.15,4,4,4,444
C00169,43,11,5242.280000000001,1,4,4,144
C00170,56,4,922.1500000000001,1,1,1,111
C00171,19,12,1634.5,3,4,2,342
C00172,2,11,3700.91,5,4,4,544
C00173,6,19,8992.15,5,5,5,555
C00174,24,15,3286.3,2,5,3,253
C00175,13,10,1540.0,3,3,2,332
C00176,55,6,1964.0,1,1,2,112
C00177,12,13,3629.25,3,4,4,344
C00178,56,8,1755.5,1,2,2,122
C00179,6,6,1259.0,5,1,1,511
C00180,10,8,2753.51,4,2,3,423
C00181,91,6,2278.84,1,1,2,112
C00182,2,8,4403.75,5,2,4,524
C00183,31,6,2272.0,2,1,2,212
C00184,19,4,2581.0,3,1,3,313
C00185,2,10,3561.26,5,3,4,534
C00186,104,2,986.6,1,1,1,111
C00187,117,2,237.0,1,1,1,111
C00188,40,14,4245.9,1,4,4,144
C00189,54,6,1021.0799999999999,1,1,1,111
C00190,22,8,2348.3,2,2,3,223
C00191,36,8,4302.14,2,2,4,224
C00192,8,9,1924.8,4,3,2,432
C00193,11,12,6385.0,4,4,5,445
C00194,5,14,8535.0,5,4,5,545
C00195,35,8,1067.5,2,2,1,221
C00196,3,8,6094.0,5,2,5,525
C00197,6,15,3489.0,5,5,4,554
C00198,42,4,1132.25,1,1,1,111
C00199,5,14,989.1,5,4,1,541
C00200,2,9,3003.19,5,3,3,533
C00201,106,5,779.25,1,1,1,111
C00202,31,7,1814.0,2,2,2,222
C00203,3,15,1170.0,5,5,1,551
C00204,6,9,4363.09,5,3,4,534
C00205,9,2,204.5,4,1,1,411
C00206,39,13,3446.73,1,4,3,143
C00207,3,14,1106.0,5,4,1,541
C00208,46,6,2080.46,1,1,2,112
C00209,5,10,2040.0,5,3,2,532
C00210,14,6,2248.66,3,1,2,312
C00211,75,12,2020.54,1,4,2,142
C00212,27,9,3527.25,2,3,4,234
C00213,3,9,3467.8,5,3,4,534
C00214,11,13,6913.4,4,4,5,445
C00215,20,18,5609.4,3,5,5,355
C00216,4,13,6138.0,5,4,5,545
C00217,155,1,249.0,1,1,1,111
C00218,42,9,2140.0,1,3,2,132
C00219,5,6,838.8,5,1,1,511
C00220,42,7,1570.0,1,2,2,122
C00221,42,7,2977.5,1,2,3,123
C00222,2,4,1434.0,5,1,2,512
C00223,42,9,4108.0,1,3,4,134
C00224,45,3,1660.0,1,1,2,112
C00225,17,12,1766.0,3,4,2,342
C00226,43,12,1020.0,1,4,1,141
C00227,53,10,8250.16,1,3,5,135
C00228,13,6,964.3,3,1,1,311
C00229,35,8,2082.36,2,2,2,222
C00230,26,5,2951.0,2,1,3,213
C00231,15,9,1180.25,3,3,1,331
C00232,31,6,1500.0,2,1,2,212
C00233,58,5,709.0,1,1,1,111
C00234,26,6,4950.0,2,1,4,214
C00235,10,17,6331.51,4,5,5,455
C00236,37,12,5520.0,2,4,5,245
C00237,2,15,5354.38,5,5,4,554
C00238,32,10,4307.25,2,3,4,234
C00239,60,6,2210.0,1,1,2,112
C00240,6,9,2301.94,5,3,2,532
C00241,15,14,5190.5,3,4,4,344
C00242,8,13,3441.66,4,4,3,443
C00243,24,4,796.0,2,1,1,211
C00244,16,17,7921.2,3,5,5,355
C00245,23,19,6562.610000000001,2,5,5,255
C00246,7,5,3579.3,4,1,4,414
C00247,47,9,3089.78,1,3,3,133
C00248,14,14,2909.91,3,4,3,343
C00249,41,2,435.0,1,1,1,111
C00250,13,3,472.0,3,1,1,311
C00251,4,12,1937.0,5,4,2,542
C00252,45,14,8957.16,1,4,5,145
C00253,2,15,10079.55,5,5,5,555
C00254,19,15,4739.4,3,5,4,354
C00255,34,2,831.0,2,1,1,211
C00256,2,7,1823.15,5,2,2,522
C00257,25,9,760.0,2,3,1,231
C00258,35,5,1585.0,2,1,2,212
C00259,28,10,950.9,2,3,1,231
C00260,2,5,3793.0,5,1,4,514
C00261,20,17,5187.4,3,5,4,354
C00262,15,6,3128.0,3,1,3,313
C00263,34,7,1624.1,2,2,2,222
C00264,38,4,1207.05,1,1,1,111
C00265,35,4,1312.0,2,1,1,211
C00266,14,6,1675.5,3,1,2,312
C00267,16,7,473.75,3,2,1,321
C00268,18,11,4476.85,3,4,4,344
C00269,62,4,959.54,1,1,1,111
C00270,7,18,5080.12,4,5,4,454
C00271,16,9,3051.25,3,3,3,333
C00272,21,18,7300.0,2,5,5,255
C00273,19,11,775.0,3,4,1,341
C00274,38,3,2203.5,1,1,2,112
C00275,35,5,2632.3,2,1,3,213
C00276,7,15,3588.0,4,5,4,454
C00277,37,9,2965.8,2,3,3,233
C00278,67,2,240.0,1,1,1,111
C00279,30,12,8412.470000000001,2,4,5,245
C00280,38,11,2462.44,1,4,3,143
C00281,5,15,6296.75,5,5,5,555
C00282,34,6,1387.5,2,1,2,212
C00283,4,9,2061.15,5,3,2,532
C00284,7,17,5169.1,4,5,4,454
C00285,2,13,3477.9,5,4,4,544
C00286,12,6,3360.4,3,1,3,313
C00287,37,6,4572.0,2,1,4,214
C00288,13,9,1507.0,3,3,2,332
C00289,9,18,6240.28,4,5,5,455
C00290,82,3,358.0,1,1,1,111
C00291,5,11,6508.0,5,4,5,545
C00292,27,6,1703.0,2,1,2,212
C00293,2,8,5882.5,5,2,5,525
C00294,48,8,4676.55,1,2,4,124
C00295,31,2,1100.0,2,1,1,211
C00296,9,5,3591.36,4,1,4,414
C00297,19,3,970.1,3,1,1,311
C00298,83,7,2823.0,1,2,3,123
C00299,42,9,3569.75,1,3,4,134
C00300,2,6,2622.09,5,1,3,513
C00301,4,6,3046.5,5,1,3,513
C00302,4,12,5658.0,5,4,5,545
C00303,7,12,5193.52,4,4,4,444
C00304,24,10,2271.7400000000002,2,3,2,232
C00305,27,17,5465.96,2,5,5,255
C00306,5,14,3317.25,5,4,3,543
C00307,21,5,1857.0,2,1,2,212
C00308,10,19,10980.940000000002,4,5,5,455
C00309,12,14,16792.880000000005,3,4,5,345
C00310,13,5,1280.2,3,1,1,311
C00311,27,9,2576.05,2,3,3,233
C00312,10,13,3801.47,4,4,4,444
C00313,11,5,656.5,4,1,1,411
C00314,55,10,1889.75,1,3,2,132
C00315,48,2,1574.0,1,1,2,112
C00316,27,9,2310.55,2,3,2,232
C00317,10,12,2440.0,4,4,3,443
C00318,7,19,13293.670000000002,4,5,5,455
C00319,6,9,3496.75,5,3,4,534
C00320,60,6,1111.31,1,1,1,111
C00321,16,18,6198.57,3,5,5,355
C00322,28,10,1048.25,2,3,1,231
C00323,19,14,3349.5,3,4,3,343
C00324,2,9,3717.3,5,3,4,534
C00325,29,9,3452.0,2,3,3,233
C00326,9,14,5299.5700000000015,4,4,4,444
C00327,16,14,5002.9,3,4,4,344
C00328,69,8,2916.0,1,2,3,123
C00329,7,12,1333.0,4,4,2,442
C00330,24,4,764.0,2,1,1,211
C00331,24,14,3809.0,2,4,4,244
C00332,7,8,1633.23,4,2,2,422
C00333,3,16,9744.0,5,5,5,555
C00334,43,7,2779.0,1,2,3,123
C00335,39,6,1991.1,1,1,2,112
C00336,7,16,7974.1900000000005,4,5,5,455
C00337,24,5,3193.08,2,1,3,213
C00338,41,3,255.0,1,1,1,111
C00339,32,10,1136.0,2,3,1,231
C00340,26,7,1754.5,2,2,2,222
C00341,10,7,1385.0,4,2,2,422
C00342,59,7,2139.0,1,2,2,122
C00343,21,11,3329.75,2,4,3,243
C00344,13,18,4335.7,3,5,4,354
C00345,14,12,2410.0,3,4,3,343
C00346,4,16,5769.75,5,5,5,555
C00347,54,12,4794.0,1,4,4,144
C00348,15,8,2093.0,3,2,2,322
C00349,3,14,8032.520000000002,5,4,5,545
C00350,26,9,2870.2,2,3,3,233
C00351,16,7,516.0,3,2,1,321
C00352,4,12,4716.21,5,4,4,544
C00353,37,7,2702.0,2,2,3,223
C00354,33,3,1128.0,2,1,1,211
C00355,130,6,2056.0,1,1,2,112
C00356,8,17,6874.32,4,5,5,455
C00357,8,9,2512.5,4,3,3,433
C00358,3,12,3647.2,5,4,4,544
C00359,5,19,6735.25,5,5,5,555
C00360,24,9,1901.0,2,3,2,232
C00361,48,7,1856.5,1,2,2,122
C00362,104,2,254.0,1,1,1,111
C00363,5,8,2931.75,5,2,3,523
C00364,11,19,11386.85,4,5,5,455
C00365,39,4,968.0,1,1,1,111
C00366,24,3,901.0,2,1,1,211
C00367,4,14,1763.16,5,4,2,542
C00368,22,9,1030.25,2,3,1,231
C00369,2,14,3060.0,5,4,3,543
C00370,47,2,1118.2,1,1,1,111
C00371,25,7,1044.0,2,2,1,221
C00372,39,3,1527.0,1,1,2,112
C00373,5,14,2932.8,5,4,3,543
C00374,5,9,1774.0,5,3,2,532
C00375,7,9,3874.2,4,3,4,434
C00376,118,5,2545.0,1,1,3,113
C00377,29,13,445.0,2,4,1,241
C00378,51,9,5193.75,1,3,4,134
C00379,2,14,3057.8,5,4,3,543
C00380,15,4,502.0,3,1,1,311
C00381,10,8,3094.5,4,2,3,423
C00382,10,14,6069.0,4,4,5,445
C00383,19,4,690.0,3,1,1,311
C00384,49,2,329.0,1,1,1,111
C00385,2,15,3630.55,5,5,4,554
C00386,2,8,2886.3,5,2,3,523
C00387,30,7,2381.0,2,2,3,223
C00388,64,4,597.0,1,1,1,111
C00389,13,8,4323.5,3,2,4,324
C00390,48,7,2094.0,1,2,2,122
C00391,11,4,673.61,4,1,1,411
C00392,3,11,1690.0,5,4,2,542
C00393,11,2,671.0,4,1,1,411
C00394,45,10,2982.0,1,3,3,133
C00395,4,15,1650.0,5,5,2,552
C00396,19,12,8388.570000000002,3,4,5,345
C00397,36,19,5807.45,2,5,5,255
C00398,150,2,551.73,1,1,1,111
C00399,5,6,1234.25,5,1,1,511
C00400,17,18,8414.52,3,5,5,355
C00401,20,8,2041.74,3,2,2,322
C00402,46,17,3956.7,1,5,4,154
C00403,24,8,1806.0,2,2,2,222
C00404,21,12,5499.9,2,4,5,245
C00405,17,14,9619.25,3,4,5,345
C00406,19,13,5038.3,3,4,4,344
C00407,2,9,2261.0,5,3,2,532
C00408,3,18,7987.0599999999995,5,5,5,555
C00409,12,15,3518.38,3,5,4,354
C00410,12,11,5905.4,3,4,5,345
C00411,52,14,7710.33,1,4,5,145
C00412,26,10,2131.86,2,3,2,232
C00413,20,16,6917.08,3,5,5,355
C00414,19,6,483.2,3,1,1,311
C00415,4,13,3521.95,5,4,4,544
C00416,8,12,3443.5,4,4,3,443
C00417,53,7,5067.0,1,2,4,124
C00418,6,7,2448.0,5,2,3,523
C00419,63,9,1642.2,1,3,2,132
C00420,11,10,6970.0,4,3,5,435
C00421,5,11,3604.0,5,4,4,544
C00422,34,3,255.0,2,1,1,211
C00423,14,8,1662.35,3,2,2,322
C00424,5,17,4977.55,5,5,4,554
C00425,22,11,2001.28,2,4,2,242
C00426,35,8,3123.6,2,2,3,223
C00427,32,11,3508.0499999999997,2,4,4,244
C00428,11,9,1408.1,4,3,2,432
C00429,35,8,2832.0,2,2,3,223
C00430,20,9,2970.17,3,3,3,333
C00431,15,14,12525.840000000002,3,4,5,345
C00432,2,11,4922.0,5,4,4,544
C00433,18,3,872.0,3,1,1,311
C00434,35,12,1993.2,2,4,2,242
C00435,16,9,3073.5,3,3,3,333
C00436,6,15,2914.1,5,5,3,553
C00437,10,18,4201.0,4,5,4,454
C00438,2,10,10042.0,5,3,5,535
C00439,76,5,1857.0,1,1,2,112
C00440,21,9,741.98,2,3,1,231
C00441,6,15,11250.0,5,5,5,555
C00442,9,9,2650.0,4,3,3,433
C00443,7,17,6766.49,4,5,5,455
C00444,13,9,2628.8,3,3,3,333
C00445,168,2,240.0,1,1,1,111
C00446,4,8,2360.0,5,2,3,523
C00447,7,8,3959.470000000001,4,2,4,424
C00448,37,10,1947.0,2,3,2,232
C00449,80,5,957.25,1,1,1,111
C00450,5,11,4564.5,5,4,4,544
C00451,21,11,2848.4,2,4,3,243
C00452,74,4,583.0,1,1,1,111
C00453,11,11,3120.5,4,4,3,443
C00454,4,11,3951.94,5,4,4,544
C00455,5,15,1027.0,5,5,1,551
C00456,26,8,1054.85,2,2,1,221
C00457,9,4,868.0,4,1,1,411
C00458,3,15,5291.46,5,5,4,554
C00459,30,12,3658.0,2,4,4,244
C00460,19,6,1686.45,3,1,2,312
C00461,39,10,17395.5,1,3,5,135
C00462,21,8,2624.75,2,2,3,223
C00463,4,12,1881.0,5,4,2,542
C00464,4,12,9950.6,5,4,5,545
C00465,13,12,3222.78,3,4,3,343
C00466,9,17,7502.2,4,5,5,455
C00467,10,14,1365.0,4,4,2,442
C00468,20,9,2455.0,3,3,3,333
C00469,7,8,2214.27,4,2,2,422
C00470,7,14,5827.1,4,4,5,445
C00471,13,7,2238.1,3,2,2,322
C00472,42,3,614.0,1,1,1,111
C00473,15,18,4060.97,3,5,4,354
C00474,10,10,1654.25,4,3,2,432
C00475,18,15,4764.0,3,5,4,354
C00476,5,19,9516.01,5,5,5,555
C00477,21,9,1060.0,2,3,1,231
C00478,2,4,1020.0,5,1,1,511
C00479,8,4,1756.25,4,1,2,412
C00480,53,7,1368.0,1,2,2,122
C00481,21,7,891.0,2,2,1,221
C00482,5,15,3397.64,5,5,3,553
C00483,64,9,3215.0,1,3,3,133
C00484,8,17,5236.46,4,5,4,454
C00485,15,10,1188.2,3,3,1,331
C00486,10,13,4544.2,4,4,4,444
C00487,28,17,14520.910000000003,2,5,5,255
C00488,18,15,3576.0,3,5,4,354
C00489,16,13,2445.98,3,4,3,343
C00490,36,14,1620.6,2,4,2,242
C00491,7,8,1355.75,4,2,2,422
C00492,67,3,913.0,1,1,1,111
C00493,11,12,5077.75,4,4,4,444
C00494,11,12,3682.0,4,4,4,444
C00495,23,4,2195.0,2,1,2,212
C00496,3,14,906.0,5,4,1,541
C00497,31,8,4185.470000000001,2,2,4,224
C00498,6,9,3214.45,5,3,3,533
C00499,6,17,4730.92,5,5,4,554
C00500,95,5,3270.25,1,1,3,113
C00501,13,7,1625.0,3,2,2,322
C00502,30,4,779.0,2,1,1,211
C00503,25,12,2354.92,2,4,3,243
C00504,17,6,2164.5,3,1,2,312
C00505,73,1,982.0,1,1,1,111
C00506,3,10,3223.0,5,3,3,533
C00507,18,9,2219.0,3,3,2,332
C00508,12,6,4186.16,3,1,4,314
C00509,8,9,2581.0,4,3,3,433
C00510,24,11,2319.43,2,4,3,243
C00511,60,4,2772.0,1,1,3,113
C00512,2,15,3926.98,5,5,4,554
C00513,15,7,1124.75,3,2,1,321
C00514,28,5,2737.0,2,1,3,213
C00515,51,6,3930.25,1,1,4,114
C00516,15,8,1420.0,3,2,2,322
C00517,4,9,2390.18,5,3,3,533
C00518,34,8,3191.85,2,2,3,223
C00519,33,8,4038.0,2,2,4,224
C00520,30,10,10480.0,2,3,5,235
C00521,14,9,2951.0,3,3,3,333
C00522,47,4,470.72,1,1,1,111
C00523,21,11,2169.0,2,4,2,242
C00524,11,11,15663.880000000005,4,4,5,445
C00525,45,5,676.0,1,1,1,111
C00526,12,10,4098.0,3,3,4,334
C00527,36,15,6891.3,2,5,5,255
C00528,18,11,4070.0,3,4,4,344
C00529,55,6,2476.3,1,1,3,113
C00530,24,16,7018.6,2,5,5,255
C00531,5,11,4178.0,5,4,4,544
C00532,4,19,4789.64,5,5,4,554
C00533,9,13,1963.65,4,4,2,442
C00534,72,6,3024.0,1,1,3,113
C00535,23,9,2122.25,2,3,2,232
C00536,15,5,3260.5,3,1,3,313
C00537,11,14,3897.35,4,4,4,444
C00538,14,15,940.0,3,5,1,351
C00539,14,16,4076.6800000000003,3,5,4,354
C00540,39,2,279.0,1,1,1,111
C00541,5,13,2567.0,5,4,3,543
C00542,5,7,1138.0,5,2,1,521
C00543,27,2,516.8,2,1,1,211
C00544,10,4,2229.0,4,1,2,412
C00545,39,17,6903.2,1,5,5,155
C00546,19,12,634.5,3,4,1,341
C00547,13,10,3146.55,3,3,3,333
C00548,19,9,2551.2200000000003,3,3,3,333
C00549,16,12,3199.0,3,4,3,343
C00550,5,14,9518.0,5,4,5,545
C00551,47,2,517.0,1,1,1,111
C00552,3,15,5059.75,5,5,4,554
C00553,16,9,1851.6399999999999,3,3,2,332
C00554,32,8,584.0,2,2,1,221
C00555,21,7,6088.0,2,2,5,225
C00556,21,9,3566.1,2,3,4,234
C00557,31,4,1828.0,2,1,2,212
C00558,2,14,5435.7,5,4,5,545
C00559,81,6,9842.470000000001,1,1,5,115
C00560,40,3,797.5,1,1,1,111
C00561,28,8,2773.0,2,2,3,223
C00562,16,8,4234.0,3,2,4,324
C00563,8,6,1122.4,4,1,1,411
C00564,28,6,739.0,2,1,1,211
C00565,10,12,3351.5,4,4,3,443
C00566,6,12,5442.34,5,4,5,545
C00567,17,9,2865.0,3,3,3,333
C00568,12,13,1547.0,3,4,2,342
C00569,45,10,1696.17,1,3,2,132
C00570,3,16,3263.0499999999997,5,5,3,553
C00571,51,10,2011.0,1,3,2,132
C00572,10,5,1262.0,4,1,1,411
C00573,13,18,7699.15,3,5,5,355
C00574,4,7,2006.9,5,2,2,522
C00575,9,10,2142.5,4,3,2,432
C00576,2,13,2274.4,5,4,2,542
C00577,38,15,5647.59,1,5,5,155
C00578,2,9,3354.91,5,3,3,533
C00579,10,17,8604.7,4,5,5,455
C00580,35,16,4487.21,2,5,4,254
C00581,19,4,1105.9,3,1,1,311
C00582,35,15,6585.0,2,5,5,255
C00583,6,10,1398.58,5,3,2,532
C00584,21,14,775.0,2,4,1,241
C00585,35,12,10730.400000000001,2,4,5,245
C00586,9,14,3373.75,4,4,3,443
C00587,16,16,5960.92,3,5,5,355
C00588,15,5,1275.0,3,1,1,311
C00589,6,10,13822.410000000003,5,3,5,535
C00590,27,8,10787.25,2,2,5,225
C00591,2,14,2922.1,5,4,3,543
C00592,25,8,920.0,2,2,1,221
C00593,12,18,5831.63,3,5,5,355
C00594,4,15,4045.0,5,5,4,554
C00595,26,8,10964.0,2,2,5,225
C00596,18,8,2184.0,3,2,2,322
C00597,13,12,4104.2,3,4,4,344
C00598,15,6,3046.0,3,1,3,313
C00599,22,15,3425.0,2,5,3,253
C00600,13,16,7094.01,3,5,5,355
C00601,5,18,5151.33,5,5,4,554
C00602,23,7,2011.0,2,2,2,222
C00603,17,12,3146.0699999999997,3,4,3,343
C00604,17,2,1008.0,3,1,1,311
C00605,8,12,6127.0,4,4,5,445
C00606,4,11,2989.0,5,4,3,543
C00607,37,6,1238.0,2,1,1,211
C00608,9,14,4417.0,4,4,4,444
C00609,13,7,3621.3199999999997,3,2,4,324
C00610,11,8,8326.5,4,2,5,425
C00611,39,6,2630.0,1,1,3,113
C00612,27,9,4302.37,2,3,4,234
C00613,31,5,1186.15,2,1,1,211
C00614,4,9,3031.5,5,3,3,533
C00615,9,7,2305.84,4,2,2,422
C00616,19,12,2613.0,3,4,3,343
C00617,48,4,753.5,1,1,1,111
C00618,18,12,1045.76,3,4,1,341
C00619,6,15,5592.53,5,5,5,555
C00620,43,8,3175.0,1,2,3,123
C00621,9,7,1676.45,4,2,2,422
C00622,14,11,3094.0,3,4,3,343
C00623,12,10,2834.45,3,3,3,333
C00624,2,9,5210.0,5,3,4,534
C00625,9,14,3284.0,4,4,3,443
C00626,6,10,5643.0,5,3,5,535
C00627,6,18,8370.4,5,5,5,555
C00628,40,6,1081.0,1,1,1,111
C00629,9,19,7059.41,4,5,5,455
C00630,39,7,3008.8,1,2,3,123
C00631,44,11,4067.5,1,4,4,144
C00632,12,13,15896.820000000007,3,4,5,345
C00633,125,3,970.0,1,1,1,111
C00634,8,11,1913.5,4,4,2,442
C00635,105,5,3998.4,1,1,4,114
C00636,60,9,1659.2,1,3,2,132
C00637,24,7,2308.1,2,2,2,222
C00638,8,18,7541.670000000001,4,5,5,455
C00639,44,9,5436.8,1,3,5,135
C00640,14,9,2745.7,3,3,3,333
C00641,6,15,3807.31,5,5,4,554
C00642,34,5,838.0,2,1,1,211
C00643,3,4,954.9,5,1,1,511
C00644,4,18,8441.92,5,5,5,555
C00645,57,6,981.53,1,1,1,111
C00646,14,19,6630.9,3,5,5,355
C00647,45,4,2011.1,1,1,2,112
C00648,14,9,2410.0,3,3,3,333
C00649,5,8,2989.75,5,2,3,523
C00650,15,9,1634.0,3,3,2,332
C00651,11,7,3814.0,4,2,4,424
C00652,38,7,2217.88,1,2,2,122
C00653,5,9,1280.8200000000002,5,3,1,531
C00654,14,13,5282.25,3,4,4,344
C00655,8,13,2714.61,4,4,3,443
C00656,26,16,3559.5,2,5,4,254
C00657,9,11,5316.04,4,4,4,444
C00658,52,11,7036.0,1,4,5,145
