transaction_id,customer_id,product_id,category,sub_category,brand,date,quantity,unit_price,total_price,brand_premium_index,price_retention
T0000062,C10507,Talc - Original (Complexion Talc),Beauty & Hygiene,Bath & Hand Wash,Cinthol,2024-04-23,1,52.25,52.25,141.10918918918918,0.95
T0000063,C10507,"Intense - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Fragrances & Deos,Cinthol,2024-02-04,1,57.0,57.0,141.10918918918918,0.95
T0000064,C10507,Cool Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Men's Grooming,Cinthol,2024-06-25,1,99.0,99.0,141.10918918918918,1.0
T0000065,C10507,"Rush - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Men's Grooming,Cinthol,2024-04-18,1,57.0,57.0,141.10918918918918,0.95
T0000066,C10507,Bathing Soap - Kesar & Milk Cream,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,2024-06-29,1,79.8,79.8,120.00181818181818,0.95
T0000067,C10507,Fresh Lime After Shave Lotion,Beauty & Hygiene,Men's Grooming,Old Spice,2024-05-13,1,123.5,123.5,175.77785714285713,0.95
T0000068,C10507,Original Talc,Beauty & Hygiene,Men's Grooming,Cinthol,2024-05-22,1,128.25,128.25,141.10918918918918,0.95
T0000069,C10507,Talc Powder - Lime,Beauty & Hygiene,Men's Grooming,Cinthol,2024-01-15,1,128.25,128.25,141.10918918918918,0.95
T0000070,C10507,"Energy - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Men's Grooming,Cinthol,2024-05-22,2,57.0,114.0,141.10918918918918,0.95
T0000071,C10507,"Shwasa Shuddhi Vati - Broncho Dilator, 500 mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,2024-04-27,1,130.0,130.0,127.6686046511628,1.0
T0000072,C10507,Lime Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Men's Grooming,Cinthol,2024-03-27,1,15.0,15.0,141.10918918918918,1.5
T0000073,C10508,Wine Fairness Facial Sheet Mask EX,Beauty & Hygiene,Skin Care,Mirabelle,2024-04-27,1,77.35,77.35,161.1932,0.6499999999999999
T0000074,C10508,Daily Face Care Lotion Oil Balance - Combination To Normal Skin,Beauty & Hygiene,Skin Care,Lacto Calamine,2024-01-24,1,117.0,117.0,148.0,0.9
T0000075,C10508,Thick & Natural Ayurvedic Long Growth Shikakai Shampoo,Beauty & Hygiene,Hair Care,Lever Ayush,2024-01-15,1,120.0,120.0,98.17105263157896,1.0
T0000076,C10508,"On Pocket Perfume - Man, Cool Marine",Beauty & Hygiene,Fragrances & Deos,Engage,2024-02-13,1,58.8,58.8,238.53446428571428,0.98
T0000077,C10508,"Rush - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Fragrances & Deos,Cinthol,2024-05-18,1,57.0,57.0,141.10918918918918,0.95
T0000078,C10508,"Spa Bath Shower Face Head/Hair Band - Bow, Purple, Bh-028 Prpl",Beauty & Hygiene,Bath & Hand Wash,BB Home,2024-06-18,1,99.0,99.0,126.10106382978724,0.66
T0000079,C10508,Rushikanti Multani Mitti With Papaya,Beauty & Hygiene,Skin Care,Akshara Herbals,2024-05-19,1,50.0,50.0,82.77777777777777,1.0
T0000080,C10508,Green Tea & White Lily Freshness Hair Shampoo,Beauty & Hygiene,Hair Care,Sunsilk,2024-04-20,1,110.0,110.0,195.23695652173916,1.0
T0000081,C10508,"Kids Toothpaste - 6+ Years, Strawberry Flavour, Barbie",Beauty & Hygiene,Oral Care,Colgate,2024-05-20,1,77.0,77.0,151.35196261682242,0.8279569892473119
T0000082,C10508,Hygiene Hand Wipes With Anti-bacterial Actives- Skin-Friendly,Beauty & Hygiene,Bath & Hand Wash,KeepSafe by Marico,2024-01-08,1,99.5,99.5,93.4,0.5
T0000083,C10508,"Face Wash - Oil Control, Active",Beauty & Hygiene,Skin Care,Oxy,2024-01-27,1,110.0,110.0,144.5,1.0
T0000084,C10508,Fairness Naturals Gold Skin Bleach,Beauty & Hygiene,Skin Care,Fem,2024-06-12,1,63.75,63.75,60.42238095238095,0.75
T0000085,C10508,Rose Water Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,2024-03-11,1,66.5,66.5,170.55113636363637,0.95
T0000086,C10509,Wine Bleach,Beauty & Hygiene,Skin Care,Astaberry,2024-03-07,1,71.25,71.25,389.122,0.95
T0000087,C10509,Tulip Oil Control Moisturizer - With Green Almonds extract,Beauty & Hygiene,Skin Care,Vaadi,2024-05-03,1,76.5,76.5,159.50322580645164,0.9
T0000088,C10509,Bio Berry Plumping Lip Balm,Beauty & Hygiene,Skin Care,BIOTIQUE,2024-03-07,1,131.25,131.25,242.21034782608692,0.75
T0000089,C10509,"Energy - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Men's Grooming,Cinthol,2024-04-10,1,57.0,57.0,141.10918918918918,0.95
T0000090,C10509,Anti-Pimple Natural Ayurvedic Turmeric Face Wash,Beauty & Hygiene,Skin Care,Lever Ayush,2024-02-22,1,52.8,52.8,98.17105263157896,0.96
T0000091,C10509,"Safety/Germ Free Key For Personal Use - Acrylic, 8 mm,",Beauty & Hygiene,Health & Medicine,SAFE-KI,2024-06-05,2,89.0,178.0,89.0,0.5933333333333334
T0000092,C10509,Oil Control Face Wash With Charcoal & Cooling Mint,Beauty & Hygiene,Men's Grooming,Nivea Men,2024-05-30,1,95.04,95.04,208.37676470588235,0.96
T0000093,C10509,Multani Mitti Face Pack Powder,Beauty & Hygiene,Skin Care,Banjara's,2024-05-02,1,40.0,40.0,114.5,1.0
T0000094,C10509,Hand Sanitizer Gel - Orange,Beauty & Hygiene,Bath & Hand Wash,ZM LABS,2024-01-12,1,50.0,50.0,369.22222222222223,1.0
T0000095,C10509,Hand Wash - White Lily,Beauty & Hygiene,Bath & Hand Wash,50ap,2024-03-20,1,99.0,99.0,141.66666666666666,1.0
T0000096,C10510,Skin Natutals - Nourishing Cold Cream,Beauty & Hygiene,Skin Care,Garnier,2024-06-26,1,68.0,68.0,151.4924,0.85
T0000097,C10510,Licorice & Saffron Skin Lightening,Beauty & Hygiene,Bath & Hand Wash,Azafran,2024-01-28,1,116.25,116.25,255.91666666666663,0.75
T0000098,C10510,Natural Bright Facewash,Beauty & Hygiene,Skin Care,Clean & Clear,2024-05-22,1,120.0,120.0,206.445,1.0
T0000099,C10510,Beauty Cream,Beauty & Hygiene,Skin Care,Patanjali,2024-04-21,1,70.0,70.0,72.0,1.0
T0000100,C10510,"Body Bath Loofah/Sponge/Scrubber - Dual Sided, Hangable - Pink, BH030",Beauty & Hygiene,Bath & Hand Wash,BB Home,2024-02-23,1,89.0,89.0,126.10106382978724,0.7478991596638656
T0000101,C10510,"Energy - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Fragrances & Deos,Cinthol,2024-03-04,1,57.0,57.0,141.10918918918918,0.95
T0000102,C10510,Cold Cream + Honey & Milk Protein,Beauty & Hygiene,Skin Care,Ponds,2024-06-02,1,134.4,134.4,207.41666666666663,0.96
T0000103,C10510,Extra Clean Toothbrush Medium,Beauty & Hygiene,Oral Care,Colgate,2024-05-03,1,18.0,18.0,151.35196261682242,1.0
T0000104,C10510,Toothpaste - Ayurvedic Gel,Beauty & Hygiene,Oral Care,Dabur Red,2024-06-12,1,40.0,40.0,184.7433333333333,1.0
T0000105,C10510,Perfume Spray - Elevate,Beauty & Hygiene,Men's Grooming,Park avenue,2024-01-30,1,130.5,130.5,209.0790625,0.9
T0000106,C10510,Glaze Hair Wax for Men,Beauty & Hygiene,Men's Grooming,Set Wet,2024-02-18,1,136.0,136.0,154.22945454545453,0.8
T0000107,C10510,Fresh Splash Water Lily & Cooling Mint Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,2024-04-07,1,15.0,15.0,78.27199999999999,1.5
T0000108,C10510,Hair Conditioner - Damage Control,Beauty & Hygiene,Hair Care,Patanjali,2024-04-21,1,60.0,60.0,72.0,1.0
T0000109,C10510,Natural Shine Henna,Beauty & Hygiene,Hair Care,Himalaya,2024-02-05,1,75.0,75.0,170.1270093457944,1.0
T0000110,C10511,Pre Shave Cream - Regular,Beauty & Hygiene,Men's Grooming,Gillette,2024-04-26,1,34.3,34.3,405.6764150943396,0.98
T0000111,C10511,Ayurvedic Prickly Heat Powder - Cologne Cool,Beauty & Hygiene,Bath & Hand Wash,Shower To Shower,2024-02-01,1,88.0,88.0,71.2,0.8
T0000112,C10511,Bio Berberry - Refreshing Cleansing Lotion For All Skin Types,Beauty & Hygiene,Skin Care,BIOTIQUE,2024-03-18,1,127.5,127.5,242.21034782608692,0.75
T0000113,C10511,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Hangable, Blue, BH-064D",Beauty & Hygiene,Bath & Hand Wash,BB Home,2024-05-19,1,135.0,135.0,126.10106382978724,0.7142857142857143
T0000114,C10511,"Liv-On - Liver Tonic, 500mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,2024-05-21,1,120.0,120.0,127.6686046511628,1.0
T0000115,C10511,"Aloe Mint Face Wash - For Radiant, Glowing, Healthy Skin, Aloe Vera, Neem & Mint",Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,2024-03-08,1,60.0,60.0,133.2,1.0
T0000116,C10511,Natural Hand Made Travel Soap - Turmeric,Beauty & Hygiene,Bath & Hand Wash,Wild Ideas,2024-06-12,1,32.0,32.0,97.66666666666669,1.0
T0000117,C10511,Fresh Moisturising Hand Wash - Peppermint & Green Apple,Beauty & Hygiene,Bath & Hand Wash,Fiama,2024-02-24,1,135.0,135.0,164.85658536585365,0.9
T0000118,C10512,Cotton Cosmetic Balls,Beauty & Hygiene,Health & Medicine,Bella,2024-03-08,1,125.0,125.0,160.36363636363637,0.9689922480620154
T0000119,C10512,Nomarks - Antimarks Soap For Oily Skin,Beauty & Hygiene,Health & Medicine,Bajaj,2024-03-21,1,40.0,40.0,101.90333333333334,1.0
T0000120,C10512,Hair Gel Cool Hold,Beauty & Hygiene,Men's Grooming,Vi-john,2024-02-16,1,22.5,22.5,98.84615384615384,0.75
T0000121,C10512,Bio Fruit Whitening & Depigmentation Face Pack,Beauty & Hygiene,Skin Care,BIOTIQUE,2024-01-28,2,56.25,112.5,242.21034782608692,0.75
T0000122,C10512,Underarm Roll On Deodorant For Women - Aloe Vera,Beauty & Hygiene,Men's Grooming,Rexona,2024-06-28,1,114.75,114.75,131.91666666666666,0.85
T0000123,C10512,"Sanitary Napkin - Ultra Thin, Regular",Beauty & Hygiene,Feminine Hygiene,VWash Wow,2024-06-11,1,49.0,49.0,51.0,1.0
T0000124,C10513,"Mouthwash - Plax, Active Salt",Beauty & Hygiene,Oral Care,Colgate,2024-02-03,1,117.0,117.0,151.35196261682242,0.9
T0000125,C10513,Kabz Over,Beauty & Hygiene,Health & Medicine,Dabur Nature Care,2024-06-13,2,63.0,126.0,81.5,0.75
T0000126,C10513,Sun Protect Non-Oily Sunscreen SPF 30,Beauty & Hygiene,Skin Care,Ponds,2024-04-15,1,95.04,95.04,207.41666666666663,0.96
T0000127,C10513,Hypnotic Rose Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,2024-04-05,1,28.0,28.0,78.27199999999999,1.0
T0000128,C10513,Yestimadhu Tablets,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,2024-05-15,1,115.0,115.0,149.6875,1.0
T0000129,C10513,Anti-Darkening Hair Removing Cream - Sandal,Beauty & Hygiene,Feminine Hygiene,Fem,2024-04-15,2,65.0,130.0,60.42238095238095,1.0
T0000130,C10513,"Korea - Papaya, Fairness Facial Mask",Beauty & Hygiene,Skin Care,Mirabelle,2024-03-08,1,122.26,122.26,161.1932,0.6174747474747475
T0000131,C10513,Fairness Naturals Hair Removal Cream Fair & Soft Sandal - Dry Skin,Beauty & Hygiene,Feminine Hygiene,Fem,2024-06-24,1,45.0,45.0,60.42238095238095,1.0
T0000132,C10513,Shampoo - Aloe Tearless,Beauty & Hygiene,Hair Care,Vitro Naturals ,2024-03-23,1,130.0,130.0,396.0,1.0
T0000133,C10513,Herbs Tilia Panty Liners - A12 Gl,Beauty & Hygiene,Feminine Hygiene,Bella,2024-01-13,1,79.0,79.0,160.36363636363637,1.0
T0000134,C10513,Hair Conditioner - Damage Control,Beauty & Hygiene,Hair Care,Patanjali,2024-02-10,1,60.0,60.0,72.0,1.0
T0000135,C10513,Herbal Green Tea Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,2024-03-02,1,70.0,70.0,170.55113636363637,1.0
T0000136,C10513,Dry Comfort Sanitary Napkin Extra Long 275mm,Beauty & Hygiene,Feminine Hygiene,Niine,2024-05-08,1,85.5,85.5,60.27,0.9
T0000137,C10513,Lacto Bleach,Beauty & Hygiene,Skin Care,Natures Essence,2024-05-19,1,100.0,100.0,334.0892857142857,1.0
T0000138,C10514,Coconut & Olive Oil Soap,Beauty & Hygiene,Bath & Hand Wash,Rexona,2024-06-24,1,28.0,28.0,131.91666666666666,1.0
T0000139,C10514,Cool Almond Drops Hair Oil,Beauty & Hygiene,Hair Care,Bajaj,2024-06-06,1,38.0,38.0,101.90333333333334,1.0
T0000140,C10514,Anti-Fungal Cream,Beauty & Hygiene,Health & Medicine,Ring Guard,2024-01-23,1,49.2,49.2,49.2,0.8
T0000141,C10514,Special Bathing Brush No 24,Beauty & Hygiene,Bath & Hand Wash,Opex,2024-01-25,1,40.0,40.0,50.0,1.0
T0000142,C10514,Sun Shield Skin Whitening Saffron Face Wash - With Sandal Extract,Beauty & Hygiene,Skin Care,Vaadi,2024-02-12,1,62.1,62.1,159.50322580645164,0.9
T0000143,C10514,Lip Therapy - Cherry,Beauty & Hygiene,Skin Care,Lotus Herbals,2024-01-02,1,122.5,122.5,318.92685185185184,0.7
T0000144,C10514,9 to 5 Complexion Care Cream - Beige,Beauty & Hygiene,Makeup,Lakme,2024-02-06,1,79.2,79.2,344.6556603773585,0.8
T0000145,C10515,Pre Shave Cream - Lime,Beauty & Hygiene,Men's Grooming,Gillette,2024-06-17,1,71.25,71.25,405.6764150943396,0.95
T0000146,C10515,Hair Gel Cool Hold,Beauty & Hygiene,Men's Grooming,Vi-john,2024-05-16,1,22.5,22.5,98.84615384615384,0.75
T0000147,C10515,Licoricewhite Skin Whitening Cleanser,Beauty & Hygiene,Skin Care,Lotus Herbals,2024-02-15,1,80.75,80.75,318.92685185185184,0.95
T0000148,C10515,Scalp & Hair Medicine - Anti Hairfall Shampoo,Beauty & Hygiene,Hair Care,Kesh King,2024-06-24,1,120.0,120.0,215.0,1.0
T0000149,C10515,"ON 2-In-1 Pocket Perfume - Woman, Day & Night",Beauty & Hygiene,Fragrances & Deos,Engage,2024-02-16,1,85.5,85.5,238.53446428571428,0.95
T0000150,C10515,Neem Face Wash,Beauty & Hygiene,Skin Care,Jiva Ayurveda,2024-01-10,1,95.0,95.0,133.2,1.0
T0000151,C10515,MaxFresh Blue Spicy Fresh Gel Toothpaste - Mumbai Indians Special Edition Pack,Beauty & Hygiene,Oral Care,Colgate,2024-01-08,1,89.25,89.25,151.35196261682242,0.85
T0000152,C10516,Color Naturals Creme Riche Sachet,Beauty & Hygiene,Hair Care,Garnier,2024-04-03,1,49.0,49.0,151.4924,1.0
T0000153,C10516,Skin Natutals - Pure Active Neem Face Wash,Beauty & Hygiene,Skin Care,Garnier,2024-01-12,1,90.0,90.0,151.4924,0.75
T0000154,C10516,Skin Natutals - Pure Active Neem Face Wash,Beauty & Hygiene,Skin Care,Garnier,2024-02-15,2,90.0,180.0,151.4924,0.75
T0000155,C10516,Skin Natutals - Pure Active Neem Face Wash,Beauty & Hygiene,Skin Care,Garnier,2024-01-25,2,90.0,180.0,151.4924,0.75
T0000156,C10516,Honey & Rose Body & Face Scrub,Beauty & Hygiene,Skin Care,Globus Naturals,2024-03-13,2,132.0,264.0,316.5217391304348,0.8
T0000157,C10516,"Skin Naturals - Light Complete, Face Serum Sheet Mask, Yellow",Beauty & Hygiene,Skin Care,Garnier,2024-02-03,1,94.05,94.05,151.4924,0.95
T0000158,C10516,Skin Naturals - Light Complete Night Cream,Beauty & Hygiene,Skin Care,Garnier,2024-02-23,1,129.5,129.5,151.4924,0.7
T0000159,C10516,Walnut & Orange Face & Body Scrub,Beauty & Hygiene,Skin Care,Globus Naturals,2024-01-10,1,132.0,132.0,316.5217391304348,0.8
T0000160,C10516,Skin Naturals - BB Cream,Beauty & Hygiene,Makeup,Garnier,2024-06-04,1,123.75,123.75,151.4924,0.75
T0000161,C10516,Skin Naturals - BB Cream,Beauty & Hygiene,Makeup,Garnier,2024-06-15,1,123.75,123.75,151.4924,0.75
T0000162,C10516,Color Naturals Creme Riche Sachet,Beauty & Hygiene,Hair Care,Garnier,2024-01-18,1,49.0,49.0,151.4924,1.0
T0000163,C10516,"Color Naturals Creme Riche Sachet - Shade 5.32, Taapsee's Caramel Brown",Beauty & Hygiene,Hair Care,Garnier,2024-03-09,1,49.0,49.0,151.4924,1.0
T0000164,C10517,MaxFresh Blue Spicy Fresh Gel Toothpaste - Mumbai Indians Special Edition Pack,Beauty & Hygiene,Oral Care,Colgate,2024-05-08,1,89.25,89.25,151.35196261682242,0.85
T0000165,C10517,Kumaryasavam,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,2024-03-29,1,130.0,130.0,270.7352941176471,1.0
