transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000022,C13501,Diaper Pants - X-Large,Baby Care,Pampers ,2024-01-14,1,552.21,552.21
T0000023,C13501,Premium Care Medium - 54 Diaper Pants,Baby Care,Pampers ,2024-05-30,1,813.26,813.26
T0000024,C13501,Wonder Pants Large Size Diapers Monthly Pack,Baby Care,Huggies,2024-04-11,2,1910.09,3820.18
T0000025,C13501,Baby Soap - Extra Moisturizing,Baby Care,Himalaya Baby,2024-04-15,2,50.0,100.0
T0000026,C13501,Baby Cottontouch Newborn Head-To-Toe Bath,Baby Care,Johnsons,2024-06-22,2,99.75,199.5
T0000027,C13501,Baby Feeding Bottle - Roly Poly,Baby Care,Poop-cee,2024-03-02,2,125.0,250.0
T0000028,C13502,"Soapy Stories Finger Puppet Bath Book - Space, 6 m+",Baby Care,Munchkin,2024-04-25,1,799.0,799.0
T0000029,C13502,Baby Cream,Baby Care,Himalaya Baby,2024-04-14,1,214.0,214.0
T0000030,C13502,Refreshing - Baby Soap,Baby Care,Himalaya Baby,2024-06-09,1,72.0,72.0
T0000031,C13502,Baby Powder,Baby Care,Himalaya Baby,2024-05-03,2,53.0,106.0
T0000032,C13502,Baby Cream,Baby Care,Himalaya Baby,2024-01-16,1,214.0,214.0
T0000033,C13502,Baby Powder,Baby Care,Himalaya Baby,2024-03-03,1,215.0,215.0
T0000034,C13502,Happy Baby Gift Pack,Baby Care,Himalaya Baby,2024-02-20,2,1000.0,2000.0
T0000035,C13502,Total Care Extra Large,Baby Care,Himalaya Baby,2024-05-14,1,940.0,940.0
T0000036,C13502,Refreshing - Baby Soap,Baby Care,Himalaya Baby,2024-02-07,1,72.0,72.0
T0000037,C13503,"Cereal - Ragi, Rice & Strawberry With Milk",Baby Care,Slurrp Farm,2024-02-27,2,300.0,600.0
T0000038,C13503,"100% Organic Superfood - Nut Powder, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Slurrp Farm,2024-03-22,1,424.15,424.15
T0000039,C13503,Reusable Diaper Insert Pads,Baby Care,Paw Paw,2024-01-22,1,159.0,159.0
T0000040,C13503,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Paw Paw,2024-03-01,1,269.0,269.0
T0000041,C13503,"Baby Cereal - Ragi Almond & Banana, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Slurrp Farm,2024-02-15,1,349.0,349.0
T0000042,C13503,"Cereal - Ragi, Rice & Strawberry With Milk",Baby Care,Slurrp Farm,2024-02-17,1,300.0,300.0
T0000043,C13503,"Reusable Fabric Diaper - Small, Blue",Baby Care,Paw Paw,2024-01-09,2,269.0,538.0
T0000044,C13503,"Reusable Fabric Diaper - Medium, Pink",Baby Care,Paw Paw,2024-03-05,2,269.0,538.0
T0000045,C13503,Reusable Diaper Insert Pads,Baby Care,Paw Paw,2024-05-02,1,339.0,339.0
T0000046,C13503,"Reusable Fabric Diaper - Medium, Pink",Baby Care,Paw Paw,2024-06-14,1,269.0,269.0
T0000047,C13503,"100% Organic Powder - Oats, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Slurrp Farm,2024-06-02,1,300.0,300.0
T0000048,C13503,"Reusable Fabic Diaper - Large, Pink",Baby Care,Paw Paw,2024-04-07,1,269.0,269.0
T0000049,C13503,"Cereal - Ragi, Rice & Mango With Milk",Baby Care,Slurrp Farm,2024-01-31,1,300.0,300.0
T0000050,C13503,"100% Organic Powder - Oats, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Slurrp Farm,2024-05-21,1,300.0,300.0
T0000051,C13504,Deeply Moisturising Baby Lotion,Baby Care,Mamaearth,2024-06-24,1,125.0,125.0
T0000052,C13504,Soft Baby Lotion 500 ml + Mild Baby Shampoo 500 ml,Baby Care,Mee Mee,2024-02-14,3,538.2,1614.6000000000001
T0000053,C13504,Dry Pants Diapers - Large,Baby Care,Huggies,2024-05-16,2,319.33,638.66
T0000054,C13504,Toothbrush - Junior,Baby Care,Patanjali,2024-02-28,1,15.0,15.0
T0000055,C13504,"Cerelac Baby Cereal with Milk - Multigrain & Fruits, From 12-24 Months, Rich in Iron",Baby Care,Nestle ,2024-02-12,2,264.0,528.0
T0000056,C13504,XXXL (18-35 kg) - 7 Diaper Pants,Baby Care,Mamypoko,2024-05-12,1,299.0,299.0
T0000057,C13504,Baby Laundry Detergent 300ml + Baby Accessories&Vegetable Liquid Cleanser 300ml,Baby Care,Mee Mee,2024-03-27,1,538.2,538.2
T0000058,C13504,Peristaltic Nipple - Small,Baby Care,Pigeon Baby,2024-02-25,1,270.0,270.0
T0000059,C13504,Baby Hair Oil - Avocado & Pro-Vitamin B's,Baby Care,Johnson's baby,2024-06-07,1,80.0,80.0
T0000060,C13504,Premium Disposable Maternity Breast Pads,Baby Care,Sirona,2024-03-20,1,327.77,327.77
T0000061,C13504,Tender Tongue Cleaner Brush - Orange,Baby Care,Mee Mee,2024-02-21,1,149.0,149.0
T0000062,C13504,100% Natural & Healthy Snacks - Carrot & Cumin+Apple & Cinnamon (9+ Months 50G),Baby Care,Timios,2024-05-23,2,280.0,560.0
T0000063,C13504,"Baby Bed Protector - Plain Print, Pink",Baby Care,Quick Dry,2024-05-15,3,185.0,555.0
T0000064,C13504,Cooling Teether - Trumpet,Baby Care,Pigeon Baby,2024-04-11,1,279.0,279.0
T0000065,C13505,Baby Skin Care Wipes - Cherry Blossom,Baby Care,bigbasket,2024-06-21,2,99.0,198.0
T0000066,C13505,Baby Soap,Baby Care,Johnson's baby,2024-04-03,1,90.25,90.25
T0000067,C13505,"Baby Food with Sprouted Grains - Ragi Rich, 6+ Months, Rich in Vitamins & Minerals, No Milk",Baby Care,Manna ,2024-04-14,2,99.0,198.0
T0000068,C13505,"Baby Bed Protector - Sublimation Print, Pink",Baby Care,Quick Dry,2024-04-24,1,199.0,199.0
T0000069,C13505,Baby Feeding Bottle - Prestige,Baby Care,Dimpu Poop-Cee,2024-03-02,1,90.0,90.0
T0000070,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-05-17,2,176.22,352.44
T0000071,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-03-11,1,380.0,380.0
T0000072,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-03-29,1,176.22,176.22
T0000073,C13506,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Bodyguard,2024-04-09,1,200.0,200.0
T0000074,C13506,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Bodyguard,2024-02-22,1,200.0,200.0
T0000075,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-04-22,2,95.04,190.08
T0000076,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-01-18,3,380.0,1140.0
T0000077,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-03-29,1,380.0,380.0
T0000078,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-01-07,2,95.04,190.08
T0000079,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-03-19,1,176.22,176.22
T0000080,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-03-22,1,380.0,380.0
T0000081,C13506,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Bodyguard,2024-05-15,2,105.0,210.0
T0000082,C13506,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-06-15,1,95.04,95.04
T0000083,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-04-14,1,380.0,380.0
T0000084,C13506,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Bodyguard,2024-05-19,1,200.0,200.0
T0000085,C13506,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Bodyguard,2024-04-17,2,380.0,760.0
T0000086,C13507,Baby Feeding Bottle - Roly Poly,Baby Care,Poop-cee,2024-02-24,1,125.0,125.0
T0000087,C13507,"Hairstim XT Biotin 10,000mcg Tablets - With Added Nutrients",Baby Care,Bionova,2024-02-18,1,875.0,875.0
T0000088,C13507,Richcee Vitamin C 500mg Tablets - Non-Acidic,Baby Care,Bionova,2024-04-07,1,275.0,275.0
T0000089,C13507,Baby Feeding Bottle - Roly Poly,Baby Care,Poop-cee,2024-06-12,1,125.0,125.0
T0000090,C13508,Total Care Extra Large,Baby Care,Himalaya Baby,2024-03-16,2,940.0,1880.0
T0000091,C13508,Refreshing - Baby Soap,Baby Care,Himalaya Baby,2024-05-21,1,72.0,72.0
T0000092,C13508,New Dry Diapers - Large,Baby Care,Huggies,2024-06-09,3,430.05,1290.15
T0000093,C13508,Baby Massage Oil,Baby Care,Himalaya Baby,2024-06-25,3,400.0,1200.0
T0000094,C13508,Baby Powder,Baby Care,Himalaya Baby,2024-05-27,2,53.0,106.0
T0000095,C13508,Baby Cream,Baby Care,Himalaya Baby,2024-05-09,2,214.0,428.0
T0000096,C13508,Baby Cream,Baby Care,Himalaya Baby,2024-01-01,1,214.0,214.0
T0000097,C13509,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-03-21,3,975.0,2925.0
T0000098,C13509,"Pants - Extra Absorb Diaper, Extra Extra Large Size",Baby Care,Mamypoko,2024-06-04,1,410.0,410.0
T0000099,C13509,Pants Extra Absorb Diaper - Extra Large Size,Baby Care,Mamypoko,2024-01-06,1,1758.24,1758.24
T0000100,C13509,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-05-16,1,99.0,99.0
T0000101,C13509,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-01-29,2,99.0,198.0
T0000102,C13509,"Pants Extra Absorb Diaper For New Born - Up to 5 Kg, NB-1",Baby Care,Mamypoko,2024-02-25,3,700.0,2100.0
T0000103,C13509,Baby Fun - Baby Wipes,Baby Care,Freshones,2024-03-02,1,155.0,155.0
T0000104,C13509,Extra Absorb Monthly Box Large - 96 Diaper Pants,Baby Care,Mamypoko,2024-02-01,3,975.0,2925.0
T0000105,C13509,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Mamypoko,2024-03-12,1,700.0,700.0
T0000106,C13509,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Mamypoko,2024-05-01,1,700.0,700.0
T0000107,C13509,"Pants - Extra Absorb Diaper, Small Size",Baby Care,Mamypoko,2024-04-07,3,195.0,585.0
T0000108,C13509,"Pants - Extra Absorb Diaper, Extra Extra Large Size",Baby Care,Mamypoko,2024-05-06,3,410.0,1230.0
T0000109,C13509,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-01-23,1,975.0,975.0
T0000110,C13509,"Pants Extra Absorb Diaper For New Born - Up to 5 Kg, NB-1",Baby Care,Mamypoko,2024-02-23,1,538.0,538.0
T0000111,C13509,"Pants - Extra Absorb Diaper For New Born, NB - 1 Size",Baby Care,Mamypoko,2024-01-28,1,299.0,299.0
T0000112,C13509,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Mamypoko,2024-06-16,2,700.0,1400.0
T0000113,C13510,Silicone Pacifier Step 1 - Lady Bird,Baby Care,Pigeon Baby,2024-05-01,1,249.0,249.0
T0000114,C13510,Stretch Mark Cream - For Moms,Baby Care,Himalaya,2024-04-25,1,150.0,150.0
T0000115,C13510,Easy Grip 360-Degree Trainer Sipper Cup - Blue,Baby Care,Mee Mee,2024-03-12,1,399.0,399.0
T0000116,C13510,Richcee Vitamin C 1000mg Tablets - Non-Acidic,Baby Care,Bionova,2024-04-19,1,675.0,675.0
T0000117,C13510,Baby Diapers & Sanitary Disposal Bag,Baby Care,Bodyguard,2024-04-11,1,95.04,95.04
T0000118,C13510,Ultimate Head To Toe Gift Set,Baby Care,The Moms Co,2024-06-25,1,1398.0,1398.0
T0000119,C13510,Extra Moisturizing Baby Soap,Baby Care,Himalaya,2024-03-09,1,264.0,264.0
T0000120,C13510,Baby Essentials Ribbon Gift Box,Baby Care,The Moms Co,2024-04-28,1,1299.0,1299.0
T0000121,C13510,"Baby Lotion - Mineral Based Sunscreen, 0-5 years",Baby Care,Mamaearth,2024-03-01,1,299.0,299.0
T0000122,C13510,Baby Lotion -  For Baby's Sensitive Skin With No Harmful Chemicals,Baby Care,Dabur,2024-03-26,1,243.75,243.75
T0000123,C13511,Natural Baby Powder,Baby Care,The Moms Co,2024-05-25,1,249.0,249.0
T0000124,C13511,Natural Baby Massage Oil,Baby Care,The Moms Co,2024-06-15,1,249.0,249.0
T0000125,C13511,Natural Damage Repair Hair Kit - KA+ Hair System,Baby Care,The Moms Co,2024-01-15,1,982.0,982.0
T0000126,C13511,Natural Baby Wash,Baby Care,The Moms Co,2024-06-03,1,225.0,225.0
T0000127,C13511,Natural Baby Bath & Lotion Bundle,Baby Care,The Moms Co,2024-06-09,1,450.0,450.0
T0000128,C13511,Baby Complete Care Ribbon Gift Box,Baby Care,The Moms Co,2024-03-25,1,1599.0,1599.0
T0000129,C13511,Natural 10-In-1 Baby Hair Oil,Baby Care,The Moms Co,2024-06-25,3,495.0,1485.0
T0000130,C13512,Smart Baby Diaper Pants - Small,Baby Care,Bebe,2024-05-30,3,1049.0,3147.0
T0000131,C13512,Smart Baby Diaper Pants - Small,Baby Care,Bebe,2024-02-20,1,1049.0,1049.0
T0000132,C13512,Pants Extra Absorb Diaper - Extra Large Size,Baby Care,Mamypoko,2024-03-17,1,1758.24,1758.24
T0000133,C13512,Soft Baby Wipes - With Green Tea Essence,Baby Care,Mamypoko,2024-03-29,1,320.0,320.0
T0000134,C13512,XXXL (18-35 kg) - 7 Diaper Pants,Baby Care,Mamypoko,2024-02-28,1,299.0,299.0
T0000135,C13512,"Pants - Extra Absorb Diaper, Small Size",Baby Care,Mamypoko,2024-06-27,1,99.0,99.0
T0000136,C13512,Smart Baby Diaper Pants - XL,Baby Care,Bebe,2024-04-12,1,1049.0,1049.0
T0000137,C13512,Smart Baby Diaper Pants - Large,Baby Care,Bebe,2024-03-24,1,1049.0,1049.0
T0000138,C13512,Smart Baby Diaper Pants - Small,Baby Care,Bebe,2024-01-25,2,1049.0,2098.0
T0000139,C13512,Standard Large - 34 Diaper Pants,Baby Care,Mamypoko,2024-01-23,1,328.0,328.0
T0000140,C13512,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-06-15,2,99.0,198.0
T0000141,C13512,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Mamypoko,2024-01-13,3,99.0,297.0
T0000142,C13513,"Reusable Fabric Diaper - Small, Blue",Baby Care,Paw Paw,2024-01-04,1,269.0,269.0
T0000143,C13513,"Reusable Fabic Diaper - Large, Pink",Baby Care,Paw Paw,2024-04-17,1,269.0,269.0
T0000144,C13513,"Reusable Fabic Diaper - Large, Pink",Baby Care,Paw Paw,2024-05-20,1,269.0,269.0
T0000145,C13513,"Reusable Fabric Diaper - Small, Blue",Baby Care,Paw Paw,2024-05-18,2,269.0,538.0
T0000146,C13513,"Reusable Fabric Diaper - Small, Pink",Baby Care,Paw Paw,2024-01-17,1,269.0,269.0
T0000147,C13513,"Reusable Fabric Diaper - Medium, Pink",Baby Care,Paw Paw,2024-06-06,1,269.0,269.0
T0000148,C13513,"Reusable Fabric Diaper - XL, Blue",Baby Care,Paw Paw,2024-03-24,1,319.0,319.0
T0000149,C13513,"Reusable Fabric Diaper - Small, Pink",Baby Care,Paw Paw,2024-02-23,1,269.0,269.0
T0000150,C13514,Rich Moisture Baby Wipes,Baby Care,Baby Dove,2024-06-26,1,114.75,114.75
T0000151,C13514,"100% Organic Powder - Oats, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Slurrp Farm,2024-03-07,1,300.0,300.0
T0000152,C13514,"Melts Whole Grain Snack - Blueberry, From 9 Months, 100% Natural, No Additives",Baby Care,Timios,2024-06-05,1,140.0,140.0
T0000153,C13514,Moisturizing Bathing Bar For Babies,Baby Care,Mamaearth,2024-05-10,1,747.0,747.0
T0000154,C13514,"Melts Whole Grain Snack - Carrot & Cumin, Apple & Cinnamon, Banana & Strawberry, Blueberry, From 9 Months, Rich in Protein",Baby Care,Timios,2024-05-03,1,475.0,475.0
T0000155,C13514,Baby Dry Medium (6-11 kg) - 5 Diapers,Baby Care,Pampers ,2024-03-09,1,68.0,68.0
T0000156,C13514,Reusable Diaper Insert Pads,Baby Care,Paw Paw,2024-01-09,1,159.0,159.0
T0000157,C13514,Premium Care Medium Monthly Box Pack - 108 Diaper Pants,Baby Care,Pampers ,2024-05-07,1,1540.0,1540.0
T0000158,C13514,Nature Care Diaper Pants - Medium Size,Baby Care,Huggies,2024-04-21,2,363.09,726.18
T0000159,C13514,"Infant Formula Powder With GOS & FOS - Stage 1, From Birth To 6 Months",Baby Care,Aptamil,2024-04-22,3,715.0,2145.0
T0000160,C13515,Baby Sun lotion SPF50+,Baby Care,Sebamed,2024-05-17,2,1400.0,2800.0
T0000161,C13515,Baby Powder,Baby Care,Sebamed,2024-04-19,1,666.0,666.0
T0000162,C13515,Baby Sun lotion SPF50+,Baby Care,Sebamed,2024-01-31,1,1400.0,1400.0
T0000163,C13515,Baby Powder,Baby Care,Sebamed,2024-06-08,2,666.0,1332.0
T0000164,C13515,Baby Lotion,Baby Care,Sebamed,2024-02-17,1,491.0,491.0
T0000165,C13515,Baby Bubble Bath,Baby Care,Sebamed,2024-03-12,1,387.0,387.0
T0000166,C13515,Wipeout Baby Safety Wipes,Baby Care,MyGlamm,2024-04-25,1,299.0,299.0
T0000167,C13516,Cooling Teether - Square,Baby Care,Pigeon Baby,2024-04-01,1,279.0,279.0
T0000168,C13516,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Munchkin,2024-03-11,1,799.0,799.0
T0000169,C13516,"Peristaltic Nursing Bottle Kpp - With 2-Nipple, Medium, Pink",Baby Care,Pigeon Baby,2024-04-27,1,270.0,270.0
T0000170,C13516,"Wonder Diaper Pants - Large, 9-14 Kg",Baby Care,Huggies,2024-05-23,1,1548.36,1548.36
T0000171,C13516,Organic - Whole Wheat Ajwain Jaggery Teething Sticks,Baby Care,Early Foods,2024-05-29,3,175.0,525.0
T0000172,C13516,"Cereal - Ragi, Rice & Strawberry With Milk",Baby Care,Slurrp Farm,2024-05-15,1,300.0,300.0
T0000173,C13516,Baby Bottle & Food Warmer Set,Baby Care,Pigeon Baby,2024-06-29,1,2399.470000000001,2399.470000000001
T0000174,C13516,Standard Xtra Large - 26 Diaper Pants,Baby Care,Mamypoko,2024-03-11,2,399.0,798.0
T0000175,C13517,Baby Reusable Diaper - Blue,Baby Care,Quick Dry,2024-05-26,1,499.0,499.0
T0000176,C13517,"Baby Bed Protector - Sublimation Print, Pink",Baby Care,Quick Dry,2024-05-23,1,199.0,199.0
T0000177,C13517,"Baby Bed Protector - Plain Print, Orchid",Baby Care,Quick Dry,2024-04-14,1,185.0,185.0
T0000178,C13517,Bio Berry Sensitive Mommy & Baby Bubble Bath,Baby Care,BIOTIQUE,2024-05-05,3,74.25,222.75
T0000179,C13517,"Baby Bed Protector - Plain Print, Salmon Rose",Baby Care,Quick Dry,2024-06-15,3,379.0,1137.0
T0000180,C13517,"Baby Bed Protector - Sublimation Print, Pink",Baby Care,Quick Dry,2024-06-04,1,199.0,199.0
T0000181,C13517,Disney Mickey - Bio Berry Baby Body Wash,Baby Care,BIOTIQUE,2024-06-10,1,135.0,135.0
T0000182,C13517,"Baby Bed Protector - Plain Print, Orchid",Baby Care,Quick Dry,2024-03-09,1,185.0,185.0
T0000183,C13517,"Baby Bed Protector - Plain Print, Blue",Baby Care,Quick Dry,2024-02-23,1,599.0,599.0
T0000184,C13517,Disney Mickey - Bio Berry Baby Body Wash,Baby Care,BIOTIQUE,2024-05-30,1,135.0,135.0
T0000185,C13517,"Baby Bed Protector - Plain Print, Salmon Rose",Baby Care,Quick Dry,2024-01-22,1,379.0,379.0
T0000186,C13517,"Baby Bed Protector - Plain Print, Salmon Rose",Baby Care,Quick Dry,2024-02-29,1,379.0,379.0
T0000187,C13518,Baby Soap - Extra Moisturizing,Baby Care,Himalaya Baby,2024-03-28,2,50.0,100.0
T0000188,C13518,Baby Lotion -  For Baby's Sensitive Skin With No Harmful Chemicals,Baby Care,Dabur,2024-04-09,2,243.75,487.5
T0000189,C13518,Pants Extra Absorb Diaper - Large Size,Baby Care,Mamypoko,2024-01-30,3,1339.0,4017.0
T0000190,C13518,Baby Dry Medium (6-11 kg) - 66 Diapers,Baby Care,Pampers ,2024-04-20,3,828.71,2486.13
T0000191,C13518,Soothing Baby Wipes,Baby Care,Himalaya,2024-03-31,2,79.0,158.0
T0000192,C13518,Baby Happy Large - 48 Diapers,Baby Care,Bella,2024-05-23,1,739.0,739.0
T0000193,C13518,Complete Care Pregnancy Gift Box,Baby Care,The Moms Co,2024-03-30,1,1689.0,1689.0
T0000194,C13518,Baby Hair Oil,Baby Care,Johnson's baby,2024-05-21,2,55.0,110.0
T0000195,C13518,Organic Sattu Maavu Multi-Grain Millets Porridge Mix,Baby Care,Early Foods,2024-04-02,3,275.0,825.0
T0000196,C13518,Baby Bottle & Food Warmer Set,Baby Care,Pigeon Baby,2024-05-04,2,2399.470000000001,4798.940000000002
T0000197,C13519,"Adult Diapers - Super Breathable, Medium",Baby Care,Seni,2024-06-07,3,750.0,2250.0
T0000198,C13519,"Adult Diapers - Super Breathable, Large",Baby Care,Seni,2024-05-16,1,600.0,600.0
T0000199,C13519,"Reusable Fabric Diaper - XL, Blue",Baby Care,Paw Paw,2024-05-26,1,319.0,319.0
T0000200,C13519,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Paw Paw,2024-05-17,2,269.0,538.0
T0000201,C13519,"Reusable Fabric Diaper - Medium, Pink",Baby Care,Paw Paw,2024-05-25,2,269.0,538.0
T0000202,C13519,Reusable Diaper Insert Pads,Baby Care,Paw Paw,2024-03-26,1,339.0,339.0
T0000203,C13519,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Paw Paw,2024-03-04,1,269.0,269.0
T0000204,C13520,Perfume Body Mist For Babies Kids With Allergen Free Jasmine Fragrance For All Day Freshness,Baby Care,Mamaearth,2024-04-02,1,299.0,299.0
T0000205,C13520,Diaper Pants Super Value Box - Extra Large,Baby Care,Pampers ,2024-06-27,1,1943.28,1943.28
T0000206,C13520,New Dry Large - 2 Diapers Pants,Baby Care,Pampers ,2024-02-18,1,28.0,28.0
T0000207,C13520,Premium Care Large - 30 Diaper Pants,Baby Care,Pampers ,2024-03-19,1,512.71,512.71
T0000208,C13520,Premium Care Medium - 54 Diaper Pants,Baby Care,Pampers ,2024-01-10,1,813.26,813.26
T0000209,C13520,Baby Dry Large (9-14 kg) - 5 Diapers,Baby Care,Pampers ,2024-02-28,1,88.2,88.2
T0000210,C13520,Easy Tummy Roll on,Baby Care,Mamaearth,2024-02-16,1,249.0,249.0
T0000211,C13520,Deeply Moisturising Baby Lotion,Baby Care,Mamaearth,2024-02-06,1,125.0,125.0
T0000212,C13520,Diaper Pants Super Value Box - Large,Baby Care,Pampers ,2024-03-08,1,2087.28,2087.28
T0000213,C13520,New Xtra Large - 5 Diaper Pants,Baby Care,Pampers ,2024-05-28,1,102.9,102.9
T0000214,C13520,Perfume Body Mist For Babies & Kids With Allergen Free Black Currant Fragrance,Baby Care,Mamaearth,2024-01-29,3,299.0,897.0
T0000215,C13520,Easy Tummy Roll on,Baby Care,Mamaearth,2024-06-12,1,249.0,249.0
T0000216,C13520,Diaper Pants - Premium Care Large,Baby Care,Pampers ,2024-02-09,1,391.02,391.02
T0000217,C13521,Baby Feeding Bottle - Colours,Baby Care,Poop-cee,2024-06-27,1,120.0,120.0
T0000218,C13521,Poochie Cup - Green,Baby Care,Morisons Baby Dreams,2024-03-30,1,80.0,80.0
T0000219,C13521,Baby Soap - Extra Moisturizing,Baby Care,Himalaya Baby,2024-02-22,1,50.0,50.0
T0000220,C13521,"Baby Bath Kit - Baby Shampoo, Face Wash And Body Wash",Baby Care,Mamaearth,2024-01-23,1,747.0,747.0
T0000221,C13521,Wipes - Gentle Baby,Baby Care,Himalaya Baby,2024-05-26,1,183.0,183.0
T0000222,C13521,Baby Powder,Baby Care,Himalaya,2024-04-28,1,320.0,320.0
T0000223,C13521,Diaper Rash Cream,Baby Care,Himalaya Baby,2024-06-01,1,120.0,120.0
T0000224,C13521,Nourishing Baby Soap with Almond & Milk Extracts,Baby Care,Mee Mee,2024-06-09,1,136.71,136.71
T0000225,C13521,Nature Care Diaper Pants - Large Size,Baby Care,Huggies,2024-05-21,1,363.09,363.09
T0000226,C13521,Turtle Sipper - Green,Baby Care,Luvlap,2024-01-31,1,245.0,245.0
T0000227,C13521,Baby Oil With Fruit Extracts,Baby Care,Mee Mee,2024-03-21,2,194.65,389.3
T0000228,C13521,Total Care Extra Large,Baby Care,Himalaya Baby,2024-05-06,1,940.0,940.0
