transaction_id,customer_id,product_id,category,sub_category,brand,date,quantity,unit_price,total_price,brand_premium_index,price_retention
T0000028,C09002,Black Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Aigner,2024-06-24,2,2399.470000000001,4798.940000000002,1940.875555555556,0.5051515789473686
T0000029,C09003,Opti Care Smooth Straight Conditioner,Beauty & Hygiene,Hair Care,Matrix,2024-06-29,1,1240.0,1240.0,540.0,1.0
T0000030,C09003,Vedic Immunity Kit,Beauty & Hygiene,Health & Medicine,Nutriorg,2024-02-17,1,883.5,883.5,513.0,0.95
T0000031,C09003,Vedic Immunity Kit,Beauty & Hygiene,Health & Medicine,Nutriorg,2024-01-16,1,883.5,883.5,513.0,0.95
T0000032,C09003,Opti Care Smooth Straight Conditioner,Beauty & Hygiene,Hair Care,Matrix,2024-01-20,1,1240.0,1240.0,540.0,1.0
T0000033,C09004,In White Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-01-06,1,1737.5,1737.5,1547.9166666666667,0.5
T0000034,C09004,Halloween Fleur Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-01-13,1,1800.0,1800.0,1547.9166666666667,0.5
T0000035,C09004,Power 10 Formula Syn-Ake,Beauty & Hygiene,Skin Care,It's Skin,2024-06-24,1,990.0,990.0,705.4782608695652,0.9
T0000036,C09004,Power 10 Formula VB Effector,Beauty & Hygiene,Skin Care,It's Skin,2024-01-19,1,855.0,855.0,705.4782608695652,0.9
T0000037,C09004,Halloween Tattoo Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-02-14,2,1800.0,3600.0,1547.9166666666667,0.5
T0000038,C09004,In White Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-06-18,1,1737.5,1737.5,1547.9166666666667,0.5
T0000039,C09004,In White Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-01-17,1,1737.5,1737.5,1547.9166666666667,0.5
T0000040,C09004,Intensive Hair Repair Therapy,Beauty & Hygiene,Hair Care,Paul Penders Botanical,2024-05-28,2,1095.0,2190.0,1095.0,1.0
T0000041,C09004,Kiss Sexy Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-02-22,2,1300.0,2600.0,1547.9166666666667,0.5
T0000042,C09004,Kiss Sexy Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-06-24,1,1300.0,1300.0,1547.9166666666667,0.5
T0000043,C09004,Halloween Fleur Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,2024-06-29,1,1800.0,1800.0,1547.9166666666667,0.5
T0000044,C09005,Professional Salon Series Pearl Facial Kit,Beauty & Hygiene,Skin Care,Vlcc,2024-01-21,1,1000.0,1000.0,221.67292307692307,1.0
T0000045,C09005,Revitalift Laser X3 Renewing Anti-Ageing Serum,Beauty & Hygiene,Skin Care,Loreal Paris,2024-01-25,1,1585.0,1585.0,499.43134615384616,1.0
T0000046,C09005,Professional Salon Series Pearl Facial Kit,Beauty & Hygiene,Skin Care,Vlcc,2024-05-20,1,1000.0,1000.0,221.67292307692307,1.0
T0000047,C09005,Revitalift Laser X3 Transforming Eye Cream,Beauty & Hygiene,Skin Care,Loreal Paris,2024-06-12,1,1035.0,1035.0,499.43134615384616,1.0
T0000048,C09005,Revitalift Intensive Repairing Essence,Beauty & Hygiene,Skin Care,Loreal Paris,2024-01-27,2,925.0,1850.0,499.43134615384616,1.0
T0000049,C09005,White Perfect - Clinical Day Cream SPF19 PA+++,Beauty & Hygiene,Skin Care,Loreal Paris,2024-03-11,1,861.78,861.78,499.43134615384616,0.7365641025641025
T0000050,C09006,Original - Eau De Toilette For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-01-04,1,1040.0,1040.0,309.24122807017545,0.8
T0000051,C09006,Nutrition Plus Health Supplement - Milk Thistle Extract,Beauty & Hygiene,Health & Medicine,Abbies,2024-02-16,1,999.0,999.0,999.0,1.0
T0000052,C09006,Nutrition Plus Health Supplement - Milk Thistle Extract,Beauty & Hygiene,Health & Medicine,Abbies,2024-04-29,1,999.0,999.0,999.0,1.0
T0000053,C09006,Gentleman Urbane - Eau De Parfum For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-05-30,1,1200.0,1200.0,309.24122807017545,0.8
T0000054,C09006,Original - Eau De Toilette For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-03-22,1,1040.0,1040.0,309.24122807017545,0.8
T0000055,C09006,Nutrition Plus Health Supplement - Joint Support,Beauty & Hygiene,Health & Medicine,Abbies,2024-03-06,1,1299.0,1299.0,999.0,1.0
T0000056,C09006,Gentleman Urbane - Eau De Parfum For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-04-26,1,1200.0,1200.0,309.24122807017545,0.8
T0000057,C09006,Nutrition Plus Health Supplement - Milk Thistle Extract,Beauty & Hygiene,Health & Medicine,Abbies,2024-03-01,1,999.0,999.0,999.0,1.0
T0000058,C09006,Nutrition Plus Health Supplement - Pro Biotic,Beauty & Hygiene,Health & Medicine,Abbies,2024-06-19,2,1299.0,2598.0,999.0,1.0
T0000059,C09006,Nutrition Plus Health Supplement - Milk Thistle Extract,Beauty & Hygiene,Health & Medicine,Abbies,2024-04-14,1,999.0,999.0,999.0,1.0
T0000060,C09007,Safe-Guard Colour Endure Shampoo,Beauty & Hygiene,Hair Care,De Fabulous,2024-02-04,1,1230.0,1230.0,1230.0,1.0
T0000061,C09007,"Menstrual Cup - Small Size, For Women Above 30 Years Of Age Or Who Have Given Birth",Beauty & Hygiene,Feminine Hygiene,Meneza,2024-05-27,1,1079.28,1079.28,1079.28,0.72
T0000062,C09007,"Purifying Cleanser - Lavender & Neem, For Kapha",Beauty & Hygiene,Skin Care,Shankara,2024-03-07,1,1435.5,1435.5,1497.9779166666667,0.9
T0000063,C09007,Soothing Body Oil,Beauty & Hygiene,Skin Care,Shankara,2024-03-27,1,945.0,945.0,1497.9779166666667,0.9
T0000064,C09007,Jwalini Retexturising Skin Treatment Oil,Beauty & Hygiene,Skin Care,Kama Ayurveda,2024-01-18,2,1625.0,3250.0,873.4615384615385,1.0
T0000065,C09007,Vaporisateur Natural Spray - White Roger & Gallet,Beauty & Hygiene,Fragrances & Deos,Open,2024-01-27,1,1710.0,1710.0,1773.3333333333333,0.95
T0000066,C09007,"Daily Repair Serum - For Vatta, Algae Extract & Rose",Beauty & Hygiene,Skin Care,Shankara,2024-04-16,1,2056.5,2056.5,1497.9779166666667,0.9
T0000067,C09007,"Sundarya Body Oil - Aloevera & Sandalwood, For Tri-Dosha",Beauty & Hygiene,Skin Care,Shankara,2024-02-25,2,972.0,1944.0,1497.9779166666667,0.9
T0000068,C09007,"Rich Repair Moisturizer - Rose & Life Everlasting, For Vata",Beauty & Hygiene,Skin Care,Shankara,2024-06-17,1,2331.0,2331.0,1497.9779166666667,0.9
T0000069,C09007,Jojoba Oil,Beauty & Hygiene,Skin Care,Organic Harvest,2024-06-06,1,962.0,962.0,481.1122222222222,0.7696
T0000070,C09007,"Purifying Cleanser - Lavender & Neem, For Kapha",Beauty & Hygiene,Skin Care,Shankara,2024-01-07,2,1435.5,2871.0,1497.9779166666667,0.9
T0000071,C09007,Calming Body Oil,Beauty & Hygiene,Skin Care,Shankara,2024-06-20,2,945.0,1890.0,1497.9779166666667,0.9
T0000072,C09007,"Menstrual Cup - Large Size, For Women Under 30 Years Of Age And With Low Cervix",Beauty & Hygiene,Feminine Hygiene,Meneza,2024-06-26,1,1079.28,1079.28,1079.28,0.72
T0000073,C09007,"Purifying Cleanser - Lavender & Neem, For Kapha",Beauty & Hygiene,Skin Care,Shankara,2024-01-18,1,1435.5,1435.5,1497.9779166666667,0.9
T0000074,C09008,I'Brite Almond-Green Tea Nourishing Under Eye Cream,Beauty & Hygiene,Skin Care,Just Herbs,2024-03-12,1,1025.0,1025.0,684.7391304347826,1.0
T0000075,C09008,I'Brite Almond-Green Tea Nourishing Under Eye Cream,Beauty & Hygiene,Skin Care,Just Herbs,2024-02-23,1,1025.0,1025.0,684.7391304347826,1.0
T0000076,C09008,Kimsukadi Tail,Beauty & Hygiene,Skin Care,Just Herbs,2024-01-11,1,1435.5,1435.5,684.7391304347826,0.9
T0000077,C09008,Instantized BCAA Enriched with Electrolytes  - Electric Candy Flavour,Beauty & Hygiene,Health & Medicine,BTN Sports,2024-02-22,2,1500.0,3000.0,2156.8400000000006,1.0
T0000078,C09008,Iclear Green Tea-Cucumber Nourishing Under Eye Gel,Beauty & Hygiene,Skin Care,Just Herbs,2024-01-28,1,1025.0,1025.0,684.7391304347826,1.0
T0000079,C09008,Tender Touch Body Radiance Oil,Beauty & Hygiene,Skin Care,Just Herbs,2024-01-15,1,1325.0,1325.0,684.7391304347826,1.0
T0000080,C09008,Instantized BCAA Enriched with Electrolytes  - Electric Candy Flavour,Beauty & Hygiene,Health & Medicine,BTN Sports,2024-01-30,1,1500.0,1500.0,2156.8400000000006,1.0
T0000081,C09008,Blemfree Anti Blemish Cream,Beauty & Hygiene,Skin Care,Just Herbs,2024-03-18,1,1025.0,1025.0,684.7391304347826,1.0
T0000082,C09008,Tender Touch Body Radiance Oil,Beauty & Hygiene,Skin Care,Just Herbs,2024-04-04,1,1325.0,1325.0,684.7391304347826,1.0
T0000083,C09008,Kimsukadi Tail,Beauty & Hygiene,Skin Care,Just Herbs,2024-05-19,2,1435.5,2871.0,684.7391304347826,0.9
T0000084,C09009,Daily Moisturizing Lotion - For Normal & Dry Skin,Beauty & Hygiene,Skin Care,Aveeno,2024-02-17,1,950.0,950.0,892.5,1.0
T0000085,C09009,Dermexa Emollient Cream,Beauty & Hygiene,Skin Care,Aveeno,2024-04-05,1,1050.0,1050.0,892.5,1.0
T0000086,C09009,Daily Moisturizing Lotion - For Normal & Dry Skin,Beauty & Hygiene,Skin Care,Aveeno,2024-04-03,1,950.0,950.0,892.5,1.0
T0000087,C09009,English Rose - Eau De Toilette For Women,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-04-29,1,1040.0,1040.0,309.24122807017545,0.8
T0000088,C09009,Daily Moisturizing Lotion - For Normal & Dry Skin,Beauty & Hygiene,Skin Care,Aveeno,2024-03-26,2,950.0,1900.0,892.5,1.0
T0000089,C09009,Gentleman Urbane - Eau De Parfum For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-04-18,1,1200.0,1200.0,309.24122807017545,0.8
T0000090,C09009,Dermexa Emollient Cream,Beauty & Hygiene,Skin Care,Aveeno,2024-03-14,1,1050.0,1050.0,892.5,1.0
T0000091,C09009,Original - Eau De Toilette For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-06-05,1,1040.0,1040.0,309.24122807017545,0.8
T0000092,C09009,Original - Eau De Toilette For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-06-13,2,1040.0,2080.0,309.24122807017545,0.8
T0000093,C09009,Original - Eau De Toilette For Men,Beauty & Hygiene,Fragrances & Deos,Yardley London,2024-06-15,1,1040.0,1040.0,309.24122807017545,0.8
T0000094,C09009,Skin Relief Lotion - For Sensitive Skin,Beauty & Hygiene,Skin Care,Aveeno,2024-04-20,1,1300.0,1300.0,892.5,1.0
T0000095,C09010,Vaporisateur Natural Spray - Si Fleuri,Beauty & Hygiene,Fragrances & Deos,Lomani,2024-01-19,1,2070.0,2070.0,618.2285714285715,0.9
T0000096,C09010,Glatt No. 0 Hair straightening Cream,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-01-28,1,1925.0,1925.0,938.1666666666666,1.0
T0000097,C09010,Bonacure Cell Perfector - Repair Rescue Treatment Masque,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-03-29,1,1000.0,1000.0,938.1666666666666,1.0
T0000098,C09010,Osis + Magic Finish 1 Light Control Serum,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-03-30,2,855.0,1710.0,938.1666666666666,0.9
T0000099,C09010,Vaporisateur Natural Spray - Si Fleuri,Beauty & Hygiene,Fragrances & Deos,Lomani,2024-01-15,1,2070.0,2070.0,618.2285714285715,0.9
T0000100,C09010,Bonacure Cell Perfector - Repair Rescue Treatment Masque,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-03-26,1,1000.0,1000.0,938.1666666666666,1.0
T0000101,C09010,Bonacure Cell Perfector - Repair Rescue Treatment Masque,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-02-25,1,1000.0,1000.0,938.1666666666666,1.0
T0000102,C09011,1981 Eau De Toilette Pour Homme,Beauty & Hygiene,Fragrances & Deos,Guess,2024-04-10,1,2399.470000000001,2399.470000000001,2398.8622222222234,0.6152487179487183
T0000103,C09011,Marciano Men Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Guess,2024-02-06,2,2394.0,4788.0,2398.8622222222234,0.6
T0000104,C09011,Marciano Men Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Guess,2024-06-24,1,2394.0,2394.0,2398.8622222222234,0.6
T0000105,C09011,Forest Set,Beauty & Hygiene,Fragrances & Deos,Swiss Army,2024-01-16,1,1975.0,1975.0,1975.0,0.5
T0000106,C09012,Perfume - Pure Scent Spray,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-02-15,1,2399.470000000001,2399.470000000001,2399.470000000001,0.4323369369369371
T0000107,C09012,Perfume - Be Delicious Edt (For Men),Beauty & Hygiene,Fragrances & Deos,Dkny,2024-03-15,1,2399.470000000001,2399.470000000001,2399.470000000001,0.4323369369369371
T0000108,C09012,Be Golden Delicious Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-01-25,2,2399.470000000001,4798.940000000002,2399.470000000001,0.6314394736842108
T0000109,C09012,Perfume - Red Delicious Edp (For Women),Beauty & Hygiene,Fragrances & Deos,Dkny,2024-06-20,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6855628571428575
T0000110,C09012,Stories Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-02-19,1,2399.470000000001,2399.470000000001,2399.470000000001,0.4209596491228072
T0000111,C09012,Women Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-01-02,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6855628571428575
T0000112,C09012,Perfume - Absolute EDP,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-03-17,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6855628571428575
T0000113,C09012,Perfume - Absolute EDP,Beauty & Hygiene,Fragrances & Deos,Dkny,2024-01-23,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6855628571428575
T0000114,C09013,Vedic Immunity Kit,Beauty & Hygiene,Health & Medicine,Nutriorg,2024-04-24,2,883.5,1767.0,513.0,0.95
T0000115,C09013,Bonacure Conditioner - Repair Rescue,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,2024-01-14,1,900.0,900.0,938.1666666666666,1.0
T0000116,C09013,Revitalift Intensive Repairing Essence,Beauty & Hygiene,Skin Care,Loreal Paris,2024-06-06,1,925.0,925.0,499.43134615384616,1.0
T0000117,C09013,Revitalift Laser X3 Renewing Anti-Ageing Serum,Beauty & Hygiene,Skin Care,Loreal Paris,2024-06-22,1,1585.0,1585.0,499.43134615384616,1.0
T0000118,C09013,Neem Tulsi Tea Tree Body Scrub,Beauty & Hygiene,Bath & Hand Wash,Kama Ayurveda,2024-04-26,1,1495.0,1495.0,873.4615384615385,1.0
T0000119,C09013,For Men Set - Eau De Toilette + Deodorant,Beauty & Hygiene,Fragrances & Deos,Ulric De Varens,2024-04-13,1,896.25,896.25,751.25,0.75
T0000120,C09013,Anti Hairfall Kit,Beauty & Hygiene,Hair Care,Mamaearth,2024-05-21,1,1297.0,1297.0,546.3333333333334,1.0
T0000121,C09013,HD-1150-Turbo Pro Hair Dryer,Beauty & Hygiene,Hair Care,AGARO,2024-04-19,2,2100.0,4200.0,763.5714285714286,1.0
T0000122,C09013,Cara Mia Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Aigner,2024-05-23,1,2399.470000000001,2399.470000000001,1940.875555555556,0.4066898305084748
T0000123,C09013,Vaporisateur Natural Spray Perfume - Jacques Bogart,Beauty & Hygiene,Fragrances & Deos,One man show,2024-01-06,1,2025.0,2025.0,2025.0,0.675
T0000124,C09013,Vaporisateur Natural Spray Perfume - Jacques Bogart,Beauty & Hygiene,Fragrances & Deos,One man show,2024-06-04,1,2025.0,2025.0,2025.0,0.675
T0000125,C09013,Voyage N-83 Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Nautica,2024-05-17,1,1921.0,1921.0,2004.3528571428571,0.6298360655737705
T0000126,C09014,Energy Vaporisateur Natural Spray,Beauty & Hygiene,Fragrances & Deos,Incidence,2024-02-13,1,1520.0,1520.0,1959.7350000000008,0.95
T0000127,C09014,Dream Pour Femme - Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Liberty,2024-02-12,1,1999.0,1999.0,1965.8233333333335,1.0
T0000128,C09014,Dream Pour Femme - Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Liberty,2024-02-15,1,1999.0,1999.0,1965.8233333333335,1.0
T0000129,C09014,Yves de Sistelle Vaporisateur Natural Spray,Beauty & Hygiene,Fragrances & Deos,Incidence,2024-02-08,2,2399.470000000001,4798.940000000002,1959.7350000000008,0.7998233333333338
T0000130,C09014,Yves de Sistelle Vaporisateur Natural Spray,Beauty & Hygiene,Fragrances & Deos,Incidence,2024-01-01,1,2399.470000000001,2399.470000000001,1959.7350000000008,0.7998233333333338
T0000131,C09014,Yves de Sistelle Vaporisateur Natural Spray,Beauty & Hygiene,Fragrances & Deos,Incidence,2024-05-15,1,2399.470000000001,2399.470000000001,1959.7350000000008,0.7998233333333338
T0000132,C09014,OudGold Pour Homme - Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Liberty,2024-04-22,1,2399.470000000001,2399.470000000001,1965.8233333333335,0.9601720688275316
T0000133,C09014,Marine After Shave Spray,Beauty & Hygiene,Men's Grooming,Liberty,2024-06-06,2,1499.0,2998.0,1965.8233333333335,1.0
T0000134,C09015,"BCAA With Arginine, Glutamine & Muscle Activation Boosters - Lime & Lemon Flavour",Beauty & Hygiene,Health & Medicine,FAST&UP,2024-06-03,1,2399.470000000001,2399.470000000001,1003.8940000000002,0.8024983277591977
T0000135,C09015,Fusion - Power Shaving Razor Blades Cartridge,Beauty & Hygiene,Men's Grooming,Gillette,2024-02-22,1,1529.15,1529.15,405.6764150943396,0.8500000000000001
T0000136,C09015,Fusion - Power Shaving Razor Blades Cartridge,Beauty & Hygiene,Men's Grooming,Gillette,2024-05-29,1,995.6,995.6,405.6764150943396,0.95
T0000137,C09015,Tucuma Colour Preservation Shampoo,Beauty & Hygiene,Hair Care,Amazon Series,2024-03-27,1,1530.0,1530.0,1530.0,1.0
T0000138,C09015,Natural Spray,Beauty & Hygiene,Fragrances & Deos,Intimate,2024-04-29,1,1425.0,1425.0,1425.0,0.95
T0000139,C09015,Mach 3 Shaving Blades,Beauty & Hygiene,Men's Grooming,Gillette,2024-05-22,1,1008.0,1008.0,405.6764150943396,0.8
T0000140,C09015,Streak6 Shave Set - Handle + 4 Cartridges,Beauty & Hygiene,Men's Grooming,Spruce Shave Club,2024-05-14,1,899.0,899.0,458.9130434782609,1.0
T0000141,C09015,Rehydration,Beauty & Hygiene,Health & Medicine,Azani Active Nutrition,2024-01-24,1,918.0,918.0,970.25,1.0
T0000142,C09015,Anti Hairfall Kit,Beauty & Hygiene,Hair Care,Mamaearth,2024-06-03,1,1297.0,1297.0,546.3333333333334,1.0
T0000143,C09015,Fusion Proglide - Flexball Manual Shaving Razor Blades Cartridge,Beauty & Hygiene,Men's Grooming,Gillette,2024-03-25,1,949.05,949.05,405.6764150943396,0.95
T0000144,C09015,Natural Spray,Beauty & Hygiene,Fragrances & Deos,Intimate,2024-02-28,1,1425.0,1425.0,1425.0,0.95
T0000145,C09016,Battery Operator Lady Shaver,Beauty & Hygiene,Feminine Hygiene,Remington,2024-04-06,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6965079825834546
T0000146,C09016,Perfume Spray - Blue Revlon,Beauty & Hygiene,Fragrances & Deos,Revlon,2024-01-04,1,1275.0,1275.0,430.7367647058823,0.85
T0000147,C09016,Ceramic Straight Hair Straightener,Beauty & Hygiene,Hair Care,Remington,2024-05-08,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6322714097496709
T0000148,C09016,Battery Operator Lady Shaver,Beauty & Hygiene,Feminine Hygiene,Remington,2024-03-25,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6965079825834546
T0000149,C09016,Perfume Spray - Blue Revlon,Beauty & Hygiene,Fragrances & Deos,Revlon,2024-02-08,2,1275.0,2550.0,430.7367647058823,0.85
T0000150,C09016,Battery Operator Lady Shaver,Beauty & Hygiene,Feminine Hygiene,Remington,2024-06-05,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6965079825834546
T0000151,C09016,Ceramic Straight Hair Straightener,Beauty & Hygiene,Hair Care,Remington,2024-01-14,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6322714097496709
T0000152,C09016,Battery Operator Lady Shaver,Beauty & Hygiene,Feminine Hygiene,Remington,2024-03-30,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6965079825834546
T0000153,C09016,Ceramic Straight Hair Straightener,Beauty & Hygiene,Hair Care,Remington,2024-06-11,1,2399.470000000001,2399.470000000001,2399.470000000001,0.6322714097496709
T0000154,C09016,Perfume Spray - Blue Revlon,Beauty & Hygiene,Fragrances & Deos,Revlon,2024-05-21,1,1275.0,1275.0,430.7367647058823,0.85
T0000155,C09016,Ceramic Straight Hair Straightener,Beauty & Hygiene,Hair Care,Remington,2024-05-31,2,2399.470000000001,4798.940000000002,2399.470000000001,0.6322714097496709
T0000156,C09017,United Dreams Aim High Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-05-29,1,980.0,980.0,1434.5200000000004,0.7
T0000157,C09017,Colors Purple For Her Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-01-04,2,980.0,1960.0,1434.5200000000004,0.7
T0000158,C09017,Buzzz - Rechargeable Vibrating Ring With Remote For Him & Her,Beauty & Hygiene,Health & Medicine,Skore,2024-01-25,1,2399.470000000001,2399.470000000001,257.01740740740746,0.9597880000000004
T0000159,C09017,United Dreams Love Yourself Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-06-03,1,1330.0,1330.0,1434.5200000000004,0.7
T0000160,C09017,Colors Man Blue Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-06-14,1,1330.0,1330.0,1434.5200000000004,0.7
T0000161,C09017,United Dreams For Men Big Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-03-21,2,1140.0,2280.0,1434.5200000000004,0.6
T0000162,C09017,Colors Man Black Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2024-02-17,1,1120.0,1120.0,1434.5200000000004,0.8
