customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C01632,6,12,3947.85,4,4,5,445
C01633,52,6,874.5,1,1,1,111
C01634,7,12,1784.8,4,4,3,443
C01635,6,14,5710.0,4,4,5,445
C01636,26,5,878.0,2,1,1,211
C01637,50,12,3511.0,1,4,4,144
C01638,4,9,5211.0,5,3,5,535
C01639,4,9,640.0,5,3,1,531
C01640,17,13,3585.7,3,4,4,344
C01641,17,8,1663.96,3,2,3,323
C01642,33,6,391.0,2,1,1,211
C01643,32,3,1068.75,2,1,2,212
C01644,40,11,7420.75,1,3,5,135
C01645,7,2,114.65,4,1,1,411
C01646,2,12,1368.5,5,4,2,542
C01647,4,7,1518.25,5,2,2,522
C01648,33,13,1355.1,2,4,2,242
C01649,45,6,3062.0,1,1,4,114
C01650,4,10,3153.8,5,3,4,534
C01651,9,17,3499.02,4,5,4,454
C01652,17,11,750.0,3,3,1,331
C01653,3,11,4551.0,5,3,5,535
C01654,11,2,598.5999999999999,4,1,1,411
C01655,37,9,1790.0,1,3,3,133
C01656,96,3,1476.0,1,1,2,112
C01657,9,2,247.0,4,1,1,411
C01658,6,9,1663.44,4,3,3,433
C01659,26,9,1910.78,2,3,3,233
C01660,43,12,2361.3,1,4,3,143
C01661,13,13,2884.6,3,4,4,344
C01662,33,8,2511.0,2,2,4,224
C01663,25,15,4780.7,2,5,5,255
C01664,3,12,1803.05,5,4,3,543
C01665,3,13,1570.55,5,4,2,542
C01666,2,16,4207.27,5,5,5,555
C01667,21,11,2194.7,2,3,3,233
C01668,5,9,3429.99,5,3,4,534
C01669,3,11,2410.0,5,3,3,533
C01670,73,9,1003.38,1,3,2,132
C01671,3,13,3820.0,5,4,5,545
C01672,13,8,4046.5,3,2,5,325
C01673,29,12,3554.0,2,4,4,244
C01674,2,14,3022.5,5,4,4,544
C01675,55,9,1500.37,1,3,2,132
C01676,4,9,3777.9,5,3,5,535
C01677,4,2,480.0,5,1,1,511
C01678,4,7,1328.5,5,2,2,522
C01679,36,14,4025.0,1,4,5,145
C01680,78,2,208.5,1,1,1,111
C01681,7,18,3700.25,4,5,4,454
C01682,21,9,1211.1,2,3,2,232
C01683,2,11,1548.0,5,3,2,532
C01684,9,5,914.0,4,1,2,412
C01685,16,9,2367.4,3,3,3,333
C01686,5,16,5060.63,5,5,5,555
C01687,66,3,1343.0,1,1,2,112
C01688,24,8,1463.99,2,2,2,222
C01689,3,12,3983.82,5,4,5,545
C01690,18,12,2614.5,3,4,4,344
C01691,14,4,314.0,3,1,1,311
C01692,53,6,1085.85,1,1,2,112
C01693,5,14,3993.18,5,4,5,545
C01694,2,8,2686.9,5,2,4,524
C01695,8,11,848.0,4,3,1,431
C01696,53,7,2390.0,1,2,3,123
C01697,16,3,593.25,3,1,1,311
C01698,4,14,3422.1,5,4,4,544
C01699,2,12,2803.0,5,4,4,544
C01700,13,12,1705.85,3,4,3,343
C01701,19,13,2488.8,3,4,4,344
C01702,22,5,758.95,2,1,1,211
C01703,5,5,476.06,5,1,1,511
C01704,12,10,483.63,3,3,1,331
C01705,15,6,987.1,3,1,2,312
C01706,68,5,605.5,1,1,1,111
C01707,34,8,1548.09,2,2,2,222
C01708,69,10,1404.2,1,3,2,132
C01709,19,8,823.25,3,2,1,321
C01710,29,6,1302.0,2,1,2,212
C01711,7,17,7376.82,4,5,5,455
C01712,18,13,2107.3,3,4,3,343
C01713,18,4,727.0,3,1,1,311
C01714,3,11,1185.81,5,3,2,532
C01715,56,7,1389.75,1,2,2,122
C01716,8,9,1996.0,4,3,3,433
C01717,12,16,6139.76,3,5,5,355
C01718,2,6,807.0,5,1,1,511
C01719,8,9,2804.0,4,3,4,434
C01720,20,7,3880.0,3,2,5,325
C01721,9,11,1491.85,4,3,2,432
C01722,6,15,2210.65,4,5,3,453
C01723,12,4,714.0,3,1,1,311
C01724,6,18,3525.4,4,5,4,454
C01725,33,9,1337.52,2,3,2,232
C01726,22,13,3821.6800000000003,2,4,5,245
C01727,51,8,541.95,1,2,1,121
C01728,27,2,150.0,2,1,1,211
C01729,33,5,226.5,2,1,1,211
C01730,40,7,4084.0,1,2,5,125
C01731,23,14,6294.590000000001,2,4,5,245
C01732,8,9,1184.17,4,3,2,432
C01733,37,2,90.0,1,1,1,111
C01734,4,7,1717.8,5,2,3,523
C01735,6,18,8785.52,4,5,5,455
C01736,12,3,2920.0,3,1,4,314
C01737,20,6,4190.470000000001,3,1,5,315
C01738,24,13,900.97,2,4,1,241
C01739,90,3,419.6,1,1,1,111
C01740,38,3,938.0,1,1,2,112
C01741,49,14,8392.440000000002,1,4,5,145
C01742,13,7,3204.0,3,2,4,324
C01743,2,9,7983.0,5,3,5,535
C01744,9,9,5777.5,4,3,5,435
C01745,11,15,2564.0,4,5,4,454
C01746,6,13,2108.46,4,4,3,443
C01747,27,13,3105.0,2,4,4,244
C01748,6,10,1576.35,4,3,2,432
C01749,42,8,459.21,1,2,1,121
C01750,54,6,881.75,1,1,1,111
C01751,13,10,1744.6,3,3,3,333
C01752,13,19,4782.9,3,5,5,355
C01753,6,9,3919.5,4,3,5,435
C01754,18,9,5201.0,3,3,5,335
C01755,6,3,628.5,4,1,1,411
C01756,51,2,158.0,1,1,1,111
C01757,2,8,1049.8600000000001,5,2,2,522
C01758,20,13,3318.87,3,4,4,344
C01759,136,1,60.0,1,1,1,111
C01760,6,10,3342.52,4,3,4,434
C01761,8,4,195.0,4,1,1,411
C01762,15,7,577.65,3,2,1,321
C01763,5,12,6856.0,5,4,5,545
C01764,5,8,4151.0,5,2,5,525
C01765,9,11,1325.75,4,3,2,432
C01766,18,7,1661.85,3,2,3,323
C01767,39,5,841.0,1,1,1,111
C01768,6,15,2042.49,4,5,3,453
C01769,14,6,834.12,3,1,1,311
C01770,6,16,2944.61,4,5,4,454
C01771,10,7,1214.6399999999999,4,2,2,422
C01772,32,6,1827.4,2,1,3,213
C01773,20,12,2449.7,3,4,3,343
C01774,10,16,2340.9,4,5,3,453
C01775,3,18,3074.7,5,5,4,554
C01776,6,9,2704.5,4,3,4,434
C01777,29,15,3105.8,2,5,4,254
C01778,7,8,2882.2,4,2,4,424
C01779,19,14,3642.94,3,4,4,344
C01780,9,8,3224.0,4,2,4,424
C01781,7,9,521.0,4,3,1,431
C01782,46,9,1736.93,1,3,3,133
C01783,24,8,3032.2,2,2,4,224
C01784,8,9,1978.0,4,3,3,433
C01785,5,9,816.47,5,3,1,531
C01786,11,16,3022.3,4,5,4,454
C01787,2,12,1910.45,5,4,3,543
C01788,4,10,2945.75,5,3,4,534
C01789,11,17,5557.57,4,5,5,455
C01790,8,9,1251.3600000000001,4,3,2,432
C01791,18,8,5259.75,3,2,5,325
C01792,34,15,2417.5,2,5,3,253
C01793,2,6,573.1,5,1,1,511
C01794,19,10,6852.0,3,3,5,335
C01795,10,5,1034.0,4,1,2,412
C01796,17,8,2106.6,3,2,3,323
C01797,10,8,1606.6200000000001,4,2,3,423
C01798,15,18,5952.33,3,5,5,355
C01799,31,8,1298.75,2,2,2,222
C01800,20,8,9378.0,3,2,5,325
C01801,32,17,8126.0,2,5,5,255
C01802,5,4,1023.5,5,1,2,512
C01803,7,9,1249.0,4,3,2,432
C01804,112,4,552.3,1,1,1,111
C01805,6,14,4369.469999999999,4,4,5,445
C01806,15,11,1955.48,3,3,3,333
C01807,26,8,2187.0,2,2,3,223
C01808,5,12,4108.5,5,4,5,545
C01809,5,11,2754.0,5,3,4,534
C01810,46,2,150.0,1,1,1,111
C01811,3,12,3010.0,5,4,4,544
C01812,27,7,778.34,2,2,1,221
C01813,21,7,2473.0,2,2,4,224
C01814,74,3,316.2,1,1,1,111
C01815,18,17,3263.55,3,5,4,354
C01816,23,3,356.25,2,1,1,211
C01817,48,6,1606.0,1,1,3,113
C01818,3,18,5573.03,5,5,5,555
C01819,11,16,1834.0,4,5,3,453
C01820,82,4,863.5,1,1,1,111
C01821,20,8,865.0,3,2,1,321
C01822,8,13,2831.5,4,4,4,444
C01823,2,12,910.0,5,4,2,542
C01824,5,12,1853.0,5,4,3,543
C01825,32,2,165.75,2,1,1,211
C01826,9,14,5454.0,4,4,5,445
C01827,42,9,1924.42,1,3,3,133
C01828,119,6,1757.5,1,1,3,113
C01829,38,5,1214.4,1,1,2,112
C01830,10,12,7040.0,4,4,5,445
C01831,54,6,4260.970000000001,1,1,5,115
C01832,21,18,3413.2,2,5,4,254
C01833,5,14,7778.36,5,4,5,545
C01834,2,15,2203.0,5,5,3,553
C01835,19,14,2278.84,3,4,3,343
C01836,31,13,3190.0,2,4,4,244
C01837,45,8,1533.0,1,2,2,122
C01838,6,6,1494.0,4,1,2,412
C01839,9,13,2845.5,4,4,4,444
C01840,12,11,1374.15,3,3,2,332
C01841,3,10,3861.0,5,3,5,535
C01842,47,8,1702.9,1,2,3,123
C01843,41,7,1487.25,1,2,2,122
C01844,3,17,2548.75,5,5,4,554
C01845,14,8,1572.0,3,2,2,322
C01846,11,8,1983.0,4,2,3,423
C01847,48,8,636.2,1,2,1,121
C01848,11,3,459.0,4,1,1,411
C01849,48,2,673.0,1,1,1,111
C01850,32,12,3122.25,2,4,4,244
C01851,3,14,2633.0,5,4,4,544
C01852,18,5,1528.05,3,1,2,312
C01853,14,11,3040.0,3,3,4,334
C01854,4,11,1794.65,5,3,3,533
C01855,4,9,1481.0,5,3,2,532
C01856,53,3,276.2,1,1,1,111
C01857,2,7,2379.1,5,2,3,523
C01858,18,5,1311.0,3,1,2,312
C01859,4,7,4913.43,5,2,5,525
C01860,24,9,3037.0,2,3,4,234
C01861,13,6,992.0,3,1,2,312
C01862,6,12,3180.85,4,4,4,444
C01863,86,3,252.4,1,1,1,111
C01864,12,12,8867.590000000002,3,4,5,345
C01865,36,5,806.5,1,1,1,111
C01866,76,3,375.0,1,1,1,111
C01867,16,8,1131.21,3,2,2,322
C01868,8,14,4248.14,4,4,5,445
C01869,46,15,2196.95,1,5,3,153
C01870,30,10,700.0,2,3,1,231
C01871,5,15,3026.0,5,5,4,554
C01872,16,8,1355.75,3,2,2,322
C01873,14,9,2180.94,3,3,3,333
C01874,13,15,2614.98,3,5,4,354
C01875,11,14,4286.8,4,4,5,445
C01876,19,14,2307.26,3,4,3,343
C01877,38,7,2774.85,1,2,4,124
C01878,37,7,687.11,1,2,1,121
C01879,106,3,347.4,1,1,1,111
C01880,13,11,4548.5,3,3,5,335
C01881,10,14,4313.26,4,4,5,445
C01882,23,8,2486.0,2,2,4,224
C01883,35,12,2748.8,1,4,4,144
C01884,6,14,5469.98,4,4,5,445
C01885,32,6,3061.0,2,1,4,214
C01886,13,7,447.0,3,2,1,321
C01887,48,7,1174.55,1,2,2,122
C01888,9,7,1148.1000000000001,4,2,2,422
C01889,13,13,12386.010000000004,3,4,5,345
C01890,9,7,1114.75,4,2,2,422
C01891,41,4,6124.440000000002,1,1,5,115
C01892,25,14,5185.97,2,4,5,245
C01893,3,8,1069.75,5,2,2,522
C01894,48,8,1162.69,1,2,2,122
C01895,3,10,3022.75,5,3,4,534
C01896,27,13,7033.390000000002,2,4,5,245
C01897,83,9,4992.0,1,3,5,135
C01898,10,10,2115.0,4,3,3,433
C01899,4,11,2712.7,5,3,4,534
C01900,101,5,1457.0,1,1,2,112
C01901,7,16,4958.3,4,5,5,455
C01902,8,12,1893.0,4,4,3,443
C01903,18,10,1547.05,3,3,2,332
C01904,22,9,3444.05,2,3,4,234
C01905,16,14,5816.8,3,4,5,345
C01906,6,9,1810.5,4,3,3,433
C01907,11,15,1690.0,4,5,3,453
C01908,2,11,935.0,5,3,2,532
C01909,24,11,1448.5,2,3,2,232
C01910,7,12,1816.8,4,4,3,443
C01911,10,8,1886.0,4,2,3,423
C01912,10,10,8658.0,4,3,5,435
C01913,36,2,245.0,1,1,1,111
C01914,18,7,2199.98,3,2,3,323
C01915,17,6,1484.05,3,1,2,312
C01916,2,8,2409.5,5,2,3,523
C01917,27,7,2426.95,2,2,3,223
C01918,9,16,4570.95,4,5,5,455
C01919,4,14,2792.01,5,4,4,544
C01920,19,7,2716.5,3,2,4,324
C01921,31,9,1251.96,2,3,2,232
C01922,25,9,974.95,2,3,2,232
C01923,3,17,2923.9,5,5,4,554
C01924,22,10,2556.0,2,3,4,234
C01925,27,6,1503.0,2,1,2,212
C01926,58,9,2311.0,1,3,3,133
C01927,22,7,1524.4,2,2,2,222
C01928,4,12,2518.3,5,4,4,544
C01929,7,16,6644.0,4,5,5,455
C01930,61,10,2843.05,1,3,4,134
C01931,39,7,1196.5,1,2,2,122
C01932,25,14,9073.6,2,4,5,245
C01933,2,6,1524.4,5,1,2,512
C01934,3,17,3808.99,5,5,5,555
C01935,52,2,445.0,1,1,1,111
C01936,9,3,980.0,4,1,2,412
C01937,22,11,3028.98,2,3,4,234
C01938,4,9,3958.4,5,3,5,535
C01939,13,14,2363.4,3,4,3,343
C01940,9,17,5061.81,4,5,5,455
C01941,14,11,3754.85,3,3,4,334
C01942,8,18,3786.58,4,5,5,455
C01943,16,6,308.0,3,1,1,311
C01944,60,7,645.0,1,2,1,121
C01945,10,5,879.75,4,1,1,411
C01946,28,8,4385.14,2,2,5,225
C01947,39,4,845.2,1,1,1,111
C01948,4,16,3339.18,5,5,4,554
C01949,13,12,2385.0,3,4,3,343
C01950,8,7,2523.0,4,2,4,424
C01951,2,7,6531.940000000002,5,2,5,525
C01952,9,8,1368.0,4,2,2,422
C01953,16,15,2330.43,3,5,3,353
C01954,64,9,6137.200000000001,1,3,5,135
C01955,68,2,614.0,1,1,1,111
C01956,18,13,1821.18,3,4,3,343
C01957,28,8,1510.25,2,2,2,222
C01958,43,15,4696.95,1,5,5,155
C01959,4,8,1328.5,5,2,2,522
C01960,10,12,2788.9500000000003,4,4,4,444
C01961,32,7,909.28,2,2,1,221
C01962,25,14,3609.3,2,4,4,244
C01963,30,8,881.9,2,2,1,221
C01964,13,5,1299.0,3,1,2,312
C01965,3,13,1568.22,5,4,2,542
C01966,22,6,1505.62,2,1,2,212
C01967,2,13,7264.0700000000015,5,4,5,545
C01968,23,18,7348.16,2,5,5,255
C01969,5,7,1529.0,5,2,2,522
C01970,49,12,4939.0,1,4,5,145
C01971,25,8,2085.0,2,2,3,223
C01972,13,16,3066.8,3,5,4,354
C01973,18,12,1818.3,3,4,3,343
C01974,3,14,4060.6,5,4,5,545
C01975,2,12,2074.0,5,4,3,543
C01976,2,5,1509.5,5,1,2,512
C01977,15,3,720.0,3,1,1,311
C01978,10,16,2182.0,4,5,3,453
C01979,11,7,2719.0,4,2,4,424
C01980,50,5,1013.25,1,1,2,112
C01981,38,3,835.4,1,1,1,111
C01982,45,15,2927.27,1,5,4,154
C01983,56,4,459.25,1,1,1,111
C01984,67,5,1189.1,1,1,2,112
C01985,60,2,107.0,1,1,1,111
C01986,28,7,842.0,2,2,1,221
C01987,17,11,2393.25,3,3,3,333
C01988,23,10,1742.0,2,3,3,233
C01989,3,6,817.0,5,1,1,511
C01990,97,9,1457.5,1,3,2,132
C01991,8,15,3702.41,4,5,4,454
C01992,5,15,4361.08,5,5,5,555
C01993,26,6,1528.2,2,1,2,212
C01994,49,7,743.0,1,2,1,121
C01995,4,11,3969.0,5,3,5,535
C01996,14,10,3396.0,3,3,4,334
C01997,9,11,1790.25,4,3,3,433
C01998,4,18,2080.25,5,5,3,553
C01999,37,9,1160.0,1,3,2,132
C02000,28,9,1885.25,2,3,3,233
C02001,4,12,2125.15,5,4,3,543
C02002,2,9,1412.1,5,3,2,532
C02003,2,10,3231.0,5,3,4,534
C02004,11,4,808.0,4,1,1,411
C02005,51,8,4006.72,1,2,5,125
C02006,21,3,1895.57,2,1,3,213
C02007,4,5,473.0,5,1,1,511
C02008,13,10,3051.15,3,3,4,334
C02009,35,5,1113.0,1,1,2,112
C02010,55,18,5827.32,1,5,5,155
C02011,2,11,1468.8,5,3,2,532
C02012,24,12,2483.25,2,4,4,244
C02013,14,14,2960.96,3,4,4,344
C02014,18,12,2808.0,3,4,4,344
C02015,5,9,1121.0,5,3,2,532
C02016,131,2,166.25,1,1,1,111
C02017,14,4,428.0,3,1,1,311
C02018,24,2,2285.0,2,1,3,213
C02019,9,14,4410.0,4,4,5,445
C02020,3,17,4015.4,5,5,5,555
C02021,50,11,1801.8,1,3,3,133
C02022,66,6,1456.35,1,1,2,112
C02023,4,14,6237.75,5,4,5,545
C02024,32,6,2096.75,2,1,3,213
C02025,16,15,1699.57,3,5,3,353
C02026,29,9,1261.6,2,3,2,232
C02027,4,2,156.0,5,1,1,511
C02028,74,5,1721.0,1,1,3,113
C02029,10,7,632.12,4,2,1,421
C02030,20,7,728.0,3,2,1,321
C02031,10,14,3698.29,4,4,4,444
C02032,90,3,486.0,1,1,1,111
C02033,22,14,2470.4,2,4,4,244
C02034,79,2,203.25,1,1,1,111
C02035,4,11,2610.7,5,3,4,534
C02036,31,7,965.0,2,2,2,222
C02037,56,4,584.0,1,1,1,111
C02038,17,8,2801.0,3,2,4,324
C02039,9,13,1633.3700000000001,4,4,3,443
C02040,33,8,559.75,2,2,1,221
C02041,21,9,1438.75,2,3,2,232
C02042,10,12,4100.0,4,4,5,445
C02043,21,6,1071.1,2,1,2,212
C02044,48,6,710.55,1,1,1,111
C02045,26,2,559.0,2,1,1,211
C02046,4,15,2072.96,5,5,3,553
C02047,161,2,83.78999999999999,1,1,1,111
C02048,17,7,1969.1,3,2,3,323
C02049,14,13,10190.0,3,4,5,345
C02050,42,4,323.7,1,1,1,111
C02051,4,6,876.2,5,1,1,511
C02052,50,5,912.0,1,1,2,112
C02053,31,2,1200.0,2,1,2,212
C02054,34,3,428.75,2,1,1,211
C02055,12,8,1615.63,3,2,3,323
C02056,17,14,2271.64,3,4,3,343
C02057,11,15,2539.69,4,5,4,454
C02058,19,5,2230.4,3,1,3,313
C02059,16,16,3289.29,3,5,4,354
C02060,7,5,773.25,4,1,1,411
C02061,10,11,17666.0,4,3,5,435
C02062,22,14,4281.470000000001,2,4,5,245
C02063,63,6,979.55,1,1,2,112
C02064,22,10,5623.95,2,3,5,235
C02065,2,11,1874.85,5,3,3,533
C02066,8,13,3022.6,4,4,4,444
C02067,16,14,2003.75,3,4,3,343
C02068,7,5,423.95,4,1,1,411
C02069,30,12,2928.0,2,4,4,244
C02070,7,6,335.0,4,1,1,411
C02071,9,14,3268.17,4,4,4,444
C02072,38,3,1171.0,1,1,2,112
C02073,13,8,4978.8,3,2,5,325
C02074,3,10,1411.0,5,3,2,532
C02075,18,6,503.0,3,1,1,311
C02076,21,10,5557.0,2,3,5,235
C02077,17,10,4117.720000000001,3,3,5,335
C02078,40,7,1472.05,1,2,2,122
C02079,18,7,2820.0,3,2,4,324
C02080,8,4,2489.5,4,1,4,414
C02081,2,13,5035.0,5,4,5,545
C02082,24,13,2631.93,2,4,4,244
C02083,21,14,1239.81,2,4,2,242
C02084,8,10,2772.0,4,3,4,434
C02085,3,15,4101.75,5,5,5,555
C02086,79,4,1033.0,1,1,2,112
C02087,46,7,576.0,1,2,1,121
C02088,9,14,3840.0,4,4,5,445
C02089,31,13,7276.55,2,4,5,245
C02090,3,9,3780.5,5,3,5,535
C02091,8,10,2362.19,4,3,3,433
C02092,12,16,5350.2,3,5,5,355
C02093,25,6,877.65,2,1,1,211
C02094,28,6,1451.0,2,1,2,212
C02095,17,4,1043.0,3,1,2,312
C02096,5,12,6636.2,5,4,5,545
C02097,42,14,3758.0,1,4,4,144
C02098,74,2,490.0,1,1,1,111
C02099,11,17,6122.25,4,5,5,455
C02100,11,6,2185.63,4,1,3,413
C02101,14,15,7213.630000000001,3,5,5,355
C02102,166,2,184.0,1,1,1,111
C02103,121,5,933.02,1,1,2,112
C02104,37,8,1861.0,1,2,3,123
C02105,4,10,4696.2,5,3,5,535
C02106,7,6,1760.1399999999999,4,1,3,413
C02107,21,5,1140.0,2,1,2,212
C02108,17,18,3152.63,3,5,4,354
C02109,39,10,6668.25,1,3,5,135
C02110,4,9,2636.5,5,3,4,534
C02111,8,13,3226.26,4,4,4,444
C02112,17,7,1016.0,3,2,2,322
C02113,32,14,5914.0,2,4,5,245
C02114,5,10,3599.5299999999997,5,3,4,534
C02115,20,8,719.0,3,2,1,321
C02116,17,12,3720.7,3,4,4,344
C02117,4,8,1339.5,5,2,2,522
C02118,22,13,1661.23,2,4,3,243
C02119,5,18,4628.0,5,5,5,555
C02120,28,17,2453.22,2,5,3,253
C02121,12,6,1616.0,3,1,3,313
C02122,2,10,1226.28,5,3,2,532
C02123,29,8,1604.0,2,2,3,223
C02124,15,9,2415.67,3,3,3,333
C02125,16,13,3769.25,3,4,5,345
C02126,10,9,1158.75,4,3,2,432
C02127,19,8,1593.65,3,2,3,323
C02128,7,11,1597.75,4,3,3,433
C02129,11,12,2632.37,4,4,4,444
C02130,69,2,321.75,1,1,1,111
C02131,28,11,1558.1,2,3,2,232
C02132,6,17,3398.3,4,5,4,454
C02133,8,14,5671.69,4,4,5,445
C02134,16,14,5005.25,3,4,5,345
C02135,31,8,727.2,2,2,1,221
C02136,23,5,223.53,2,1,1,211
C02137,25,9,3911.0,2,3,5,235
C02138,19,9,1726.8600000000001,3,3,3,333
C02139,20,12,4156.9,3,4,5,345
C02140,15,15,4064.21,3,5,5,355
C02141,23,6,1920.0,2,1,3,213
C02142,9,17,6349.4,4,5,5,455
C02143,14,3,428.5,3,1,1,311
C02144,21,11,1736.19,2,3,3,233
C02145,10,12,4775.02,4,4,5,445
C02146,34,6,1251.5,2,1,2,212
C02147,17,10,3384.8,3,3,4,334
C02148,9,8,1740.0,4,2,3,423
C02149,7,9,630.6,4,3,1,431
C02150,5,15,2860.39,5,5,4,554
C02151,14,17,3447.25,3,5,4,354
C02152,3,14,3481.02,5,4,4,544
C02153,41,9,863.65,1,3,1,131
C02154,7,8,2457.4,4,2,3,423
C02155,26,13,9194.2,2,4,5,245
C02156,5,12,2884.88,5,4,4,544
C02157,16,8,1147.98,3,2,2,322
C02158,53,2,359.0,1,1,1,111
C02159,24,8,1045.0,2,2,2,222
C02160,59,5,895.85,1,1,1,111
C02161,9,11,9663.0,4,3,5,435
C02162,5,13,2626.91,5,4,4,544
C02163,44,13,4915.46,1,4,5,145
