customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C18540,13,8,2990.55,3,2,3,323
C18541,7,8,706.0,4,2,1,421
C18542,72,5,655.87,1,1,1,111
C18543,3,8,1699.8,5,2,2,522
C18544,6,7,905.0,5,2,1,521
C18545,13,13,2618.5,3,4,3,343
C18546,16,15,4058.2000000000003,3,5,4,354
C18547,42,6,1868.5,1,1,2,112
C18548,20,6,1369.5,3,1,2,312
C18549,3,12,3755.5,5,4,4,544
C18550,4,9,2619.2599999999998,5,3,3,533
C18551,10,8,1501.22,4,2,2,422
C18552,21,9,4452.4,2,3,5,235
C18553,2,9,6669.0,5,3,5,535
C18554,3,14,1956.45,5,4,2,542
C18555,20,3,560.0,3,1,1,311
C18556,5,17,5105.1,5,5,5,555
C18557,2,19,5433.36,5,5,5,555
C18558,49,10,4870.0,1,3,5,135
C18559,15,3,1160.8,3,1,1,311
C18560,16,11,4519.75,3,4,5,345
C18561,27,9,3904.8,2,3,4,234
C18562,16,14,4352.3,3,4,5,345
C18563,13,9,4107.0,3,3,4,334
C18564,3,6,1129.0,5,1,1,511
C18565,3,6,1362.0,5,1,2,512
C18566,45,5,1689.3,1,1,2,112
C18567,45,6,1142.8,1,1,1,111
C18568,11,6,777.6,4,1,1,411
C18569,3,4,1549.0,5,1,2,512
C18570,22,6,1357.0,2,1,2,212
C18571,113,3,547.4000000000001,1,1,1,111
C18572,12,7,1984.5,4,2,2,422
C18573,51,4,1254.5,1,1,1,111
C18574,35,10,3244.68,2,3,4,234
C18575,34,3,466.0,2,1,1,211
C18576,21,8,3086.0,2,2,4,224
C18577,46,10,1232.0,1,3,1,131
C18578,24,9,3071.65,2,3,4,234
C18579,4,4,787.64,5,1,1,511
C18580,3,14,3977.5,5,4,4,544
C18581,4,11,3303.5,5,4,4,544
C18582,3,10,2351.5,5,3,3,533
C18583,16,8,1340.0,3,2,2,322
C18584,5,12,2399.32,5,4,3,543
C18585,12,7,1460.99,4,2,2,422
C18586,7,7,1604.0,4,2,2,422
C18587,33,8,1759.5,2,2,2,222
C18588,9,16,4669.32,4,5,5,455
C18589,3,18,4440.6900000000005,5,5,5,555
C18590,17,14,5547.8,3,4,5,345
C18591,7,13,3450.0,4,4,4,444
C18592,10,17,4194.4,4,5,4,454
C18593,19,10,2662.5,3,3,3,333
C18594,5,4,1998.0,5,1,2,512
C18595,37,19,3863.0,1,5,4,154
C18596,18,6,1136.54,3,1,1,311
C18597,17,10,2368.0,3,3,3,333
C18598,40,9,1732.75,1,3,2,132
C18599,9,10,2666.4,4,3,3,433
C18600,26,11,2771.0,2,4,3,243
C18601,4,6,850.0,5,1,1,511
C18602,40,6,2294.0,1,1,3,113
C18603,7,17,5256.1,4,5,5,455
C18604,52,8,2775.7200000000003,1,2,3,123
C18605,12,6,1742.0,4,1,2,412
C18606,6,11,3692.55,5,4,4,544
C18607,10,13,2374.99,4,4,3,443
C18608,9,16,3512.8,4,5,4,454
C18609,38,8,2184.75,1,2,3,123
C18610,3,15,3904.1,5,5,4,554
C18611,10,11,3518.5,4,4,4,444
C18612,10,15,4465.43,4,5,5,455
C18613,18,15,5110.39,3,5,5,355
C18614,19,11,6793.0,3,4,5,345
C18615,6,11,2840.5299999999997,5,4,3,543
C18616,4,12,2135.0,5,4,3,543
C18617,20,8,616.0,3,2,1,321
C18618,43,3,751.0,1,1,1,111
C18619,5,10,1421.0,5,3,2,532
C18620,12,10,2267.95,4,3,3,433
C18621,3,6,1662.15,5,1,2,512
C18622,44,3,2414.0,1,1,3,113
C18623,62,5,2671.0,1,1,3,113
C18624,5,16,4523.54,5,5,5,555
C18625,19,8,1668.5,3,2,2,322
C18626,55,7,1215.6,1,2,1,121
C18627,76,2,770.0,1,1,1,111
C18628,37,4,1540.0,1,1,2,112
C18629,37,5,1893.0900000000001,1,1,2,112
C18630,7,5,1278.5,4,1,2,412
C18631,11,4,1011.0,4,1,1,411
C18632,134,2,361.68,1,1,1,111
C18633,11,5,968.7,4,1,1,411
C18634,28,6,2419.2,2,1,3,213
C18635,22,15,10985.840000000002,2,5,5,255
C18636,3,13,3199.1,5,4,4,544
C18637,14,8,3169.3,3,2,4,324
C18638,6,12,2680.0,5,4,3,543
C18639,38,5,893.2,1,1,1,111
C18640,14,7,1618.5,3,2,2,322
C18641,3,11,3350.0,5,4,4,544
C18642,22,10,3003.4,2,3,4,234
C18643,7,16,5244.0,4,5,5,455
C18644,38,3,1178.1,1,1,1,111
C18645,30,5,1005.0,2,1,1,211
C18646,7,5,1848.0,4,1,2,412
C18647,27,14,4425.6,2,4,5,245
C18648,12,7,2189.36,4,2,3,423
C18649,20,15,3827.0299999999997,3,5,4,354
C18650,9,4,677.7,4,1,1,411
C18651,8,18,6546.3,4,5,5,455
C18652,10,17,5570.95,4,5,5,455
C18653,10,15,4734.15,4,5,5,455
C18654,13,17,6296.78,3,5,5,355
C18655,11,13,6630.0,4,4,5,445
C18656,59,5,1387.0,1,1,2,112
C18657,15,10,4898.8,3,3,5,335
C18658,13,19,4211.72,3,5,4,354
C18659,3,17,5179.89,5,5,5,555
