customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C12144,54,7,1292.15,1,2,1,121
C12145,12,6,2477.5,3,1,2,312
C12146,40,6,1510.29,1,1,1,111
C12147,9,9,3625.6,4,3,3,433
C12148,2,10,3253.0,5,3,3,533
C12149,17,11,5135.6,3,4,4,344
C12150,50,4,1247.2,1,1,1,111
C12151,2,13,4425.8,5,4,4,544
C12152,49,2,425.0,1,1,1,111
C12153,29,18,6789.5,2,5,5,255
C12154,17,10,6252.05,3,3,5,335
C12155,6,9,1835.35,4,3,1,431
C12156,5,10,3137.9700000000003,5,3,3,533
C12157,17,10,2468.3,3,3,2,332
C12158,61,2,2467.1,1,1,2,112
C12159,11,14,8598.55,4,5,5,455
C12160,23,9,6384.55,2,3,5,235
C12161,16,6,3250.0,3,1,3,313
C12162,50,9,3409.75,1,3,3,133
C12163,5,12,5215.35,5,4,4,544
C12164,24,10,3841.35,2,3,3,233
C12165,22,6,2935.0,2,1,3,213
C12166,4,7,2796.0,5,2,2,522
C12167,7,16,6564.76,4,5,5,455
C12168,22,4,2014.0,2,1,2,212
C12169,12,15,4560.0,3,5,4,354
C12170,55,4,1748.05,1,1,1,111
C12171,92,3,1121.75,1,1,1,111
C12172,22,9,2353.6,2,3,2,232
C12173,3,20,10582.6,5,5,5,555
C12174,105,2,1108.1,1,1,1,111
C12175,17,4,1430.0,3,1,1,311
C12176,22,10,2510.0,2,3,2,232
C12177,50,5,2368.15,1,1,2,112
C12178,8,12,4001.25,4,4,4,444
C12179,4,3,957.5,5,1,1,511
C12180,51,7,2632.75,1,2,2,122
C12181,24,9,2340.05,2,3,2,232
C12182,7,15,6123.2,4,5,5,455
C12183,6,9,2454.7,4,3,2,432
C12184,20,9,4240.4,2,3,4,234
C12185,15,5,2683.0,3,1,2,312
C12186,6,4,2119.4,4,1,2,412
C12187,12,8,3425.73,3,2,3,323
C12188,45,4,3173.0,1,1,3,113
C12189,6,8,2970.0,4,2,3,423
C12190,32,13,6145.65,2,4,5,245
C12191,3,10,3520.23,5,3,3,533
C12192,67,5,2699.2,1,1,2,112
C12193,10,7,2623.8999999999996,4,2,2,422
C12194,7,8,1935.15,4,2,2,422
C12195,33,8,2788.35,2,2,2,222
C12196,25,10,4351.58,2,3,4,234
C12197,4,18,6277.25,5,5,5,555
C12198,29,8,2252.4,2,2,2,222
C12199,3,7,2525.25,5,2,2,522
C12200,32,11,4232.3,2,4,4,244
C12201,27,14,5906.0,2,5,5,255
C12202,15,9,3703.3,3,3,3,333
C12203,20,2,634.4,2,1,1,211
C12204,16,20,7214.72,3,5,5,355
C12205,14,18,6166.15,3,5,5,355
C12206,34,3,2660.0,1,1,2,112
C12207,25,11,3780.9,2,4,3,243
C12208,6,19,8109.4,4,5,5,455
C12209,10,8,1649.75,4,2,1,421
C12210,8,15,3731.0,4,5,3,453
C12211,19,9,2134.7,3,3,2,332
C12212,56,9,5118.15,1,3,4,134
C12213,8,8,3067.35,4,2,3,423
C12214,41,12,4291.15,1,4,4,144
C12215,4,20,9226.75,5,5,5,555
C12216,14,15,6506.2,3,5,5,355
C12217,36,10,7733.29,1,3,5,135
C12218,26,4,1510.0,2,1,1,211
C12219,32,6,2518.0,2,1,2,212
C12220,14,13,4604.7,3,4,4,344
C12221,4,4,752.9,5,1,1,511
C12222,24,11,2520.65,2,4,2,242
C12223,7,9,3303.0,4,3,3,433
C12224,3,12,3693.15,5,4,3,543
C12225,38,11,4917.3,1,4,4,144
C12226,9,12,4438.6,4,4,4,444
C12227,37,8,2990.55,1,2,3,123
C12228,8,8,2557.0,4,2,2,422
C12229,5,14,5643.65,5,5,5,555
C12230,28,11,4095.5,2,4,4,244
C12231,55,5,2234.35,1,1,2,112
C12232,96,6,910.0,1,1,1,111
C12233,27,8,3620.25,2,2,3,223
C12234,4,16,5194.45,5,5,4,554
C12235,10,14,3877.4,4,5,4,454
C12236,42,3,387.6,1,1,1,111
C12237,6,8,3679.2,4,2,3,423
C12238,60,3,2344.0,1,1,2,112
C12239,14,6,1451.0,3,1,1,311
C12240,2,10,3216.0499999999997,5,3,3,533
C12241,9,15,9663.4,4,5,5,455
C12242,25,16,5752.75,2,5,5,255
C12243,5,5,1747.35,5,1,1,511
C12244,17,5,2525.7,3,1,2,312
C12245,20,13,5635.5,2,4,5,245
C12246,12,12,2107.9,3,4,2,342
C12247,13,4,824.5,3,1,1,311
C12248,3,13,4138.4,5,4,4,544
C12249,2,15,6597.35,5,5,5,555
C12250,14,12,3278.0,3,4,3,343
C12251,3,15,3864.5,5,5,4,554
C12252,36,2,425.0,1,1,1,111
C12253,49,5,1938.0,1,1,2,112
C12254,5,14,5729.2,5,5,5,555
C12255,77,7,3411.5,1,2,3,123
C12256,14,12,5189.75,3,4,4,344
C12257,49,8,2522.7,1,2,2,122
C12258,45,10,3236.6,1,3,3,133
C12259,49,9,2629.55,1,3,2,132
C12260,34,10,3348.92,1,3,3,133
C12261,23,13,5662.0,2,4,5,245
C12262,16,7,2038.65,3,2,2,322
C12263,15,8,3647.45,3,2,3,323
C12264,19,12,3779.15,3,4,3,343
C12265,42,7,4076.6,1,2,4,124
C12266,3,20,9093.4,5,5,5,555
C12267,20,8,1672.2,2,2,1,221
C12268,2,10,3239.6,5,3,3,533
C12269,17,8,2816.29,3,2,2,322
C12270,16,10,2786.65,3,3,2,332
C12271,10,11,4635.099999999999,4,4,4,444
C12272,70,8,2746.2,1,2,2,122
C12273,3,5,827.0,5,1,1,511
C12274,87,4,635.8,1,1,1,111
C12275,29,11,2766.3,2,4,2,242
C12276,3,9,2809.6,5,3,2,532
C12277,41,7,2141.0,1,2,2,122
C12278,35,6,2389.0,1,1,2,112
C12279,14,12,3435.3,3,4,3,343
C12280,9,9,3321.35,4,3,3,433
C12281,9,19,7824.0,4,5,5,455
C12282,25,8,3009.15,2,2,3,223
C12283,29,9,3569.0,2,3,3,233
C12284,9,12,5444.06,4,4,5,445
C12285,14,9,1481.05,3,3,1,331
C12286,17,9,3507.55,3,3,3,333
C12287,3,9,6097.0,5,3,5,535
C12288,42,9,2515.0,1,3,2,132
C12289,2,9,2603.2,5,3,2,532
C12290,14,8,3807.7,3,2,3,323
C12291,12,7,934.95,3,2,1,321
C12292,32,13,2791.5,2,4,2,242
C12293,5,10,2453.25,5,3,2,532
C12294,4,12,3129.6400000000003,5,4,3,543
C12295,27,13,7232.4,2,4,5,245
C12296,3,8,1766.95,5,2,1,521
C12297,4,7,2966.8,5,2,3,523
C12298,6,8,2762.0,4,2,2,422
C12299,40,19,6952.4,1,5,5,155
C12300,6,12,3845.8,4,4,4,444
C12301,5,10,3206.75,5,3,3,533
C12302,7,7,2021.5,4,2,2,422
C12303,20,12,4689.2,2,4,4,244
C12304,15,7,3563.0,3,2,3,323
C12305,10,8,4169.8,4,2,4,424
C12306,47,6,4292.0,1,1,4,114
C12307,42,8,2458.55,1,2,2,122
C12308,9,15,5201.0,4,5,4,454
C12309,16,16,4480.55,3,5,4,354
C12310,32,4,2799.5,2,1,2,212
C12311,11,12,3457.5,4,4,3,443
C12312,12,11,3307.85,3,4,3,343
C12313,4,13,5491.45,5,4,5,545
C12314,19,10,6906.2,3,3,5,335
C12315,9,8,4379.8,4,2,4,424
C12316,4,12,3462.55,5,4,3,543
C12317,10,10,2813.6,4,3,2,432
C12318,2,17,7810.5,5,5,5,555
C12319,13,19,6800.0,3,5,5,355
C12320,73,3,1423.0,1,1,1,111
C12321,12,14,3565.8,3,5,3,353
C12322,17,8,3041.6,3,2,3,323
C12323,7,17,6307.65,4,5,5,455
C12324,2,10,2135.2,5,3,2,532
C12325,16,13,5074.2,3,4,4,344
C12326,5,14,5475.3,5,5,5,555
C12327,46,12,4724.55,1,4,4,144
C12328,28,8,3627.9,2,2,3,223
C12329,4,12,3646.25,5,4,3,543
C12330,79,3,878.75,1,1,1,111
C12331,84,6,3960.05,1,1,4,114
C12332,13,20,6508.3,3,5,5,355
C12333,3,13,5333.0,5,4,5,545
C12334,5,10,3151.8,5,3,3,533
C12335,32,9,2552.1,2,3,2,232
C12336,67,3,1059.8,1,1,1,111
C12337,17,13,3406.4,3,4,3,343
C12338,5,6,2559.8,5,1,2,512
C12339,110,8,3076.69,1,2,3,123
C12340,52,6,1821.0,1,1,1,111
C12341,5,9,3860.8,5,3,4,534
C12342,37,3,1000.0,1,1,1,111
C12343,45,4,1197.0,1,1,1,111
C12344,44,9,3403.6,1,3,3,133
C12345,5,9,3063.35,5,3,3,533
C12346,131,3,667.2,1,1,1,111
C12347,7,9,2987.3,4,3,3,433
C12348,20,9,3294.55,2,3,3,233
C12349,3,9,4843.3,5,3,4,534
C12350,18,20,7851.1,3,5,5,355
C12351,4,10,1759.7,5,3,1,531
C12352,24,9,3082.7,2,3,3,233
C12353,18,6,3086.1,3,1,3,313
C12354,51,18,7951.87,1,5,5,155
C12355,5,11,5711.95,5,4,5,545
C12356,34,9,6310.95,1,3,5,135
C12357,13,10,4090.1,3,3,4,334
C12358,112,3,949.9499999999999,1,1,1,111
C12359,71,2,887.6,1,1,1,111
C12360,28,5,1511.7,2,1,1,211
C12361,25,6,5288.0,2,1,4,214
C12362,3,8,2337.73,5,2,2,522
C12363,79,5,782.9,1,1,1,111
C12364,19,9,2449.05,3,3,2,332
C12365,9,11,4139.1,4,4,4,444
C12366,18,8,4477.5,3,2,4,324
C12367,9,10,3432.1,4,3,3,433
C12368,26,12,4148.95,2,4,4,244
C12369,21,9,3122.6,2,3,3,233
C12370,25,12,4106.5,2,4,4,244
C12371,3,10,4573.0,5,3,4,534
C12372,8,15,6249.8,4,5,5,455
C12373,3,8,2479.4,5,2,2,522
C12374,11,12,4382.8,4,4,4,444
C12375,2,15,5095.0,5,5,4,554
C12376,22,9,3253.2,2,3,3,233
C12377,11,20,4729.65,4,5,4,454
C12378,9,8,4711.75,4,2,4,424
C12379,5,13,4401.2,5,4,4,544
C12380,8,17,4636.91,4,5,4,454
C12381,20,4,745.0,2,1,1,211
C12382,13,7,4392.05,3,2,4,324
C12383,15,9,2875.55,3,3,2,332
C12384,11,18,5499.1,4,5,5,455
C12385,72,3,1161.4,1,1,1,111
C12386,13,16,6265.8,3,5,5,355
C12387,31,6,2022.4,2,1,2,212
C12388,10,10,4990.4,4,3,4,434
C12389,6,13,6968.75,4,4,5,445
C12390,10,13,4152.5,4,4,4,444
C12391,18,8,3778.45,3,2,3,323
C12392,45,8,3172.9,1,2,3,123
C12393,28,8,2827.1,2,2,2,222
C12394,21,5,788.3,2,1,1,211
C12395,7,9,3730.8,4,3,3,433
C12396,16,4,937.9,3,1,1,311
C12397,27,10,5379.5,2,3,5,235
C12398,9,13,6588.4,4,4,5,445
C12399,7,11,5260.85,4,4,4,444
C12400,41,5,2513.6,1,1,2,112
C12401,10,10,3476.05,4,3,3,433
C12402,23,8,4929.05,2,2,4,224
C12403,4,16,5591.8,5,5,5,555
C12404,12,5,843.8,3,1,1,311
C12405,13,9,5607.55,3,3,5,335
C12406,21,8,2432.85,2,2,2,222
C12407,3,5,1112.0,5,1,1,511
C12408,8,14,3637.7,4,5,3,453
C12409,16,6,1264.6,3,1,1,311
C12410,15,18,7019.56,3,5,5,355
C12411,4,14,5294.4,5,5,5,555
C12412,6,3,1239.0,4,1,1,411
C12413,6,8,3683.0,4,2,3,423
C12414,3,14,4570.0,5,5,4,554
C12415,4,13,3463.4,5,4,3,543
C12416,13,8,3197.0,3,2,3,323
C12417,9,12,6229.4,4,4,5,445
C12418,4,8,4824.2,5,2,4,524
C12419,17,9,3008.35,3,3,3,333
C12420,15,8,1368.3,3,2,1,321
C12421,10,12,2679.55,4,4,2,442
C12422,42,9,2111.6,1,3,2,132
C12423,6,11,3100.91,4,4,3,443
C12424,10,15,6601.7,4,5,5,455
C12425,4,13,6306.2,5,4,5,545
C12426,9,10,2745.85,4,3,2,432
C12427,9,14,5683.5,4,5,5,455
C12428,65,10,3352.8,1,3,3,133
C12429,4,13,7129.9,5,4,5,545
C12430,16,3,466.5,3,1,1,311
C12431,3,10,3032.16,5,3,3,533
C12432,17,13,4171.47,3,4,4,344
C12433,47,5,3127.0,1,1,3,113
C12434,27,10,3153.7,2,3,3,233
C12435,39,10,2447.16,1,3,2,132
C12436,41,9,2629.3,1,3,2,132
C12437,17,7,1522.45,3,2,1,321
C12438,52,3,601.9,1,1,1,111
C12439,26,12,6883.15,2,4,5,245
C12440,15,8,2923.36,3,2,3,323
C12441,15,9,5101.05,3,3,4,334
C12442,30,12,4356.95,2,4,4,244
C12443,81,3,1222.0,1,1,1,111
C12444,29,5,3934.0499999999997,2,1,4,214
C12445,65,11,4861.95,1,4,4,144
C12446,27,12,9210.0,2,4,5,245
C12447,6,10,3464.3,4,3,3,433
C12448,7,14,5453.2,4,5,5,455
C12449,19,9,3024.0,3,3,3,333
C12450,16,11,5399.9,3,4,5,345
C12451,7,13,3956.94,4,4,4,444
C12452,13,11,6912.6,3,4,5,345
C12453,67,14,8496.65,1,5,5,155
C12454,10,12,5943.1,4,4,5,445
C12455,2,8,2358.95,5,2,2,522
C12456,19,4,1211.2,3,1,1,311
C12457,12,4,1443.4,3,1,1,311
C12458,10,7,2946.15,4,2,3,423
C12459,3,6,1971.0,5,1,2,512
C12460,5,14,5307.55,5,5,5,555
C12461,33,6,2907.95,2,1,3,213
C12462,7,20,7228.45,4,5,5,455
C12463,33,6,1155.5,2,1,1,211
C12464,45,9,3645.6,1,3,3,133
C12465,23,3,1237.5,2,1,1,211
C12466,2,3,1508.0,5,1,1,511
C12467,21,6,1375.15,2,1,1,211
C12468,13,15,4239.7,3,5,4,354
C12469,33,7,1631.5,2,2,1,221
C12470,34,17,5614.95,1,5,5,155
C12471,19,4,1369.65,3,1,1,311
C12472,59,8,2761.45,1,2,2,122
C12473,67,10,3534.5,1,3,3,133
C12474,22,16,4853.2,2,5,4,254
C12475,4,10,4583.0,5,3,4,534
C12476,37,8,2180.5,1,2,2,122
C12477,11,16,6775.17,4,5,5,455
C12478,12,11,3570.6,3,4,3,343
C12479,17,9,2449.25,3,3,2,332
C12480,3,9,2571.1,5,3,2,532
C12481,3,13,6087.1,5,4,5,545
C12482,71,14,4283.3,1,5,4,154
C12483,56,5,2030.0,1,1,2,112
C12484,17,5,2183.6,3,1,2,312
C12485,5,9,2519.0,5,3,2,532
C12486,12,20,6410.65,3,5,5,355
C12487,35,4,1485.1999999999998,1,1,1,111
C12488,8,13,4261.5,4,4,4,444
C12489,57,6,1999.25,1,1,2,112
C12490,15,8,2795.9,3,2,2,322
C12491,76,6,1732.45,1,1,1,111
C12492,4,7,2071.3,5,2,2,522
C12493,17,8,2675.8,3,2,2,322
C12494,28,8,3553.3,2,2,3,223
C12495,3,13,6073.599999999999,5,4,5,545
C12496,3,7,2130.0,5,2,2,522
C12497,15,5,4341.4,3,1,4,314
C12498,46,7,1684.0,1,2,1,121
C12499,2,13,4396.0,5,4,4,544
C12500,76,7,2002.5,1,2,2,122
C12501,42,11,5528.25,1,4,5,145
C12502,14,9,2726.2,3,3,2,332
C12503,20,8,1444.05,2,2,1,221
C12504,16,18,5284.2,3,5,4,354
C12505,12,13,4684.37,3,4,4,344
C12506,5,17,5388.65,5,5,5,555
C12507,3,13,5457.0,5,4,5,545
C12508,14,8,3307.0,3,2,3,323
C12509,2,8,2194.1,5,2,2,522
C12510,32,3,777.25,2,1,1,211
C12511,23,6,1581.7,2,1,1,211
C12512,3,9,2547.75,5,3,2,532
C12513,9,12,7602.9,4,4,5,445
C12514,7,10,4968.4,4,3,4,434
C12515,13,16,7105.5,3,5,5,355
C12516,23,8,4473.0,2,2,4,224
C12517,8,17,7992.05,4,5,5,455
C12518,75,6,3606.7,1,1,3,113
C12519,10,6,2126.2,4,1,2,412
C12520,24,7,3096.45,2,2,3,223
C12521,13,8,2535.1,3,2,2,322
C12522,9,8,1586.8999999999999,4,2,1,421
C12523,25,5,2486.0,2,1,2,212
C12524,27,9,6297.07,2,3,5,235
C12525,14,5,1940.0,3,1,2,312
C12526,4,17,7256.45,5,5,5,555
C12527,6,17,4727.35,4,5,4,454
C12528,22,3,2989.0,2,1,3,213
C12529,7,7,2130.65,4,2,2,422
C12530,9,10,3362.75,4,3,3,433
C12531,2,16,7302.4,5,5,5,555
C12532,14,15,4719.9,3,5,4,354
C12533,55,5,1930.55,1,1,2,112
C12534,3,19,6258.95,5,5,5,555
C12535,8,7,2825.8,4,2,2,422
C12536,20,6,3564.0,2,1,3,213
C12537,9,6,3021.55,4,1,3,413
C12538,11,20,9702.7,4,5,5,455
C12539,33,17,7108.5,2,5,5,255
C12540,12,17,5938.55,3,5,5,355
C12541,3,8,4216.8,5,2,4,524
C12542,9,5,1355.8,4,1,1,411
C12543,171,2,1222.45,1,1,1,111
C12544,7,9,1911.8,4,3,2,432
C12545,27,7,2584.5,2,2,2,222
C12546,7,15,5038.3,4,5,4,454
C12547,32,6,2794.0,2,1,2,212
C12548,18,9,4755.7,3,3,4,334
C12549,10,11,4308.4,4,4,4,444
C12550,2,12,3107.6,5,4,3,543
C12551,2,3,807.9,5,1,1,511
C12552,8,4,2256.2,4,1,2,412
C12553,6,7,3096.6,4,2,3,423
C12554,15,8,2818.0,3,2,2,322
C12555,2,10,3943.8,5,3,4,534
C12556,9,11,3110.9,4,4,3,443
C12557,5,13,3571.85,5,4,3,543
C12558,68,9,4957.55,1,3,4,134
C12559,30,10,5564.25,2,3,5,235
C12560,10,10,2369.2,4,3,2,432
C12561,52,8,4710.05,1,2,4,124
C12562,4,8,1922.8,5,2,2,522
C12563,32,8,3309.4,2,2,3,223
C12564,4,5,1610.0,5,1,1,511
C12565,10,5,1410.0,4,1,1,411
C12566,39,13,3285.4,1,4,3,143
C12567,5,5,847.25,5,1,1,511
C12568,54,8,2894.0,1,2,3,123
C12569,68,6,2629.5,1,1,2,112
C12570,11,9,2550.35,4,3,2,432
C12571,48,10,3939.4,1,3,4,134
C12572,35,9,2963.1,1,3,3,133
C12573,13,12,5188.35,3,4,4,344
C12574,4,13,7632.2,5,4,5,545
C12575,11,10,2817.75,4,3,2,432
C12576,16,3,945.15,3,1,1,311
C12577,20,9,2906.95,2,3,3,233
C12578,17,4,1802.45,3,1,1,311
C12579,6,5,3647.3,4,1,3,413
C12580,9,8,2767.35,4,2,2,422
C12581,14,5,1371.5,3,1,1,311
C12582,47,4,1337.6,1,1,1,111
C12583,2,11,4588.35,5,4,4,544
C12584,9,6,2595.0,4,1,2,412
C12585,16,5,2562.5,3,1,2,312
C12586,20,17,3870.4,2,5,4,254
C12587,47,3,1074.15,1,1,1,111
C12588,9,10,3258.45,4,3,3,433
C12589,6,12,5630.85,4,4,5,445
C12590,16,14,6287.55,3,5,5,355
C12591,21,18,7768.76,2,5,5,255
C12592,36,11,3436.65,1,4,3,143
C12593,19,10,4405.25,3,3,4,334
C12594,45,6,1924.9,1,1,2,112
C12595,31,12,4134.15,2,4,4,244
C12596,16,14,8073.95,3,5,5,355
C12597,30,9,2428.05,2,3,2,232
C12598,124,3,1459.75,1,1,1,111
C12599,25,14,7459.5,2,5,5,255
C12600,6,15,4288.1,4,5,4,454
C12601,8,5,1307.6,4,1,1,411
C12602,3,15,3911.1,5,5,4,554
C12603,7,10,6680.1,4,3,5,435
C12604,18,3,860.0,3,1,1,311
C12605,16,9,3478.6,3,3,3,333
C12606,60,5,1447.75,1,1,1,111
C12607,25,8,2282.6,2,2,2,222
C12608,6,10,4207.95,4,3,4,434
C12609,6,7,1290.05,4,2,1,421
C12610,14,9,2504.4,3,3,2,332
C12611,27,10,5588.95,2,3,5,235
C12612,28,9,1809.0,2,3,1,231
C12613,2,9,2360.5,5,3,2,532
C12614,22,11,4379.8,2,4,4,244
C12615,29,15,4109.55,2,5,4,254
C12616,2,12,6361.6,5,4,5,545
C12617,16,11,3583.0,3,4,3,343
C12618,53,10,4329.8,1,3,4,134
C12619,13,13,4640.65,3,4,4,344
C12620,28,5,1933.9,2,1,2,212
C12621,25,15,6300.66,2,5,5,255
C12622,11,10,5323.0,4,3,5,435
C12623,65,7,1860.0,1,2,1,121
C12624,7,10,3723.2,4,3,3,433
C12625,16,18,6938.45,3,5,5,355
C12626,11,7,6990.299999999999,4,2,5,425
C12627,21,8,7031.29,2,2,5,225
C12628,30,5,4944.85,2,1,4,214
C12629,18,7,4572.0,3,2,4,324
C12630,15,13,9276.9,3,4,5,345
C12631,4,11,4740.6,5,4,4,544
C12632,10,8,2675.4,4,2,2,422
C12633,2,13,5828.15,5,4,5,545
C12634,31,8,3717.4,2,2,3,223
C12635,28,9,3455.2,2,3,3,233
C12636,33,7,2377.5,2,2,2,222
C12637,2,18,10115.25,5,5,5,555
C12638,93,6,1998.95,1,1,2,112
C12639,8,12,4168.9,4,4,4,444
C12640,3,16,6107.37,5,5,5,555
C12641,15,11,3737.0,3,4,3,343
C12642,7,5,2105.05,4,1,2,412
C12643,25,10,2624.95,2,3,2,232
C12644,51,9,3821.5,1,3,3,133
C12645,6,7,1468.5,4,2,1,421
C12646,11,12,5231.7,4,4,4,444
C12647,6,8,2185.4,4,2,2,422
C12648,3,17,6827.05,5,5,5,555
C12649,14,9,3837.0,3,3,3,333
C12650,10,12,5305.1,4,4,5,445
C12651,4,11,3384.35,5,4,3,543
C12652,2,10,3334.2,5,3,3,533
C12653,25,9,3913.65,2,3,4,234
C12654,18,11,3186.85,3,4,3,343
C12655,19,13,3916.1,3,4,4,344
C12656,2,13,4861.65,5,4,4,544
C12657,100,4,1810.25,1,1,1,111
C12658,4,12,5686.4,5,4,5,545
C12659,9,11,5430.4,4,4,5,445
C12660,13,10,3351.75,3,3,3,333
C12661,26,7,4034.4,2,2,4,224
