customer_id,Recency,Frequency,Monetary,gender,age,city,membership_type,avg_rating,discount_applied,satisfaction
399,22,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
401,18,11,800.2,Male,33,Los Angeles,Silver,4.1,False,Neutral
405,29,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
407,16,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
411,24,8,440.5,Female,36,Houston,Bronze,3.1,False,Neutral
413,17,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
417,30,7,450.8,Female,37,Houston,Bronze,3.4,False,Neutral
419,19,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
423,26,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
425,18,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
429,31,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
431,20,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
435,28,8,440.5,Female,36,Houston,Bronze,3.1,False,Neutral
437,19,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
441,32,7,450.8,Female,37,Houston,Bronze,3.4,False,Neutral
443,20,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
447,27,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
449,21,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
