index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,brand_premium_index,price_retention
463,Sheer Perfume For Women - EDP,Beauty & Hygiene,Fragrances & Deos,Skinn by Titan,1435.5,1595.0,Eau De Parfum,4.4,"Walk into the room like a breeze, bringing along with you a culmination of some of the most sensual fragrances. With fresh green pear and cheerful red strawberries, the sweet top notes are complemented by the elegance of floral elements and a dash of pink pepper. The fragrance has been skilfully crafted to have a luxurious and cheerful warmth that stays with you. The first notes are bright and mouthwatering thanks to a green pear accord. The fragrance starts on an energising clementine, conveying joy and spontaneity. Cheerful notes of red fruits highlight a sweet and crunchy facet while the Pink Pepper SFE highlights a vibrant and contrasting sensation. The heart reveals the softness and delicacy of four flowers: Jasmine, Peony, Heliotrope and Magnolia. The jasmine combines a touch of depth and sophistication while peony brings a dewy, shimmering, spontaneous facet. The contrasted floral bouquet has been shaped as a celebration of refined femininity. The dry-down is enticing and intense with a blend of vanilla, woods (Sandalwood, Cedarwood) and musks. The vanilla provides a hint of warmth thanks to its addictive and gourmand facet, contrasted by a note of cedarwood, conveying mystery to the perfect seduction. As a final touch, musks enhance the sensual harmony of the fragrance.",1435.5,1435.5,10.0,1458.4776470588238,0.9
554,For Man Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Jacques Bogart,2399.470000000001,3450.0,Eau De Toilette,2.0,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand Jacques Bogart is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",2415.0,2399.470000000001,30.4501449275362,1638.9633333333336,0.6954985507246381
612,Make Up Remover+Brightening Nigt Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,869.0,1230.0,Face Care,4.1,"Hydra Cleanse Makeup Remover is a non-sticky yet moisturizing make-up remover. Specially formulated to remove regular, water-proof and long-lasting make-up without the use of water. End your day with clean, beautiful and healthy looking skin. This 3-in-1 alcohol-free formula is gentle on the skin, lips, and eyes. It retains the natural pH of the skin. Formula researched and developed by dermatologists.Brightening Night Cream is specially formulated to work at night to give you a notably lighter complexion. Potent whitening active azeloyl glycine works to give you lighter and brighter skin. Extracts of imperator cylindrical help restore radicals resulting in visibly soft, fresh and luminous skin. Formula researched and developed by dermatologists.",869.0,869.0,29.34959349593496,746.1798507462687,0.7065040650406504
754,Premium Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,The Man Company,1319.4,2199.0,Perfume,3.9,The Man Company Premium Eau De Toilette is the perfect choice for the party animal! Your party night look is incomplete without a fragrance that matches your style.,1319.4,1319.4,40.0,400.2633333333333,0.6000000000000001
756,Pure Shilajit - Resin Form,Beauty & Hygiene,Health & Medicine,Upakarma,1450.0,1450.0,Supplements & Proteins,4.0,"Pure shilajit resin (semi-liquid) is the purest form of shilajit, with the benefits that are endless and provide a healthy body and mind.  Pure Shilajit resin is attained through a sophisticated all-natural process, sourcing the purest form of Shilajit from a location that is a well-guarded secret. It has a perfect concentration of essential minerals, nutrients like Fulvic Acid, Selenium that makes it the most exclusive Shilajit in the world and helps in achieving a balanced lifestyle. Pure Shilajit resin helps in boosting stamina and develop a healthy body and mind.",1450.0,1450.0,0.0,1082.6666666666667,1.0
776,Jasmine Heart Bath Personal Care Gift Set,Beauty & Hygiene,Bath & Hand Wash,Soulflower,1600.0,2000.0,Bath Salts & Oils,4.3,"Gift yourself or your loved ones Soulflower Jasmine Heart Bath set. Soulflower bath & body products provide you with your very own spa at home. The products range in our gift set are formulated by combining precious essential oils with the blend of natural and organic ingredients. The idea behind the whole creation is to provide you and your dear ones the natural and vegan skincare products which are healthy, regenerating and maintain body and skin balance.This aroma gift set was specially designed for those who love the richness of jasmine aroma and want to fully immerse in its exotic experience or want to gift their loved ones a mind alluring bath set. Each gift sets come in an attractive, colourful and handcrafted heart-shaped gift box to give to someone special containing Jasmine Aroma Massage Oil, Bhringraj Natural Oil, Jasmine Night Soap, Jasmine Aroma Potpourri, Jasmine Festive Big T-Light Aroma candles, Neck Roller and a Loofah.",1600.0,1600.0,20.0,520.2410714285714,0.8
794,"100% Whey Protein, Rich Chocolate",Beauty & Hygiene,Health & Medicine,IN2,2000.0,2000.0,Supplements & Proteins,4.0,"IN2 Whey Protein is an Ultra-Premium Muscle Building Protein Powder. This protein powder features multiple quality whey proteins resulting in a nutritious and multi-functional protein supplement that enables a superior bioavailable protein source for athletes. Whey is considered to be the best source of protein due to its high Biological Value (BV), Amino acid profile and fast absorption to give your body what it needs to build muscle and recover. IN2 Whey Protein uses a superior cold microfiltration process to guarantee a higher quality Whey Protein.",2000.0,2000.0,0.0,1413.7008333333335,1.0
816,"Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted",Beauty & Hygiene,Health & Medicine,Airific,1195.0,1195.0,Face Masks & Safety Gears,3.0,"Airific Anti-Viral & Anti-Pollution Masks are advanced technology masks that keep out >95% of particulate matter, contaminants and >99% of bacteria. It is suitable for all and is available in various sizes. It's also a fashionable mask. Premium, reusable anti-viral and particle filtering mask Viral Filtration Efficiency(VFE) – > 99% Certified N95 and FFP2 respirator Comfortable with extremely low breathing resistance Leading-edge nanotechnology filter. Uses: It protects from harmful dust, pollution and bacteria to enter the body.Disclaimer - We have suspended returns on Face Mask products for the safety of our customers and delivery agents. We will update the policy once the situation has resolved. Thank you for your support and understanding.",1195.0,1195.0,0.0,1195.0,1.0
850,Herbal Peptide + Hyaluronic 4% Firming Serum - Complete Age Control Concentrate,Beauty & Hygiene,Skin Care,Soulflower,1530.0,1800.0,Face Care,4.1,"Complete Age Control Youthful. Polished. Redefined A silky, lightweight, non-oily resculpting formula, supercharged with peptides that lift the look of your skin giving a corset-like effect, and making your features appear tightened & defined. Enhance your facial aesthetics and say bye to sag. Soulflower brings you a bi-functional treatment that nourishes while imparting a firmer, plush look. The technologies present in this concentrated formula contain Peptides that are chains of amino acids inhibiting damage free radicals while helping to improve your skin’s elasticity. These groups firm the look of skin, reducing the signs of fine lines and wrinkles. • Visibly firms and tightens your skin for a lifted, radiant appearance • Recontours & Reinvigorates ageing skin with a boost of cushiony plumping • Smooths the look of fine lines • Renews your skin, diminishes the appearance of wrinkles • Replenishes and recharges overworked/tired skin • Skin becomes smooth, firm, luminous and silky This potent anti-ageing formula is enriched with Natural extracts and a peptide composition that works on the natural collagen of your skin to lift the look of facial contours and reduce the visible effects of ageing. We know you’re always looking out for products that will give you youthful beauty and aid in your pursuit to age gracefully. Even if your skincare routine has all the steps from cleansing to moisturizing, Firming Serum is something you should integrate into your rotation. Why do you ask us? Because you’re ageing every day so you should be anti-ageing every day! If you begin to notice fine lines, wrinkles & sagging skin in your thirties, know that these date to your early twenties. So, you need to begin skin firming as and when you can! You didn’t hear it from us, dermatologists and skincare experts back up the same idea and suggest ""Everyone is doing their skin a disservice if they don't have a great serum."" This serum is power-packed with Hyaluronic acid that imparts a ‘sponge effect’ babying your skin making it supple and graceful. It combines the quality of soy protein to hold in skin moisture, providing a smoothing balanced effect while minimising roughness & wrinkles. Jojoba oil and Tetrapeptide 3 together possess anti-inflammatory properties and also help with acne. Macadamia Oil, Argan Oil, and Avacado extracts are rich in vitamin E. These replenish your skin and keep it naturally moisturized so it looks plump from inside out. Quinoa Seed Extract provides for smooth & effortless exfoliation. Acetyl helps improve skin elasticity and works as your skin’s natural moisture barrier. It’s ‘Botox in a Box’ property makes it an excellent non-toxic alternative to chemical-laden creams and serums. It helps in relaxing the facial muscles and reduces the depth of wrinkles. The velvety nourishing texture blends into your skin without any sticky residue and can be applied under makeup. If ‘faster & lighter’ is what grabs your attention then add Soulflower Peptide Firming Serum to your list! It’s Lightweight, fast-absorbing and melts seamlessly into your skin leaving no grease or oil whatsoever. This special formulation binds the moisture deep into your skin that keeps it naturally moisturized. This restores rough, dry, uneven skin to reveal a smooth, polished and velvety one. Our Firming serum gives a creamy texture to your skin that will have everyone obsessing over! Protects from environmental stressors Supercharged peptides in this proprietary formula fight free radicals and damage caused by UV rays. These recharge overworked skin, fix chafed, sore, dull, itchy skin imparting a sponge effect holding in moisture.",1530.0,1530.0,15.0,520.2410714285714,0.85
884,UV Away Moist Jumbo Sun Block,Beauty & Hygiene,Skin Care,It's Skin,1200.0,1200.0,Face Care,4.5,Protect your skin from the harmful rays of the sun with the It's Skin UV Away Moist Jumbo Sun Block. It has a non sticky moisture finish that protects the skin from sun and external environment effectively. It has SPF50+ PA++ that takes care of both your face as well as the body.,1200.0,1200.0,0.0,705.4782608695652,1.0
971,Professional Salon Series Platinum Silver Facial Kit,Beauty & Hygiene,Skin Care,Vlcc,1120.0,1600.0,Face Care,5.0,"VLCC Platinum Facial Kit helps to cleanse your skin and restores the natural balance of the skin to keep it healthy. It provides nourishment to the root of skin and brings the natural glow out so that your skin looks softer and more radiant. This kit contains one Comfrey Cleanser Cum Toner, one Platinum Scrub, one Platinum Gel, one Platinum Cream, and one Platinum Pack.",1120.0,1120.0,30.0,221.67292307692307,0.7
1005,One Man Show Gold Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Jacques Bogart,1638.0,2340.0,Eau De Toilette,3.9,"The new limited fragrance attracts attention with its foamy and juicy sweet notes of mandarin and apples, enriched with violet flowers and orange blossom in top notes. A heart encompasses characteristic nuances of aromatic lavender and geranium spiced with cinnamon and cloves providing power and tart note. A base intertwines warm and pleasant woody accords, labdanum, ambergris and musk.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",1638.0,1638.0,30.0,1638.9633333333336,0.7
1019,To Be Man Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Police,1508.0,2900.0,Eau De Toilette,3.9,"The essence represents the masculine power and the contrasting elements of life. The virile elegance of black pepper is softened by the fruity notes of grapefruit and the freshness of violet. The heart is expressed by a luminous accord of apple flowers and it ends in a comfortable base note of cedarwood, patchouli, and white amber.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",1508.0,1508.0,48.0,1505.5757142857146,0.52
1026,Perfume - To Be Woman EDP,Beauty & Hygiene,Fragrances & Deos,Police,1650.0,1650.0,Eau De Parfum,3.9,"The skull, traditionally clothed in a dark and mysterious aura, has now changed its apparel and here becomes a symbol of glamour that pervades the fashion world. The primary protagonist of a vast range of collections (clothing, accessories, and jewels), the Skull is re-interpreted by young designers and high end stylists in order for it to enter the world of fashion. Due to the positive results of the first masculine perfume, Police TO BE [or not to be], and due also to the success this symbol achieved with women in the fashion world, the line To BE has now taken up the challenge posed by this new direction. A Skull shape used to announce a new perfume: an iconic style and symbol that today, more than ever, is worn and exalted by glamorous, trendy, and slightly transgressive women.  For Beauty tips, tricks & more visit https://bigbasket.blog/",1650.0,1650.0,0.0,1505.5757142857146,1.0
1074,White Perfect - Clinical New Skin Essence Lotion,Beauty & Hygiene,Skin Care,Loreal Paris,995.0,995.0,Face Care,4.1,"L'Oreal Paris White Perfect Clinical New Skin Essence Lotion that is enriched with a dermatological active to enhance radiance, skin tone and skin texture for a healthier & younger look. Inspired by advanced clinical procedures.A powerful concentrated white perfect essence water to activate skin regeneration and enhance skin fairness. Go beyond spotless skin with 3 additional benefits; increased radiance, flawless skin tone & refined skin texture. Glycolic Acid, Hepes & Vitamin CG to smoothen skin texture, stimulate skin renewal & remove spots.Dermatologically tested. Suited for oily, dry & all skin types.",995.0,995.0,0.0,499.43134615384616,1.0
1079,Avocado Oil,Beauty & Hygiene,Skin Care,ST. D'VENCE,899.0,899.0,Aromatherapy,5.0,"St. D'vence 100 % pure and natural avocado oil is a rich source of amino acid, essential fatty acid, and Vitamin A, D and E providing adequate moisture to the epidermal layers and nourishing the skin while deeply penetrating the scalp providing effective results. It also acts as a shield from harmful ultraviolet rays acting as a useful anti-tanning and sun-burn therapy. This cold pressed natural oil is ideal for daily use and can be used as a massage oil, aromatherapy oil or carrier oil. It blends seamlessly with essential oils or any mix ins. Create your own DIY scrub, mask or aromatherapy solution with this versatile oil. Rich in ethically sourced ingredients which comes with a host of skin, hair and health benefits. It works excellently as a skin nourishment and can be used as a face and body moisturiser as well. This cold pressed natural oil, if applied regularly, improves blood circulation to the scalp and stimulates complete nourishment to the scalp.",899.0,899.0,0.0,454.27272727272725,1.0
1119,Vaporisateur Natural Spray - Hot Red Box,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,2399.470000000001,3000.0,Men's Deodorants,3.9,"A brand name which stands out for itself. Long lasting and unique. It will make your day full of refreshing and soothing fragrance.  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",3000.0,2399.470000000001,20.017666666666628,1434.5200000000004,0.7998233333333338
1196,White Radiance Whip - UV SPF 30,Beauty & Hygiene,Skin Care,Olay,1699.15,1999.0,Face Care,5.0,"Now available in India, Whip is formulated with Active Rush Technology that transforms from cream to liquid on contact with skin, to give instant absorption. It holds and releases more than 1000x its weight in hydration and active ingredients. Experience the light feel and matte finish with the Olay Whips rangeUniquely whipped with moisturiser to transform on the skin for fast absorption and effective delivery of the tone correcting ingredients to skin's surface layer.",1699.15,1699.15,14.999999999999996,755.5142857142857,0.8500000000000001
1250,Beard Kit,Beauty & Hygiene,Men's Grooming,Uncle Tony,2399.470000000001,3300.0,Combos & Gift Sets,4.1,"The combination of a beard oil, a beard wash, mustache wax, all made in Provence, add to that a beard comb.",2475.0,2399.470000000001,27.288787878787847,758.7793750000001,0.7271121212121215
1261,Power 10 Formula Po Effector,Beauty & Hygiene,Skin Care,It's Skin,855.0,950.0,Face Care,4.1,"It's Skin Power 10 Formula PO Effector! It is a weightless serum that can be proved as a saviour for people with oily skin. It regulates natural sebum production and controls the skin from getting oily and greasy. It helps in reducing blackheads and blemishes, giving a clean and clear skin.",855.0,855.0,10.0,705.4782608695652,0.9
1304,Women Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Dkny,2399.470000000001,4700.0,Eau De Parfum,3.9,"DKNY Original Women EDP is the first urban floral fragrance that captures the true essence and spirit of New York. A vibrant burst of Blood Orange drenched in refreshing chilled Mandarin Vodka imparts the energetic personality of the scent.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",3995.0,2399.470000000001,48.94744680851061,2399.470000000001,0.5105255319148939
1307,Safed Musli Root Powder - Promotes Vigour & Vitality,Beauty & Hygiene,Health & Medicine,Bixa Botanical,1245.0,1245.0,Ayurveda,4.0,"Safed Musali is a decorticated rhizome or tuberous root of the Chlorophytum borivilianum plant, they are dried and powdered. In Ayurveda, it is mentioned as bitter in taste, heavy to digest. Safed Musli is useful to pacify vitiated Vata and has body nourishing properties. Safed Musali Powder has adequate fibres which help to clear the bowel & reduce inflammation of internal piles. In Ayurveda, Safed Musali is considered to be one of the best Rejuvenating tonics for all. Safed Musali is also gaining increasing acceptance as a Natural Vitalizer and health-giving tonic, a curative for pre-natal and post-natal problems, a restorative for immunity improvement and as a useful adjuvant remedy for diabetes and arthritis. The recent discovery of Safed Musli as a natural and safe aphrodisiac agent has also opened up new channels of application and new demand for it. By virtue of being a herb, Safed Musli has been found to be an ideal aphrodisiac with no negative side-effects associated with chemical-based aphrodisiac. The Saponins and Alkaloids present in the plant are the primary sources of their significant medicinal properties. A number of Health tonics (Sexual tonics) are prepared from Safed Musli. Safed Musali Powder is found useful for Sexual weakness, low libido, low sperm count, premature ejaculation etc. It is an essential part of a traditional diet of mothers (after delivery) in the form of Laddoos which helps to improve milk flow in the breast and strengthen lagging muscles.",1245.0,1245.0,0.0,323.84615384615387,1.0
1361,Hair Dryer HD180,Beauty & Hygiene,Hair Care,Braun,1998.15,2595.0,Tools & Accessories,5.0,"This Braun Satin Hair 1 Power Perfection dryer is an ultralight dryer for convenient and easy use. With 1800 watt it delivers fast and effortless results and makes styling easy. It combines an optimum drying temperature with high air volume for a fast finish. The compact and ergonomic design makes handling effortless and light. With its elegant and pure white design, the Braun Satin Hair 1 Power Perfection dryer adds style to effortless results. The Ultralight 1800 watt dryer for convenient and easy use. The 2 combined temperature or airflow settings for convenient styling and the cold shot to fix your style.",1998.15,1998.15,23.0,2265.696666666667,0.77
1382,Deodorant Body Spray - Man Freedom EDT,Beauty & Hygiene,Men's Grooming,Tommy Hilfiger,2399.470000000001,5550.0,Men's Deodorants,4.1,"Tommy HilfigerFreedomis designed for people who enjoy life to the full every day. Inspired by the sea and by the abundance of possibilities on endless horizon, the fragrance is perfectly adapted to marine-sporty style characteristic of this house.  For Beauty tips, tricks & more visit https://bigbasket.blog/",5550.0,2399.470000000001,56.76630630630628,2353.9071428571438,0.43233693693693714
1463,Slim & Detox - Natural Weight Loss Formula,Beauty & Hygiene,Health & Medicine,GoYNG,1299.35,1999.0,Supplements & Proteins,1.0,"Advanced and certified safe herbal cleanse and detox formula with strong immunity ingredients. It promotes digestive wellness, helps in immunity, acts on colon cleansing and helps eliminate waste and toxins thus helping weight loss. Get slim with side effects of Immunity, energy and Detox. Easy & Effective advanced cleansing & weight loss formula. It contains more than 11 powerful ingredients like Amla fibre, Cuminum cyminum, Commiphora Mukul, Plumbago Salonica, Carom seed, Guggul, Mulethi, Piperine etc. All-natural ingredients with no preservatives, no artificial colour, no fillers or additives just pure goodness.",1299.35,1299.35,35.0,1148.3999999999999,0.6499999999999999
1557,Power 10 Formula Syn-Ake,Beauty & Hygiene,Skin Care,It's Skin,990.0,1100.0,Face Care,5.0,"Its Skin Power 10 Formula SYN-AKE contains a peptide that is similar to that of Snake Venom, Surprised? do not be. This concentrated blend has anti-ageing properties that enhance your skins healing abilities while firming and regenerating the skin. It is loaded with antioxidants that protect, restores, and hydrates the skin, resulting in a glamorous dewy look.",990.0,990.0,10.0,705.4782608695652,0.9
