index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
1038,Premium Wafer Bites - Hazelnut,Snacks & Branded Foods,Biscuits & Cookies,Tasties,49.0,85.0,Cream Biscuits & Wafers,4.2,Tasties brings you the Delicious Creamy & Crunchy Wafer Bites. Indulge in the taste of 5 wafers and 4 cream layered mini wafer bites with mouth-melting hazelnut filling.Munch on this and say bye to your small hunger pangs.,49.0,49.0,42.35294117647059
1055,Puff - Pastry Sheet,Snacks & Branded Foods,Frozen Veggies & Snacks,Unroll,179.0,179.0,Frozen Veg Snacks,4.3,"Unroll puff pastry sheet is uncooked layers of dough and margarine which is rolled and freezed. Just thaw it, unroll and cut it to needed sizes. Fill with stuffing and bake.",179.0,179.0,0.0
1063,Cocoa,Snacks & Branded Foods,Ready To Cook & Eat,Weikfield,153.0,165.0,Home Baking,4.2,"Rich, fragrant and delicious, Weikfield Cocoa has been a market favourite. This low fat cocoa powder is the perfect ingredient for all sorts of chocolate flavoured confectioneries, sauces and desserts.",153.0,153.0,7.2727272727272725
1069,Chicken Overload Pizza - Large,Snacks & Branded Foods,Frozen Veggies & Snacks,HappyChef,345.0,549.0,Frozen Non-Veg Snacks,3.9,"These are ready to bake, authentic Italian Style Pizzas. Each Pizza is a large pizza of 8.5-9.5 inches. Now make delicious artisanal pizzas at home, in just 15 minutes with Happy Chef Pizza. Our Chicken Overload Pizza loaded with premium-quality ingredients and yummy mat toppings like chicken sausage, chicken tikka, peri-peri chicken and cheese is sure to delight your taste buds. Simply bake it in the oven or microwave or just cook it on the tawa, and enjoy delicious pizzas in minutes. Pizza is Italian cuisine with lovers all around the world. Enjoy the delicious taste of pizzas from Happy Chef, a well-known pizza brand. Nothing beats a slice of a pizza to be your companion when you are all alone or enjoying yourself with your loved ones. You can have it for any occasion with friends and family.",345.0,345.0,37.15846994535519
1071,Instant Popcorn Value Pack - Cheese,Snacks & Branded Foods,Snacks & Namkeen,ACT II,100.0,100.0,Chips & Corn Snacks,4.1,"Enhance your movie-watching experience, in the comfort of your own home with World’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. You can choose among different pack sizes such as individual packs, family packs and party packs, as per your need.
Relish your favourite ACT II popcorn, now available in various lip-smacking desi flavours such as butter, Sweet Pani Puri, Tandoori Tadka, Southern Spice, Butter pepper as well as international flavours such as Cheese Delite, Peri Peri, Thai Sweet Chilli and Tomato Chili.",100.0,100.0,0.0
1073,Platina - Nutricrunch Digestive Marie,Snacks & Branded Foods,Biscuits & Cookies,Parle,15.0,15.0,"Marie, Health, Digestive",4.0,"Simply Good living is all about appreciating the little joys in life. It's about eating for the mind, body and soul. Which is why healthy eating should be a priority, but not a task. We believe in mindful eating; where you simply enjoy what you eat, rather than worrying about what's healthy and what's not.A digestive rich in fibre, minerals and vitamins, Nutricrunch is your choice for a healthy day.Also, try our Digestive Marie and Lite Cracker variants.",15.0,15.0,0.0
1088,Good Day Cashew Cookies,Snacks & Branded Foods,Biscuits & Cookies,Britannia,53.64,60.0,Cookies,4.2,Britannia Good Day Cookies - Rich Cashew is 100% vegetarian and are very delicious. It has a good flavour of cashew nuts. These extra crispy cookies are prepared from real butter and are a pleasure for anyone at all times of the day.,53.64,53.64,10.6
1108,Pasta - Spaghetti,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Weikfield,119.0,140.0,Pasta & Macaroni,4.3,Hi Protein Durum Wheat Imported Pasta,119.0,119.0,15.0
1111,Dark Fantasy Cream Biscuit - Choco Creme,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,56.25,75.0,Cream Biscuits & Wafers,4.0,"Lose yourself in the luxurious taste of Dark crunchy shell and smooth Choco Creme. Dark Fantasy Choco Creme is a double chocolate delight made with rich, dark choco crème between intricate, thin biscuits, with a classic chocolate flavour. To chocolate lovers, each bite is a taste of heaven.",56.25,56.25,25.0
1123,Fruit Cookies - Family Pack,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,233.75,275.0,Cookies,2.0,Natural Goodness of blackcurrants with all new Mcvities Fruit cookies. They are perfect breakfast cookies as they are a well-balanced mix of taste and nutrition. Brings the best of both the worlds - health & taste. It has all the best ingredients for the best experience.,233.75,233.75,15.0
1129,Veda Marie Light Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,15.0,10.0,"Marie, Health, Digestive",4.2,"Crispy Marie biscuits with the goodness of wheat fibre and 5 natural ingredients - Tusli, Ginger, Cardamom, Ashwagandha and Mulethi, making it the perfect partner for your cup of tea!",10.0,15.0,0.0
1137,Idly & Dosa Batter - Ready to use,Snacks & Branded Foods,Ready To Cook & Eat,Asal,70.0,70.0,Breakfast & Snack Mixes,4.1,Asal Idly & Dosa Batter - Ready to Use reduces the time of preparing this spongy rice-lentil cake by three fourth. Idli and Dosa are traditional south Indian food. The batter required to prepare Idli and Dosa normally requires at least 15 hours. These are some of the earliest starter foods for infants and toddlers. Most importantly the quality of ingredients used to play an important role in getting the just right batter.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/,70.0,70.0,0.0
1154,"Roast Almond Chocolate Bar, 36 g",Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,305.76,360.0,Chocolates,4.2,Cadbury Dairy Milk comes with the goodness of roasted almonds. The classic taste of Cadbury chocolates enriched with real goodness. Enjoy the treat in town. It offers you the reason to celebrate every small and big occasion of happiness.,305.76,305.76,15.06666666666667
1175,Aloo Tikki,Snacks & Branded Foods,Snacks & Namkeen,McCain,180.0,180.0,Frozen Veg Snacks,4.1,McCain Aloo - Tikki 760 g,180.0,180.0,0.0
1180,Biscuits - Ranch,Snacks & Branded Foods,Biscuits & Cookies,Dukes,39.0,50.0,Cookies,3.6,Dukes Ranch Biscuits that comes in a hygienically processed Jar ensuring to maintain the freshness and yummy taste of it. Bring home the Jar of Dukes Ranch crackers that present you fun filling bites on the delicious crackers.,39.0,39.0,22.0
1197,Heat & Serve - Whole Wheat Paratha,Snacks & Branded Foods,Frozen Veggies & Snacks,Buffet ,105.0,105.0,Frozen Indian Breads,3.8,"The buffet whole wheat paratha comes in a 300 gm poly-pack and is ready to eat within minutes. These nutritious parathas can be enjoyed with curries, yogurt, pickles or chutneys. The buffet jeera paratha brings to you a special and traditional culinary classic from north.",105.0,105.0,0.0
1207,Choco Slab - Dark,Snacks & Branded Foods,Biscuits & Cookies,Dukes,155.0,155.0,Cookies,4.8,Dukes Dark compounds are ready to use: no tempering needed.,155.0,155.0,0.0
1211,Chutney Powder - Andhra Khara,Snacks & Branded Foods,Ready To Cook & Eat,Ask Foods,50.0,50.0,Breakfast & Snack Mixes,4.3,Ready to eat Chutney Powders.,50.0,50.0,0.0
1217,Cut Sewaiyan,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Nilons,45.0,45.0,Vermicelli,4.2,Nilons Plain Vermicelli Made with 100 % quality refined Maida. Extruded & Conventional dried. Matchless quality and taste of desserts. Non-sticky and lumps free. Make savory upma. Make a creamy sweet kheer for the perfect dessert.,45.0,45.0,0.0
1226,Breakfast Mix - Finger Millet Ragi Dosa,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,119.0,149.0,Breakfast & Snack Mixes,4.0,"Ragi dosa is deliciously & crispy Indian flatbread made, from premium quality finger millet. It is known to be extremely healthy, easily digestible and very nutritious. Bb GoodDiets Ragi dosa breakfast mix has all the goodness of black gram, Bengal gram, wheat, and toor dal. An easy way to start a healthy day lies in bb GoodDiet breakfast mixes.",119.0,119.0,20.13422818791946
1228,Instant Mix - Ragi Idli,Snacks & Branded Foods,Ready To Cook & Eat,FarmVeda,65.0,65.0,Breakfast & Snack Mixes,4.5,"This product is natural, nutritious, preservative free, traditional and tastes like homemade food. The Ragi Idlis will be soft, tasty when prepared and it is calcium-rich. The rich nutrients and the dietary fibre are making it a perfect breakfast. It is a perfect dish for children. Serve the yummy Idlis with Farmveda chutney podi or groundnut chutney podi for an unforgettable experience. The farmers who own FarmVeda ensures that the best quality food reaches your table. All the profits of Farmveda will go back to the farmers. Our goal is to make 110 million farmers of India prosperous.",65.0,65.0,0.0
1235,Premium Panchphoran,Snacks & Branded Foods,Snacks & Namkeen,Delight Foods,160.0,160.0,Namkeen & Savoury Snacks,5.0,"Bengali Panch Phoran is a wonderful mix of 5 different spices - Cumin seeds, Fenugreek seeds, Ajwain, Fennel seeds & Mustard. All the five ingredients are mixed in an ideal proportion to replicate the authentic mix used from ages ago. Panch Phoran not help in digestion but also adds that extra flavourful & aromatic note to your food. Our Panch Phoran/Panchphoran is processed & packed in the most hygienic kitchen by experienced women from a Self Help Group in Bengal. Their knowledge & expertise in local recipes ensure that the product is authentic and superior in quality. Order this Bengali wonder today to make your meal healthy and flavourful.",160.0,160.0,0.0
1240,Cookies - Pista Badam,Snacks & Branded Foods,Biscuits & Cookies,Unibic,135.0,150.0,Cookies,4.2,"As nutritious as tasty, every bite of this cookie makes any moment an occasion to cherish. Every time a cookie lover reaches out for a real cookie, the only one that will meet the craving is the cookie with more. With more richness and more choices, Unibic Cookies are bursting with flavour and the abundance of more butter, chocolate, pista, cashew, and other rich ingredients. With over 30 variants including 7 sugar-free flavours, Unibic has something more for the entire family.",135.0,135.0,10.0
1249,Organic - Chia,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,243.75,325.0,Granola & Cereal Bars,2.6,"Chia are nutritious and healthy seeds, with High Protein and Fibre. They are rich plant source of Omega-3. They are also called Runners food because of their power packed protein punch.",243.75,243.75,25.0
1253,Namkeen - Congress,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,72.0,72.0,Namkeen & Savoury Snacks,3.7,Made with Roasted groundnut,72.0,72.0,0.0
1255,Bhujia Sev,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,140.0,140.0,Namkeen & Savoury Snacks,4.2,"EAN Code: 401772  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",140.0,140.0,0.0
1260,Homemade  Seedless Amla Pickle - No Preservatives,Snacks & Branded Foods,Pickles & Chutney,Vaada,475.0,475.0,Other Veg Pickle,3.1,"Skillfully handcrafted to perfection and painstakingly cut into bite size pieces, Vaada Amla is Seedless homemade pickle with a healthy twist. It is a creative bridge between chutneys, sauces and condiments. It is prepared using choicest unblemished amla each individually checked for its quality. Freshly roasted and ground spices give it a unique taste. Cleanliness and strict hygiene is adhered to throughout the pickle making process. Premium quality fresh spices, Hing, Raw Apple Cider Vinegar, Rock Salt, Sesame seeds and an artful mixed sesame and mustard oils are used for their healing and digestive health benefits. Our pickle is naturally cultured and is free of any artificial preservatives. Our pickles urge you to be Bold, Creative, Modern while rooted in tradition in their boundlessness usage as a compliment to all cuisines.",475.0,475.0,0.0
1283,Namkeen - Corn Mixture,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,65.0,65.0,Namkeen & Savoury Snacks,3.7,Made with Cornflakes & groundnuts,65.0,65.0,0.0
1318,Thousand Island Dressing,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,129.0,129.0,Dips & Dressings,4.3,100% Pure & Vegetarian with crunchier relish.81% fat free. .,129.0,129.0,0.0
1319,Potato Cheese Bites,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,195.0,225.0,Frozen Veg Snacks,3.1,"A never go the wrong combination of potato and cheese specially crafted to pamper your taste buds. Filled with flavours and goodness of cheese, these potato cheese bites are surely an anthem for every party!",195.0,195.0,13.333333333333334
1320,Millet Dosa Batter,Snacks & Branded Foods,Ready To Cook & Eat,Paaka,90.0,90.0,Breakfast & Snack Mixes,3.9,Paaka Millet Dosa Batter 1 kg,90.0,90.0,0.0
1331,Manglore Rice Papad,Snacks & Branded Foods,Ready To Cook & Eat,SDA PAPPADS,65.0,65.0,"Papads, Ready To Fry",4.0,"Made from rice, Mangalore Rice Papads are crunchy and tasty. Just fry these and serve with any meal. These papads are perfect to be served with rice and curries.",65.0,65.0,0.0
1348,Mix - Vegetable Biryani,Snacks & Branded Foods,Ready To Cook & Eat,Mother's Recipe,165.0,165.0,Breakfast & Snack Mixes,3.9,"Mothers Recipe takes you Vegetable Biryani mix. It is prepared using only the freshest ingredients, fragrant spices and a mother's magical touch.
Mothers Recipe brings the traditional taste of Indian kitchens to 40 countries across the world. Deep-rooted in Indian culture it comes with the magic of the grandmother's kitchen. It brings a delicious mix of authentic taste and rich tradition. It brings eternal favourites to match every mood.",165.0,165.0,0.0
1352,Crispy Murukku,Snacks & Branded Foods,Snacks & Namkeen,Garden,35.0,45.0,Namkeen & Savoury Snacks,4.1,"A southern snacking delight made in the most authentic way. These spicy, bite size, most crunchy sticks are made with Rice flour, sesame and cumin seeds. Savour this delight anytime, anywhere!",35.0,35.0,22.22222222222222
1383,"Chocolate Bar - Bar One, Charge",Snacks & Branded Foods,Chocolates & Candies,Nestle ,16.0,20.0,Chocolates,4.4,"Introducing the new BAR ONE Charge which has a yummy new Nougat Taste. Priced at Rs 20 for 44g, the new BARONE Charge with its soft and malty caramel and nougat filling and delicious taste will leave you asking for more!",16.0,16.0,20.0
1396,Namkeen - Khara Boondi,Snacks & Branded Foods,Snacks & Namkeen,Townbus,15.0,10.0,Namkeen & Savoury Snacks,4.1,Townbus Savoury Snacks are made by combining the freshest of ingredients with a traditional recipie. These authentic snacks will take you down memory lane and remind you of the traditional snacks your grandma used to make with love. Townbus namkeens are perfect to relish with your evening tea or coffee. They can also be used in chaat for added flavour or to customise it as per your liking. Townbus every bite has a story.,10.0,15.0,0.0
1398,Thokku - Tomato,Snacks & Branded Foods,Pickles & Chutney,Mambalam Iyers,67.0,67.0,Other Veg Pickle,3.1,"Mambalam Iyers Tomato thokku is a extremely simple and delicious South Indian delight which can prepare, stored and saved for later. Spicy Tomato Preserve is a stronger of tomato chutney in which onions are avoided completely.",67.0,67.0,0.0
1404,"Nutty Spread - Spicy Peanut Butter, 94% Peanuts, No Added Sugar & No Added Oil",Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Open Secret,299.0,399.0,Choco & Nut Spread,3.5,"We set impossible standards here at Open Secret. We love a good traditional Peanut Butter Spread, so we thought how could we make it even butter (pun intended). Well, we did the impossible, our Spicy Peanut Butter Spread gives you the creaminess of Peanut Butter with a kick of chilli to spice things up a notch. Say goodbye to good ol’ Peanut Butter, because once you go spicy, you don’t go …back-ey?
What do you get? Delicious, Creamy and Healthy Peanut Butter Spread (490g) packed in an eco-friendly glass jar.
What’s in it?
• 94% Peanuts. 100% Love
• No Added Sugar
• No Added Oil, Preservatives or Trans Fat
• Handcrafted and made in India
• Vegan and all-natural",299.0,299.0,25.062656641604008
1412,"Powder - Bisi Bele Bhath, Karnataka's Iyengar",Snacks & Branded Foods,Pickles & Chutney,Delight Foods,225.0,225.0,Chutney Powder,4.3,"Bisi Bele Bhath, a traditional spicy rice dish from Karnataka is quite addictive served piping hot topped with lots of ghee and accompanied by fried papads and a cool raita. Ace Iyengar's Bise Bele Bhath powder makes it easy to prepare this dish in an authentic way.",225.0,225.0,0.0
1416,Biscuits - Cream 4 Fun (Pineapple Flavor),Snacks & Branded Foods,Biscuits & Cookies,Dukes,25.0,30.0,Cream Biscuits & Wafers,4.0,"Dukes Pineapple Cream Biscuits are crusty, sugary and good in flavor. Dukes Pineapple Cream Biscuit is for those people who like the wonderful flavor of tiger biscuits with a flavorful pineapple cream filling.",25.0,25.0,16.666666666666664
1430,Nutties Chocolate Pack,Snacks & Branded Foods,Chocolates & Candies,Cadbury,39.6,40.0,Chocolates,4.2,Candied nuts usually almonds and cashews with a thick choclate coating. The chocolate melts in your mouth and the crushed nuts in the center gives it the much needed crunch. Don't give it a second thought try this and give yourself the pleasure of tasting heaven.,39.6,39.6,0.9999999999999963
1431,Ready Meals - Palak Paneer,Snacks & Branded Foods,Ready To Cook & Eat,Gits,120.0,135.0,Heat & Eat Ready Meals,4.1,"Gits Ready Meals - Palak Paneer is a north Indian pleasure. Tasty meal of tender chunks of Indian Cottage Cheese and fresh spinach mixture cooked in a mildly peppery curry. Get pleasure from with rice, chappati, nan or paratha. Tastes just like finished fresh at home.",120.0,120.0,11.11111111111111
1437,Sugar Free Cashew Cookies,Snacks & Branded Foods,Biscuits & Cookies,Unibic,40.0,40.0,Cookies,4.2,"Unibic Sugarfree Cashew cookies are deliciously soft, chewy and healthy cookies with 9% cashew. It contains maltitol and no added sugar.",40.0,40.0,0.0
1448,FunFoods Pasta Alfredo With Cheese,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,119.0,119.0,Tomato Ketchup & Sauces,4.1,"Ever wondered why that white sauce pasta tastes so good at your favourite restaurant? Think no more, FunFoods by Dr. Oetker brings to you the secret ingredient that can help you create yummy pasta at home - Pasta Alfredo with Cheese. Experience the richness of creamy alfredo with cheese and enjoy with your family.",119.0,119.0,0.0
1453,5 Star Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,39.2,40.0,Chocolates,4.3,"A delicious indulgent combination of chocolate, caramel and nougat. Longer-lasting chewy multi textured chocolate eat experience.",39.2,39.2,1.9999999999999927
1459,Millet Masala Oats - Spicy Tamatar Twist,Snacks & Branded Foods,Breakfast Cereals,GoodDiet,90.5,181.0,Oats & Porridge,4.2,Multi millet Muesli is a rich source of nutrients that are wholesome and beneficial for our body. Adding to it the oats and brown rice makes it a power-packed and tasty all-day dish. No wonder we say Good diet is a healthy diet. Good Diet is from the house of BigBasket that promises to power-pack your diet with a fitness punch.,90.5,90.5,50.0
1482,Organic -  Nippat,Snacks & Branded Foods,Snacks & Namkeen,Phalada Pure & Sure,90.0,90.0,Namkeen & Savoury Snacks,4.5,"All Natural, Certified Organic, No Trans Fat, No GMO, No MSG, No Cholesterol, Pure & Sure is a range of Certified Organic Food Products from Phalada Agro, All of our product are sourced directly from farmers and processed with hygienic conditions in a Certified Processing Facility, More than 10 years of experience in Organic Agriculture Phalad work with more than certified farmers across.",90.0,90.0,0.0
1489,Green Chilli Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Ching'S Secret,84.0,105.0,Chilli & Soya Sauce,3.9,"• Prepared hygienically with the latest technology
• Made using traditional recipes and fine ingredients
• Very versatile - can be used as marinades, dips or in stir-fries
• Enhances the flavours of any Desi Chinese dish Perfect dining table companions!
No dining table is complete without the ever-popular Ching’s Sauces. The zingy Green Chilli Sauce that adds a buzz to any snack. This sauce is the perfect way to enhance the flavours of your favourite Desi Chinese dishes. You can also try - the rich brown Soy Sauce which is great for stir-fries and marinades. The edgy Chilli Vinegar that makes Desi Chinese dishes come alive and The Red Chilli Sauce that’s a great snack dip.",84.0,84.0,20.0
1504,Secret Schezwan Stir Fry Sauce,Snacks & Branded Foods,Pickles & Chutney,Chings,79.9,85.0,Chutney Powder,4.2,"Chutney Nahin, Rocket Hai, Rocket! Ching's Schezwan Chutney is the most versatile chutney ever! You can use it as a dip or a spread and even cook with it. On its own it becomes a spicy dip for snacks like fries, pakoras and bhajiya or starters like spring rolls. Spread it on anything - from dosa and vada pav to paratha and pizza - to add some extra zing. Cook Schezwan dishes like fried rice, chowmein, tikkas or biriyani with a few scoops of this fiery Schezwani tadka. It can make any dish take off, that’s why it’s a rocket of Chutney!",79.9,79.9,5.999999999999994
1536,Frozen Vegetables - Green Peas,Snacks & Branded Foods,Frozen Veggies & Snacks,Farmland,180.0,240.0,Frozen Vegetables,4.4,"Frozen Green Peas with No added colours or preservatives; Individually Quick Frozen (IQF) and Trusted by ITC's own Chefs.
These frozen peas are perfect for any quick meal. One can make a variety of dishes from these frozen peas. Nutritional and healthy, best snacks time.",180.0,180.0,25.0
1537,Kitkat 7x2 Fingers Share Bag,Snacks & Branded Foods,Chocolates & Candies,Nestle ,79.2,100.0,Chocolates,4.3,"Share your favourite treats with your favourite people. This Share bag contains 7 individually wrapped KitKat 2 Finger packs. Just unwrap your KitKat, break off one of the fingers, snap into two and savour the delicious crispy treat. Have A Break, Have A Kitkat.",79.2,79.2,20.799999999999997
1549,Vinaigrette Dressing,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,109.0,109.0,Dips & Dressings,4.4,100% Pure & Vegetarian with extra blend of highly expensive herbs .99% fat free.,109.0,109.0,0.0
1560,Instant Soup - Hot N Sour Chicken,Snacks & Branded Foods,Ready To Cook & Eat,Keya,60.0,60.0,Soups,3.9,"Desperately looking for a healthy and filling meal? KEYA brings you a delectable Hot & Sour Chicken Soup mix that will change the face of your meal time. Low on calories & fat but full of flavour, this ready for a cuppa mix is made from real chicken broth, crunchy vegetables and juicy chicken bits along with our signature spices and seasonings. Just add a cup of hot water and get ready for a healthy, light & unbelievably delicious soup experience.",60.0,60.0,0.0
1578,Papad - Rice,Snacks & Branded Foods,Ready To Cook & Eat,Iyers ,55.0,55.0,"Papads, Ready To Fry",4.1,"Iyers Rice Papad is a very delicious Indian starter, which forever tops the menu for most of the gourmands. It sets in the mood for a delectable dinner or lunch. It is brittle, easy to munch, soft and hence makes it a nice snack to bite.",55.0,55.0,0.0
1584,Light Mayonnaise,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Madhur,90.0,90.0,Mayonnaise,3.0,"Madhur brings to you the silkiest texture of the vegetarian mayonnaise! Spread it on your sandwiches, burgers, or use it as a salad dressing- this mayonnaise will be a superhit at all your dinners! Don’t forget to use it as a dip for your hot French fries and crispy chips!",90.0,90.0,0.0
1616,Dairy Milk Silk - Hazelnut Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,80.0,80.0,Chocolates,4.2,"Deliciously crunchy, whole hazelnuts covered in smooth Cadbury Dairy Milk Silk, this offering is all about regaling in the richness and creaminess of the chocolate. Crack open a delicious block to release the sweet nutty crunch. Take a sweet break with the hazelnut chocolate bar.",80.0,80.0,0.0
1620,Choco Deck Chocolate - Fruit & Nut,Snacks & Branded Foods,Chocolates & Candies,Fabelle,59.5,70.0,Chocolates,4.4,"An ultimate guilty pleasure and worth every ounce of it, Fabelle Choco Deck – Fruit and Nut will leave you wanting for more. Inspired by layered desserts, this premium chocolate bar hides a multi-layered treat within its pack. Tear open the pack to reveal a unique 3-layered chocolate bar; a layer of soft choco crème with bits of fruit and nuts nestled between the 2 layers of rich milk chocolate. Bite into the chocolate and step into a magical realm where the sweetness of milk chocolate, the silkiness of choco crème and the crunchiness of fruit and nuts wreak havoc on your taste buds.
Handcrafted by the Master Chocolatiers from the House of ITC in India. Relax & unwind with a dessert-like experience in a chocolate bar. Gift your loved ones this beautifully packaged premium layered fruit & nut chocolate to make the occasion even more special.  Irrespective of the time, mood or occasion, this premium chocolate bar will always lift everyone’s spirits.",59.5,59.5,15.0
1630,Dip - Garlic Chilli Spread,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,99.0,99.0,Dips & Dressings,4.3,"A great dip with dimsums and spring rolls, as well as a superb spread that gives sandwiches and rolls the bite of garlic and a kick of chilli!",99.0,99.0,0.0
1632,Peanut Butter Bar,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,480.0,480.0,Granola & Cereal Bars,4.5,"PEANUTTY PLEASURE: Chunky & Crunchy peanuts topped off with a smooth buttery flavour, promising a great mouthfeel & a punch of energy. The crunch in every bite is no less than a sweet surprise without ANY ADDED SUGAR. NUTRITION AND LOT MORE: Enjoy the rewarding taste of RiteBite Peanut Butter Energy Bar which has the goodness of peanut butter that serves as a source of protein blended of dark chocolate that serves as a mood elevator and aids stress management. We also have Oats that delivers Fibre and quinoa provides sustained energy with Low GI. A product with clean and natural ingredients and no preservatives.   YOUR GO-TO SNACK: A pack full of goodness for all your sweet cravings. No more guilt for your midnight binge or when you have a craving for something sweet. This little pack can get you through all those tiring commutes or even those quick exercise sessions. We have got you covered. MADE IN INDIA: We are truly local & proudly vocal about it.",480.0,480.0,0.0
1633,"Nutrition Energy Bar - Fig, Flax & Pumpkin Seeds",Snacks & Branded Foods,Breakfast Cereals,GoodDiet,89.44,156.0,Granola & Cereal Bars,4.0,"Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contains natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.",89.44,89.44,42.66666666666667
1643,Bigger Kaccha Mangobite,Snacks & Branded Foods,Chocolates & Candies,Parle,50.0,50.0,"Toffee, Candy & Lollypop",4.6,"Experience the tanginess and natural taste of raw mango with the Parle kaccha mango bite candy, which we offer. Having a natural taste, these parle kaccha mango bites are properly, safely and hygienically packed. Candy with the perfect taste of raw-mango, giving you a nostalgic feel and helping you relive the good old days. Ideal for kids who are looking for something that can give the perfect taste of raw-mango. The tangy taste is supreme, giving you the taste-buds a tantalising feel. If you are looking for something that is similar to raw mango, then Parle kaccha mango bite her is for your rescue.
Benefits:

Raw mango flavoured candy.
Sugar can restore willpower.
Can be enjoyed by any age group.",50.0,50.0,0.0
1668,"Chocolate - Home Treats, 170.5 g",Snacks & Branded Foods,Chocolates & Candies,Cadbury Fuse,292.04,298.0,Chocolates,4.3,"A delicious fusion of crunchy peanuts, sweet caramel, and a creamy centre all coated in smooth Cadbury milk chocolate. A chocolaty feast that stimulates your taste buds and satisfies you. This home treats pack contains 11 units of Cadbury Fuse (15.5 grams each).",292.04,292.04,1.9999999999999931
1669,"Baked Granola with Rolled Oats, Almonds & Cranberries - No Added Sugar",Snacks & Branded Foods,Breakfast Cereals,True Elements,535.0,595.0,Oats & Porridge,3.7,"Granola, often considered as a breakfast food or a snack is a mixture consisting of rolled oats, nuts, seeds, honey or other sweeteners. Highly nutritious, this snack food can boost up your energy in a small serving as it is power-packed with the recommended daily requirement of nutrients and vitamins. True Elements Baked Granola is prepared with the goodness of 100% natural, whole-grain certified rolled oats. Mixed with the right amount of seeds, wheat flakes and dried berries along with raw honey, our granola is perfectly baked until it attains a crispy, toasted and golden-brown coloured desired texture to give you that feeling of a crunchy snack.",535.0,535.0,10.084033613445378
1688,Choco Cracker - Magical Crystal With Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,140.0,150.0,Chocolates,4.1,"Amul Choco Cracker is a unique combination of smooth milk chocolate and magical crystal-pops. With just a bite while sitting calm, the magic unravel in a series of satisfying pops that leaves for craving more.",140.0,140.0,6.666666666666667
1690,Bourbon Delight,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,60.0,60.0,Cream Biscuits & Wafers,3.6,McVities biscuits can be enjoyed as part of a healthy diet and lifestyle. It has 70% Whole meal & wheat goodness. It is good supply of fibre.,60.0,60.0,0.0
1704,Schezwan Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Bechef,120.0,150.0,Chilli & Soya Sauce,4.0,"Spicy Tangy Schezwan Chutney, popular across India is a distant cousin of Sichuan style spicy dipping and stir fry sauce. We at Bechef have brought to you a version of original Sichuan/Schezwan style dipping and stir fry sauce which you can use as a chutney, spread or as a cooking sauce.",120.0,120.0,20.0
