index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
125,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),"Foodgrains, Oil & Masala",Edible Oils & Ghee,Dhara ,183.0,185.0,"Sunflower, Rice Bran Oil",4.1,"Dhara refined rice bran oil is high in Vitamin E and mono-unsaturated fatty acids.
Food fried in this oil supposedly absorbs less oil ensuring lower calorie intake.
It has reasonably balanced fat composition (MUFA, PUFA and SFA) apart from the presence of Oryzanol.
Its ideally for cooking. Store in cool and dry place, away from direct sunlight.",183.0,183.0,1.0810810810810811
142,Organic Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Organic Staples,Akshayakalpa,280.0,280.0,"Organic Edible Oil, Ghee",4.2,"Akshayakalpa Ghee is delicious and enjoy it with all rice, pasta and vegetable dishes. It is rich in essential fatty acids and vitamins A, D, E and K. It is great for cooking, high heat stability and easy to digest.",280.0,280.0,0.0
143,Dates/Kharjura - Deseeded,"Foodgrains, Oil & Masala",Dry Fruits,Lion,66.0,66.0,Other Dry Fruits,4.1,"Dates provide several necessary nutrients such as fiber, calcium, sulfur, iron, amino acids, manganese, magnesium, copper, phosphorous, potassium, and fats to the body.
They can be simply digested in nature.
As against other forms, dates are excellent for providing energy to your body.
They assist to strengthen your immunity in a natural manner.
Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",66.0,66.0,0.0
145,Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Masalas & Spices,Aashirvaad,32.0,64.0,Powdered Spices,4.2,"Aashirvaad Turmeric Powder is well-known for its bright yellow color and used as a coloring agent Turmeric is used extensively in Indian dishes. Turmeric has also originated application in canned beverages, dairy products, baked products, yogurt, ice cream, and biscuits.",32.0,32.0,50.0
182,Jaggery/Bella Powder - Pesticide Free,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Safe Harvest,56.0,70.0,Sugar & Jaggery,3.9,"Safe Harvest Jaggery Powder is made in the traditional way from molasses from cane juice, which is slow cooked to deliver a rich, nutrient dense goodness all the way from Uttarakhand to you. With minimal processing and no bleaching, it is packed with beneficial vitamins and minerals like Iron, Calcium, Potassium and Zinc important for bone density, immunity boosting and reproductive health.  Available in versatile powdered form, it can be used in a wide variety of sweet preparations as a healthy substitute to white sugar.  Transfer to a clean airtight container after opening the packet to avoid lumps.  All Safe Harvest products are cultivated completely devoid of synthetic chemical pesticides.",56.0,56.0,20.0
183,Ready Masala - Kashmiri Meat,"Foodgrains, Oil & Masala",Masalas & Spices,Kohinoor,19.0,20.0,Blended Masalas,4.2,"This flavorful delicacy is the pride of Kashmir and one of the main dishes of the famous Kashmiri Wazwan, known for its heavenly taste and aromatic gravy, this dish is full of flavours and should not be missed by any meat lover. It won’t be untrue to say that if there’s a dish that tastes like heaven then this is it!",19.0,19.0,5.0
204,Fields Of Gold Organic Cumin - Whole,"Foodgrains, Oil & Masala",Organic Staples,PRISTINE,52.0,52.0,Organic Masalas & Spices,4.4,"Cumin seeds are also known as “Jeera” in Hindi is a spice obtained from the dried seed of the herb, Cuminum Cyminum. Cumin seeds impart an earthy, warming and aromatic character to the food. It can be incorporated in a variety of cuisines in combination with coriander seeds powder. It can be added in garam masala in a roasted form and it is 100% Organic. It is certified by USDA and Indian Organic certification body like Control Union.",52.0,52.0,0.0
218,Masala - Chicken,"Foodgrains, Oil & Masala",Masalas & Spices,Annapoorna,28.0,28.0,Blended Masalas,4.8,Annaporna Spices are the preserve for Connoisseurs of authentic and pure ground Flovours & Aromas.,28.0,28.0,0.0
224,Jeera Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,44.2,52.0,Powdered Spices,4.1,"Catch Jeera Powder is made using the advanced LTG technology that keeps its aroma and flavour intact. Jeera is well known for its digestive properties and is used in a variety of Indian Dishes. It’s undoubtedly an inseparable part of every Indian kitchen. Catch Jeera Powder is a basic Indian spice used extensively in all the Indian cuisines. The main use of this Indian masala is to add aroma, colour and flavours to vegetables, gravies, curries and meat dishes. Catch Jeera Powder is made from the best premium sortex quality cumin seeds sourced from Unjha, Gujrat & Jodhpur, Rajasthan.",44.2,44.2,14.999999999999995
259,Organic - Triphala Powder,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,94.05,99.0,Organic Masalas & Spices,4.2,"Helps in digestion, improves blood circulation, helps in weight loss, regulates blodd pressure.",94.05,94.05,5.000000000000003
266,Masala - Kitchen,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,29.7,33.0,Blended Masalas,5.0,"Kitchen King Masala is a perfect multi-utility blend to add taste and colour to of your gravy dishes in a very tasty. The masala Works magic even when used in Paneer Butter Masala Egg-Curry, Veg. Kofta and manyMore",29.7,29.7,10.000000000000002
267,Mustard/Sasive/Rai - Big,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,30.0,50.0,Whole Spices,4.2,"Mustards are an integral part of the kitchen spices. Used mainly for seasoning in any Indian dish. Releases a wonderful aroma making the dish taste perfect and making it look complete. Be it chutneys or dhoklas or curries, mustard seeds are a must. You can add this mustard to any Indian curry to enhance its taste. Use it with other spices as part of your spice-mix or make a paste for everyday use.",30.0,30.0,40.0
282,Toor/Arhar Dal,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,128.0,160.0,"Toor, Channa & Moong Dal",4.0,"Toor Dal is not only delicious but also has nutritional value. It contains a good amount of fiber. Toor dal is an excellent source of nutrients and plant protein, and it also contains dietary fiber. In essence, legumes are nutritional though they represent a low-fat and low-cholesterol alternative. Legumes such as toor dal provide essential nutrients, fiber and protein for vegetarians. Toor dal rich in protein, vitamins and iron is often served with rich spices over rice and Rotis.",128.0,128.0,20.0
288,Fields Of Gold Organic Foxtail Millet,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,90.0,90.0,Cereals & Millets,4.5,"Foxtail Millet is traditionally grown food and a storehouse of nutrition – their resilience makes them organic by nature. This is one of the healthiest food options. Rich in high nutritious value, it is good for health.",90.0,90.0,0.0
302,Charminar Basmati Rice/Basmati Akki - Select,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,399.0,569.0,Basmati Rice,3.9,"Charminar Select Basmati Rice is a tribute to the rich flavours of Nizami cuisine. Its long and delicate grains are processed with the expertise to preserve their distinct aroma and exceptional flavour ensuring that every dish you cook has the touch of royalty. So, go ahead and make something that will be remembered forever.",399.0,399.0,29.876977152899826
313,Masala - Punjabi Chhole,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,28.05,33.0,Blended Masalas,4.3,"Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",28.05,28.05,14.999999999999996
359,Fenugreek/Methi/Menthya,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,18.4,30.0,Whole Spices,4.1,"Fenugreek is primarily used as a culinary spice. It brings you the finest selection of methi seeds, which are non for their immense health benefits. These seeds are bitter in taste but lose their bitterness when roasted a little. It is loaded with health benefits, the methi seeds are hygienically packed to ensure they retain their natural goodness and aroma. These seeds can also be used in pureed form for hair growth. It also enhances many liver and heart functions and purifies the blood.",18.4,18.4,38.66666666666667
363,Organic Coriander Powder,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,48.0,48.0,Organic Masalas & Spices,4.1,"One of the most useful essential oil-bearing, as well as a medicinal plant, is Coriandrum sativum L. Coriander powder/ Kothamalli powder/ Kothamailli podi/ Kothamalli thool/ Kottamalli vitai/Methi powder is good for digestion. 24 Mantra Organic Coriander Powder/ Kothamalli powder/ Kothamailli podi/ Kothamalli thool/ Kottamalli vitai/Methi powder is made from unadulterated, organic coriander seeds. The seeds are cleaned and ground into powder.",48.0,48.0,0.0
378,Kodo Millet Rice - Pesticide Free,"Foodgrains, Oil & Masala",Dals & Pulses,Safe Harvest,84.15,85.0,Cereals & Millets,4.1,"Safe harvest Kodo Millet Rice is procured from small and marginal farmer producer collectives from South Tamil Nadu. It has been carefully grown to ensure that you get safe food without synthetic pesticides and without using genetically modified seeds. All products of Safe harvest are tested in FSSAI accredited laboratories for the presence of 149 pesticides and a Minimum Residual Level report is obtained. Also, our millet rice is parboiled and unpolished that helps in retaining the essential nutrients. They are easily digestible, highly nutritious, and gluten-free and has a lesser percentage of glucose when compared to rice and thus lowers the risk of diabetes. Kodo millet has 8. 3% protein and 65. 2% carbohydrate when compared to paddy rice that has only 6. 8% protein but 78. 2% carbohydrates. Eating millets is a step towards sustainable cropping practices as millet is not a water-intensive crop like rice or wheat. Kodo millet rice is rich in phytates and thereby helps reduce the risk of cancer. Recommended for making such as Biriyani, Kheer.",84.15,84.15,0.9999999999999932
396,Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,432.0,540.0,Ghee & Vanaspati,3.4,"The Original Himalayan Cow ghee is made from the milk of purebred and non-hybrid free-range Himalayan cows that graze exclusively on the mineral-rich Himalayan grass, herbs, and medicinal plants. Our ghee is 100% genuine and is ethically and sustainably sourced. It is also free from preservatives, colours, and chemicals. It possesses a granular texture with an authentic aroma and flavour.",432.0,432.0,20.0
397,"Organic - Black Cardamom Ealachi, Whole","Foodgrains, Oil & Masala",Organic Staples,bb Royal,44.0,47.0,Organic Masalas & Spices,4.0,Black Cardamom Whole by BB Royal Organic is organically cultivated for purity and come filled with brightness and health.,44.0,44.0,6.382978723404255
421,"Organic, Fennel /Saunf/Sompu Powder","Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,23.0,25.0,Organic Masalas & Spices,4.1,Organic Saunf is hygienically processed fragrant spice which is also known as one of the key ingredients of Chinese 5 spice powder. This is quite frequently used in many Indian recipes.,23.0,23.0,8.0
429,Basmati Rice/Basmati Akki - Rozana Super 90,"Foodgrains, Oil & Masala",Rice & Rice Products,Daawat ,340.0,390.0,Basmati Rice,3.9,"Daawat Rozana Super 90 is the finest Basmati Rice in the mid-price affordable segment. It is specially processed for daily cooking across a multitude of regular dishes, a perfect fit for every day consumption. Rozana Super 90 promises a sweet taste and rich aroma as each grain is naturally aged.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/",340.0,340.0,12.82051282051282
432,Salem Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,24.75,33.0,Powdered Spices,4.4,"As vibrant as its colour are the bountiful gifts of Turmeric. Known for its excellent anti-inflammatory & antioxidant properties, Turmeric powder is an essential component of almost all savoury Indian preparations. Orika sources superior quality turmeric from Salem, known for its high curcumin content. We go the extra mile to keep the curcumin intact with our meticulous processing methods. A pinch of this Turmeric powder unleashes bright yellow hues along with subtle & complex flavours.",24.75,24.75,25.0
455,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg","Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,575.0,745.0,Basmati Rice,4.1,"Basmati Rice Mini Mogra, Broken/Tukda:  bb Royal Mini Mogra Basmati rice leaves a lasting impression because of its flavour and fluffy texture. 1401 and 1121 variety of raw rice ensures great quality and taste. Sourced from the Basmati-rice-bowl states of Punjab, Haryana and Uttarakhand, this rice is processed in GMP plants using Swiss technology to ensure superior quality and high nutritional value. With its small size, this rice is best suitable for daily dishes like dal chawal, khichdi and kheer.Wheat Flour (Chakki Atta): Atta is made from the choicest grains - heavy on the palm, golden amber in colour and hard in a bite. It is carefully ground using modern chakki grinding process for the perfect balance of colour, taste and nutrition which also ensures that BB Royal atta contains 0% Maida. The dough made from BB Royal Atta absorbs more water, hence rotis remain softer for longer.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/",575.0,575.0,22.818791946308725
457,Organic - Kalonji,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,47.5,50.0,Organic Masalas & Spices,4.2,"Reduces joint pain, controls blood pressure, keeps check on diabeties.",47.5,47.5,5.0
460,Red Poha,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,80.0,80.0,"Organic Rice, Other Rice",4.0,Turn Organic Red poha is made from flattened Organic red rice. Red rice is easily digestible and is perfect for a morning or evening snacks.,80.0,80.0,0.0
468,Organic Wheat Dalia,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,52.25,55.0,Organic Flours,4.1,"Organic Tattvas Wheat Dalia is not just high in fiber but also free from any additional coloring or chemical enameling, making it the best fiber source for diabetics and the fitness conscious.",52.25,52.25,5.0
476,Masala - Birayani Pulao,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,80.0,80.0,Blended Masalas,4.2,Mdh Briyani Masala Is An Aromatic Mix Of Spices. It Made Up Of Quality Of Ingredients. It Can Be Used To Make Exotic Briyani.,80.0,80.0,0.0
487,Organic - Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,32.0,40.0,Organic Masalas & Spices,4.7,"Turn Organic brought to you its Premium, fresh and healthy Organic Turmeric Powder with no added pesticides and fertilizers. Popularly known as Haldi, commonly used as a spice in Indian cuisine and even curries, for dyeing, and to impart color to mustard condiments.",32.0,32.0,20.0
492,Rice Bran Oil,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Fortune ,173.0,215.0,"Sunflower, Rice Bran Oil",4.1,"Fortune Rice Bran Health Oil is physically refined oil, it contains Gamma Oryzanol, that reduces cholesterol, keeps heart healthy.
Vitamin E helps in maintaining the balance of the nervous system, natural antioxidants.
Best suitable for health conscious people.",173.0,173.0,19.53488372093023
494,Coriander Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Patanjali,24.0,24.0,Powdered Spices,4.2,"Patanjali Coriander Powder is the powder obtained by grinding clean, sound, dried mature fruits of Coriandrum Sativum. Add it to bring the aromatic taste of coriander to your food.",24.0,24.0,0.0
516,Amritsari Chhole Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,40.95,63.0,Blended Masalas,4.1,"Keya Khada Masala blends are whole spice mixes, hand-picked in the right proportion by expert chefs, gently blended and coarse ground to unlock its taste and aroma only while cooking. The magic of aroma-locked Amritsari Chhole Masala comes alive with flavourful bursts of real whole spices.",40.95,40.95,35.0
523,Asafoetida - Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Double Horse,90.25,95.0,Powdered Spices,4.3,"Energy: 328 K Cal, Protein 4.0G, Carbohydrates 75.8G, Fat 1.1G, Saturated Fat: 0.75G, Poly Unsaturated Fatty Acid 1.0G, Monounsaturated Fatty Acid 1.2G, Cholesterol 0.0G, Vitamin 0.006G, Minerals 0.73G.",90.25,90.25,5.0
527,Masala - Pav Bhaji,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,66.0,66.0,Blended Masalas,4.1,"Eastern Pav Bhaji Masala endeavours to offer the consumer and familiarity of authentic, home-made food at a reasonable price. This is 100% natural and has zero preservatives. The Pav bhaji masala is a combine of spices such as chilli, pepper, coriander seeds, dry mango powder etc. that make the flavor of the bhaji all the more stimulating. By adding this combine in your Pavbhaji, you will get the real tang of Mumbai Pavbhaji.",66.0,66.0,0.0
544,Tawa Pav Bhaji Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,39.6,66.0,Blended Masalas,4.0,"Keya Tawa Pav Bhaji Masala is an exotic blend made from the choicest of ingredients, that are hand-picked in the right proportion, gently blended and coarse ground to unlock taste and aroma only while cooking.
Prepared by expert chefs, the magic of aroma-locked Tawa Pav Bhaji Masala comes alive with great taste and flavour.",39.6,39.6,40.0
587,Masala - Vegetable,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,43.7,46.0,Blended Masalas,4.1,"Eastern Vegetable Masala is a great blend of excellence spices and condiments to make savory, nourishing vegetable curries. It takes the reliable Indian flavor right to your kitchen. It is 100% vegetarian and has dietary fibre which assists digestion and satisfies hunger.",43.7,43.7,4.999999999999994
596,Organic Brown Sugar/Sakkare,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,77.0,77.0,"Organic Sugar, Jaggery",4.1,"MeraKisan Organic Brown Sugar is a sucrose sugar product with a distinctive brown colour due to the presence of molasses. Because of its molasses content, MeraKisan Organic Brown Sugar does contain certain minerals, most notably calcium, potassium, iron and magnesium. Make it a healthy replacement for your regular sugar for a better living.",77.0,77.0,0.0
633,Organic Kala Chana,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,64.0,85.0,Organic Dals & Pulses,4.0,"Kala Chana or black Gram is well-known for its high iron content which makes it a favorable food for menstruating, lactating or pregnant women and growing children. So we make sure our produce is grown in conditions that keep high quantities of iron and completely no addition colors.",64.0,64.0,24.705882352941178
639,Mint Seasoning,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,59.25,79.0,Herbs & Seasoning,3.1,"Unlike any other mint seasoning you may have ever tried, Orika takes the ever fragrant, ever-refreshing mint to a whole new level of culinary delight. An arousing mix of freeze-dried mint, herbs and spices this seasoning is the go-to solution to produce a variety of Indian as well as middle eastern recipes. It also serves as an enchanting add-on to any dips served with crunchy munchies.",59.25,59.25,25.0
653,Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,604.0,1000.0,Other Dry Fruits,4.0,"Whole kaju for cashew from the house of bb Popular are absolutely delicious and crunchy; this popular snack is loaded with nutritional values. It is said that a handful of cashews or kaju can be really good for your health as it has sufficient amounts of phosphorus, manganese, copper and magnesium. Cashews, unlike other oily tree nuts, contain starch which comprises 10% of their weight. This actually helps them to be more effective in dishes like milk-based desserts, stews and soups.
 Indian Raisins has mouth-watering taste, high dietary value and freshness. These raisins are used in cuisines and pleasant dishes all over the globe. It is wealthy in calcium and phosphorus that assists to fight against different diseases.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",604.0,604.0,39.6
654,Tahini,"Foodgrains, Oil & Masala",Masalas & Spices,Bechef,260.0,325.0,Cooking Pastes,3.3,Bechef Tahini is ultra smooth paste of toasted unsalted Sesame seeds. This middle eastern delicacy is used as an ingredient in number of Lebanese and Egyptian dishes. Bechef ensures best quality by using.,260.0,260.0,20.0
679,Organic - Sambar Powder,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,57.0,60.0,Organic Masalas & Spices,4.0,"Organic Tattva Sambhar Powder is made from farm packed organic spices. It does not contain any chemicals or GMO. It is a chemical free vegetarian product. The Organic Tattva team works with accredited organic farmers who do not use fertilizers, pesticides and genetically modified seeds, so that their consumers can enjoy the benefits of nature and relish nutritious, healthy, pure and chemical-free food, which is an important factor contributing to overall well being. Certified by Control Union in compliance with United States Standards for Organic NOP, Indian Standards NPOP; the certificate is approved by APEDA, Ministry of Agriculture, Government of India.",57.0,57.0,5.0
697,Channa Masala,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,21.0,35.0,Powdered Spices,4.1,"Our range of fresh and aromatic whole spices are carefully handpicked by our experts. They are cleaned, powdered and packed at our hygienic facilities. Our chana masala is a fine blend of dried mangoes that is sure to add that desi flavour to your dish. Enjoy nature's finest selection of powdered spices.",21.0,21.0,40.0
707,Organic - Green Peas/Ona Batani,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,135.0,199.0,Organic Dals & Pulses,3.9,"Green Peas are small, round and green, and are generally harvested in the early summer. It gives delicious taste, as a fresh Green Peas. These are low in calories and contain negligible amounts of sodium, fat and cholesterol. Vitamins A, C, K and B6 are present in plenty.",135.0,135.0,32.1608040201005
714,Organic Sona Masoori White Rice/Akki,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,619.0,875.0,"Organic Rice, Other Rice",4.1,"Sona Masoori is a variety of medium grain, typically used to make fluffy plain rice, sweet Pongal, biryani, idlis and fried rice. Packed with natural minerals, it is nutritious and beneficial to one’s health. This variant is procured from paddy that has been aged for a duration of 12 months. Cook, your favourite dishes with this tasty rice which has been processed with expertise. It is lightweight and sweet-smelling and measured to be of the finest quality. It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state.",619.0,619.0,29.25714285714286
729,Green Moong//Hesaru Kaalu - Split,"Foodgrains, Oil & Masala",Dals & Pulses,Super Saver,130.0,160.0,"Toor, Channa & Moong Dal",4.2,"Moong beans are a well-liked food among vegetarians since it includes a lot of proteins and fiber. It is one of the easiest dals to digest and for this reason it is frequently given to people recovering from an illness, specially a stomach upset. It contains antioxidants which is extremely healthy for the good functioning of the human body. It is an excellent balanced diet and could be included in our daily.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/",130.0,130.0,18.75
731,"Organic Red Gram/Tur Dal - Split, Skinned","Foodgrains, Oil & Masala",Dals & Pulses,Earthon,135.0,135.0,Urad & Other Dals,4.0,"pigeon peas. This traditional Indian dish is often served with rich spices over rice, and is a staple in many Indian restaurants and households. Toor dal is a member of the legume family, and this meal is not only delicious, it also has a number of health benefits.",135.0,135.0,0.0
738,Select - Chhole Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Valley Spice,75.0,75.0,Powdered Spices,4.5,"Valley Spice Chhole Masala is made with Pure & Authentic ingredients.
It is a perfect blend of all the spices which are dried or roasted and coarse ground to keep the flavours of the spice intact.
So spice your dishes up with Chhole Masala and experience the joy of feeding the taste so delicious no one will ever forget.",75.0,75.0,0.0
742,Chilli Powder/Menasina Pudi,"Foodgrains, Oil & Masala",Masalas & Spices,Iyengar Spices & Food Specialists ,60.0,60.0,Powdered Spices,3.7,"Traditional Spice Mix (not curry powder) Chili powder blends are composed chiefly of chilli peppers and blended with other spices including cumin, onion, garlic powder, and sometimes salt. The chilis are most commonly red chilli peppers; ""hot"" varieties usually also include cayenne pepper.",60.0,60.0,0.0
743,Madras Sambar Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,38.0,40.0,Blended Masalas,4.3,"Savour piping hot sambar sprinkled with the goodness of vegetables & spices that are extravagantly good. Sambar is a south Indian soupy dish made with lentils, mixed vegetables, tamarind, herbs, spices & a special spice powder known as sambar powder.",38.0,38.0,5.0
