index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,brand_premium_index,price_retention
16752,Skin Brightening Face Sheet Mask,Beauty & Hygiene,Skin Care,Organic Harvest,99.0,99.0,Face Care,4.2,This Skin Brightening Face Sheet Mask soothing with rose extract the mask is our blend of cleansing and repairing benefits for even the most delicate skin letting your skin clear and stay petal-soft.,99.0,99.0,0.0,481.1122222222222,1.0
16759,Daily Styling Aqua Hair Gel - Triple Protein Complex,Beauty & Hygiene,Men's Grooming,Set Wet,60.0,75.0,Hair Care & Styling,3.0,"You’d feel a spring in your step if you could get compliments from your friends, wouldn’t you? But you often wonder how do you do that? How do you get that little boost? Hairstyling is one of the things that could do the magic. If only there was a hair styling gel that you could use every day. Well, there is one now - New Set Wet Aqua Gel! It’s a first-of-its-kind hair styling gel for men infused with the Triple Protein Complex (Hydrolysed Protein Complex of Rice, Soy & Oat) for daily use. Its ultralight formula makes it a unique styling gel as it keeps your hair set and makes it so soft that you can glide your fingers through your hair. Also, you need not worry about your hair weighing down as this hair gel for men gives your hair a soft and set style keeping it nice and flexible. When it comes to styling gels for men, the New Set Wet Aqua Gel certainly gives you the look without making it look stiff. So style your hair with the New Set Wet Aqua Gel and get a soft and set hairstyle every day!",60.0,60.0,20.0,154.22945454545453,0.8
16796,Super Shine Medium Bristle Toothbrush,Beauty & Hygiene,Oral Care,Colgate,20.0,20.0,Toothbrush,3.9,"Colgate Super Shine Toothbrush works to make your teeth look shiny and healthy. It comes with circular power bristles, which help remove tooth stains. Its soft bristles ensure gentle cleaning on the teeth and around the gums. The new Colgate Super Shine Toothbrush also comes with a sparkly handle that offers a comfortable grip for an enhanced brushing experience in every use. Use Colgate Super Shine with your regular toothpaste for a shiny, bright and confident smile every day!",20.0,20.0,0.0,151.35196261682242,1.0
16856,Milk Delights Face Wash With Rose For Sensitive Skin,Beauty & Hygiene,Skin Care,Nivea,131.25,175.0,Face Care,4.2,"Presenting New Nivea Milk Delights Face Wash which has the goodness of milk proteins and caring rosewater. Formulated specifically for the sensitive skin type, it gives you healthy-looking skin. 
It cleans the face from within making it healthy and dirt-free.",131.25,131.25,25.0,211.1883908045977,0.75
16867,Deodorant Spray - Gorgeous,Beauty & Hygiene,Fragrances & Deos,Confetti London,42.0,42.0,Men's Deodorants,3.9,"Confetti provides Carefully Selected fragrance for the modern day girl  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",42.0,42.0,0.0,306.0,1.0
16916,Herbal Vanilla Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.5,Vanilla soap softens the skin texture and provides complete nourishment and moisture to the skin.Benefits:The aroma is very pleasing and calmingIt helps in repairing skin tissue thus leads to skin glow and charmThe antibacterial properties of Vanilla Soap make it beneficial for the skin to stay healthy and soft,70.0,70.0,0.0,170.55113636363637,1.0
16926,Instant Hand Sanitizer,Beauty & Hygiene,Bath & Hand Wash,Tri-Activ,50.0,50.0,Hand Wash & Sanitizers,5.0,"Tri-Activ Instant Hand Sanitizer is a disinfectant hand sanitizer gel that kills 99.9% of illness-causing germs instantly, leaving hands clean and bacteria-free. It provides triple protection against bacteria and germs.",50.0,50.0,0.0,87.5,1.0
16934,Face Wash - Glow & Exfoliating,Beauty & Hygiene,Skin Care,Iba,84.0,120.0,Face Care,4.5,"Iba Face Glow Exfoliating Wash with Fruits of Heaven and Innovative Brighta Pearls containing Vitamin E gently polishes away dead skin cells, dirt, impurities and excess oil reveal bright and glowing skin without disturbing its natural moisture balance.",84.0,84.0,30.0,112.39999999999999,0.7
16966,Tampons Easy Twist - Super Plus,Beauty & Hygiene,Feminine Hygiene,Bella,94.0,99.0,Tampons & Menstrual Cups,4.2,"Bella Tampo Super Plus Tampons are an alternative choice for sanitary napkins. They are a perfect solution for active, modern, sporty girls. Super Plus size is recommended for very heavy bleeding. These are imported from Europe. They have a soft non-woven top layer for fast absorption with 8 special channels and additional absorption on the top of a tampo enable effective liquid distribution. It has a secure string fixing with a special bond at the end to assure easy and safe tampon removal.It is dermatologically tested and is safe for health. It is recommended to use with panty liners for additional protection. Tampons ensure the feeling of comfort and security during periods, even when practising sport, swimming. Tampons provide discretion even when wearing tiny clothes.",94.0,94.0,5.05050505050505,160.36363636363637,0.9494949494949495
16971,Real Nature Bamboo Face Mask,Beauty & Hygiene,Skin Care,The Face Shop,100.0,100.0,Face Care,4.4,"Get younger looking skin and an even complexion with the Bamboo Real Nature Face Mask. The hydrating and purifying properties make it perfect for fighting the first signs of ageing. So, ladies, this is a mask we absolutely swear by.",100.0,100.0,0.0,833.1990909090908,1.0
16973,Hareetaki Tablets,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,110.0,110.0,Ayurveda,4.0,"Haritaki is ayurvedic herbal supplement also known as Kayastha, which means that which protects the digestive fire. Haritaki has laxative, rejuvenative, purgative and astringent properties. It is effective for gastrointestinal ailments, tumours, ascites, piles, worms and colitis. It is helpful in urethral discharges like spermatorrhea and vaginal discharges like leucorrhea. The tablets Haritaki improves digestion promotes the absorption of nutrients and regulates colon function.",110.0,110.0,0.0,149.6875,1.0
16974,Tussnil Syrup,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,110.0,110.0,Ayurveda,4.0,"Tussnil Syrup is an ayurvedic proprietary medicine for cough, Bronchitis, and allergy. The unique formulation is clinically proven to provide quick relief against acute cough, throat irritations and allergic symptoms. It facilitates easy expectoration by reducing inflammation of the respiratory tract. Free from alcohol and narcotics, it does not cause drowsiness and avoids drug dependence.",110.0,110.0,0.0,270.7352941176471,1.0
16979,Sandalwood Ultra Facial Sheet Mask,Beauty & Hygiene,Skin Care,Mirabelle,83.85,129.0,Face Care,4.0,"Mirabelle Sandalwood ultra facial sheet mask has a natural and ayurvedic property that keeps away from skin problems like breakouts, pimples and dark spots. Gives you extra glow and makes it soft and silky. Suitable for both women and men",83.85,83.85,35.0,161.1932,0.6499999999999999
16982,Slim Soft Toothbrush,Beauty & Hygiene,Oral Care,Colgate,67.5,75.0,Toothbrush,3.0,"Colgate Slim Soft Toothbrush, with 17x slimmer tip bristles vs ordinary end rounded bristles, provides deep yet gentle mouth clean. The slimmer bristle tips help clean in-between teeth and along the gumline. It sweeps away food and plague, giving you a cleaner mouthfeel with every brush. The toothbrush also comes with a slim rubber grip handle to offer comfortable brushing. Try Colgate SlimSoft toothbrush and experience deep cleaning along the gum line and narrow gaps between teeth, so you wear a confident smile every day!",67.5,67.5,10.0,151.35196261682242,0.9
16986,Hair Styling Gel - Soft Hold,Beauty & Hygiene,Men's Grooming,Park avenue,76.5,85.0,Hair Care & Styling,3.7,Park Avenue Styling Gel allows you to create a free-flowing hairstyle which can be restyled during the day. It is alcohol-free and is made with Pro-Vitamin B5 for superior moisture retention to protect your hair.,76.5,76.5,10.0,209.0790625,0.9
16997,"Rich Creme Hair Colour - Shade 3 Black Brown, Single Use",Beauty & Hygiene,Hair Care,Godrej Expert,27.3,30.0,Hair Color,4.3,"Godrej Expert Rich Creme Hair Colour now in a new single-use pack. Colour your hair & do root touch-ups - right in the comfort of your home. It's so convenient that all you have to do is mix and apply. The No-Ammonia formula keeps hair damage-free. Enriched with Aloe Vera & Milk Protein that keeps your hair unbelievably soft and shiny. Getting beautiful coloured hair just got simpler!
Also available in 4 other variants: Natural Black, Natural Brown, Burgundy and Dark Brown.",27.3,27.3,8.999999999999998,58.6888888888889,0.91
17013,Glow D-Tan Cream,Beauty & Hygiene,Skin Care,Glamveda,79.2,99.0,Face Care,3.8,"Indulge your skin with this rich massage cream that cushions as it gently cleanses. With the richness of milk & kojic acid di palmitate. Skin is clarified, revealing your natural healthy-looking glow. Fresh, lightweight formula fights signs of fatigue and sun damage, with an invigorating fragrance.",79.2,79.2,20.0,222.94285714285712,0.8
17020,Aloe Cucumber Gel,Beauty & Hygiene,Skin Care,Green Leaf,108.0,120.0,Body Care,4.0,Green Leaf Aloe Cucumber Gel with naturally active Cucumber and Aloe Vera is known to be wonderful in soothing puffy and tired eyes. Cucumber is known to have skin lightening properties. Cucumber and Aloe Vera has a cooling effect on the skin. Aloe Vera is known to rejuvenate the skin and cucumber soothes minor skin break-outs. A blend of these two has a cooling and refreshing effect on the skin. Especially beneficial for oily skin. An Ayurvedic product with no known side-effects.,108.0,108.0,10.0,148.02857142857144,0.9
17053,Stress-Free Tablets - Relieve Stress Naturally,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,91.0,91.0,Ayurveda,4.0,"The Jiva stress-free tablet does just what the name suggests and aims at relieving symptoms of anxiety and stress. It is specially formulated to overcome the ill effects of stress while providing physical and mental health. This formulation of special herbs enables the body to reserve and sustain vital energy throughout the day while promoting sound, restful sleep at night. All the herbs are collected, finely sorted and then ground into powder, which is then made into small tablets. We have chosen quality ingredients from organic environs for you and sorted them to ensure unmatched efficiency. We employ processes that are primed to give you a balanced product without contamination or loss of potency.",91.0,91.0,0.0,133.2,1.0
17054,7 O Clock - Ready Ii Disposable Razor,Beauty & Hygiene,Men's Grooming,Gillette,15.68,16.0,Shaving Care,4.0,"The Gillette 7 O’Clock Ready II Razor gently glides over your skin. Its dual blades have been fashioned to glide across the face with less tug and pull, while leaving you with a clean, close shave.",15.68,15.68,2.0000000000000018,405.6764150943396,0.98
17085,Lip Bomb Cocoa Butter Balm,Beauty & Hygiene,Skin Care,Blue heaven,68.0,85.0,Lip Care,3.8,"Blue Heaven Lip Bomb - Heavenly Lip Balms Blue Heaven Lip Bomb comes with 80% natural ingredients and freshly plucked with Fruits Aroma (Natural Identical) It nourishes, moisturizes, protects and heals your chapped and dry lips. Enriched with Canola oil which gives protection of skin proteins and lipids against photo-oxidation and free radicals while Shea butter helps in moisturization and skin barrier recovery. 
Well Designed Container - Easy to handle and carry around, you can just prop this in the side-zipper of your handbag or your vanity kit for easy access. The lip balm can easily glide along your lips to give that smooth and moisture intense feel. It is packed with Shea Butter and Canola Oil, therefore keeping your lips moist and soft. The lip balm container comes in the form of a sphere which has a twist-off top for easy usage. Easy to handle and carry around.",68.0,68.0,20.0,102.4375,0.8
17101,Intimate Wet Wipes,Beauty & Hygiene,Feminine Hygiene,Bella,59.0,59.0,Intimate Wash & Care,4.1,"These wet wipes are perfect for wiping intimate areas and are a perfect replacement of intimate wash, when travelling or when there is no access to water. It is a convenient way of being hygienic all day. These are imported from Europe. They are perfectly refreshing, neutralize intimate smell and moisturise the skin. Neutral 5.5 pH maintains the natural protective barrier of the skin. These are parabens free, alcohol free. These are easy to carry in a handbag, they come in a comfortable clip closing to keep the wipes wet after opening.",59.0,59.0,0.0,160.36363636363637,1.0
17117,"Loofah/Sponge Scrubber/Body Bath  - Jute, Brown, BH-022 BRN",Beauty & Hygiene,Bath & Hand Wash,BB Home,109.0,120.0,Bathing Accessories,4.3,"Have a refreshing bath experience with this loofah cum scrubber which is in a hand glove shape. It the blood circulation of your skin and eliminates the dead skin cells. The loofah sponge is composed of fibres that exfoliate the skin, resulting in the smooth and glowing skin.",109.0,109.0,9.166666666666666,126.10106382978724,0.9083333333333333
17134,Hair Fruits Hair Dryness Control Conditioning Shampoo,Beauty & Hygiene,Hair Care,Joy,128.0,160.0,Shampoo & Conditioner,3.9,"Joy Hair Fruits Hair Dryness Control shampoo filled with the goodness of Lemon Fruit and Olive offers excellent conditioning to the driest of hair to provide a natural glossy look. It offers nourishment to hair follicles to keep hair thick, long and strong. Lemon deeply conditions brittle and rough hair to provide it with shine and suppleness. Makes hair gorgeous and smooth. Olive, rich in anti-oxidants and vitamins, rehabilitate scalp health and keep hair moisturized. Contribute in nourishing hair, strengthening it and promoting growth.",128.0,128.0,20.0,142.73857142857145,0.8
17135,"Zippy Extra Soft Toothbrush For Kids - Red, Ages 3+",Beauty & Hygiene,Oral Care,Dentoshine  ,40.0,40.0,Toothbrush,3.6,- Extra soft bristles for gentle & effective cleaning- Recommended for 3 years & above- Oval-shaped brush head for deeper reach,40.0,40.0,0.0,124.0909090909091,1.0
17159,Underarm Roll On Deodorant For Women - Aloe Vera,Beauty & Hygiene,Fragrances & Deos,Rexona,114.75,135.0,Women's Deodorants,4.3,"Did you know, sweat trapped in your underarms feeds bacteria to cause 90% of body odour? To stop body odour at its source, you need Rexona – the World’s No. 1 Deodorant! Rexona Underarm Roll-On acts on underarm sweat where bacteria thrive, to keep you smelling clean and protected from odour all day! It has sweat guard technology which prevents odour from sweat + bacteria. Get 10X Protection with the new Rexona Underarm Roll-On. Aloe Vera Underarm Odour Protection Roll-On is a light, fresh aloe scent with a calm and cooling feeling that leaves you clean and protected from odour for about 48 hours. An anti-per spirant with a clean, fresh scent to keep you feeling dry and confident all day long. Whether you’re scaling a mountain, running for the bus or train, presenting to your boss or going for your first job interview, you can be confident of the best protection. With 0% alcohol, it is safe on the skin and is dermatologist tested. So apply Rexona Underarm Roll-On after your bath every morning, and step out with Rexona confidence! Rexona – It Won’t Let You Down! 90% illustrative proportion. Body odour referring to underarm odour, as popularly perceived. Based on a clinical study vs. untreated underarm.",114.75,114.75,15.0,131.91666666666666,0.85
17168,Natural Face Cream Ayurvedic Care+,Beauty & Hygiene,Skin Care,Glow & Lovely,132.48,138.0,Face Care,4.4,"Get a natural glow instantly with NEW Fair & Lovely Ayurvedic Care+ Cream. Infused with 16 expert ayurvedic ingredients, Fair & Lovely Ayurvedic Care+ Cream gives you a natural glow everyday. The 16 expert ingredients are known to give the following benefits: 1. Ingredients like Manjistha, Kesar & Lotus helps clear marks and improve complexion.2. Lodhra, Khas & Neelotpal calms and soothes skin.Milk, Chandan & wheat germ oil clears uneven skin tone.Fair & Lovely Ayurvedic Care+ cream is not just a cream, it’s your ayurvedic glow expert that gives your skin a natural glow. Best effects obtained on regular usage. Suitable for all skin types but not advised for application on broken or inflamed skin. Just dot the cream over face & neck & massage in. Use twice daily for best glow results. Filled with rejuvenating & skin glow actives, it is a powerhouse of natural antioxidants that gives you a clear skin & illuminates the complexion. The natural agents calm and soothes your skin. Available in a 25 g, 50g and 80g packs, so you can use it at home as well as carry this cream for that natural glow anywhere. So get one right away and you'll always glow naturally.",132.48,132.48,4.000000000000008,107.49,0.96
17176,"Nishamlaki Tablet, 500mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,120.0,120.0,Ayurveda,4.0,"Nishamlaki is a combination of well well known herbs, Haridra and Amlaki. It is indicated for diabetes melitus.",120.0,120.0,0.0,127.6686046511628,1.0
17180,PROSTEEZ,Beauty & Hygiene,Health & Medicine,Charak,132.0,132.0,Ayurveda,4.0,"PROSTEEZ is aherbomineral formulation that relieves the symptoms of BPH (Benign Prostatic Hyperplasia). PROSTEEZ is a complete therapy for BPH as it eases the urine flow, relieves symptoms and prevents the growth of prostatic tissue. Additionally, it corrects any sexual dysfunctions. PROSTEEZ is completely safe and has no side effects as compared to blockers and reductase inhibitors.",132.0,132.0,0.0,157.11111111111111,1.0
17183,Manjista Tablets,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,120.0,120.0,Ayurveda,4.0,"Manjishtha helps overcome skin hyperpigmentation. The herb inhibits the function of the enzyme tyrosinase, which is responsible for melanin production. The detoxifying and potent antioxidant properties of Manjishtha lessen cell damage caused by free radicals.",120.0,120.0,0.0,149.6875,1.0
17186,Bathing Soap - Lavender & Milk Cream,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,84.0,84.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lavender and Milk Cream soap mesmerizing fragrance of Lavender and moisturizing milk cream combines with Natural Oils in this soap, to make your skin fresh and fragrant, and gentle to touch. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look.",84.0,84.0,0.0,120.00181818181818,1.0
17193,"Rush - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Men's Grooming,Cinthol,57.0,60.0,Men's Deodorants,4.4,"Cinthol Deostick is a deodorant like you have never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deo's and is gentle on your skin too. Use it after a shower to experience that awesome feeling all day long.",57.0,57.0,5.0,141.10918918918918,0.95
17209,Prickly Heat Powder - Cool Gulabjal,Beauty & Hygiene,Bath & Hand Wash,Nycil,40.0,40.0,Talcum Powder,4.3,"Nycil Cool Gulabjal’s unique Germ. Fighter Formula has the goodness of neem oil and menthol to provide relief from summer skin problems and to keep the skin refreshed. The powder is a specialist in providing 5 benefits: It absorbs sweat, fights body odour, calms rashes, soothes itching and prevents prickly heat. Nycil Cool Gulabjal’s unique Germ Fighter Formula protects you from prickly heat causing germs and soothes the skin, keeping it refreshed. Nycil Cool Gulabjal has the goodness of neem oil and menthol to combat skin problems. The powder effectively absorbs sweat and keeps skin dry, also solving problems of body odour, itching and rashes. For skin relief, sprinkle the prickly heat powder over affected areas, up to 2 times a day. It contains a germ fighter formula that helps fight microbes causing skin problems like rashes due to prickly heat. It is also available in Nycil Cool Gulabjal, Cool Chandan and Cool Herbal variants. Nycil has a heritage of 50 years and is a trusted talcum powder brand in India.",40.0,40.0,0.0,108.0,1.0
17226,Kids 0-2 Years Extra Soft Toothbrush,Beauty & Hygiene,Oral Care,Colgate,30.0,30.0,Toothbrush,4.1,"Colgate Kids Toothbrush, imprinted with amusing cartoon characters, is a fun way to encourage good oral care habits early on! This attractive toothbrush has extra soft bristles specially designed for children. It is ideal for kids between 0-2 years of age, who are learning to brush. Extra soft bristles ensure their delicate teeth are cleaned effectively and gently. Also, the small head makes it just right for their small mouth. The kid’s toothbrush features a well-rounded handle for easy handling and usage. Cleaning teeth couldn’t have been more fun! Children under 4 years old should not use toothbrushes without adult supervision.",30.0,30.0,0.0,151.35196261682242,1.0
17236,Kanakasavam,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,120.0,120.0,Ayurveda,4.0,"Kanakasavam is an Ayurveda formulation, widely used in the treatment of respiratory disorders. It helps relieve cough, breathing difficulties and Asthma and acts as an effective bronchodilator. Beneficial in chronic fever, Kanakasavam also helps arrest bleeding disorders and beneficial in relieving intercostal myalgia.",120.0,120.0,0.0,270.7352941176471,1.0
17253,Collagen Face Mask,Beauty & Hygiene,Skin Care,INATUR ,105.0,150.0,Face Care,3.3,"A new skincare solution from INATUR, this hydrogen face mask has been developed for the regeneration of dehydrated and tired-looking skin. It boosts the collagen level of the skin and helps diminish wrinkles, fine lines, and even age spots. It has been formulated to fit your facial contours perfectly. Upon contact with the skin, it provides an immediate cooling effect and releases the advanced formula directly into the skin as it reaches body temperature and facilitates the penetration of the active ingredients. Inatur Collagen Under Facial Mask uses our innovative 3D triple-corrective effect that works on the surface, depth and volume of wrinkles to substantially reduce them for healthy beautiful and youthful-looking skin.",105.0,105.0,30.0,400.67808219178085,0.7
17262,"Beauty Soap For Glowing Skin - Jasmine & Vitamin E, Offer",Beauty & Hygiene,Bath & Hand Wash,Lux,130.0,130.0,Bathing Bars & Soaps,4.3,"New LUX Jasmine & Vitamin E soap gives moonlit glowing skin. The Lux Jasmine & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of jasmine flower with its enchanting fragrance, and with Vitamin E known to moisturize and nourish skin, this bar leaves your skin soft, smooth, and glowing. This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with Jasmine flower extracts. New Lux with rich, creamy lather, washes away the dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for the whole family. Bathing soap which is good for both your face and body. A lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Jasmine & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of jasmine. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today.",130.0,130.0,0.0,78.27199999999999,1.0
17265,Original Hand Wash Liquid Pump,Beauty & Hygiene,Bath & Hand Wash,Dettol,79.0,79.0,Hand Wash & Sanitizers,4.2,"Dettol is one of the world's most trusted antiseptic protection brand which gives you 99. 99% protection against disease-causing bacteria and germs. Their liquid handwash protects you from 100 illness-causing germs. This multi-purpose liquid is ideal for personal and home hygiene. It provides expert protection against harmful bacteria with a unique sanitising formula and takes care of you and your family from harmful germs. It is also known to be safe for use on skin. Use Dettol Liquid Handwash to protect transference of germs from your hands. Dermatologically tested. Provides 10 times better protection vs ordinary handwash soaps. With original Dettol protection, helps keep hands hygienically clean and refreshed. Recommended by the Indian Medical Association.",79.0,79.0,0.0,289.96924242424245,1.0
17285,Soap Case - Avenue Nxt,Beauty & Hygiene,Bath & Hand Wash,Plasto World,95.0,95.0,Bathing Accessories,1.0,"OurÂ Soap DishÂ is made of plastic infused with Microban which inhibits the growth of odor- and stain-causing bacteria  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",95.0,95.0,0.0,93.75,1.0
17289,Balakalpam,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,130.0,130.0,Ayurveda,4.0,"Balakalpam is a pleasant tasting, complete herbal tonic for children, that contains herbs essential for improving immune health, digestion and overall growth. Musta (Cyperus rotundus), the prime ingredient, along with other herbs processed in Jaggery and Honey base, helps in building a strong firewall of immunity in infants and children. Balakalpam helps fight against most of the common illnesses such as fever and cold. improves appetite and promotes growth. It also provides relief from common infantile problems such as abdominal pain, colic spasm, regurgitation, constipation, fever, cold, worms and diarrhoea.",130.0,130.0,0.0,270.7352941176471,1.0
17292,"Ticket Perfume, Champion",Beauty & Hygiene,Fragrances & Deos,Axe,58.5,65.0,Men's Deodorants,4.4,"The Worlds Number #1 Male Deodorant AXE, introduces a revolutionary pocket-sized pack, Axe Ticket. This compact, No Gas Body Perfume will be your perfect partner whether its a long day at college, or a date at the movies or a rocking party at the most popular club in town. This attractive, sleek and portable pack will be the perfect accessory no matter what the occasion.
Just 3-4 sprays in the morning, keeps you feeling fresh for 12 hours. Simply spray AXE Ticket Perfume on your neck & chest after taking a shower and continue smelling great throughout the day. You can carry this portable body perfume wherever you go and spray it whenever you need just that extra boost of confidence, protecting you from body odour. Its long lasting fresh fragrance is wearable on any occasion - casual or formal, day or night. Get set to make an impression when it matters most.
A single Axe Ticket Perfume for men offers 250 sprays. so now you can smell great all day long. So, what are you waiting for? Grab your very own Axe Ticket Perfume. Explore the magic and let it take you places.",58.5,58.5,10.0,261.8313157894737,0.9
17347,Lip Therapy - Cherry,Beauty & Hygiene,Skin Care,Lotus Herbals,122.5,175.0,Lip Care,4.0,"Lotus Herbals Cherry Lip Therapy SPF 15 is the cherry flavour lip balm that imparts the moisturising benefits of kokum and shea butter with a sun protection factor of 15 and protects your lips from suns UVA and UVB radiations. It is completely safe for use with excellent skin softening properties. It is recommended to use twice daily and can be used under lipstick or standalone. Shea butter present in the lip balm restores skin suppleness and moisture and helps in making your lips soft, supple and smooth. It helps in repairing dry, chapped and cracked lips and make them look smoother and healthier.",122.5,122.5,30.0,318.92685185185184,0.7
17348,Orange Peel-Off Mask,Beauty & Hygiene,Skin Care,Everyuth Naturals,135.38,150.0,Face Care,4.4,"New Everyuth Naturals Advanced Orange Peel Off Mask is a home facial with a unique triple action formulation which has Orange Peel Extract and Nano Multi-vitamins. Its 3X Action peels away dirt, grime, and bacteria from within the skin pores to cleanse the skin. It stimulates blood circulation & oxygen supply to tighten the skin and moisturizes to restore the natural health and vitaminality of the skin. Hence your skin looks revitaminalised, radiant and youthful.",135.38,135.38,9.74666666666667,123.334,0.9025333333333333
17356,Wipeout Germ Killing Face Wash,Beauty & Hygiene,Skin Care,MyGlamm,95.2,119.0,Face Care,4.5,"Say hello to fresh, clear and soft skin! The WIPEOUT Germ Killing Face Wash by MyGlamm is an antimicrobial daily cleanser thatâ€™s enriched with tea tree oil, cucumber and aloe vera to gently cleanse your skin and remove impurities. It's also infused with germ-killing chlorhexidine blended with natural ingredients that protect, revitalise and nourish your skin.",95.2,95.2,20.0,128.2888888888889,0.8
17358,"Brahmi - Memory Enhancer, 500mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,90.0,90.0,Ayurveda,4.0,"Brahmi is effective in the treatment of Manasa vikaras. It enhances memory and can also be used effectively in the treatment of Shopha, Pandu,  Prameha and Jwara. It is a mental tonic i.e. nootropic and improves certain brain chemicals that are involved in thinking, learning and memory.Enhances cognitive abilities.Calms the mind and promotes clarity of thought.Helps in memory consolidation.Acts as a potent antioxidant neuro-protector.Helps in reducing unnatural age-related brain degeneration.Improves the speed of visual information processing, learning rate and memory consolidation.Also treats psychosis, epilepsy and anxiety.Relieves nervous irritation or agitation.Treats fever and is also used as a diuretic and aphrodisiac.",90.0,90.0,0.0,127.6686046511628,1.0
17365,Daily Nourish Styling Gel - Normal Hold,Beauty & Hygiene,Men's Grooming,Himalaya Men,58.5,90.0,Hair Care & Styling,3.0,"Himalaya Men Daily Nourish Styling Gel Gives your hair a healthy, glossy finish. Enriched with natural ingredients, this unique hairstyling gel brings a different flair to your hair while nourishing it. Try out new hairstyles every day with the goodness of time-tested herbs. We bring you the best in natural hairstyling with the alcohol, paraben, and phthalate-free formulation of our Daily Nourish Styling Gel. Style your hair while caring for it! Himalaya Men Daily Nourish Styling Gel is infused with the natural ingredients Almond and Bamboo to nourish your hair while, at the same time, providing hold for your unique hairstyle. Style your hair naturally with the weightless hold of the non-sticky and easy to spread Himalaya Men Daily Nourish Styling Gel and sport the perfect wet look.",58.5,58.5,35.0,96.81052631578947,0.65
17366,"Body Bath Dual Sided Hangable Loofah/Sponge/Scrubber - Cream, BB1423",Beauty & Hygiene,Bath & Hand Wash,Muyi,99.0,149.0,Bathing Accessories,4.3,"Improve your skin's blood circulation and eliminate the dead skin cells by using this cream loofah. The loofah is composed of slightly coarse fibres that exfoliate the skin, resulting in smooth and glowing skin.",99.0,99.0,33.557046979865774,99.0,0.6644295302013423
17428,Wet Wipes - Germ Protection On the Go,Beauty & Hygiene,Skin Care,Lifebuoy,112.5,150.0,Face Care,3.9,"Each day, when we step out of the house, for shopping groceries, commuting or while working out at the gym, our face & body are exposed to a host of germs. Using a handkerchief or a dry tissue might not necessarily the best solution as it does not protect you from infection-causing germs. The World’s number 1 selling germ protection soap brand (Unilever calculation based on Nielsen Volume Sales information for the total markets latest 12 months), Lifebuoy, brings to you its first-ever Lifebuoy Wet Wipes for Germ Protection on the go. These multipurpose wet wipes have an anti-germ formula that provides effective germ protection for your hands, face and body. Lifebuoy Wet Wipes contains Vitamin E and is skin pH balanced leaving your skin feeling soft & smooth. It is made from biodegradable fibre. Make Lifebuoy Wet Wipes your on-the-go companion, whether you are dining out with your friends, playing with your kids at a park, working out at a gym or travelling the world to keep yourself protected from germs. Keep Lifebuoy Wet Wipes with you always, to stay clean & wipe away those infection-causing germs in an easy convenient way. Anytime! Anywhere!",112.5,112.5,25.0,124.4304347826087,0.75
17438,Face & Beard Wash,Beauty & Hygiene,Men's Grooming,Himalaya Men,122.5,175.0,Moustache & Beard Care,4.3,"Sporting a beard needs special care. As facial hair grows, skin can get itchy and uncomfortable. The beard and the skin underneath require extra attention and care. Discover a well-groomed and clean beard with Himalaya Men Face and Beard Wash designed specifically to care for your facial skin and hair.Gentle on the skin and effective enough to work on a rough, coarse beard, the face wash is enriched with natural ingredients that provide deep cleansing, clear skin, and a soft beard.",122.5,122.5,30.0,96.81052631578947,0.7
