customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name
C06054,14,7,6584.430000000001,3,2,2,322,1,Standard (MMM)
C06055,21,7,3866.0,2,2,1,221,1,Standard (MMM)
C06056,3,11,5888.7,5,4,2,542,1,Standard (MMM)
C06057,16,11,14194.6,3,4,5,345,2,Standard (MHH)
C06058,51,5,3097.0,1,1,1,111,1,Standard (MMM)
C06059,4,5,4723.6,5,1,2,512,1,Standard (MMM)
C06060,9,18,13262.43,4,5,4,454,2,Standard (MHH)
C06061,10,19,17946.060000000005,4,5,5,455,2,Standard (MHH)
C06062,19,12,15350.410000000003,3,4,5,345,2,Standard (MHH)
C06063,8,15,13346.5,4,5,4,454,2,Standard (MHH)
C06064,23,6,4411.08,2,1,2,212,1,Standard (MMM)
C06065,13,4,4072.0,3,1,1,311,1,Standard (MMM)
C06066,5,16,18485.7,5,5,5,555,2,Standard (MHH)
C06067,2,15,7618.599999999999,5,5,3,553,2,Standard (MHH)
C06068,10,10,8607.68,4,3,3,433,1,Standard (MMM)
C06069,3,10,16408.940000000002,5,3,5,535,2,Standard (MHH)
C06070,20,14,14195.0,3,4,5,345,2,Standard (MHH)
C06071,7,15,15277.25,4,5,5,455,2,Standard (MHH)
C06072,10,19,17474.670000000002,4,5,5,455,2,Standard (MHH)
C06073,6,10,25060.23000000001,5,3,5,535,2,Standard (MHH)
C06074,17,14,12618.5,3,4,4,344,2,Standard (MHH)
C06075,3,14,16405.75,5,4,5,545,2,Standard (MHH)
C06076,10,14,19908.0,4,4,5,445,2,Standard (MHH)
C06077,13,8,6182.76,3,2,2,322,1,Standard (MMM)
C06078,61,10,8376.670000000002,1,3,3,133,1,Standard (MMM)
C06079,21,16,23164.94,2,5,5,255,2,Standard (MHH)
C06080,17,14,11886.2,3,4,4,344,2,Standard (MHH)
C06081,82,2,850.0,1,1,1,111,0,Hibernating
C06082,34,11,14125.410000000003,2,4,5,245,2,Standard (MHH)
C06083,6,12,10753.0,5,4,4,544,2,Standard (MHH)
C06084,24,10,9110.0,2,3,3,233,1,Standard (MMM)
C06085,5,10,14720.6,5,3,5,535,2,Standard (MHH)
C06086,6,4,2676.0,5,1,1,511,1,Standard (MMM)
C06087,13,17,13552.25,3,5,4,354,2,Standard (MHH)
C06088,12,14,15228.5,4,4,5,445,2,Standard (MHH)
C06089,7,19,17043.35,4,5,5,455,2,Standard (MHH)
C06090,23,6,4891.3,2,1,2,212,1,Standard (MMM)
C06091,21,8,4387.1,2,2,1,221,1,Standard (MMM)
C06092,3,13,8647.0,5,4,3,543,2,Standard (MHH)
C06093,3,15,35760.44,5,5,5,555,2,Standard (MHH)
C06094,16,8,8933.45,3,2,3,323,1,Standard (MMM)
C06095,13,14,14026.81,3,4,4,344,2,Standard (MHH)
C06096,18,16,11664.4,3,5,4,354,2,Standard (MHH)
C06097,13,12,14872.6,3,4,5,345,2,Standard (MHH)
C06098,36,14,13998.75,2,4,4,244,2,Standard (MHH)
C06099,22,19,21114.300000000003,2,5,5,255,2,Standard (MHH)
C06100,30,2,1228.15,2,1,1,211,1,Standard (MMM)
C06101,39,8,11206.940000000002,1,2,4,124,1,Standard (MMM)
C06102,87,3,3990.0,1,1,1,111,0,Hibernating
C06103,15,11,18288.47,3,4,5,345,2,Standard (MHH)
C06104,57,2,985.0,1,1,1,111,0,Hibernating
C06105,4,7,5268.2,5,2,2,522,1,Standard (MMM)
C06106,46,9,7762.5,1,3,3,133,1,Standard (MMM)
C06107,19,3,1464.5,3,1,1,311,1,Standard (MMM)
C06108,4,16,10716.05,5,5,4,554,2,Standard (MHH)
C06109,21,6,8519.0,2,1,3,213,1,Standard (MMM)
C06110,5,16,9754.84,5,5,4,554,2,Standard (MHH)
C06111,14,9,11410.8,3,3,4,334,1,Standard (MMM)
C06112,23,14,20265.75,2,4,5,245,2,Standard (MHH)
C06113,17,11,9894.9,3,4,4,344,1,Standard (MMM)
C06114,19,11,10143.25,3,4,4,344,1,Standard (MMM)
C06115,31,8,5748.0,2,2,2,222,1,Standard (MMM)
C06116,77,6,5622.6,1,1,2,112,0,Hibernating
C06117,15,18,15530.65,3,5,5,355,2,Standard (MHH)
C06118,15,13,26815.23000000001,3,4,5,345,2,Standard (MHH)
C06119,7,11,9508.6,4,4,3,443,1,Standard (MMM)
C06120,8,17,23584.360000000004,4,5,5,455,2,Standard (MHH)
C06121,4,2,968.5,5,1,1,511,1,Standard (MMM)
C06122,6,8,5032.53,5,2,2,522,1,Standard (MMM)
C06123,20,6,4860.0,3,1,2,312,1,Standard (MMM)
C06124,51,7,5273.4,1,2,2,122,1,Standard (MMM)
C06125,16,13,9270.8,3,4,3,343,2,Standard (MHH)
C06126,46,3,2359.0,1,1,1,111,1,Standard (MMM)
C06127,18,9,9730.0,3,3,3,333,1,Standard (MMM)
C06128,6,11,30393.64000000001,5,4,5,545,2,Standard (MHH)
C06129,9,14,8963.05,4,4,3,443,2,Standard (MHH)
C06130,21,13,11273.0,2,4,4,244,2,Standard (MHH)
C06131,3,11,6860.0,5,4,2,542,1,Standard (MMM)
C06132,43,6,4796.1,1,1,2,112,1,Standard (MMM)
C06133,15,14,11282.47,3,4,4,344,2,Standard (MHH)
C06134,14,9,9143.5,3,3,3,333,1,Standard (MMM)
C06135,71,6,4328.66,1,1,1,111,0,Hibernating
C06136,5,11,16620.0,5,4,5,545,2,Standard (MHH)
C06137,33,13,9155.3,2,4,3,243,2,Standard (MHH)
C06138,10,18,19631.45,4,5,5,455,2,Standard (MHH)
C06139,74,6,3979.0,1,1,1,111,0,Hibernating
C06140,13,2,1332.0,3,1,1,311,1,Standard (MMM)
C06141,5,11,14592.710000000005,5,4,5,545,2,Standard (MHH)
C06142,8,17,19513.620000000003,4,5,5,455,2,Standard (MHH)
C06143,2,12,9022.8,5,4,3,543,2,Standard (MHH)
C06144,62,3,1655.0,1,1,1,111,0,Hibernating
C06145,64,8,4604.0,1,2,2,122,0,Hibernating
C06146,9,9,11681.75,4,3,4,434,1,Standard (MMM)
C06147,55,4,2038.0,1,1,1,111,0,Hibernating
C06148,112,2,889.75,1,1,1,111,0,Hibernating
C06149,3,14,10239.86,5,4,4,544,2,Standard (MHH)
C06150,10,11,8120.55,4,4,3,443,1,Standard (MMM)
C06151,36,5,3770.5,2,1,1,211,1,Standard (MMM)
C06152,16,6,3535.0,3,1,1,311,1,Standard (MMM)
C06153,19,8,8417.4,3,2,3,323,1,Standard (MMM)
C06154,16,7,6340.75,3,2,2,322,1,Standard (MMM)
C06155,8,9,5943.0,4,3,2,432,1,Standard (MMM)
C06156,78,2,2634.0,1,1,1,111,0,Hibernating
C06157,66,4,2713.08,1,1,1,111,0,Hibernating
C06158,21,4,1979.25,2,1,1,211,1,Standard (MMM)
C06159,7,13,15586.5,4,4,5,445,2,Standard (MHH)
C06160,10,5,4241.0,4,1,1,411,1,Standard (MMM)
C06161,25,9,7183.5,2,3,3,233,1,Standard (MMM)
C06162,10,12,13269.0,4,4,4,444,2,Standard (MHH)
C06163,31,11,5530.0,2,4,2,242,1,Standard (MMM)
C06164,10,8,5350.0,4,2,2,422,1,Standard (MMM)
C06165,37,3,3147.0,1,1,1,111,1,Standard (MMM)
C06166,4,7,8074.0,5,2,3,523,1,Standard (MMM)
C06167,5,14,17244.0,5,4,5,545,2,Standard (MHH)
C06168,25,13,10370.0,2,4,4,244,2,Standard (MHH)
C06169,10,11,13250.0,4,4,4,444,2,Standard (MHH)
C06170,43,4,4032.0,1,1,1,111,1,Standard (MMM)
C06171,36,12,12539.0,2,4,4,244,2,Standard (MHH)
C06172,29,11,9513.74,2,4,3,243,1,Standard (MMM)
C06173,10,19,17689.3,4,5,5,455,2,Standard (MHH)
C06174,22,15,17221.04,2,5,5,255,2,Standard (MHH)
C06175,19,10,8193.0,3,3,3,333,1,Standard (MMM)
C06176,21,6,4796.6,2,1,2,212,1,Standard (MMM)
C06177,5,13,8517.0,5,4,3,543,2,Standard (MHH)
C06178,6,8,6840.0,5,2,2,522,1,Standard (MMM)
C06179,33,6,5373.54,2,1,2,212,1,Standard (MMM)
C06180,5,8,11157.27,5,2,4,524,1,Standard (MMM)
C06181,22,6,2492.0,2,1,1,211,1,Standard (MMM)
C06182,3,8,8266.95,5,2,3,523,1,Standard (MMM)
C06183,33,6,16823.410000000003,2,1,5,215,1,Standard (MMM)
C06184,22,4,3968.25,2,1,1,211,1,Standard (MMM)
C06185,7,10,7222.42,4,3,3,433,1,Standard (MMM)
C06186,117,2,862.26,1,1,1,111,0,Hibernating
C06187,98,2,1248.1,1,1,1,111,0,Hibernating
C06188,2,14,12775.2,5,4,4,544,2,Standard (MHH)
C06189,31,6,5225.87,2,1,2,212,1,Standard (MMM)
C06190,6,8,5606.4,5,2,2,522,1,Standard (MMM)
C06191,8,8,8785.3,4,2,3,423,1,Standard (MMM)
C06192,3,9,6421.5,5,3,2,532,1,Standard (MMM)
C06193,19,12,6810.75,3,4,2,342,1,Standard (MMM)
C06194,50,14,7541.0,1,4,3,143,2,Standard (MHH)
C06195,10,8,5458.0,4,2,2,422,1,Standard (MMM)
C06196,4,8,6250.0,5,2,2,522,1,Standard (MMM)
C06197,12,15,11300.0,4,5,4,454,2,Standard (MHH)
C06198,97,4,3900.0,1,1,1,111,0,Hibernating
C06199,44,14,14380.8,1,4,5,145,2,Standard (MHH)
C06200,8,9,7165.0,4,3,3,433,1,Standard (MMM)
C06201,8,5,4082.430000000001,4,1,1,411,1,Standard (MMM)
C06202,5,7,7282.15,5,2,3,523,1,Standard (MMM)
C06203,12,15,20788.0,4,5,5,455,2,Standard (MHH)
C06204,41,9,7674.4,1,3,3,133,1,Standard (MMM)
C06205,3,2,2951.36,5,1,1,511,1,Standard (MMM)
C06206,3,13,18074.34,5,4,5,545,2,Standard (MHH)
C06207,22,14,12050.0,2,4,4,244,2,Standard (MHH)
C06208,56,6,4127.37,1,1,1,111,0,Hibernating
C06209,20,10,9800.0,3,3,4,334,1,Standard (MMM)
C06210,43,6,3130.55,1,1,1,111,1,Standard (MMM)
C06211,27,12,12453.0,2,4,4,244,2,Standard (MHH)
C06212,34,9,8839.5,2,3,3,233,1,Standard (MMM)
C06213,3,9,8399.0,5,3,3,533,1,Standard (MMM)
C06214,9,13,15966.910000000003,4,4,5,445,2,Standard (MHH)
C06215,26,18,19711.33,2,5,5,255,2,Standard (MHH)
C06216,2,13,11537.19,5,4,4,544,2,Standard (MHH)
C06217,97,1,1158.0,1,1,1,111,0,Hibernating
C06218,7,9,6424.6,4,3,2,432,1,Standard (MMM)
C06219,4,6,4634.400000000001,5,1,2,512,1,Standard (MMM)
C06220,5,7,11209.72,5,2,4,524,1,Standard (MMM)
C06221,10,7,15181.180000000004,4,2,5,425,1,Standard (MMM)
C06222,15,4,2571.5,3,1,1,311,1,Standard (MMM)
C06223,16,9,5050.0,3,3,2,332,1,Standard (MMM)
C06224,33,3,1584.15,2,1,1,211,1,Standard (MMM)
C06225,2,12,8081.5,5,4,3,543,1,Standard (MMM)
C06226,5,12,10561.0,5,4,4,544,2,Standard (MHH)
C06227,5,10,8580.470000000001,5,3,3,533,1,Standard (MMM)
C06228,21,6,5967.0,2,1,2,212,1,Standard (MMM)
C06229,3,8,5174.0,5,2,2,522,1,Standard (MMM)
C06230,3,5,5061.36,5,1,2,512,1,Standard (MMM)
C06231,49,9,8112.45,1,3,3,133,1,Standard (MMM)
C06232,17,6,6934.8200000000015,3,1,3,313,1,Standard (MMM)
C06233,18,5,3275.0,3,1,1,311,1,Standard (MMM)
C06234,2,6,5135.2,5,1,2,512,1,Standard (MMM)
C06235,8,17,15881.62,4,5,5,455,2,Standard (MHH)
C06236,21,12,14740.0,2,4,5,245,2,Standard (MHH)
C06237,8,15,14237.7,4,5,5,455,2,Standard (MHH)
C06238,76,10,20303.590000000004,1,3,5,135,2,Standard (MHH)
C06239,27,6,6011.770000000001,2,1,2,212,1,Standard (MMM)
C06240,7,9,7418.0,4,3,3,433,1,Standard (MMM)
C06241,5,14,15078.0,5,4,5,545,2,Standard (MHH)
C06242,9,13,13087.97,4,4,4,444,2,Standard (MHH)
C06243,56,4,1946.0,1,1,1,111,0,Hibernating
C06244,21,17,15617.47,2,5,5,255,2,Standard (MHH)
C06245,8,19,24521.69,4,5,5,455,2,Standard (MHH)
C06246,4,5,3185.54,5,1,1,511,1,Standard (MMM)
C06247,23,9,7035.15,2,3,3,233,1,Standard (MMM)
C06248,2,14,13186.9,5,4,4,544,2,Standard (MHH)
C06249,15,2,798.0,3,1,1,311,1,Standard (MMM)
C06250,41,3,4897.0,1,1,2,112,1,Standard (MMM)
C06251,11,12,12044.47,4,4,4,444,2,Standard (MHH)
C06252,19,14,22893.640000000003,3,4,5,345,2,Standard (MHH)
C06253,3,15,13001.99,5,5,4,554,2,Standard (MHH)
C06254,2,15,11520.0,5,5,4,554,2,Standard (MHH)
C06255,54,2,1665.0,1,1,1,111,0,Hibernating
C06256,6,7,5272.0,5,2,2,522,1,Standard (MMM)
C06257,3,9,7675.0,5,3,3,533,1,Standard (MMM)
C06258,72,5,15376.820000000009,1,1,5,115,0,Hibernating
C06259,35,10,6487.0,2,3,2,232,1,Standard (MMM)
C06260,3,5,3407.3,5,1,1,511,1,Standard (MMM)
C06261,20,17,14212.910000000002,3,5,5,355,2,Standard (MHH)
C06262,58,6,4644.0,1,1,2,112,0,Hibernating
C06263,9,7,6689.2,4,2,2,422,1,Standard (MMM)
C06264,8,4,3942.0,4,1,1,411,1,Standard (MMM)
C06265,27,4,2849.0,2,1,1,211,1,Standard (MMM)
C06266,16,6,4847.0,3,1,2,312,1,Standard (MMM)
C06267,20,7,5326.110000000001,3,2,2,322,1,Standard (MMM)
C06268,7,11,18476.0,4,4,5,445,2,Standard (MHH)
C06269,42,4,2210.5,1,1,1,111,1,Standard (MMM)
C06270,2,18,21904.710000000003,5,5,5,555,2,Standard (MHH)
C06271,65,9,6400.0,1,3,2,132,0,Hibernating
C06272,2,18,15010.73,5,5,5,555,2,Standard (MHH)
C06273,14,11,11481.2,3,4,4,344,2,Standard (MHH)
C06274,35,3,3169.0,2,1,1,211,1,Standard (MMM)
C06275,4,5,4417.5,5,1,2,512,1,Standard (MMM)
C06276,7,15,16674.090000000004,4,5,5,455,2,Standard (MHH)
C06277,36,9,7022.3,2,3,3,233,1,Standard (MMM)
C06278,47,2,1773.0,1,1,1,111,0,Hibernating
C06279,19,12,14587.75,3,4,5,345,2,Standard (MHH)
C06280,5,11,12546.64,5,4,4,544,2,Standard (MHH)
C06281,42,15,13076.55,1,5,4,154,2,Standard (MHH)
C06282,59,6,17960.420000000006,1,1,5,115,1,Standard (MMM)
C06283,81,9,9706.47,1,3,3,133,0,Hibernating
C06284,6,17,17688.0,5,5,5,555,2,Standard (MHH)
C06285,10,13,12481.39,4,4,4,444,2,Standard (MHH)
C06286,31,6,5073.0,2,1,2,212,1,Standard (MMM)
C06287,12,6,5126.599999999999,4,1,2,412,1,Standard (MMM)
C06288,25,9,14645.580000000002,2,3,5,235,2,Standard (MHH)
C06289,3,18,14907.06,5,5,5,555,2,Standard (MHH)
C06290,25,3,2492.0,2,1,1,211,1,Standard (MMM)
C06291,26,11,10258.5,2,4,4,244,1,Standard (MMM)
C06292,26,6,11131.84,2,1,4,214,1,Standard (MMM)
C06293,12,8,3960.15,4,2,1,421,1,Standard (MMM)
C06294,9,8,5193.9,4,2,2,422,1,Standard (MMM)
C06295,48,2,1158.0,1,1,1,111,0,Hibernating
C06296,27,5,3443.55,2,1,1,211,1,Standard (MMM)
C06297,19,3,6012.940000000002,3,1,2,312,1,Standard (MMM)
C06298,36,7,11396.840000000002,2,2,4,224,1,Standard (MMM)
C06299,13,9,13902.6,3,3,4,334,2,Standard (MHH)
C06300,18,6,4926.0,3,1,2,312,1,Standard (MMM)
C06301,49,6,3827.0,1,1,1,111,1,Standard (MMM)
C06302,2,12,9066.95,5,4,3,543,2,Standard (MHH)
C06303,10,12,16298.81,4,4,5,445,2,Standard (MHH)
C06304,30,10,9446.0,2,3,3,233,1,Standard (MMM)
C06305,33,17,16650.95,2,5,5,255,2,Standard (MHH)
C06306,27,14,21387.130000000005,2,4,5,245,2,Standard (MHH)
C06307,58,5,5157.05,1,1,2,112,0,Hibernating
C06308,13,19,19628.56,3,5,5,355,2,Standard (MHH)
C06309,14,14,12725.0,3,4,4,344,2,Standard (MHH)
C06310,15,5,6682.5,3,1,2,312,1,Standard (MMM)
C06311,4,9,6883.71,5,3,3,533,1,Standard (MMM)
C06312,54,13,16512.660000000003,1,4,5,145,2,Standard (MHH)
C06313,21,5,3702.0,2,1,1,211,1,Standard (MMM)
C06314,16,10,10774.97,3,3,4,334,1,Standard (MMM)
C06315,41,2,8700.0,1,1,3,113,1,Standard (MMM)
C06316,8,9,4421.0,4,3,2,432,1,Standard (MMM)
C06317,18,12,28970.880000000005,3,4,5,345,2,Standard (MHH)
C06318,26,19,15104.820000000002,2,5,5,255,2,Standard (MHH)
C06319,17,9,5490.6,3,3,2,332,1,Standard (MMM)
C06320,4,6,3752.25,5,1,1,511,1,Standard (MMM)
C06321,4,18,16500.340000000004,5,5,5,555,2,Standard (MHH)
C06322,10,10,11115.47,4,3,4,434,1,Standard (MMM)
C06323,21,14,9466.73,2,4,3,243,2,Standard (MHH)
C06324,39,9,5573.05,1,3,2,132,1,Standard (MMM)
C06325,13,9,6665.55,3,3,2,332,1,Standard (MMM)
C06326,29,14,13314.32,2,4,4,244,2,Standard (MHH)
C06327,9,14,15779.5,4,4,5,445,2,Standard (MHH)
C06328,22,8,4651.0,2,2,2,222,1,Standard (MMM)
C06329,15,12,10365.0,3,4,4,344,2,Standard (MHH)
C06330,21,4,3052.91,2,1,1,211,1,Standard (MMM)
C06331,18,14,12673.25,3,4,4,344,2,Standard (MHH)
C06332,28,8,7300.6,2,2,3,223,1,Standard (MMM)
C06333,23,16,14606.77,2,5,5,255,2,Standard (MHH)
C06334,9,7,7911.5,4,2,3,423,1,Standard (MMM)
C06335,44,6,3012.5,1,1,1,111,1,Standard (MMM)
C06336,27,16,11397.29,2,5,4,254,2,Standard (MHH)
C06337,2,5,3752.1,5,1,1,511,1,Standard (MMM)
C06338,57,3,3665.0,1,1,1,111,0,Hibernating
C06339,19,10,6583.0,3,3,2,332,1,Standard (MMM)
C06340,9,7,3833.0,4,2,1,421,1,Standard (MMM)
C06341,15,7,4489.1,3,2,2,322,1,Standard (MMM)
C06342,3,7,6734.0,5,2,2,522,1,Standard (MMM)
C06343,37,11,16149.550000000005,1,4,5,145,2,Standard (MHH)
C06344,5,18,19452.480000000003,5,5,5,555,2,Standard (MHH)
C06345,7,12,8698.0,4,4,3,443,2,Standard (MHH)
C06346,7,16,13980.85,4,5,4,454,2,Standard (MHH)
C06347,13,12,9450.0,3,4,3,343,2,Standard (MHH)
C06348,12,8,12309.440000000002,4,2,4,424,1,Standard (MMM)
C06349,11,14,17543.880000000005,4,4,5,445,2,Standard (MHH)
C06350,11,9,6491.6,4,3,2,432,1,Standard (MMM)
C06351,3,7,4580.6,5,2,2,522,1,Standard (MMM)
C06352,27,12,10318.6,2,4,4,244,2,Standard (MHH)
C06353,39,7,6043.0,1,2,2,122,1,Standard (MMM)
C06354,18,3,1249.0,3,1,1,311,1,Standard (MMM)
C06355,4,6,6999.75,5,1,3,513,1,Standard (MMM)
C06356,6,17,14206.83,5,5,5,555,2,Standard (MHH)
C06357,4,9,8291.6,5,3,3,533,1,Standard (MMM)
C06358,2,12,8822.58,5,4,3,543,2,Standard (MHH)
C06359,16,19,18191.65,3,5,5,355,2,Standard (MHH)
C06360,23,9,4347.0,2,3,1,231,1,Standard (MMM)
C06361,23,7,3407.0,2,2,1,221,1,Standard (MMM)
C06362,106,2,2620.0,1,1,1,111,0,Hibernating
C06363,38,8,8277.0,1,2,3,123,1,Standard (MMM)
C06364,8,19,17627.4,4,5,5,455,2,Standard (MHH)
C06365,56,4,2847.0,1,1,1,111,0,Hibernating
C06366,22,3,1734.96,2,1,1,211,1,Standard (MMM)
C06367,6,14,9562.0,5,4,3,543,2,Standard (MHH)
C06368,10,9,4877.08,4,3,2,432,1,Standard (MMM)
C06369,47,14,8067.2,1,4,3,143,2,Standard (MHH)
C06370,15,2,1473.0,3,1,1,311,1,Standard (MMM)
C06371,43,7,23994.70000000001,1,2,5,125,2,Standard (MHH)
C06372,15,3,2475.0,3,1,1,311,1,Standard (MMM)
C06373,21,14,18877.02,2,4,5,245,2,Standard (MHH)
C06374,3,9,8360.0,5,3,3,533,1,Standard (MMM)
C06375,44,9,9744.340000000002,1,3,3,133,1,Standard (MMM)
C06376,10,5,11485.0,4,1,4,414,1,Standard (MMM)
C06377,15,13,9176.47,3,4,3,343,2,Standard (MHH)
C06378,11,9,13989.0,4,3,4,434,2,Standard (MHH)
C06379,9,14,9974.9,4,4,4,444,2,Standard (MHH)
C06380,9,4,2065.25,4,1,1,411,1,Standard (MMM)
C06381,3,8,5191.05,5,2,2,522,1,Standard (MMM)
C06382,3,14,8678.0,5,4,3,543,2,Standard (MHH)
C06383,44,4,3012.66,1,1,1,111,1,Standard (MMM)
C06384,163,2,7547.27,1,1,3,113,0,Hibernating
C06385,11,15,15035.47,4,5,5,455,2,Standard (MHH)
C06386,5,8,8317.4,5,2,3,523,1,Standard (MMM)
C06387,18,7,6954.0,3,2,3,323,1,Standard (MMM)
C06388,85,4,2804.0,1,1,1,111,0,Hibernating
C06389,22,8,5291.0,2,2,2,222,1,Standard (MMM)
C06390,11,7,6180.1,4,2,2,422,1,Standard (MMM)
C06391,15,4,3291.0,3,1,1,311,1,Standard (MMM)
C06392,30,11,27230.0,2,4,5,245,2,Standard (MHH)
C06393,111,2,2557.56,1,1,1,111,0,Hibernating
C06394,4,10,9082.4,5,3,3,533,1,Standard (MMM)
C06395,15,15,8748.0,3,5,3,353,2,Standard (MHH)
C06396,59,12,8671.25,1,4,3,143,1,Standard (MMM)
C06397,5,19,17391.5,5,5,5,555,2,Standard (MHH)
C06398,101,2,1639.0,1,1,1,111,0,Hibernating
C06399,99,6,7552.0,1,1,3,113,0,Hibernating
C06400,4,18,14852.17,5,5,5,555,2,Standard (MHH)
C06401,5,8,5533.0,5,2,2,522,1,Standard (MMM)
C06402,13,17,14336.25,3,5,5,355,2,Standard (MHH)
C06403,14,8,4992.95,3,2,2,322,1,Standard (MMM)
C06404,10,12,10069.79,4,4,4,444,2,Standard (MHH)
C06405,7,14,25359.94,4,4,5,445,2,Standard (MHH)
C06406,4,13,11321.65,5,4,4,544,2,Standard (MHH)
C06407,25,9,7286.5,2,3,3,233,1,Standard (MMM)
C06408,3,18,14694.67,5,5,5,555,2,Standard (MHH)
C06409,10,15,15467.04,4,5,5,455,2,Standard (MHH)
C06410,17,11,11517.0,3,4,4,344,2,Standard (MHH)
C06411,9,14,15431.520000000002,4,4,5,445,2,Standard (MHH)
C06412,17,10,10256.15,3,3,4,334,1,Standard (MMM)
C06413,3,16,16005.68,5,5,5,555,2,Standard (MHH)
C06414,2,6,3532.0,5,1,1,511,1,Standard (MMM)
C06415,9,13,12445.07,4,4,4,444,2,Standard (MHH)
C06416,3,12,8572.2,5,4,3,543,2,Standard (MHH)
C06417,18,7,5236.0,3,2,2,322,1,Standard (MMM)
C06418,9,7,5538.25,4,2,2,422,1,Standard (MMM)
C06419,3,9,16786.640000000003,5,3,5,535,2,Standard (MHH)
C06420,4,10,5738.0,5,3,2,532,1,Standard (MMM)
C06421,13,11,8046.0,3,4,3,343,1,Standard (MMM)
C06422,11,3,7537.5,4,1,3,413,1,Standard (MMM)
C06423,34,8,6588.7,2,2,2,222,1,Standard (MMM)
C06424,21,17,16541.53,2,5,5,255,2,Standard (MHH)
C06425,11,11,9890.6,4,4,4,444,1,Standard (MMM)
C06426,3,8,6639.3,5,2,2,522,1,Standard (MMM)
C06427,27,11,12182.83,2,4,4,244,2,Standard (MHH)
C06428,24,9,5267.46,2,3,2,232,1,Standard (MMM)
C06429,7,8,6995.5,4,2,3,423,1,Standard (MMM)
C06430,6,9,7010.63,5,3,3,533,1,Standard (MMM)
C06431,4,14,16926.25,5,4,5,545,2,Standard (MHH)
C06432,2,11,9412.0,5,4,3,543,1,Standard (MMM)
