customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name
C12051,12,9,3329.3,3,3,3,333,2,Standard (MMM)
C12052,2,19,5930.7,5,5,5,555,1,Standard (MHH)
C12053,7,8,2107.0,4,2,2,422,2,Standard (MMM)
C12054,6,10,3506.5,4,3,3,433,2,Standard (MMM)
C12055,50,18,8508.15,1,5,5,155,1,Standard (MHH)
C12056,13,11,2364.37,3,4,2,342,2,Standard (MMM)
C12057,2,8,2903.77,5,2,3,523,2,Standard (MMM)
C12058,13,3,648.7,3,1,1,311,2,Standard (MMM)
C12059,8,8,3671.3,4,2,3,423,2,Standard (MMM)
C12060,4,10,4514.8,5,3,4,534,2,Standard (MMM)
C12061,44,4,1903.0,1,1,2,112,0,Hibernating
C12062,2,18,5793.5,5,5,5,555,1,Standard (MHH)
C12063,11,11,4770.15,4,4,4,444,1,Standard (MHH)
C12064,3,20,5982.6,5,5,5,555,1,Standard (MHH)
C12065,4,7,5026.1,5,2,4,524,2,Standard (MMM)
C12066,27,3,557.29,2,1,1,211,2,Standard (MMM)
C12067,12,3,914.0,3,1,1,311,2,Standard (MMM)
C12068,9,13,5068.6,4,4,4,444,1,Standard (MHH)
C12069,20,16,6022.15,2,5,5,255,1,Standard (MHH)
C12070,19,8,1483.07,3,2,1,321,2,Standard (MMM)
C12071,21,15,3295.15,2,5,3,253,1,Standard (MHH)
C12072,11,12,6543.29,4,4,5,445,1,Standard (MHH)
C12073,39,3,965.0,1,1,1,111,0,Hibernating
C12074,38,3,878.75,1,1,1,111,0,Hibernating
C12075,5,5,1006.75,5,1,1,511,2,Standard (MMM)
C12076,3,10,4370.6,5,3,4,534,2,Standard (MMM)
C12077,26,13,5974.7,2,4,5,245,1,Standard (MHH)
C12078,23,5,983.0,2,1,1,211,2,Standard (MMM)
C12079,12,8,3566.3,3,2,3,323,2,Standard (MMM)
C12080,21,5,1207.25,2,1,1,211,2,Standard (MMM)
C12081,14,6,2089.79,3,1,2,312,2,Standard (MMM)
C12082,4,9,4795.0,5,3,4,534,2,Standard (MMM)
C12083,10,17,7354.45,4,5,5,455,1,Standard (MHH)
C12084,41,5,1820.0,1,1,1,111,0,Hibernating
C12085,13,9,2254.7,3,3,2,332,2,Standard (MMM)
C12086,91,3,1608.1,1,1,1,111,0,Hibernating
C12087,114,6,1900.0,1,1,2,112,0,Hibernating
C12088,16,11,2571.3,3,4,2,342,2,Standard (MMM)
C12089,28,3,409.8,2,1,1,211,2,Standard (MMM)
C12090,7,6,3867.71,4,1,4,414,2,Standard (MMM)
C12091,2,9,1937.25,5,3,2,532,2,Standard (MMM)
C12092,9,12,6459.9,4,4,5,445,1,Standard (MHH)
C12093,3,12,4417.55,5,4,4,544,1,Standard (MHH)
C12094,25,8,4250.64,2,2,4,224,2,Standard (MMM)
C12095,15,6,2177.0,3,1,2,312,2,Standard (MMM)
C12096,19,15,7395.25,3,5,5,355,1,Standard (MHH)
C12097,17,9,2366.2,3,3,2,332,2,Standard (MMM)
C12098,15,13,6277.5,3,4,5,345,1,Standard (MHH)
C12099,4,12,5416.2,5,4,5,545,1,Standard (MHH)
C12100,11,16,6608.05,4,5,5,455,1,Standard (MHH)
C12101,2,10,3310.05,5,3,3,533,2,Standard (MMM)
C12102,5,8,2812.29,5,2,2,522,2,Standard (MMM)
C12103,7,4,1325.4,4,1,1,411,2,Standard (MMM)
C12104,7,18,6462.55,4,5,5,455,1,Standard (MHH)
C12105,9,19,7997.6,4,5,5,455,1,Standard (MHH)
C12106,7,13,5804.4,4,4,5,445,1,Standard (MHH)
C12107,40,3,482.5,1,1,1,111,0,Hibernating
C12108,26,7,3084.0,2,2,3,223,2,Standard (MMM)
C12109,16,10,3332.75,3,3,3,333,2,Standard (MMM)
C12110,4,19,8396.3,5,5,5,555,1,Standard (MHH)
C12111,2,15,9993.8,5,5,5,555,1,Standard (MHH)
C12112,24,8,1830.62,2,2,1,221,2,Standard (MMM)
C12113,21,12,4864.6,2,4,4,244,1,Standard (MHH)
C12114,2,19,7764.8,5,5,5,555,1,Standard (MHH)
C12115,17,4,1631.0,3,1,1,311,2,Standard (MMM)
C12116,11,16,5185.85,4,5,4,454,1,Standard (MHH)
C12117,3,4,2563.1000000000004,5,1,2,512,2,Standard (MMM)
C12118,3,11,2984.8,5,4,3,543,2,Standard (MMM)
C12119,25,8,4398.9,2,2,4,224,2,Standard (MMM)
C12120,51,3,1472.0,1,1,1,111,0,Hibernating
C12121,6,16,5552.4,4,5,5,455,1,Standard (MHH)
C12122,5,11,3090.8,5,4,3,543,2,Standard (MMM)
C12123,40,8,4121.0,1,2,4,124,2,Standard (MMM)
C12124,20,9,3004.05,2,3,3,233,2,Standard (MMM)
C12125,22,5,4090.8,2,1,4,214,2,Standard (MMM)
C12126,60,6,981.75,1,1,1,111,0,Hibernating
C12127,5,12,3729.5,5,4,3,543,2,Standard (MMM)
C12128,2,3,1618.0,5,1,1,511,2,Standard (MMM)
C12129,25,10,2884.55,2,3,3,233,2,Standard (MMM)
C12130,31,7,3114.0,2,2,3,223,2,Standard (MMM)
C12131,25,8,4839.1,2,2,4,224,2,Standard (MMM)
C12132,8,3,1135.05,4,1,1,411,2,Standard (MMM)
C12133,47,5,2680.75,1,1,2,112,0,Hibernating
C12134,11,6,1161.4,4,1,1,411,2,Standard (MMM)
C12135,16,9,4607.11,3,3,4,334,2,Standard (MMM)
C12136,5,14,6941.0,5,5,5,555,1,Standard (MHH)
C12137,12,10,3182.85,3,3,3,333,2,Standard (MMM)
C12138,60,3,1083.0,1,1,1,111,0,Hibernating
C12139,8,14,4282.9,4,5,4,454,1,Standard (MHH)
C12140,58,8,1778.25,1,2,1,121,0,Hibernating
C12141,29,7,3022.85,2,2,3,223,2,Standard (MMM)
C12142,2,8,2400.2,5,2,2,522,2,Standard (MMM)
C12143,20,8,2077.44,2,2,2,222,2,Standard (MMM)
C12144,54,7,1292.15,1,2,1,121,0,Hibernating
C12145,12,6,2477.5,3,1,2,312,2,Standard (MMM)
C12146,40,6,1510.29,1,1,1,111,0,Hibernating
C12147,9,9,3625.6,4,3,3,433,2,Standard (MMM)
C12148,2,10,3253.0,5,3,3,533,2,Standard (MMM)
C12149,17,11,5135.6,3,4,4,344,1,Standard (MHH)
C12150,50,4,1247.2,1,1,1,111,0,Hibernating
C12151,2,13,4425.8,5,4,4,544,1,Standard (MHH)
C12152,49,2,425.0,1,1,1,111,0,Hibernating
C12153,29,18,6789.5,2,5,5,255,1,Standard (MHH)
C12154,17,10,6252.05,3,3,5,335,1,Standard (MHH)
C12155,6,9,1835.35,4,3,1,431,2,Standard (MMM)
C12156,5,10,3137.9700000000003,5,3,3,533,2,Standard (MMM)
C12157,17,10,2468.3,3,3,2,332,2,Standard (MMM)
C12158,61,2,2467.1,1,1,2,112,0,Hibernating
C12159,11,14,8598.55,4,5,5,455,1,Standard (MHH)
C12160,23,9,6384.55,2,3,5,235,1,Standard (MHH)
C12161,16,6,3250.0,3,1,3,313,2,Standard (MMM)
C12162,50,9,3409.75,1,3,3,133,0,Hibernating
C12163,5,12,5215.35,5,4,4,544,1,Standard (MHH)
C12164,24,10,3841.35,2,3,3,233,2,Standard (MMM)
C12165,22,6,2935.0,2,1,3,213,2,Standard (MMM)
C12166,4,7,2796.0,5,2,2,522,2,Standard (MMM)
C12167,7,16,6564.76,4,5,5,455,1,Standard (MHH)
C12168,22,4,2014.0,2,1,2,212,2,Standard (MMM)
C12169,12,15,4560.0,3,5,4,354,1,Standard (MHH)
C12170,55,4,1748.05,1,1,1,111,0,Hibernating
C12171,92,3,1121.75,1,1,1,111,0,Hibernating
C12172,22,9,2353.6,2,3,2,232,2,Standard (MMM)
C12173,3,20,10582.6,5,5,5,555,1,Standard (MHH)
C12174,105,2,1108.1,1,1,1,111,0,Hibernating
C12175,17,4,1430.0,3,1,1,311,2,Standard (MMM)
C12176,22,10,2510.0,2,3,2,232,2,Standard (MMM)
C12177,50,5,2368.15,1,1,2,112,0,Hibernating
C12178,8,12,4001.25,4,4,4,444,1,Standard (MHH)
C12179,4,3,957.5,5,1,1,511,2,Standard (MMM)
C12180,51,7,2632.75,1,2,2,122,0,Hibernating
C12181,24,9,2340.05,2,3,2,232,2,Standard (MMM)
C12182,7,15,6123.2,4,5,5,455,1,Standard (MHH)
C12183,6,9,2454.7,4,3,2,432,2,Standard (MMM)
C12184,20,9,4240.4,2,3,4,234,2,Standard (MMM)
C12185,15,5,2683.0,3,1,2,312,2,Standard (MMM)
C12186,6,4,2119.4,4,1,2,412,2,Standard (MMM)
C12187,12,8,3425.73,3,2,3,323,2,Standard (MMM)
C12188,45,4,3173.0,1,1,3,113,0,Hibernating
C12189,6,8,2970.0,4,2,3,423,2,Standard (MMM)
C12190,32,13,6145.65,2,4,5,245,1,Standard (MHH)
C12191,3,10,3520.23,5,3,3,533,2,Standard (MMM)
C12192,67,5,2699.2,1,1,2,112,0,Hibernating
C12193,10,7,2623.9,4,2,2,422,2,Standard (MMM)
C12194,7,8,1935.15,4,2,2,422,2,Standard (MMM)
C12195,33,8,2788.35,2,2,2,222,2,Standard (MMM)
C12196,25,10,4351.58,2,3,4,234,2,Standard (MMM)
C12197,4,18,6277.25,5,5,5,555,1,Standard (MHH)
C12198,29,8,2252.4,2,2,2,222,2,Standard (MMM)
C12199,3,7,2525.25,5,2,2,522,2,Standard (MMM)
C12200,32,11,4232.3,2,4,4,244,2,Standard (MMM)
C12201,27,14,5906.0,2,5,5,255,1,Standard (MHH)
C12202,15,9,3703.3,3,3,3,333,2,Standard (MMM)
C12203,20,2,634.4,2,1,1,211,2,Standard (MMM)
C12204,16,20,7214.72,3,5,5,355,1,Standard (MHH)
C12205,14,18,6166.15,3,5,5,355,1,Standard (MHH)
C12206,34,3,2660.0,1,1,2,112,2,Standard (MMM)
C12207,25,11,3780.9,2,4,3,243,2,Standard (MMM)
C12208,6,19,8109.4,4,5,5,455,1,Standard (MHH)
C12209,10,8,1649.75,4,2,1,421,2,Standard (MMM)
C12210,8,15,3731.0,4,5,3,453,1,Standard (MHH)
C12211,19,9,2134.7,3,3,2,332,2,Standard (MMM)
C12212,56,9,5118.15,1,3,4,134,0,Hibernating
C12213,8,8,3067.35,4,2,3,423,2,Standard (MMM)
C12214,41,12,4291.15,1,4,4,144,1,Standard (MHH)
C12215,4,20,9226.75,5,5,5,555,1,Standard (MHH)
C12216,14,15,6506.2,3,5,5,355,1,Standard (MHH)
C12217,36,10,7733.29,1,3,5,135,1,Standard (MHH)
C12218,26,4,1510.0,2,1,1,211,2,Standard (MMM)
C12219,32,6,2518.0,2,1,2,212,2,Standard (MMM)
C12220,14,13,4604.7,3,4,4,344,1,Standard (MHH)
C12221,4,4,752.9,5,1,1,511,2,Standard (MMM)
C12222,24,11,2520.65,2,4,2,242,2,Standard (MMM)
C12223,7,9,3303.0,4,3,3,433,2,Standard (MMM)
C12224,3,12,3693.15,5,4,3,543,2,Standard (MMM)
C12225,38,11,4917.3,1,4,4,144,1,Standard (MHH)
C12226,9,12,4438.6,4,4,4,444,1,Standard (MHH)
C12227,37,8,2990.55,1,2,3,123,2,Standard (MMM)
C12228,8,8,2557.0,4,2,2,422,2,Standard (MMM)
C12229,5,14,5643.65,5,5,5,555,1,Standard (MHH)
C12230,28,11,4095.5,2,4,4,244,2,Standard (MMM)
C12231,55,5,2234.35,1,1,2,112,0,Hibernating
C12232,96,6,910.0,1,1,1,111,0,Hibernating
C12233,27,8,3620.25,2,2,3,223,2,Standard (MMM)
C12234,4,16,5194.45,5,5,4,554,1,Standard (MHH)
C12235,10,14,3877.4,4,5,4,454,1,Standard (MHH)
C12236,42,3,387.6,1,1,1,111,0,Hibernating
C12237,6,8,3679.2,4,2,3,423,2,Standard (MMM)
C12238,60,3,2344.0,1,1,2,112,0,Hibernating
C12239,14,6,1451.0,3,1,1,311,2,Standard (MMM)
C12240,2,10,3216.05,5,3,3,533,2,Standard (MMM)
C12241,9,15,9663.4,4,5,5,455,1,Standard (MHH)
C12242,25,16,5752.75,2,5,5,255,1,Standard (MHH)
C12243,5,5,1747.35,5,1,1,511,2,Standard (MMM)
C12244,17,5,2525.7,3,1,2,312,2,Standard (MMM)
C12245,20,13,5635.5,2,4,5,245,1,Standard (MHH)
C12246,12,12,2107.9,3,4,2,342,2,Standard (MMM)
C12247,13,4,824.5,3,1,1,311,2,Standard (MMM)
C12248,3,13,4138.4,5,4,4,544,1,Standard (MHH)
C12249,2,15,6597.35,5,5,5,555,1,Standard (MHH)
C12250,14,12,3278.0,3,4,3,343,2,Standard (MMM)
C12251,3,15,3864.5,5,5,4,554,1,Standard (MHH)
C12252,36,2,425.0,1,1,1,111,0,Hibernating
C12253,49,5,1938.0,1,1,2,112,0,Hibernating
C12254,5,14,5729.2,5,5,5,555,1,Standard (MHH)
C12255,77,7,3411.5,1,2,3,123,0,Hibernating
C12256,14,12,5189.75,3,4,4,344,1,Standard (MHH)
C12257,49,8,2522.7,1,2,2,122,0,Hibernating
C12258,45,10,3236.6,1,3,3,133,2,Standard (MMM)
C12259,49,9,2629.55,1,3,2,132,0,Hibernating
C12260,34,10,3348.92,1,3,3,133,2,Standard (MMM)
C12261,23,13,5662.0,2,4,5,245,1,Standard (MHH)
C12262,16,7,2038.65,3,2,2,322,2,Standard (MMM)
C12263,15,8,3647.45,3,2,3,323,2,Standard (MMM)
C12264,19,12,3779.15,3,4,3,343,2,Standard (MMM)
C12265,42,7,4076.6,1,2,4,124,2,Standard (MMM)
C12266,3,20,9093.4,5,5,5,555,1,Standard (MHH)
C12267,20,8,1672.2,2,2,1,221,2,Standard (MMM)
C12268,2,10,3239.6,5,3,3,533,2,Standard (MMM)
C12269,17,8,2816.29,3,2,2,322,2,Standard (MMM)
C12270,16,10,2786.65,3,3,2,332,2,Standard (MMM)
C12271,10,11,4635.099999999999,4,4,4,444,1,Standard (MHH)
C12272,70,8,2746.2,1,2,2,122,0,Hibernating
C12273,3,5,827.0,5,1,1,511,2,Standard (MMM)
C12274,87,4,635.8,1,1,1,111,0,Hibernating
C12275,29,11,2766.3,2,4,2,242,2,Standard (MMM)
C12276,3,9,2809.6,5,3,2,532,2,Standard (MMM)
C12277,41,7,2141.0,1,2,2,122,0,Hibernating
C12278,35,6,2389.0,1,1,2,112,2,Standard (MMM)
C12279,14,12,3435.3,3,4,3,343,2,Standard (MMM)
C12280,9,9,3321.35,4,3,3,433,2,Standard (MMM)
C12281,9,19,7824.0,4,5,5,455,1,Standard (MHH)
C12282,25,8,3009.15,2,2,3,223,2,Standard (MMM)
C12283,29,9,3569.0,2,3,3,233,2,Standard (MMM)
C12284,9,12,5444.06,4,4,5,445,1,Standard (MHH)
C12285,14,9,1481.05,3,3,1,331,2,Standard (MMM)
C12286,17,9,3507.55,3,3,3,333,2,Standard (MMM)
C12287,3,9,6097.0,5,3,5,535,1,Standard (MHH)
C12288,42,9,2515.0,1,3,2,132,2,Standard (MMM)
C12289,2,9,2603.2,5,3,2,532,2,Standard (MMM)
C12290,14,8,3807.7,3,2,3,323,2,Standard (MMM)
C12291,12,7,934.95,3,2,1,321,2,Standard (MMM)
C12292,32,13,2791.5,2,4,2,242,2,Standard (MMM)
C12293,5,10,2453.25,5,3,2,532,2,Standard (MMM)
C12294,4,12,3129.6400000000003,5,4,3,543,2,Standard (MMM)
C12295,27,13,7232.4,2,4,5,245,1,Standard (MHH)
C12296,3,8,1766.95,5,2,1,521,2,Standard (MMM)
C12297,4,7,2966.8,5,2,3,523,2,Standard (MMM)
C12298,6,8,2762.0,4,2,2,422,2,Standard (MMM)
C12299,40,19,6952.4,1,5,5,155,1,Standard (MHH)
C12300,6,12,3845.8,4,4,4,444,1,Standard (MHH)
C12301,5,10,3206.75,5,3,3,533,2,Standard (MMM)
C12302,7,7,2021.5,4,2,2,422,2,Standard (MMM)
C12303,20,12,4689.2,2,4,4,244,1,Standard (MHH)
C12304,15,7,3563.0,3,2,3,323,2,Standard (MMM)
C12305,10,8,4169.8,4,2,4,424,2,Standard (MMM)
C12306,47,6,4292.0,1,1,4,114,0,Hibernating
C12307,42,8,2458.55,1,2,2,122,2,Standard (MMM)
C12308,9,15,5201.0,4,5,4,454,1,Standard (MHH)
C12309,16,16,4480.55,3,5,4,354,1,Standard (MHH)
C12310,32,4,2799.5,2,1,2,212,2,Standard (MMM)
C12311,11,12,3457.5,4,4,3,443,2,Standard (MMM)
C12312,12,11,3307.85,3,4,3,343,2,Standard (MMM)
C12313,4,13,5491.45,5,4,5,545,1,Standard (MHH)
C12314,19,10,6906.2,3,3,5,335,1,Standard (MHH)
C12315,9,8,4379.8,4,2,4,424,2,Standard (MMM)
C12316,4,12,3462.55,5,4,3,543,2,Standard (MMM)
C12317,10,10,2813.6,4,3,2,432,2,Standard (MMM)
C12318,2,17,7810.5,5,5,5,555,1,Standard (MHH)
C12319,13,19,6800.0,3,5,5,355,1,Standard (MHH)
C12320,73,3,1423.0,1,1,1,111,0,Hibernating
C12321,12,14,3565.8,3,5,3,353,1,Standard (MHH)
C12322,17,8,3041.6,3,2,3,323,2,Standard (MMM)
C12323,7,17,6307.65,4,5,5,455,1,Standard (MHH)
C12324,2,10,2135.2,5,3,2,532,2,Standard (MMM)
C12325,16,13,5074.2,3,4,4,344,1,Standard (MHH)
C12326,5,14,5475.3,5,5,5,555,1,Standard (MHH)
C12327,46,12,4724.55,1,4,4,144,1,Standard (MHH)
C12328,28,8,3627.9,2,2,3,223,2,Standard (MMM)
C12329,4,12,3646.25,5,4,3,543,2,Standard (MMM)
C12330,79,3,878.75,1,1,1,111,0,Hibernating
C12331,84,6,3960.05,1,1,4,114,0,Hibernating
C12332,13,20,6508.3,3,5,5,355,1,Standard (MHH)
C12333,3,13,5333.0,5,4,5,545,1,Standard (MHH)
C12334,5,10,3151.8,5,3,3,533,2,Standard (MMM)
C12335,32,9,2552.1,2,3,2,232,2,Standard (MMM)
C12336,67,3,1059.8,1,1,1,111,0,Hibernating
C12337,17,13,3406.4,3,4,3,343,1,Standard (MHH)
C12338,5,6,2559.8,5,1,2,512,2,Standard (MMM)
C12339,110,8,3076.69,1,2,3,123,0,Hibernating
C12340,52,6,1821.0,1,1,1,111,0,Hibernating
C12341,5,9,3860.8,5,3,4,534,2,Standard (MMM)
C12342,37,3,1000.0,1,1,1,111,0,Hibernating
C12343,45,4,1197.0,1,1,1,111,0,Hibernating
C12344,44,9,3403.6,1,3,3,133,2,Standard (MMM)
C12345,5,9,3063.35,5,3,3,533,2,Standard (MMM)
C12346,131,3,667.2,1,1,1,111,0,Hibernating
C12347,7,9,2987.3,4,3,3,433,2,Standard (MMM)
C12348,20,9,3294.55,2,3,3,233,2,Standard (MMM)
C12349,3,9,4843.3,5,3,4,534,2,Standard (MMM)
C12350,18,20,7851.1,3,5,5,355,1,Standard (MHH)
C12351,4,10,1759.7,5,3,1,531,2,Standard (MMM)
C12352,24,9,3082.7,2,3,3,233,2,Standard (MMM)
C12353,18,6,3086.1,3,1,3,313,2,Standard (MMM)
C12354,51,18,7951.87,1,5,5,155,1,Standard (MHH)
C12355,5,11,5711.95,5,4,5,545,1,Standard (MHH)
C12356,34,9,6310.95,1,3,5,135,1,Standard (MHH)
C12357,13,10,4090.1,3,3,4,334,2,Standard (MMM)
C12358,112,3,949.95,1,1,1,111,0,Hibernating
C12359,71,2,887.6,1,1,1,111,0,Hibernating
C12360,28,5,1511.7,2,1,1,211,2,Standard (MMM)
C12361,25,6,5288.0,2,1,4,214,2,Standard (MMM)
C12362,3,8,2337.73,5,2,2,522,2,Standard (MMM)
C12363,79,5,782.9,1,1,1,111,0,Hibernating
C12364,19,9,2449.05,3,3,2,332,2,Standard (MMM)
C12365,9,11,4139.1,4,4,4,444,2,Standard (MMM)
C12366,18,8,4477.5,3,2,4,324,2,Standard (MMM)
C12367,9,10,3432.1,4,3,3,433,2,Standard (MMM)
C12368,26,12,4148.95,2,4,4,244,1,Standard (MHH)
C12369,21,9,3122.6,2,3,3,233,2,Standard (MMM)
C12370,25,12,4106.5,2,4,4,244,1,Standard (MHH)
C12371,3,10,4573.0,5,3,4,534,2,Standard (MMM)
C12372,8,15,6249.8,4,5,5,455,1,Standard (MHH)
C12373,3,8,2479.4,5,2,2,522,2,Standard (MMM)
C12374,11,12,4382.8,4,4,4,444,1,Standard (MHH)
C12375,2,15,5095.0,5,5,4,554,1,Standard (MHH)
C12376,22,9,3253.2,2,3,3,233,2,Standard (MMM)
C12377,11,20,4729.65,4,5,4,454,1,Standard (MHH)
C12378,9,8,4711.75,4,2,4,424,2,Standard (MMM)
C12379,5,13,4401.2,5,4,4,544,1,Standard (MHH)
C12380,8,17,4636.91,4,5,4,454,1,Standard (MHH)
C12381,20,4,745.0,2,1,1,211,2,Standard (MMM)
C12382,13,7,4392.05,3,2,4,324,2,Standard (MMM)
C12383,15,9,2875.55,3,3,2,332,2,Standard (MMM)
C12384,11,18,5499.1,4,5,5,455,1,Standard (MHH)
C12385,72,3,1161.4,1,1,1,111,0,Hibernating
C12386,13,16,6265.8,3,5,5,355,1,Standard (MHH)
C12387,31,6,2022.4,2,1,2,212,2,Standard (MMM)
C12388,10,10,4990.4,4,3,4,434,1,Standard (MHH)
C12389,6,13,6968.75,4,4,5,445,1,Standard (MHH)
C12390,10,13,4152.5,4,4,4,444,1,Standard (MHH)
C12391,18,8,3778.45,3,2,3,323,2,Standard (MMM)
C12392,45,8,3172.9,1,2,3,123,0,Hibernating
C12393,28,8,2827.1,2,2,2,222,2,Standard (MMM)
C12394,21,5,788.3,2,1,1,211,2,Standard (MMM)
C12395,7,9,3730.8,4,3,3,433,2,Standard (MMM)
C12396,16,4,937.9,3,1,1,311,2,Standard (MMM)
C12397,27,10,5379.5,2,3,5,235,1,Standard (MHH)
C12398,9,13,6588.4,4,4,5,445,1,Standard (MHH)
C12399,7,11,5260.85,4,4,4,444,1,Standard (MHH)
C12400,41,5,2513.6,1,1,2,112,0,Hibernating
C12401,10,10,3476.05,4,3,3,433,2,Standard (MMM)
C12402,23,8,4929.05,2,2,4,224,2,Standard (MMM)
C12403,4,16,5591.8,5,5,5,555,1,Standard (MHH)
C12404,12,5,843.8,3,1,1,311,2,Standard (MMM)
C12405,13,9,5607.55,3,3,5,335,1,Standard (MHH)
C12406,21,8,2432.85,2,2,2,222,2,Standard (MMM)
C12407,3,5,1112.0,5,1,1,511,2,Standard (MMM)
C12408,8,14,3637.7,4,5,3,453,1,Standard (MHH)
C12409,16,6,1264.6,3,1,1,311,2,Standard (MMM)
C12410,15,18,7019.56,3,5,5,355,1,Standard (MHH)
C12411,4,14,5294.4,5,5,5,555,1,Standard (MHH)
C12412,6,3,1239.0,4,1,1,411,2,Standard (MMM)
C12413,6,8,3683.0,4,2,3,423,2,Standard (MMM)
C12414,3,14,4570.0,5,5,4,554,1,Standard (MHH)
C12415,4,13,3463.4,5,4,3,543,1,Standard (MHH)
C12416,13,8,3197.0,3,2,3,323,2,Standard (MMM)
C12417,9,12,6229.4,4,4,5,445,1,Standard (MHH)
C12418,4,8,4824.2,5,2,4,524,2,Standard (MMM)
C12419,17,9,3008.35,3,3,3,333,2,Standard (MMM)
C12420,15,8,1368.3,3,2,1,321,2,Standard (MMM)
C12421,10,12,2679.55,4,4,2,442,2,Standard (MMM)
C12422,42,9,2111.6,1,3,2,132,2,Standard (MMM)
C12423,6,11,3100.91,4,4,3,443,2,Standard (MMM)
C12424,10,15,6601.7,4,5,5,455,1,Standard (MHH)
C12425,4,13,6306.2,5,4,5,545,1,Standard (MHH)
C12426,9,10,2745.85,4,3,2,432,2,Standard (MMM)
C12427,9,14,5683.5,4,5,5,455,1,Standard (MHH)
C12428,65,10,3352.8,1,3,3,133,0,Hibernating
C12429,4,13,7129.9,5,4,5,545,1,Standard (MHH)
C12430,16,3,466.5,3,1,1,311,2,Standard (MMM)
C12431,3,10,3032.16,5,3,3,533,2,Standard (MMM)
C12432,17,13,4171.47,3,4,4,344,1,Standard (MHH)
C12433,47,5,3127.0,1,1,3,113,0,Hibernating
C12434,27,10,3153.7,2,3,3,233,2,Standard (MMM)
C12435,39,10,2447.16,1,3,2,132,2,Standard (MMM)
C12436,41,9,2629.3,1,3,2,132,2,Standard (MMM)
C12437,17,7,1522.45,3,2,1,321,2,Standard (MMM)
C12438,52,3,601.9,1,1,1,111,0,Hibernating
C12439,26,12,6883.15,2,4,5,245,1,Standard (MHH)
C12440,15,8,2923.36,3,2,3,323,2,Standard (MMM)
