customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name
C03105,2,18,4397.5,5,5,5,555,1,Standard (MHH)
C03106,11,13,1151.75,4,4,3,443,0,Standard (MMM)
C03107,7,7,2269.0,4,2,4,424,0,Standard (MMM)
C03108,27,12,1508.0,2,4,3,243,0,Standard (MMM)
C03109,13,17,3762.22,3,5,5,355,1,Standard (MHH)
C03110,8,18,2640.4,4,5,5,455,1,Standard (MHH)
C03111,23,15,3053.84,2,5,5,255,1,Standard (MHH)
C03112,26,9,1646.2,2,3,3,233,0,Standard (MMM)
C03113,43,12,1944.35,1,4,4,144,1,Standard (MHH)
C03114,29,18,5691.53,2,5,5,255,1,Standard (MHH)
C03115,6,8,5324.38,5,2,5,525,1,Standard (MHH)
C03116,12,15,2110.73,4,5,4,454,1,Standard (MHH)
C03117,39,3,315.0,1,1,1,111,2,Hibernating
C03118,7,9,690.0,4,3,2,432,0,Standard (MMM)
C03119,11,8,713.6,4,2,2,422,0,Standard (MMM)
C03120,141,2,198.0,1,1,1,111,2,Hibernating
C03121,2,16,1555.5,5,5,3,553,1,Standard (MHH)
C03122,12,9,923.45,4,3,2,432,0,Standard (MMM)
C03123,3,13,2669.0,5,4,5,545,1,Standard (MHH)
C03124,26,6,1316.76,2,1,3,213,0,Standard (MMM)
C03125,6,11,2328.25,5,4,4,544,1,Standard (MHH)
C03126,20,7,1300.0,3,2,3,323,0,Standard (MMM)
C03127,58,12,1957.51,1,4,4,144,2,Hibernating
C03128,73,2,745.9,1,1,2,112,2,Hibernating
C03129,45,11,2334.36,1,4,4,144,1,Standard (MHH)
C03130,10,5,1438.0,4,1,3,413,0,Standard (MMM)
C03131,2,6,775.0,5,1,2,512,0,Standard (MMM)
C03132,15,9,1132.5,3,3,3,333,0,Standard (MMM)
C03133,21,4,595.6,2,1,1,211,0,Standard (MMM)
C03134,20,5,808.0,3,1,2,312,0,Standard (MMM)
C03135,5,14,7813.0,5,5,5,555,1,Standard (MHH)
C03136,31,15,1495.0,2,5,3,253,1,Standard (MHH)
C03137,33,10,1535.0,2,3,3,233,0,Standard (MMM)
C03138,2,2,154.5,5,1,1,511,0,Standard (MMM)
C03139,21,13,1861.5,2,4,4,244,1,Standard (MHH)
C03140,10,8,1433.0,4,2,3,423,0,Standard (MMM)
C03141,13,12,1859.7,3,4,4,344,1,Standard (MHH)
C03142,17,9,735.0,3,3,2,332,0,Standard (MMM)
C03143,28,13,1552.1,2,4,3,243,1,Standard (MHH)
C03144,2,11,2314.95,5,4,4,544,1,Standard (MHH)
C03145,44,7,2245.0,1,2,4,124,0,Standard (MMM)
C03146,91,4,496.2,1,1,1,111,2,Hibernating
C03147,7,9,1289.3,4,3,3,433,0,Standard (MMM)
C03148,32,10,1095.0,2,3,2,232,0,Standard (MMM)
C03149,12,12,1150.0,4,4,3,443,0,Standard (MMM)
C03150,8,3,251.0,4,1,1,411,0,Standard (MMM)
C03151,12,13,1317.54,4,4,3,443,0,Standard (MMM)
C03152,102,2,376.0,1,1,1,111,2,Hibernating
C03153,5,17,2031.38,5,5,4,554,1,Standard (MHH)
C03154,25,8,577.5,2,2,1,221,0,Standard (MMM)
C03155,9,7,486.94,4,2,1,421,0,Standard (MMM)
C03156,19,7,952.25,3,2,2,322,0,Standard (MMM)
C03157,8,15,1705.0,4,5,4,454,1,Standard (MHH)
C03158,104,2,175.0,1,1,1,111,2,Hibernating
C03159,18,15,3947.24,3,5,5,355,1,Standard (MHH)
C03160,8,10,2915.76,4,3,5,435,1,Standard (MHH)
C03161,41,7,540.0,1,2,1,121,0,Standard (MMM)
C03162,18,14,1464.75,3,5,3,353,1,Standard (MHH)
C03163,11,12,1818.0,4,4,4,444,1,Standard (MHH)
C03164,2,11,2684.0,5,4,5,545,1,Standard (MHH)
C03165,8,10,2813.0,4,3,5,435,1,Standard (MHH)
C03166,35,5,843.5,2,1,2,212,0,Standard (MMM)
C03167,5,15,2565.64,5,5,5,555,1,Standard (MHH)
C03168,20,3,385.0,3,1,1,311,0,Standard (MMM)
C03169,52,15,1599.0,1,5,3,153,1,Standard (MHH)
C03170,35,3,208.0,2,1,1,211,0,Standard (MMM)
C03171,101,2,510.0,1,1,1,111,2,Hibernating
C03172,35,10,1202.0,2,3,3,233,0,Standard (MMM)
C03173,13,19,3847.92,3,5,5,355,1,Standard (MHH)
C03174,17,8,1298.2,3,2,3,323,0,Standard (MMM)
C03175,29,3,299.0,2,1,1,211,0,Standard (MMM)
C03176,21,8,1263.11,2,2,3,223,0,Standard (MMM)
C03177,24,3,1397.49,2,1,3,213,0,Standard (MMM)
C03178,4,12,1960.0,5,4,4,544,1,Standard (MHH)
C03179,97,2,360.0,1,1,1,111,2,Hibernating
C03180,57,5,449.0,1,1,1,111,2,Hibernating
C03181,43,9,1351.0,1,3,3,133,0,Standard (MMM)
C03182,12,14,2118.7,4,5,4,454,1,Standard (MHH)
C03183,12,9,1329.91,4,3,3,433,0,Standard (MMM)
C03184,43,10,2320.4,1,3,4,134,0,Standard (MMM)
C03185,9,4,742.5,4,1,2,412,0,Standard (MMM)
C03186,4,3,1120.0,5,1,3,513,0,Standard (MMM)
C03187,12,6,895.0,4,1,2,412,0,Standard (MMM)
C03188,95,3,450.0,1,1,1,111,2,Hibernating
C03189,17,6,1638.2,3,1,3,313,0,Standard (MMM)
C03190,3,13,3455.7200000000003,5,4,5,545,1,Standard (MHH)
C03191,3,16,1948.56,5,5,4,554,1,Standard (MHH)
C03192,19,4,3459.0,3,1,5,315,0,Standard (MMM)
C03193,8,13,1333.05,4,4,3,443,0,Standard (MMM)
C03194,17,6,150.0,3,1,1,311,0,Standard (MMM)
C03195,17,6,1866.58,3,1,4,314,0,Standard (MMM)
C03196,8,7,1196.64,4,2,3,423,0,Standard (MMM)
C03197,2,17,3281.9,5,5,5,555,1,Standard (MHH)
C03198,6,9,744.5,5,3,2,532,0,Standard (MMM)
C03199,32,5,856.0,2,1,2,212,0,Standard (MMM)
C03200,14,8,616.88,3,2,1,321,0,Standard (MMM)
C03201,21,10,2135.0,2,3,4,234,0,Standard (MMM)
C03202,9,7,2597.25,4,2,5,425,0,Standard (MMM)
C03203,31,6,497.75,2,1,1,211,0,Standard (MMM)
C03204,9,15,3510.0,4,5,5,455,1,Standard (MHH)
C03205,5,17,2492.7,5,5,4,554,1,Standard (MHH)
C03206,51,2,400.0,1,1,1,111,2,Hibernating
C03207,65,9,2320.0,1,3,4,134,2,Hibernating
C03208,5,18,3249.04,5,5,5,555,1,Standard (MHH)
C03209,10,8,1128.0,4,2,3,423,0,Standard (MMM)
C03210,7,16,4164.0,4,5,5,455,1,Standard (MHH)
C03211,15,15,4847.5,3,5,5,355,1,Standard (MHH)
C03212,27,10,3960.94,2,3,5,235,1,Standard (MHH)
C03213,49,8,1098.56,1,2,3,123,2,Hibernating
C03214,9,9,1143.12,4,3,3,433,0,Standard (MMM)
C03215,3,19,1924.36,5,5,4,554,1,Standard (MHH)
C03216,18,15,1035.0,3,5,2,352,1,Standard (MHH)
C03217,8,10,1769.1,4,3,4,434,0,Standard (MMM)
C03218,30,8,955.0,2,2,2,222,0,Standard (MMM)
C03219,12,4,642.1,4,1,1,411,0,Standard (MMM)
C03220,2,9,1363.0,5,3,3,533,0,Standard (MMM)
C03221,71,3,245.41,1,1,1,111,2,Hibernating
C03222,6,11,3510.0,5,4,5,545,1,Standard (MHH)
C03223,54,9,721.01,1,3,2,132,2,Hibernating
C03224,24,12,1178.21,2,4,3,243,0,Standard (MMM)
C03225,20,11,1610.9,3,4,3,343,0,Standard (MMM)
C03226,19,12,3736.0,3,4,5,345,1,Standard (MHH)
C03227,11,6,1088.0,4,1,2,412,0,Standard (MMM)
C03228,11,8,2791.0,4,2,5,425,1,Standard (MHH)
C03229,8,14,1908.26,4,5,4,454,1,Standard (MHH)
C03230,3,12,2244.0,5,4,4,544,1,Standard (MHH)
C03231,11,6,570.0,4,1,1,411,0,Standard (MMM)
C03232,15,7,690.0,3,2,2,322,0,Standard (MMM)
C03233,12,8,2565.0,4,2,5,425,0,Standard (MMM)
C03234,25,15,2268.1,2,5,4,254,1,Standard (MHH)
C03235,6,14,1765.5,5,5,4,554,1,Standard (MHH)
C03236,19,7,850.0,3,2,2,322,0,Standard (MMM)
C03237,5,13,2836.34,5,4,5,545,1,Standard (MHH)
C03238,29,2,547.5,2,1,1,211,0,Standard (MMM)
C03239,10,7,1607.56,4,2,3,423,0,Standard (MMM)
C03240,40,10,979.71,1,3,2,132,0,Standard (MMM)
C03241,7,15,1559.0,4,5,3,453,1,Standard (MHH)
C03242,5,16,2178.0,5,5,4,554,1,Standard (MHH)
C03243,77,4,372.0,1,1,1,111,2,Hibernating
C03244,9,10,2595.1,4,3,5,435,1,Standard (MHH)
C03245,11,12,1351.31,4,4,3,443,0,Standard (MMM)
C03246,22,12,1735.42,2,4,4,244,1,Standard (MHH)
C03247,53,10,2770.0,1,3,5,135,1,Standard (MHH)
C03248,2,13,2195.35,5,4,4,544,1,Standard (MHH)
C03249,5,15,1222.75,5,5,3,553,1,Standard (MHH)
C03250,8,12,786.25,4,4,2,442,0,Standard (MMM)
C03251,8,15,4114.14,4,5,5,455,1,Standard (MHH)
C03252,67,2,120.0,1,1,1,111,2,Hibernating
C03253,25,4,194.0,2,1,1,211,0,Standard (MMM)
C03254,10,10,1175.0,4,3,3,433,0,Standard (MMM)
C03255,16,6,2457.45,3,1,4,314,0,Standard (MMM)
C03256,40,11,1030.0,1,4,2,142,0,Standard (MMM)
C03257,54,8,876.0,1,2,2,122,2,Hibernating
C03258,13,17,2771.8,3,5,5,355,1,Standard (MHH)
C03259,19,7,1412.75,3,2,3,323,0,Standard (MMM)
C03260,25,7,1632.67,2,2,3,223,0,Standard (MMM)
C03261,15,14,4861.0,3,5,5,355,1,Standard (MHH)
C03262,50,5,1159.0,1,1,3,113,2,Hibernating
C03263,18,8,1490.72,3,2,3,323,0,Standard (MMM)
C03264,12,9,1711.99,4,3,4,434,0,Standard (MMM)
C03265,54,5,528.0,1,1,1,111,2,Hibernating
C03266,7,19,3072.7200000000003,4,5,5,455,1,Standard (MHH)
C03267,14,6,932.0,3,1,2,312,0,Standard (MMM)
C03268,27,7,1753.0,2,2,4,224,0,Standard (MMM)
C03269,7,8,2014.72,4,2,4,424,0,Standard (MMM)
C03270,15,10,731.0,3,3,2,332,0,Standard (MMM)
C03271,24,11,827.0,2,4,2,242,0,Standard (MMM)
C03272,3,13,804.5,5,4,2,542,0,Standard (MMM)
C03273,14,3,353.65,3,1,1,311,0,Standard (MMM)
C03274,2,8,473.0,5,2,1,521,0,Standard (MMM)
C03275,2,11,4386.5,5,4,5,545,1,Standard (MHH)
C03276,66,7,1902.6,1,2,4,124,2,Hibernating
C03277,34,5,234.0,2,1,1,211,0,Standard (MMM)
C03278,25,4,372.4,2,1,1,211,0,Standard (MMM)
C03279,15,13,540.5,3,4,1,341,0,Standard (MMM)
C03280,63,7,751.23,1,2,2,122,2,Hibernating
C03281,6,18,2732.81,5,5,5,555,1,Standard (MHH)
C03282,49,6,488.01,1,1,1,111,2,Hibernating
C03283,12,15,2261.0,4,5,4,454,1,Standard (MHH)
C03284,35,9,2024.0,2,3,4,234,0,Standard (MMM)
C03285,15,14,2548.96,3,5,5,355,1,Standard (MHH)
C03286,20,9,584.02,3,3,1,331,0,Standard (MMM)
C03287,37,7,1024.0,1,2,2,122,0,Standard (MMM)
C03288,5,14,5075.5,5,5,5,555,1,Standard (MHH)
C03289,6,7,506.0,5,2,1,521,0,Standard (MMM)
C03290,17,8,2826.8,3,2,5,325,1,Standard (MHH)
C03291,7,12,2885.0,4,4,5,445,1,Standard (MHH)
C03292,9,20,2764.75,4,5,5,455,1,Standard (MHH)
C03293,51,8,567.0,1,2,1,121,2,Hibernating
C03294,20,11,1316.3,3,4,3,343,0,Standard (MMM)
C03295,41,10,1182.5,1,3,3,133,0,Standard (MMM)
C03296,29,9,1107.7,2,3,3,233,0,Standard (MMM)
C03297,27,13,1813.0,2,4,4,244,1,Standard (MHH)
C03298,14,6,798.1,3,1,2,312,0,Standard (MMM)
C03299,32,14,6602.0,2,5,5,255,1,Standard (MHH)
C03300,99,12,2713.45,1,4,5,145,2,Hibernating
C03301,27,17,2494.2,2,5,4,254,1,Standard (MHH)
C03302,18,7,547.0,3,2,1,321,0,Standard (MMM)
C03303,25,9,745.0,2,3,2,232,0,Standard (MMM)
C03304,33,5,623.0,2,1,1,211,0,Standard (MMM)
C03305,21,6,1350.0,2,1,3,213,0,Standard (MMM)
C03306,12,5,832.0,4,1,2,412,0,Standard (MMM)
C03307,73,6,477.4,1,1,1,111,2,Hibernating
C03308,29,15,1670.0,2,5,3,253,1,Standard (MHH)
C03309,28,15,3160.0,2,5,5,255,1,Standard (MHH)
C03310,12,8,740.0,4,2,2,422,0,Standard (MMM)
C03311,10,9,1535.36,4,3,3,433,0,Standard (MMM)
C03312,8,17,2965.0,4,5,5,455,1,Standard (MHH)
C03313,8,13,2608.6,4,4,5,445,1,Standard (MHH)
C03314,7,10,1478.75,4,3,3,433,0,Standard (MMM)
C03315,35,6,911.0,2,1,2,212,0,Standard (MMM)
C03316,11,9,1001.0,4,3,2,432,0,Standard (MMM)
C03317,4,7,1180.43,5,2,3,523,0,Standard (MMM)
C03318,15,13,1562.0,3,4,3,343,1,Standard (MHH)
C03319,8,18,2368.2,4,5,4,454,1,Standard (MHH)
C03320,2,2,300.0,5,1,1,511,0,Standard (MMM)
C03321,2,14,2199.17,5,5,4,554,1,Standard (MHH)
C03322,47,9,1036.2,1,3,2,132,0,Standard (MMM)
C03323,13,13,1790.0,3,4,4,344,1,Standard (MHH)
C03324,15,10,1453.25,3,3,3,333,0,Standard (MMM)
C03325,58,10,1305.0,1,3,3,133,2,Hibernating
C03326,29,15,4155.56,2,5,5,255,1,Standard (MHH)
C03327,29,9,754.5,2,3,2,232,0,Standard (MMM)
C03328,36,9,1016.75,1,3,2,132,0,Standard (MMM)
C03329,14,13,1681.4,3,4,3,343,1,Standard (MHH)
C03330,66,2,385.0,1,1,1,111,2,Hibernating
C03331,44,10,4058.5,1,3,5,135,1,Standard (MHH)
C03332,2,19,4389.89,5,5,5,555,1,Standard (MHH)
C03333,7,14,1895.34,4,5,4,454,1,Standard (MHH)
C03334,8,17,2572.75,4,5,5,455,1,Standard (MHH)
C03335,66,7,580.0,1,2,1,121,2,Hibernating
C03336,4,3,686.0,5,1,2,512,0,Standard (MMM)
C03337,11,13,3466.0,4,4,5,445,1,Standard (MHH)
C03338,45,4,461.67,1,1,1,111,2,Hibernating
C03339,14,6,894.1800000000001,3,1,2,312,0,Standard (MMM)
C03340,6,10,2880.75,5,3,5,535,1,Standard (MHH)
C03341,33,7,457.0,2,2,1,221,0,Standard (MMM)
C03342,63,2,1238.0,1,1,3,113,2,Hibernating
C03343,54,8,1074.88,1,2,2,122,2,Hibernating
C03344,9,7,990.9,4,2,2,422,0,Standard (MMM)
C03345,15,6,951.0,3,1,2,312,0,Standard (MMM)
C03346,9,3,940.0,4,1,2,412,0,Standard (MMM)
C03347,13,10,4405.5,3,3,5,335,1,Standard (MHH)
C03348,25,10,1209.9,2,3,3,233,0,Standard (MMM)
C03349,24,9,1301.5,2,3,3,233,0,Standard (MMM)
C03350,7,19,4041.2,4,5,5,455,1,Standard (MHH)
C03351,22,11,1085.0,2,4,2,242,0,Standard (MMM)
C03352,18,9,2306.0,3,3,4,334,0,Standard (MMM)
C03353,15,5,523.25,3,1,1,311,0,Standard (MMM)
C03354,3,17,3975.52,5,5,5,555,1,Standard (MHH)
C03355,25,8,1525.0,2,2,3,223,0,Standard (MMM)
C03356,30,7,825.0,2,2,2,222,0,Standard (MMM)
C03357,21,11,1208.0,2,4,3,243,0,Standard (MMM)
C03358,43,2,357.0,1,1,1,111,2,Hibernating
C03359,33,2,86.85,2,1,1,211,0,Standard (MMM)
C03360,40,9,2169.5,1,3,4,134,0,Standard (MMM)
C03361,41,6,445.0,1,1,1,111,0,Standard (MMM)
C03362,28,6,508.63,2,1,1,211,0,Standard (MMM)
C03363,3,9,1741.35,5,3,4,534,0,Standard (MMM)
C03364,8,7,1023.24,4,2,2,422,0,Standard (MMM)
C03365,50,11,2209.86,1,4,4,144,1,Standard (MHH)
C03366,8,14,1823.0,4,5,4,454,1,Standard (MHH)
C03367,6,8,1177.0,5,2,3,523,0,Standard (MMM)
C03368,5,19,3561.7,5,5,5,555,1,Standard (MHH)
C03369,49,7,1755.0,1,2,4,124,2,Hibernating
C03370,15,9,1377.4,3,3,3,333,0,Standard (MMM)
C03371,10,7,2648.38,4,2,5,425,0,Standard (MMM)
C03372,2,15,1420.0,5,5,3,553,1,Standard (MHH)
C03373,16,13,1017.0,3,4,2,342,0,Standard (MMM)
C03374,5,13,5018.63,5,4,5,545,1,Standard (MHH)
C03375,16,14,2272.29,3,5,4,354,1,Standard (MHH)
C03376,54,7,1047.0,1,2,2,122,2,Hibernating
C03377,18,19,4427.65,3,5,5,355,1,Standard (MHH)
C03378,9,6,419.25,4,1,1,411,0,Standard (MMM)
C03379,3,13,1044.37,5,4,2,542,0,Standard (MMM)
C03380,23,16,1797.02,2,5,4,254,1,Standard (MHH)
C03381,38,3,349.0,1,1,1,111,2,Hibernating
C03382,45,5,856.0,1,1,2,112,2,Hibernating
C03383,19,10,1491.75,3,3,3,333,0,Standard (MMM)
C03384,38,13,3060.0,1,4,5,145,1,Standard (MHH)
C03385,4,2,140.0,5,1,1,511,0,Standard (MMM)
C03386,23,16,4740.9,2,5,5,255,1,Standard (MHH)
C03387,85,6,1373.0,1,1,3,113,2,Hibernating
C03388,2,8,1995.0,5,2,4,524,0,Standard (MMM)
C03389,2,13,1777.88,5,4,4,544,1,Standard (MHH)
C03390,25,10,1840.9,2,3,4,234,0,Standard (MMM)
C03391,18,13,1864.54,3,4,4,344,1,Standard (MHH)
C03392,22,6,1102.0,2,1,3,213,0,Standard (MMM)
C03393,5,8,1406.24,5,2,3,523,0,Standard (MMM)
C03394,26,4,914.64,2,1,2,212,0,Standard (MMM)
C03395,19,14,1945.0,3,5,4,354,1,Standard (MHH)
C03396,93,3,269.0,1,1,1,111,2,Hibernating
C03397,7,7,963.59,4,2,2,422,0,Standard (MMM)
C03398,6,13,2689.5,5,4,5,545,1,Standard (MHH)
C03399,22,8,698.0,2,2,2,222,0,Standard (MMM)
C03400,17,4,1376.0,3,1,3,313,0,Standard (MMM)
C03401,23,10,1635.0,2,3,3,233,0,Standard (MMM)
C03402,44,6,1128.5,1,1,3,113,2,Hibernating
C03403,18,15,3558.0,3,5,5,355,1,Standard (MHH)
C03404,10,10,1016.0,4,3,2,432,0,Standard (MMM)
C03405,26,7,1593.75,2,2,3,223,0,Standard (MMM)
C03406,62,6,1898.0,1,1,4,114,2,Hibernating
C03407,5,4,594.45,5,1,1,511,0,Standard (MMM)
C03408,4,14,2947.64,5,5,5,555,1,Standard (MHH)
C03409,4,6,1775.0,5,1,4,514,0,Standard (MMM)
C03410,2,18,4042.75,5,5,5,555,1,Standard (MHH)
C03411,2,11,844.0,5,4,2,542,0,Standard (MMM)
C03412,61,2,220.0,1,1,1,111,2,Hibernating
C03413,12,9,2350.0,4,3,4,434,0,Standard (MMM)
C03414,42,14,785.54,1,5,2,152,0,Standard (MMM)
C03415,15,13,2123.5,3,4,4,344,1,Standard (MHH)
C03416,41,6,625.27,1,1,1,111,0,Standard (MMM)
C03417,6,12,4153.62,5,4,5,545,1,Standard (MHH)
C03418,6,8,1440.0,5,2,3,523,0,Standard (MMM)
C03419,6,9,947.0,5,3,2,532,0,Standard (MMM)
C03420,7,13,1522.0,4,4,3,443,1,Standard (MHH)
C03421,23,9,1639.0,2,3,3,233,0,Standard (MMM)
C03422,26,7,799.5,2,2,2,222,0,Standard (MMM)
C03423,18,9,1080.2,3,3,2,332,0,Standard (MMM)
C03424,17,15,513.4,3,5,1,351,0,Standard (MMM)
C03425,6,10,1085.0,5,3,2,532,0,Standard (MMM)
C03426,40,7,630.0,1,2,1,121,0,Standard (MMM)
C03427,7,14,1511.0,4,5,3,453,1,Standard (MHH)
C03428,13,10,1043.25,3,3,2,332,0,Standard (MMM)
C03429,10,14,3442.0,4,5,5,455,1,Standard (MHH)
C03430,8,2,182.5,4,1,1,411,0,Standard (MMM)
C03431,63,8,647.5,1,2,1,121,2,Hibernating
C03432,3,10,2323.8,5,3,4,534,1,Standard (MHH)
C03433,14,9,1486.93,3,3,3,333,0,Standard (MMM)
C03434,29,8,507.0,2,2,1,221,0,Standard (MMM)
C03435,28,11,828.0,2,4,2,242,0,Standard (MMM)
C03436,50,7,570.0,1,2,1,121,2,Hibernating
C03437,26,12,2723.0,2,4,5,245,1,Standard (MHH)
C03438,75,2,367.5,1,1,1,111,2,Hibernating
C03439,5,12,2441.17,5,4,4,544,1,Standard (MHH)
C03440,21,13,3417.96,2,4,5,245,1,Standard (MHH)
C03441,8,15,2436.95,4,5,4,454,1,Standard (MHH)
C03442,10,13,3948.0,4,4,5,445,1,Standard (MHH)
C03443,50,2,255.8,1,1,1,111,2,Hibernating
