index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,product_url,rating_value
12755,"Pork - Pizza Pepperoni, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,621.0,690.0,Pork & Ham,3.6,"Casanova Pepperoni is a spiced sausage cut into thin slices. It has varied shapes; when sliced, the inside looks red with grains of white/pink fat. The flavour is intense and appetizing and the smell is defined. Once matured, each salami type develops its own typical aroma. Manufactured at Spain. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",621.0,621.0,10.0,https://www.bigbasket.com/pd/40037472/fresho-signature-artisan-herb-bread-pre-sliced-300-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Artisan%2520Herb%2520Bread%2520-%2520Pre-Sliced,3.6
12864,Eggs - Panchakavya,"Eggs, Meat & Fish",Eggs,Mpm,59.0,59.0,Other Eggs,2.8,MPMs Panchakavya Eggs are completely antibiotic and enhancer free and contain more nutrients than your regular broiler eggs. It is also effective in controlling ulcers and also help in reducing body heat. Panchakavya Eggs contain loads of medical characteristics.,59.0,59.0,0.0,https://www.bigbasket.com/pd/40129036/mpm-eggs-panchakavya-300-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Eggs%2520-%2520Panchakavya,2.8
13034,"Ham - Champagine Chicken, Smoked","Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,250.0,250.0,Chicken Sausages,3.8,"Chicken meat (88%), Water, Commom salt, Dextose, yeast extract, soya, Edible Starch Anti-oxidant-300, Emulsifier-452, Colour fixative -250, white pepper, coriander, Contains permitted natural flavour.",250.0,250.0,0.0,https://www.bigbasket.com/pd/40063434/la-carne-ham-chicken-pariser-smoked-150-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Ham%2520-%2520Chicken%2520Pariser%252C%2520Smoked,3.8
13076,"Pork - Salami Napoli, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,282.6,314.0,Pork & Ham,4.1,"Dautore Italian salami Napoli are differentiated on the basis of type of meat grinding (fine, medium or coarse) and the spices and ingredients (garlic, chilli pepper, fennel seeds) used. These ingredients and grinding type gives every type of Salami, a very specific personality and shape. The shapes are generally elongated and vary in sizes. When sliced, the salami looks red with grains of white/pink fat on the inside. Fresho Signature has an intense flavour and appetizing. It also has a very clearly defined smell. Meat, fat and other possible ingredients are minced together, put into casings and matured. Once the salami has matured, it develops its own typical and distinct aroma. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",282.6,282.6,9.999999999999991,https://www.bigbasket.com/pd/40263039/fresho-chicken-salami-sliced-spicy-ready-to-fry-rich-in-protein-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Chicken%2520Salami%2520Sliced%252C%2520Spicy,4.1
13079,Mutton Seekh Kebab,"Eggs, Meat & Fish",Mutton & Lamb,La Carne,475.0,475.0,Frozen Mutton,4.1,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Mutton Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with best of mutton, which is lean with low fat. Mutton Kebab is juicy and tender & spiced to perfection.",475.0,475.0,0.0,https://www.bigbasket.com/pd/40162599/la-carne-mutton-seekh-kebab-500-g-pkt/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Mutton%2520Seekh%2520Kebab,4.1
13235,Eggs - Free Range,"Eggs, Meat & Fish",Eggs,Farm Made,122.0,130.0,Farm Eggs,3.8,"Our infertile free range eggs are produced using traditional farming methods, ensuring highest animal protection standards. Our hens are pasture raised and humanely treated. These eggs do not contain antibiotics, growth promoters, hormones or any such substances.Our eggs are rich in omega 3, protein and vitamins. These hens enjoy a lot of free space, a lot of greens to feed on, a spacious place to rest along with areas for playing and a lot of fresh air. It is 100% natural free range eggs.",122.0,122.0,6.153846153846154,https://www.bigbasket.com/pd/40117922/farm-made-eggs-free-range-12-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Free%2520Range%2520Eggs,3.8
13269,"Sausage - Pork, Super Bacon","Eggs, Meat & Fish",Pork & Other Meats,Quickee'S,230.0,230.0,Pork & Ham,3.8,Quickee presents their deliciously mouth-watering range of meat products which will enchant your taste buds and leave you craving for more as you rake up your favourite meals. Quickees Super Bacon Pork sausages are made from the freshest and most tender part of pork giving it the juicy and tender texture that will make you crave for more.,230.0,230.0,0.0,https://www.bigbasket.com/pd/40125075/quickees-sausage-pork-goan-275-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Sausage%2520-%2520Pork%252C%2520Goan,3.8
13311,Fresho Meat Mutton - Biryani Pieces 1 kg + Jharna Ghee 250 gm,"Eggs, Meat & Fish",Mutton & Lamb,bb Combo,579.0,579.0,Frozen Mutton,3.2,"It is used for preparation of tasty mutton biryani, kebabs and non vegetable recipes. This cube contains mouth watering taste when cooked properly using oil, spices and salt. It is fried also and is served as side along with rice.
 Ghee is an integral component of Bengali cuisine as no Moong Dal would be complete without a drizzle of Jharna Ghee or no Niramish tarkari (vegetable curry) would taste good without a fresh dose of ground garam masala and a dash of Jharna Ghee.",579.0,579.0,0.0,n/a,3.2
13533,Chicken - Mortadella with Green Olives Sliced,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,225.0,250.0,Chicken Sausages,3.8,"Fresho Signature Chicken - Mortadella with Green Olives is known for its excellent quality. It comes sliced, with the goodness and freshness of Green Olives, the perfect choice for a quick healthy and nutritious breakfast. It is heart-healthy, lean and a great source of protein. Green Olives adds a delicious mild flavour and enhances its soft texture and gives a light flavor. This robust and flavourful mortadella doubles up the taste and makes it as perfect finger-licking-licious food.",225.0,225.0,10.0,https://www.bigbasket.com/pd/40263041/fresho-chicken-mortadella-sliced-paprika-rich-in-protein-nutritious-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Chicken%2520Mortadella%2520Sliced,3.8
13583,Mutton Biryani Cut,"Eggs, Meat & Fish",Mutton & Lamb,Premier,550.0,550.0,Frozen Mutton,4.0,"Premium Mutton Biryani Cut meat is chopped in pieces small enough to be put into use directly. You can use these for preparing stews and of course for those lip-smacking biryani recipes. They are tender enough to be enjoyed thoroughly by all meat lovers and their taste for mutton recipes. This meat comprises Vitamin B, which is known to help one effectively burn fat. A little portion of this meat is good for those wanting to lose some weight. Mutton is also an outstanding source of many vitamins and minerals. It is deep red colour meat that has a strong flavour and is gamey.
Benefits

Handpicked fine quality tender and low-fat Mutton meat.
It is also an outstanding source of many vitamins and minerals.",550.0,550.0,0.0,https://www.bigbasket.com/pd/40215011/premier-mutton-mutton-curry-cuts-450-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Mutton%2520Curry%2520Cuts,4.0
13612,Fresh Catch Basa Fish Fillets,"Eggs, Meat & Fish",Fish & Seafood,Ifb,450.0,450.0,Frozen Fish & Seafood,4.0,"At IFB FreshCatch we are committed to serving our customers products, of the highest quality. IFB FreshCatch brings to you the authentic taste of premium Vietnamese Basa. They are Individually Quick Frozen (IQF) at a state-of-the-art modern processing plant. The IQF process preserves all the goodness and freshness inside. Upon being thawed and cooked, these give a 'melt in the mouth' experience, which is unmatched in the Indian market.",450.0,450.0,0.0,https://www.bigbasket.com/pd/40004056/ifb-fresh-catch-basa-fish-fillets-1-kg-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fresh%2520Catch%2520Basa%2520Fish%2520Fillets,4.0
13637,Nuremberger - Chicken,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Bon Appetit,306.0,326.0,Chicken Sausages,4.4,"EAN Code: 8908002778878  Country of origin: India  Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India  Best before 18-10-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",306.0,306.0,6.134969325153374,https://www.bigbasket.com/pd/40015768/bon-appetit-pork-cooked-ham-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Pork%2520-%2520Cooked%2520Ham,4.4
13858,Eggs - Brown Shell,"Eggs, Meat & Fish",Eggs,Mpm,68.0,68.0,Protein Eggs,2.9,"The hen breed name is bv360 and is formerly known as giriraja eggs, it is natural egg no artificial colours of egg shells. The yellow yolk colour is lemon yellow and also this is export quality eggs.",68.0,68.0,0.0,https://www.bigbasket.com/pd/60000397/mpm-eggs-brown-shell-6-pcs-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Eggs%2520-%2520Brown%2520Shell,2.9
14002,"Chicken - Salami with Chilli, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,197.1,219.0,Chicken Sausages,4.1,"James Smith Chicken Lemon Pepper Salami is made by blending chicken with a particular ratio of high-quality chicken fat. This is further seasoned with spices that may include salt, black pepper, chilli pepper and lemon. Manufactured at India. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",197.1,197.1,10.000000000000002,https://www.bigbasket.com/pd/40094830/fresho-signature-pork-cured-chorizo-chilly-sliced-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Pork%2520-%2520Cured%2520Chorizo%2520Chilly%252C%2520Sliced,4.1
14198,Sausage - Pork,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,230.0,230.0,Pork & Ham,3.8,Quickee presents their deliciously mouth-watering range of meat products which will enchant your taste buds and leave you craving for more as you rake up your favourite meals. Make your morning breakfasts more exciting by serving Quickees Pork Sausages along with eggs and toast for a scrumptious and a healthy meal.,230.0,230.0,0.0,https://www.bigbasket.com/pd/40125075/quickees-sausage-pork-goan-275-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Sausage%2520-%2520Pork%252C%2520Goan,3.8
14256,Tuna Chunks in Olive Oil,"Eggs, Meat & Fish",Fish & Seafood,Abbies,225.0,225.0,Canned Seafood,4.0,"Tuna Chunks in Olive Oil is 100% natural, high vitamin A, D, K & E content",225.0,225.0,0.0,https://www.bigbasket.com/pd/40087434/abbies-tuna-chunks-in-olive-oil-185-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Tuna%2520Chunks%2520in%2520Olive%2520Oil,4.0
14306,Canned Skipjack Light Meat Tuna - Chunk In Soya Bean Oil,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,194.75,205.0,Canned Seafood,4.5,"Premium Quality Fish, Imported from Thailand, Excellent source of Omega 3 , Dolphin Friendly",194.75,194.75,5.0,https://www.bigbasket.com/pd/40037993/golden-prize-canned-skipjack-light-meat-tuna-chunk-in-soya-bean-oil-185-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Canned%2520Skipjack%2520Light%2520Meat%2520Tuna%2520-%2520Chunk%2520In%2520Soya%2520Bean%2520Oil,4.5
14379,Chicken Shami Kabab,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,237.9,305.0,Chicken Sausages,4.0,"When it comes to starters, Chicken Shami Kebab is one of the best non-vegetarian snacks to be served quickly. You will not only enjoy and love eating it but also like cooking this quick snack. Shami kebabs are delicious minced chicken with chana dal with spicy masala filling inside and crispy fried on the outside. These are slightly on heavier side and calorie-dense, hence these are to be served occasionally. They are an absolute perfect for a dinner party during winters, it can be served with coriander or mint chutney.

Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste.
Shami Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",237.9,237.9,22.0,https://www.bigbasket.com/pd/40340603/fresho-chicken-shami-kabab-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520Shami%2520Kabab,4.0
14404,"Farm Eggs - Jumbo, Large, Antibiotic Residue-Free","Eggs, Meat & Fish",Eggs,Fresho,75.0,85.0,Farm Eggs,3.3,"Number of PcsSize6 pcsLargeEggs are one of the common food items in most of the households. From breakfast to dinner, eggs are indulged in various ways. Poached, boiled, fried; we all have our own favourite choices. Not only are they delicious, but they are also crammed with health benefits. It is one of the most in-expensive sources of high protein. These are one of nature's most wholesome and cost-effective foods. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. The Add-on Benefits of Fresho Egg: •Antibiotic free •Free from growth hormones •Carefully selected •Rich in omega 3 Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",75.0,75.0,11.76470588235294,https://www.bigbasket.com/pd/40185809/fresho-farm-no-hatch-herbal-eggs-medium-antibiotic-residue-free-6-pcs-box/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Farm%2520No-Hatch%2520Herbal%2520Eggs%2520-%2520Medium%252C%2520Antibiotic%2520Residue-Free,3.3
14454,Frozen Prawns - Medium,"Eggs, Meat & Fish",Fish & Seafood,Fresho,115.0,230.0,Frozen Fish & Seafood,3.9,"Net WeightNumber Of PcsServing SizeStorage Temp250 g20-302-4 people0-4 deg celPrawns are full of nutrients. They are packed with protein and low in carbohydrate. It helps to build muscle and aids in weight-loss. The Fresho seawater prawns can be used instantly to cook a variety of delicious dishes without going through the pain of cleaning and deveining them. These are seawater prawn are peeled. Their firm meat is easy to cook whether you are preparing curries, fried snacks, or grilled items. This comes in 20-30 pieces which are perfect for 2-4 people. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene",115.0,115.0,50.0,https://www.bigbasket.com/pd/40163718/fresho-frozen-green-peas-1-kg-slider-zip-standy-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Frozen%2520Green%2520Peas,3.9
14458,"Pork - Mortadella Bologna Short, P.G.I, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,223.2,248.0,Pork & Ham,4.1,"Dautore Mortadella Bologna Short P.G.I. is a careful selection of meats, made with a slow cooking process. Mortadella is produced in compliance with the P.G.I. certification standards, an unmistakably delicate and well-balanced flavour. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",223.2,223.2,10.000000000000004,https://www.bigbasket.com/pd/40094830/fresho-signature-pork-cured-chorizo-chilly-sliced-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Cured%2520Chorizo%2520Chilly%252C%2520Sliced,4.1
14460,Frozen Basa Fillet - Preservative Free,"Eggs, Meat & Fish",Fish & Seafood,Fresho,198.0,220.0,Frozen Fish & Seafood,3.7,"Net WeightNumber Of PcsServing SizeStorage Temp500 g2-32-3 people0-4 deg celBasa is a catfish which is light in colour and has a firm texture. Enriched in protein, it contains low fat making it perfect for your diet. This Fresho basa fillets without head are great for grilling, frying, barbecuing or for curries. This comes in 2-3 pieces are which are perfect for 2-3 people. It is preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",198.0,198.0,10.0,https://www.bigbasket.com/pd/40025357/fresho-pav-safe-preservative-free-300-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=32&t_s=Pav%2520-%2520Preservative%2520Free,3.7
14647,Silver Belly,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,45.0,50.0,Dry Fish,3.2,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",45.0,45.0,10.0,https://www.bigbasket.com/pd/40036186/hs-dry-fish-silver-belly-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Silver%2520Belly,3.2
14774,Rohu Fish Large Curry Cut 1kg +Chilli Chicken Boneless 500G +Chicken Mince 500G,"Eggs, Meat & Fish",Fish & Seafood,Fresho,727.0,973.0,Fresh Fish,4.0,"Product weighed before cleaning and cutting. Net weight will be lower at the time of delivery because of cleaning and Processing weight loss
 Fresho Meats is our in house brand of fresh meat, poultry and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment.  The juicy and tasty meat of the Chicken Mince brings great taste to the platters. It is an excellent basis of vitamin B6, antioxidants and protein. It also contains niacin, selenium and phosphorous. It is low in cholesterol and fat and is carb-free. Moreover, it possesses cancer-preventing properties. It helps in preparing quick recipes like tikka, kebabs, and extra.",727.0,727.0,25.28263103802672,https://www.bigbasket.com/pd/40263033/fresho-chicken-sausages-masala-ready-to-fry-rich-in-protein-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Chicken%2520Sausage%252C%2520Masala,4.0
14793,Pork Streaky Bacon,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meisterwurst,675.0,705.0,Pork & Ham,4.1,"Bacon lovers worldwide can never get enough of this heavenly meat. The popular Pork Streaky Bacon is ideal to get your juices flowing. Beechwood smoked and thinly sliced, Streaky Bacon is the side bacon that comes from the pork belly and has a higher fat content. It is distinctive of its long, thin look with fatty 'streaky' parallel lines adjacent to the rind. A breakfast staple - fried, grilled or microwaved to a lovely delish desired crisp. Also add in soups, sandwiches, salads, bakes and more...Bacon maniacs get 'baconing'!",675.0,675.0,4.25531914893617,https://www.bigbasket.com/pd/900457853/meisterwurst-pork-streaky-bacon-sausages-200-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Pork%2520Streaky%2520Bacon%2520Sliced%2520-Pork%2520Meat%252075%2525%252CNo%2520soya,4.1
14801,Frozen Prawns - Small,"Eggs, Meat & Fish",Fish & Seafood,Fresho,140.0,200.0,Frozen Fish & Seafood,3.9,"Net WeightNumber Of PcsServing SizeStorage Temp250 g20-302-4 people0-4 deg celPrawns are full of nutrients. They are packed with protein and low in carbohydrate. It helps to build muscle and aids in weight-loss. The Fresho seawater prawns can be used instantly to cook a variety of delicious dishes without going through the pain of cleaning and deveining them. These are seawater prawn are peeled. Their firm meat is easy to cook whether you are preparing curries, fried snacks, or grilled items. This comes in 30-40 pieces which are perfect for 2-4 people. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",140.0,140.0,30.0,https://www.bigbasket.com/pd/40163718/fresho-frozen-green-peas-1-kg-slider-zip-standy-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Frozen%2520Green%2520Peas,3.9
14816,Chicken - Spring Roll,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Blue Flame,179.1,199.0,Chicken Sausages,4.1,"A cylindrical casing of a thin dough with minced chicken meat and vegetables. If you are craving for a quick snack to enjoy with friends and family this makes for a perfect option. Crunchy on the outside, with soft and hot filling on the inside. Serve hot with some ketchup or sauce of your choice.",179.1,179.1,10.000000000000004,https://www.bigbasket.com/pd/40108131/blue-flame-chicken-spring-roll-280-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520-%2520Spring%2520Roll,4.1
14841,"Pork - Cured Chorizo Chilly, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,421.2,468.0,Pork & Ham,4.1,"Casanova Chorizo is a smoky flavoured rich red colour sausage from Pimentos. It is smoked Spanish paprika, usually very spicy. Chorizo is softer to touch, when cooked it releases a delicious spicy red oil. Recipes using chorizo do not call for additional oil to be added. Chorizo sausage is widely used in Spanish and Mexican cooking. Mexican chorizo is made with fresh pork while Spanish chorizo uses smoked pork. Manufactured at Spain. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",421.2,421.2,10.000000000000002,https://www.bigbasket.com/pd/40094830/fresho-signature-pork-cured-chorizo-chilly-sliced-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Cured%2520Chorizo%2520Chilly%252C%2520Sliced,4.1
14990,Frozen Basa Fish - Fillets,"Eggs, Meat & Fish",Fish & Seafood,Big Sams,350.0,350.0,Frozen Fish & Seafood,3.8,"Big Sams frozen BASA FISH fillets, packed by using best quality pangasius fish fillets.",350.0,350.0,0.0,https://www.bigbasket.com/pd/40067768/big-sams-frozen-basa-fish-fillets-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=14&t_s=Frozen%2520Basa%2520Fish%2520-%2520Fillets,3.8
15151,Chicken Italian Shorties,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,197.6,260.0,Chicken Sausages,3.1,"Chicken Italian Shorties is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",197.6,197.6,24.000000000000004,https://www.bigbasket.com/pd/40203772/fresho-chicken-italian-shorties-240-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520Italian%2520Shorties,3.1
15202,Chicken Masala Tikka,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,284.7,365.0,Chicken Sausages,4.2,"Fresho chicken tikka mix helps you prepare mouth-watering, flavoursome and juicy charbroiled chicken to satiate your chicken craving. Chicken Tikka Masala blend strikes an even balance between aromatic and flavouring spice agents to give the chicken a palatable, tempting flavour. As this blend is used in 'apply-and-cook-over-the-fire situations', the flavouring spices predominate, in order not to dissipate under direct fire.

Chicken tikka are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Tikka Kababs are very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",284.7,284.7,22.000000000000004,https://www.bigbasket.com/pd/40251964/stories-chicken-malai-tikka-mix-aromatic-spices-blend-no-artificial-flavours-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520Malai%2520Tikka%2520Mix%2520-%2520Aromatic%2520Spices%2520Blend%252C%2520No%2520Artificial%2520Flavours,4.2
15223,Mutton Shami Kabab,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,212.5,425.0,Chicken Sausages,4.0,"When it comes to starters, Mutton Shami Kebab is one of the best non-vegetarian snacks to be served quickly. You will not only enjoy and love eating it but also like cooking this quick snack. Shami kebabs are delicious minced lamb with chana dal with spicy masala filling inside and crispy fried on the outside. These are slightly on heavier side and calorie-dense, hence these are to be served occasionally. They are an absolute perfect for a dinner party during winters, it can be served with coriander or mint chutney.

Mutton kebabs are one of the most valued foods among people of all ages, throughout the world.
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste.
Shami Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",212.5,212.5,50.0,https://www.bigbasket.com/pd/40340603/fresho-chicken-shami-kabab-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Chicken%2520Shami%2520Kabab,4.0
15347,"Salami - Chicken N Cheese, Spicy","Eggs, Meat & Fish","Sausages, Bacon & Salami",Zorabian,170.0,170.0,Chicken Sausages,4.3,"Chicken N Cheese, Spicy Salami from Zorabian is the best bet for a meat lover. Made with 100% fresh chicken, this salami has the perfect blend of spices mixed with gooey cheese that will tickle your taste buds. It ensures you get the perfect taste with every bite and is ideal to be used for making sandwiches, pizzas and other snacks of your choice.",170.0,170.0,0.0,https://www.bigbasket.com/pd/40122528/zorabian-salami-chicken-n-cheese-spicy-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Salami%2520-%2520Chicken%2520N%2520Cheese%252C%2520Spicy,4.3
15382,Tuna Flakes - White Meat In Sunflower Oil,"Eggs, Meat & Fish",Fish & Seafood,Tasty Nibbles,190.0,190.0,Canned Seafood,4.5,"Ready to Eat Canned White Meat Tuna from yellowfin is a healthy and tastier meal. Rich in Omega 3, Proteins, Potassium, Magnesium, Iron, Vitamin A, B16 & B12, it comes with no preservative and no odour. It is zero carb/sugar-free and unopened and it can be kept at room temperature. It comes with HACCP, Halal, and Japanese Technology.",190.0,190.0,0.0,https://www.bigbasket.com/pd/40176766/tasty-nibbles-tuna-flakes-white-meat-in-sunflower-oil-185-g-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Tuna%2520Flakes%2520-%2520White%2520Meat%2520In%2520Sunflower%2520Oil,4.5
15610,"Tilapia Fish Whole Cleaned - Preservative Free, 4-6 pcs","Eggs, Meat & Fish",Fish & Seafood,Fresho,59.0,150.0,Fresh Fish,2.9,"Net WeightNumber Of PcsServing SizeStorage Temp500 g4-64-5 people0-4 deg celTilapia is a freshwater fish which is commonly made in Indian’s kitchen. It has a mild fishy flavour. Packed with protein and nutrients, it is rich in niacin, vitamin B12, phosphorus, selenium and potassium. This whole cleaned tilapia fish comes with the head. It is cleaned and gutted. This comes in 4-6 pcs which are perfect for 4-5 people. It is  preservative free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",59.0,59.0,60.66666666666667,https://www.bigbasket.com/pd/10000983/fresho-tilapia-fish-whole-cleaned-preservative-free-4-6-pcs-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Tilapia%2520Fish%2520Whole%2520Cleaned,2.9
15816,Chicken Seekh Kabab - Khas khas,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,207.9,270.0,Chicken Sausages,2.8,"Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world. They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden. These are not only delicious and tasty, but easy to eat but are also full of health, especially if you make them the ‘healthy way’. This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it. Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.

Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",207.9,207.9,23.0,https://www.bigbasket.com/pd/40205799/fresho-chicken-seekh-kabab-khas-khas-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520Seekh%2520Kabab%252FKebab%252C%2520Khas%2520Khas,2.8
