customer_id,Recency,Frequency,Monetary,gender,age,city,membership_type,avg_rating,discount_applied,satisfaction
392,59,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
395,17,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
398,38,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
401,18,11,800.2,Male,33,Los Angeles,Silver,4.1,False,Neutral
404,60,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
407,16,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
410,39,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
413,17,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
416,61,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
419,19,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
422,40,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
425,18,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
428,62,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
431,20,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
434,41,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
437,19,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
440,63,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
443,20,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
446,42,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
449,21,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
