customer_id,Recency,Frequency,Monetary,gender,age,city,membership_type,avg_rating,discount_applied,satisfaction
197,22,14,1160.3,Female,32,New York,Gold,4.4,True,Satisfied
198,17,11,800.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
200,12,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
203,26,15,1130.6,Female,31,New York,Gold,4.5,True,Satisfied
204,12,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
206,9,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
209,19,16,1180.8,Female,30,New York,Gold,4.7,True,Satisfied
210,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
212,13,20,1470.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
215,27,15,1140.6,Female,31,New York,Gold,4.6,True,Satisfied
216,13,12,810.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
218,10,21,1500.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
221,20,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
222,14,13,830.75,Male,33,Los Angeles,Silver,4.2,False,Satisfied
224,10,18,1370.2,Male,29,San Francisco,Gold,4.7,False,Satisfied
227,22,14,1160.3,Female,32,New York,Gold,4.4,True,Satisfied
228,17,11,800.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
230,12,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
233,26,15,1130.6,Female,31,New York,Gold,4.5,True,Satisfied
234,12,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
236,9,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
239,19,16,1180.8,Female,30,New York,Gold,4.7,True,Satisfied
240,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
242,13,20,1470.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
245,26,15,1130.6,Female,31,New York,Gold,4.5,True,Satisfied
246,12,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
248,9,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
251,19,16,1180.8,Female,30,New York,Gold,4.7,True,Satisfied
252,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
254,13,20,1470.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
257,27,15,1140.6,Female,31,New York,Gold,4.6,True,Satisfied
258,13,12,810.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
260,10,21,1500.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
263,20,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
264,14,13,830.75,Male,33,Los Angeles,Silver,4.2,False,Satisfied
266,10,18,1370.2,Male,29,San Francisco,Gold,4.7,False,Satisfied
269,22,14,1160.3,Female,32,New York,Gold,4.4,True,Satisfied
270,17,11,800.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
272,12,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
275,27,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
276,12,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
278,9,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
281,19,16,1180.8,Female,30,New York,Gold,4.7,True,Satisfied
282,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
284,13,20,1470.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
287,26,15,1130.6,Female,31,New York,Gold,4.5,True,Satisfied
288,13,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
290,10,21,1500.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
293,20,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
294,14,13,830.75,Male,33,Los Angeles,Silver,4.2,False,Satisfied
296,10,18,1370.2,Male,29,San Francisco,Gold,4.7,False,Satisfied
299,22,14,1160.3,Female,32,New York,Gold,4.4,True,Satisfied
300,17,11,800.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
301,11,19,1420.8,Male,36,San Francisco,Gold,4.6,False,Satisfied
304,18,17,1210.6,Male,31,New York,Gold,4.8,True,Satisfied
305,16,11,780.9,Male,27,Los Angeles,Silver,4.2,False,Neutral
307,9,18,1390.2,Male,29,San Francisco,Gold,4.7,False,Satisfied
310,21,14,1170.3,Female,32,New York,Gold,4.5,True,Satisfied
311,14,11,810.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
313,12,20,1450.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
316,26,15,1130.6,Female,31,New York,Gold,4.5,True,Satisfied
317,13,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
319,9,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
322,19,16,1180.8,Female,30,New York,Gold,4.7,True,Satisfied
323,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
325,13,20,1470.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
328,27,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
329,13,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
331,10,21,1500.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
334,20,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
335,14,13,830.75,Male,33,Los Angeles,Silver,4.2,False,Satisfied
337,10,18,1370.2,Male,29,San Francisco,Gold,4.7,False,Satisfied
340,22,14,1160.3,Female,32,New York,Gold,4.4,True,Satisfied
341,17,11,800.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
343,11,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
346,28,15,1150.6,Female,31,New York,Gold,4.5,True,Satisfied
347,14,12,830.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
349,10,21,1480.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
352,21,16,1170.8,Female,30,New York,Gold,4.7,True,Satisfied
353,15,11,790.2,Male,34,Los Angeles,Silver,4.0,False,Neutral
355,12,19,1440.5,Male,30,San Francisco,Gold,4.6,False,Satisfied
358,29,15,1160.6,Female,31,New York,Gold,4.5,True,Satisfied
359,14,12,810.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
361,10,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
364,22,16,1200.8,Female,30,New York,Gold,4.7,True,Satisfied
365,16,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
367,13,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
370,30,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
371,17,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
373,11,21,1480.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
376,23,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
379,12,19,1450.5,Male,30,San Francisco,Gold,4.6,False,Satisfied
382,31,15,1160.6,Female,31,New York,Gold,4.5,True,Satisfied
383,15,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
385,10,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
388,24,16,1200.8,Female,30,New York,Gold,4.7,True,Satisfied
389,16,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
391,13,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
394,32,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
395,17,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
397,12,21,1480.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
400,25,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
401,18,11,800.2,Male,33,Los Angeles,Silver,4.1,False,Neutral
403,13,19,1450.5,Male,30,San Francisco,Gold,4.6,False,Satisfied
406,33,15,1160.6,Female,31,New York,Gold,4.5,True,Satisfied
407,16,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
409,11,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
412,25,16,1200.8,Female,30,New York,Gold,4.7,True,Satisfied
413,17,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
415,14,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
418,34,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
419,19,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
421,12,21,1480.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
424,27,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
425,18,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
427,14,19,1450.5,Male,30,San Francisco,Gold,4.6,False,Satisfied
430,35,15,1160.6,Female,31,New York,Gold,4.5,True,Satisfied
431,20,12,820.9,Male,35,Los Angeles,Silver,4.3,False,Neutral
433,11,21,1490.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
436,28,16,1200.8,Female,30,New York,Gold,4.7,True,Satisfied
437,19,11,780.2,Male,34,Los Angeles,Silver,4.1,False,Neutral
439,15,20,1460.5,Male,30,San Francisco,Gold,4.8,False,Satisfied
442,36,15,1140.6,Female,31,New York,Gold,4.5,True,Satisfied
443,20,12,800.9,Male,35,Los Angeles,Silver,4.1,False,Neutral
445,13,21,1480.1,Male,28,San Francisco,Gold,4.9,False,Satisfied
448,28,16,1190.8,Female,30,New York,Gold,4.5,True,Satisfied
449,21,11,780.2,Male,34,Los Angeles,Silver,4.2,False,Neutral
